id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2533137325,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-14T17:38:57.944Z,2023-04-14T17:38:58Z,4187695587,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187695579,30,"26hokry025pgjx5bn7ljlkatx, 6o62deaqwdcrllc91hz09cct1, 1doiom8yk2hn6sn6orlcfypjp, 8byxqwq7ktyxn5rfbj4p0m0o9, b9bkrtx5x0g403la5n3h17mxh, bos0z54lr710ov1ppq0rahje2, 9imvdvv7wnaknh1bc4ocun78q, e8wxyqahq47qd1sfh2qniqac5, bkehljspqbj6tz0peqjivkvai, 8cpd4je0ku8wjumqeh3ruv10p, 6ne71gfjoez9m0tk8qozd8e3u, 6xvw6n5wq8bcgg01i87rbfsgl, 4e49434kkv98sjq1byj8rnkh6, 2ws74z0vjuq4vdt4575cgjbsa, eh7p84iu66n1ehlisgttnhv1m, 7ie1bwuj4e18xy9bl6mszwt1, su2h9bv6nhltjjkbz5s7lrdh, 16x7shxmsfll6pytg8b8v0dbe, el8iinhsb8c12kgvng4idutat, cgcc0n4i0k8jc9tk8vwzgltsk",4187695581,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187695593,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187695591,197,16761,4187695583,59,"24, 2, 17, 4, 27, 18, 23, 6, 11, 9, 20, 1, 3, 10, 14, 15, 22, 25, 33, 36",4187695585,130,12,4187695589,194,e8wxyqahq47qd1sfh2qniqac5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533141791,1,34,16,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-14T17:46:36.626Z,2023-04-14T18:58:11Z,4187719033,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4187719041,194,cgonvdrm0gwjzrsz5fho4cwr9,4187719039,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4187719035,59,"1, 11, 16, 5, 30, 15, 2, 42, 17, 26, 14, 3, 7, 9, 10, 21, 35, 36, 49",4187719045,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187719037,130,12,4187719043,197,1991,4187719031,30,"4lp29rlldfr9f8jx6e6qqfgt1, djn7515ev4uzfcvizndtrvzkl, 1hoyso1oinr2bza4lxgkzdiax, 43mi8uliaor1b9mejf33if1sl, atzpueujhh1u79b8ijhufob9w, cgonvdrm0gwjzrsz5fho4cwr9, dl2j6mynj9b09ehi3ebi2fc2d, cxxhe0dwp3wi35c28spse4l7u, f48c8vds4wpfu9wl7is4y3sgl, 6aonl21cpvfg8ma7i00q9ho0l, 9ciad1fw48orv5aph9o83f6ne, eue5o5hcml60dtt61qku5jcut, 2n1na0cyvk19401cuwsokmaga, bed0m5tw305n4c60cuqlhrkd1, djjolbwunzmlob0chwp8x21g5, 1xcvcrq88be0efbkwgi7pirjd, 3sz8ql6cofytbuss1zl8vpes4, dr4vzsp03vm7wj9crqnc6n02c, 1wk872a75kcbsb3wsvu10iz2s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178055,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-14T18:45:34.040Z,2023-04-14T18:45:36Z,4187916097,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178039,2,32,1,0,0,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-14T18:45:34.040Z,2023-04-15T05:46:32Z,4187916011,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178103,3,1,1,0,0,87coxipr6ls77tnlba3eselx0,1,50.1,50.3,2023-04-14T18:45:34.075Z,2023-04-15T06:38:56Z,4187916403,56,Back,4187916409,212,25.8,4187916405,140,25.5,4187916413,279,S,4187916411,213,3.2,4187916407,141,49.0,4188874777,178,,,,,9ciad1fw48orv5aph9o83f6ne,V. Loturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178167,4,1,1,0,2,87coxipr6ls77tnlba3eselx0,0,26.5,49.4,2023-04-14T18:45:36.997Z,2023-04-15T06:38:58Z,4188874829,178,,4187916717,1,,4187916707,56,Center,4187916711,141,25.8,4187916713,212,67.9,4187916705,155,,4187916709,140,89.3,4187916715,213,6.0,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178179,3,12,1,0,6,841zp0njrq63yv4fvw6lgf60q,1,10.6,73,2023-04-14T18:45:40.934Z,2023-04-15T06:39:03Z,4187916785,140,0.0,4187916789,212,12.6,4187916869,167,,4187916783,56,Back,4187916793,213,3.1,4187916787,141,73.6,4188874965,178,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178189,4,6,1,0,8,841zp0njrq63yv4fvw6lgf60q,0,0,77.5,2023-04-14T18:45:42.608Z,2023-04-15T04:10:25Z,4187916835,56,Back,4187916837,73,,4187917295,233,5,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178267,5,6,1,0,8,87coxipr6ls77tnlba3eselx0,1,100,22.5,2023-04-14T18:45:42.608Z,2023-04-15T04:10:25Z,4187917261,75,,4187917259,56,Center,4187917283,233,4,,,,,,,,,,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178743,6,1,1,0,40,87coxipr6ls77tnlba3eselx0,0,99.5,0.5,2023-04-14T18:46:14.698Z,2023-04-15T06:39:09Z,4187919795,212,31.8,4187919781,2,,4187919793,141,44.8,4187919789,56,Center,4187919797,213,1.9,4188518889,72,,4187919787,223,,4187919791,140,89.9,1hoyso1oinr2bza4lxgkzdiax,G. Harmon,4187919783,6,4188875143,178,4187919785,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178735,6,61,1,0,42,841zp0njrq63yv4fvw6lgf60q,1,7.9,53.7,2023-04-14T18:46:16.312Z,2023-04-15T06:39:15Z,4188875257,21,,4188875259,388,,4187919751,56,Back,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178707,5,43,1,0,42,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-14T18:46:16.858Z,2023-04-14T18:46:47Z,4187919603,285,0,4187922263,144,44,4187919601,56,Back,,,,,,,,,,,,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178749,7,43,1,0,42,87coxipr6ls77tnlba3eselx0,1,0,0,2023-04-14T18:46:16.859Z,2023-04-14T18:46:40Z,4187919815,286,0,4187921631,144,44,4187919869,233,5,4187919813,56,Center,,,,,,,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178837,8,1,1,0,45,87coxipr6ls77tnlba3eselx0,1,78.8,79.4,2023-04-14T18:46:19.652Z,2023-04-15T06:39:25Z,4187920329,140,90.7,4187920339,213,0.3,4187920335,212,13.3,4188875433,178,,4187920331,141,86.0,4187920327,56,Left,,,,,,,cgonvdrm0gwjzrsz5fho4cwr9,K. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178843,9,50,1,0,50,87coxipr6ls77tnlba3eselx0,1,92.1,90.6,2023-04-14T18:46:24.915Z,2023-04-15T06:39:49Z,4187920353,56,Left,4187920355,286,,4187920391,233,7,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178835,7,7,1,0,51,841zp0njrq63yv4fvw6lgf60q,0,7.9,9.4,2023-04-14T18:46:25.373Z,2023-04-15T06:39:46Z,4187920375,233,9,4188875787,178,,4187920323,285,,4188519041,385,,4187920319,56,Back,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178855,10,61,1,0,51,87coxipr6ls77tnlba3eselx0,1,93.6,94.8,2023-04-14T18:46:25.511Z,2023-04-15T06:39:34Z,4188875839,178,,4187920399,56,Left,,,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178857,8,5,1,0,53,841zp0njrq63yv4fvw6lgf60q,1,-1.2,10.4,2023-04-14T18:46:27.177Z,2023-04-15T04:11:12Z,4187920401,56,Back,4187920549,233,11,4187920403,346,,,,,,,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178877,11,5,1,0,53,87coxipr6ls77tnlba3eselx0,0,101.2,89.6,2023-04-14T18:46:27.177Z,2023-04-15T04:11:12Z,4187920567,233,8,4187920499,56,Left,4187920501,346,,,,,,,,,,,,,,,,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179469,9,1,1,1,22,841zp0njrq63yv4fvw6lgf60q,1,4.1,46.3,2023-04-14T18:46:56.454Z,2023-04-15T06:38:33Z,4187923705,124,,4187923713,212,59.7,4187923709,140,54.4,4187923715,213,5.8,4187923721,74,,4187923717,1,,4187923707,56,Right,4187923711,141,5.5,26hokry025pgjx5bn7ljlkatx,K. Roos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179477,10,44,1,1,25,841zp0njrq63yv4fvw6lgf60q,1,59.8,4.1,2023-04-14T18:46:59.895Z,2023-04-15T09:08:51Z,4187923739,56,Right,4187923741,286,,4187923787,233,12,,,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179473,12,44,1,1,25,87coxipr6ls77tnlba3eselx0,0,40.2,95.9,2023-04-14T18:46:59.896Z,2023-04-15T06:38:37Z,4187923831,233,10,4187923725,285,,4187923723,56,Back,,,,,,,,,,,,,,,,43mi8uliaor1b9mejf33if1sl,J. Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
