id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2537074691,95,1,1,8,7,4qdzzur2cuuridyb0jso8mksi,1,41.8,38.9,2023-04-22T14:09:37.549Z,2023-04-22T18:47:45Z,4208543595,213,4.3,4210418253,178,,4208543589,140,37.0,4208543587,56,Back,4208543593,212,13.6,4208543591,141,20.3,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537324719,747,3,1,8,10,4qdzzur2cuuridyb0jso8mksi,1,40.8,13.8,2023-04-22T14:09:40.458Z,2023-04-22T18:47:54Z,4209863659,56,Back,4210418745,178,,4210241093,465,,4210212137,233,843,4209863661,286,,,,,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537324723,843,45,1,8,10,besu5lkqmra07drq1czpr0tk4,0,59.2,86.2,2023-04-22T14:09:40.458Z,2023-04-22T18:47:54Z,4209863679,285,,4209863677,56,Left,4210212169,233,747,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537074781,96,1,1,8,11,4qdzzur2cuuridyb0jso8mksi,1,37.5,19.2,2023-04-22T14:09:41.912Z,2023-04-22T18:47:57Z,4208544163,141,53.0,4208544175,213,1.8,4208544169,212,23.6,4210419003,178,,4208544155,56,Back,4208544159,140,32.6,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537074877,97,1,1,8,14,4qdzzur2cuuridyb0jso8mksi,1,32.5,54,2023-04-22T14:09:45.061Z,2023-04-22T18:48:01Z,4208544627,140,27.9,4210419327,178,,4208544631,141,86.8,4208544635,212,22.8,4208544639,213,1.8,4208544623,56,Back,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537074991,98,1,1,8,17,4qdzzur2cuuridyb0jso8mksi,0,29.2,88.7,2023-04-22T14:09:47.838Z,2023-04-22T18:48:05Z,4208545245,141,52.2,4208545249,213,5.9,4208545247,212,65.9,4208545233,155,,4208545237,56,Center,4210419525,178,,4208545251,1,,4208545241,140,87.3,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075015,73,52,1,8,21,besu5lkqmra07drq1czpr0tk4,1,14.1,38.8,2023-04-22T14:09:51.485Z,2023-04-22T18:48:09Z,4209870803,376,,4210419725,178,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075385,74,1,1,8,25,besu5lkqmra07drq1czpr0tk4,1,12.1,40,2023-04-22T14:09:55.206Z,2023-04-22T18:48:12Z,4208547467,140,21.2,4208547469,141,70.8,4208547465,56,Back,4208547471,212,23.0,4208547473,213,1.1,4210419849,178,,4208547463,123,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075475,75,1,1,8,31,besu5lkqmra07drq1czpr0tk4,1,27.1,71.4,2023-04-22T14:10:02.111Z,2023-04-22T18:48:15Z,4208548041,212,19.5,4208548043,213,4.8,4210420075,178,,4208548039,141,42.8,4208548037,140,28.0,4208548035,56,Back,,,,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075547,76,1,1,8,35,besu5lkqmra07drq1czpr0tk4,1,28.5,42.7,2023-04-22T14:10:05.855Z,2023-04-22T18:48:19Z,4208548391,56,Back,4208548393,140,32.3,4208548395,141,73.5,4208548399,213,1.4,4208548397,212,21.3,4210420301,178,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075713,77,1,1,8,39,besu5lkqmra07drq1czpr0tk4,1,33.3,70.5,2023-04-22T14:10:09.239Z,2023-04-22T18:48:22Z,4208549363,212,25.3,4208549361,141,33.3,4210420427,178,,4208549365,213,4.7,4208549359,140,31.9,4208549357,56,Back,,,,,,,9mgoxb4nlse8gjbmcs0nh0dex,M. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075855,78,1,1,8,43,besu5lkqmra07drq1czpr0tk4,1,43.5,37.4,2023-04-22T14:10:13.638Z,2023-04-22T18:48:26Z,4208550069,155,,4208550073,56,Left,4208550081,141,89.4,4208550085,212,59.7,4208550089,1,,4208550087,213,0.6,4210420795,178,,4208550077,140,89.3,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075873,79,61,1,8,46,besu5lkqmra07drq1czpr0tk4,0,89.4,89.4,2023-04-22T14:10:16.530Z,2023-04-22T18:48:33Z,4210421287,388,,4208550189,56,Left,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075901,80,5,1,8,48,besu5lkqmra07drq1czpr0tk4,0,101,83.9,2023-04-22T14:10:18.517Z,2023-04-22T18:48:40Z,4208550359,346,,4208550357,56,Left,4208550487,233,99,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537075907,99,5,1,8,48,4qdzzur2cuuridyb0jso8mksi,1,-1,16.1,2023-04-22T14:10:18.517Z,2023-04-22T18:48:40Z,4208550391,346,,4208550447,233,80,4208550389,56,Back,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537076999,100,1,1,9,13,4qdzzur2cuuridyb0jso8mksi,0,4.1,39.5,2023-04-22T14:10:44.069Z,2023-04-22T18:48:43Z,4208556309,74,,4208556305,1,,4208556295,140,66.1,4208556297,141,42.7,4208556299,212,65.1,4208556291,124,,4208556301,213,0.0,4208556293,56,Center,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077015,101,44,1,9,17,4qdzzur2cuuridyb0jso8mksi,1,67.2,52.7,2023-04-22T14:10:47.496Z,2023-04-23T06:50:38Z,4208556411,56,Center,4208556413,286,,4208556653,233,83,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077023,83,44,1,9,17,besu5lkqmra07drq1czpr0tk4,0,32.8,47.3,2023-04-22T14:10:47.497Z,2023-04-22T18:48:48Z,4208556433,56,Back,4208556439,285,,4208556781,233,101,,,,,,,,,,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077043,102,1,1,9,17,4qdzzur2cuuridyb0jso8mksi,0,66.1,42.7,2023-04-22T14:10:47.546Z,2023-04-23T06:50:39Z,4208556541,3,,4208556551,213,0.8,4208556543,56,Center,4210422843,388,,4208556545,140,72.6,4208556549,212,10.3,4208556547,141,54.0,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077007,82,1,1,9,18,besu5lkqmra07drq1czpr0tk4,0,23.1,36.1,2023-04-22T14:10:48.829Z,2023-04-22T18:48:58Z,4208556355,141,39.2,4208556357,212,8.9,4208556359,213,0.2,4208556349,3,,4210423127,388,,4208556353,140,31.3,4208556351,56,Back,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537327777,748,44,1,9,19,4qdzzur2cuuridyb0jso8mksi,1,69.9,46.7,2023-04-22T14:10:50.068Z,2023-04-23T06:50:39Z,4209880187,56,Center,4209880189,286,,4210212435,233,844,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537327857,844,44,1,9,19,besu5lkqmra07drq1czpr0tk4,0,30.1,53.3,2023-04-22T14:10:50.069Z,2023-04-22T18:49:07Z,4210212447,233,748,4209880579,56,Back,4209880581,285,,,,,,,,,,,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077097,103,1,1,9,20,4qdzzur2cuuridyb0jso8mksi,0,69.5,50.4,2023-04-22T14:10:50.172Z,2023-04-23T06:50:39Z,4208556837,213,0.5,4208556835,212,9.2,4210424025,388,,4208556831,140,77.4,4208556829,56,Center,4208556827,3,,4208556833,141,56.3,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077107,84,49,1,9,22,besu5lkqmra07drq1czpr0tk4,1,20.7,29.7,2023-04-22T14:10:52.900Z,2023-04-22T18:49:14Z,,,,,,,,,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077179,85,1,1,9,22,besu5lkqmra07drq1czpr0tk4,0,20.7,29.7,2023-04-22T14:10:52.968Z,2023-04-22T18:49:17Z,4208557283,1,,4208557257,56,Back,4210424399,178,,4208557273,212,28.7,4208557269,141,33.6,4208557279,213,0.1,4208557263,140,47.9,4208557251,157,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077267,104,1,1,9,26,4qdzzur2cuuridyb0jso8mksi,0,57.1,57,2023-04-22T14:10:56.444Z,2023-04-22T18:49:24Z,4208557697,213,1.1,4210424801,388,,4208557681,56,Center,4208557689,141,77.0,4208557685,140,63.0,4208557693,212,14.9,4208557679,3,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077419,86,1,1,9,31,besu5lkqmra07drq1czpr0tk4,0,55.2,21,2023-04-22T14:11:02Z,2023-04-22T18:49:37Z,4208558545,212,2.6,4208558547,213,5.8,4208558797,236,,4208558799,233,105,4208558803,286,,4210425775,178,,4208558539,56,Right,4208558543,141,19.1,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,4208558541,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077441,105,74,1,9,31,4qdzzur2cuuridyb0jso8mksi,1,41.1,69.9,2023-04-22T14:11:02.016Z,2023-04-22T18:49:42Z,4208558819,233,86,4210426171,389,,4208558717,285,,4208558715,56,Back,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077503,87,1,1,9,32,besu5lkqmra07drq1czpr0tk4,1,55.7,28.8,2023-04-22T14:11:02.774Z,2023-04-22T18:49:47Z,4208559033,140,67.9,4208559017,155,,4208559055,212,12.8,4208559059,213,6.3,4208559045,141,28.3,4208559023,56,Center,4210426587,178,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077521,88,1,1,9,34,besu5lkqmra07drq1czpr0tk4,0,70.9,27.9,2023-04-22T14:11:04.360Z,2023-04-22T18:49:51Z,4208559117,3,,4208559119,56,Right,4208559125,212,6.2,4208559127,213,4.7,4210426951,388,,4208559121,140,70.8,4208559123,141,18.8,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077643,106,1,1,9,35,4qdzzur2cuuridyb0jso8mksi,0,25.2,73.2,2023-04-22T14:11:05.896Z,2023-04-22T18:50:04Z,4210427789,388,,4208559803,213,6.1,4208559797,140,42.4,4208559799,141,67.3,4208559801,212,18.5,4208559793,56,Back,4208559789,3,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077667,89,44,1,9,37,besu5lkqmra07drq1czpr0tk4,1,57.8,24.7,2023-04-22T14:11:07.797Z,2023-04-23T06:50:40Z,4208559889,56,Center,4208559893,286,,4208560171,233,107,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077681,107,44,1,9,37,4qdzzur2cuuridyb0jso8mksi,0,42.2,75.3,2023-04-22T14:11:07.798Z,2023-04-22T18:50:08Z,4208559971,285,,4208559969,56,Back,4208560267,233,89,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077673,90,1,1,9,37,besu5lkqmra07drq1czpr0tk4,0,53,16.9,2023-04-22T14:11:07.838Z,2023-04-23T06:50:40Z,4208559929,56,Center,4208563323,212,14.5,4208563321,141,37.1,4208563319,140,57.4,4208563317,3,,4208563325,213,1.2,4210428281,388,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077761,108,49,1,9,38,4qdzzur2cuuridyb0jso8mksi,1,38.4,54.8,2023-04-22T14:11:08.966Z,2023-04-22T18:50:17Z,,,,,,,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077831,109,1,1,9,39,4qdzzur2cuuridyb0jso8mksi,1,37.3,57.9,2023-04-22T14:11:09.840Z,2023-04-22T18:50:22Z,4208560793,56,Back,4208560799,212,15.1,4208560797,141,42.4,4208560795,140,27.0,4210428861,178,,4208560801,213,3.9,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537077977,110,1,1,9,42,4qdzzur2cuuridyb0jso8mksi,1,26.9,40,2023-04-22T14:11:12.484Z,2023-04-22T18:50:27Z,4208561529,140,44.2,4208561535,141,10.7,4208561523,56,Back,4208561539,212,27.0,4208561543,213,5.5,4210429137,178,,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537078259,111,1,1,9,47,4qdzzur2cuuridyb0jso8mksi,1,43.9,7,2023-04-22T14:11:17.641Z,2023-04-22T18:50:30Z,4208562887,141,2.9,4208562885,140,60.4,4208562893,212,17.5,4208562895,213,6.1,4210429331,178,,4208562883,56,Right,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537078415,112,1,1,9,53,4qdzzur2cuuridyb0jso8mksi,1,46.5,15,2023-04-22T14:11:23.887Z,2023-04-22T18:50:34Z,4210429603,178,,4208563763,213,5.2,4208563761,212,9.2,4208563757,140,50.6,4208563755,56,Right,4208563759,141,3.1,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537078487,113,1,1,9,56,4qdzzur2cuuridyb0jso8mksi,1,49.7,5.2,2023-04-22T14:11:26.502Z,2023-04-22T18:50:40Z,4210430063,178,,4208564035,56,Back,4208564039,141,9.4,4208564037,140,32.1,4208564041,212,18.7,4208564043,213,3.0,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537078661,114,1,1,9,59,4qdzzur2cuuridyb0jso8mksi,1,30.8,11,2023-04-22T14:11:29.534Z,2023-04-22T18:50:43Z,4208565009,140,12.5,4208565007,56,Back,4208565015,213,2.2,4208565013,212,31.1,4210430291,178,,4208565011,141,46.9,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537078853,115,1,1,10,5,4qdzzur2cuuridyb0jso8mksi,0,11.9,34.3,2023-04-22T14:11:35.509Z,2023-04-22T18:50:48Z,4208565981,140,89.1,4208565983,141,45.4,4210430515,178,,4208565985,212,81.4,4208565989,1,,4208565987,213,0.1,4208565975,155,,4208565977,56,Center,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537078863,91,52,1,10,10,besu5lkqmra07drq1czpr0tk4,1,10.7,57.1,2023-04-22T14:11:40.158Z,2023-04-22T18:50:54Z,4209886377,377,,4210430917,178,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537079045,92,80,1,10,17,besu5lkqmra07drq1czpr0tk4,0,11.7,44,2023-04-22T14:11:47.334Z,2023-04-22T18:50:57Z,4210431227,178,,,,,,,,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537079347,93,1,1,10,21,besu5lkqmra07drq1czpr0tk4,0,12.3,46.4,2023-04-22T14:11:51.202Z,2023-04-22T18:51:00Z,4208568451,56,Center,4208568461,1,,4208568453,140,65.3,4208568449,155,,4208568455,141,43.0,4208568457,212,55.7,4208568459,213,6.2,4210431395,178,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701931,976,67,1,10,24,4qdzzur2cuuridyb0jso8mksi,1,35.4,53.4,2023-04-22T14:11:54.523Z,2023-04-23T06:50:40Z,4211908293,233,1256,,,,,,,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701929,1256,67,1,10,24,besu5lkqmra07drq1czpr0tk4,0,64.6,46.6,2023-04-22T14:11:54.524Z,2023-04-23T02:38:48Z,4211908301,233,976,,,,,,,,,,,,,,,,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537079361,116,8,1,10,24,4qdzzur2cuuridyb0jso8mksi,1,35.9,51.5,2023-04-22T14:11:54.543Z,2023-04-23T06:50:41Z,4210431655,178,,4209887911,385,,4208568533,56,Back,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537079495,94,1,1,10,26,besu5lkqmra07drq1czpr0tk4,0,66.5,38.2,2023-04-22T14:11:56.235Z,2023-04-22T18:51:09Z,4208569195,213,0.8,4208569183,140,81.3,4208569181,56,Center,4208569189,212,22.9,4208569185,141,63.0,4208569179,155,,4210431913,178,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537079601,117,1,1,10,28,4qdzzur2cuuridyb0jso8mksi,1,17.9,31.8,2023-04-22T14:11:58.740Z,2023-04-22T18:51:19Z,4208569735,212,17.2,4208569723,157,,4208569741,213,6.0,4208569745,1,,4208569731,141,24.7,4210432633,178,,4208569725,56,Back,4208569727,140,33.6,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537079619,118,49,1,10,30,4qdzzur2cuuridyb0jso8mksi,1,31.7,17,2023-04-22T14:12:00.603Z,2023-04-22T18:51:28Z,,,,,,,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537080007,119,1,1,10,33,4qdzzur2cuuridyb0jso8mksi,1,38.5,6.8,2023-04-22T14:12:03.891Z,2023-04-22T18:51:36Z,4208571697,155,,4208571699,56,Right,4208571715,1,,4210433615,178,,4208571707,212,55.8,4208571703,141,7.7,4208571701,140,91.6,4208571711,213,0.0,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537080051,95,45,1,10,39,besu5lkqmra07drq1czpr0tk4,0,4.4,87.7,2023-04-22T14:12:09.713Z,2023-04-23T02:39:42Z,4208572127,233,120,4208571941,56,Back,4208571943,285,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537080057,120,3,1,10,39,4qdzzur2cuuridyb0jso8mksi,1,95.6,12.3,2023-04-22T14:12:09.713Z,2023-04-23T02:39:42Z,4210241291,465,,4208571981,286,,4208572089,233,95,4208571977,56,Right,4210436161,178,,,,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537755013,1326,83,1,10,40,besu5lkqmra07drq1czpr0tk4,1,1.9,85.1,2023-04-22T14:12:10.743Z,2023-04-23T05:53:17Z,4212209667,399,194328,,,,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537080063,121,61,1,10,41,4qdzzur2cuuridyb0jso8mksi,0,98,17.3,2023-04-22T14:12:11.348Z,2023-04-22T18:52:29Z,4210436573,178,,4208572009,56,Right,,,,,,,,,,,,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537080071,96,5,1,10,41,besu5lkqmra07drq1czpr0tk4,1,-1.5,77.7,2023-04-22T14:12:11.562Z,2023-04-22T18:52:34Z,4208572043,56,Back,4208572247,233,122,4208572045,346,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537080093,122,5,1,10,41,4qdzzur2cuuridyb0jso8mksi,0,101.5,22.3,2023-04-22T14:12:11.562Z,2023-04-22T18:52:34Z,4208572269,233,96,4208572151,346,,4208572147,56,Center,,,,,,,,,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081289,97,1,1,11,12,besu5lkqmra07drq1czpr0tk4,0,5,53.3,2023-04-22T14:12:42.952Z,2023-04-22T18:52:38Z,4208578141,212,79.7,4208578151,74,,4208578137,141,46.4,4208578123,124,,4208578125,56,Center,4208578131,140,80.8,4209893195,155,,4208578147,213,6.2,cgu73urupkapqq9bnl17s8tt5,S. George,4208578149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081341,123,49,1,11,18,4qdzzur2cuuridyb0jso8mksi,1,18,49,2023-04-22T14:12:48.583Z,2023-04-22T18:52:45Z,,,,,,,,,,,,,,,,,,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081427,124,1,1,11,18,4qdzzur2cuuridyb0jso8mksi,1,18,49,2023-04-22T14:12:48.620Z,2023-04-22T18:52:51Z,4208578807,212,27.1,4208578805,141,67.8,4208578809,213,0.5,4210437677,178,,4208578811,1,,4208578797,157,,4208578799,56,Back,4208578801,140,40.8,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081465,125,1,1,11,21,4qdzzur2cuuridyb0jso8mksi,0,38.6,65.1,2023-04-22T14:12:51.206Z,2023-04-22T18:52:56Z,4208579011,56,Center,4208579023,213,6.1,4210437909,388,,4208579013,140,59.2,4208579009,3,,4209894353,168,,4208579015,141,60.0,4208579019,212,21.9,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081523,98,1,1,11,22,besu5lkqmra07drq1czpr0tk4,0,38.6,31.9,2023-04-22T14:12:53.082Z,2023-04-22T18:53:06Z,4208579321,3,,4208579335,213,6.1,4208579331,141,27.7,4208579329,140,57.1,4208579333,212,19.6,4208579325,56,Center,4210438405,178,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081623,126,1,1,11,25,4qdzzur2cuuridyb0jso8mksi,0,39.6,65.2,2023-04-22T14:12:55.284Z,2023-04-22T18:53:12Z,4208579823,213,6.2,4210438763,388,,4208579813,141,62.6,4208579803,3,,4208579805,56,Center,4208579809,140,56.1,4208579819,212,17.4,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081749,99,1,1,11,27,besu5lkqmra07drq1czpr0tk4,1,32.2,27.9,2023-04-22T14:12:57.521Z,2023-04-22T18:53:31Z,4208580457,213,4.9,4208580455,212,12.5,4208580449,56,Back,4208580447,3,,4208580453,141,10.0,4208580451,140,34.8,4210439773,388,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537330983,845,49,1,11,29,besu5lkqmra07drq1czpr0tk4,1,40,6.4,2023-04-22T14:12:59.554Z,2023-04-22T18:54:00Z,,,,,,,,,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537081803,100,1,1,11,29,besu5lkqmra07drq1czpr0tk4,0,36.7,12.9,2023-04-22T14:12:59.590Z,2023-04-22T18:54:03Z,4210441443,178,,4208580797,1,,4208580795,213,0.7,4208580791,141,43.3,4208580793,212,33.5,4208580785,157,,4208580787,56,Center,4208580789,140,61.8,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
