id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2502883919,1,34,16,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-02-01T18:43:13.702Z,2023-02-01T19:46:46Z,4006823473,59,"1, 2, 3, 42, 20, 4, 33, 41, 8, 17, 38, 9, 11, 13, 14, 18, 19, 24, 29, 49",4006823469,30,"8grd4q334w1ud9vbb6vrli6z9, epwfc94g7m7ed1nbt9wbgo6ei, 9fd3uggpu2opd1cuiwskjbhm1, cx59kxpqiabi3c5vl9mxvlyhh, c4dvhy1z0op9iwj9aqdgzh0q1, cksi669gcnskpytzh70a43it, cm7l7qimy4iysm1khmpc7u961, ed81nbya8j93qvelqdk79ustm, 96vt6e4xjci5gll0ogsnlfg89, a1q1se1i8ih65e94xswacghk9, 4x7o9h6ea8ldt9sxgz87vwycp, 8ydeghsg8bdyovqjnr56hz8x5, czazwj4nt23bydpdi67i0wga2, axicg3mdtrur97rjz423pl8t1, 9hoygyx51dhic09hlnhlsjend, 3g3x2ws0npu7aa51h4nx7nazu, 9qe7czo24c9hz308iuzgx9nxm, v6ddixs4xh5qjb67smsht23t, 9v2ru33bml5fpvpcbjhrahjv9, 26olsdd9erf8rahc8xfqz01xx",4006823471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006823483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006823479,194,cx59kxpqiabi3c5vl9mxvlyhh,4006823481,197,805,4006823477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006823475,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502887859,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-02-01T18:52:50.290Z,2023-02-01T20:19:11Z,4006844363,30,"cgu73urupkapqq9bnl17s8tt5, z1apq9hkjp8l8jhpegacpwid, 1swg0twoet2to70z38wo78b1l, 9mgoxb4nlse8gjbmcs0nh0dex, dm0ktjgadvf89t9zsqybufnxl, 9ykuo0c905u48vd44wxgb6jth, 73grc910ff9auyze63pgtoet, 960mhrs3usnisl5jv0xzok3x1, b0fuw7r17cq41awaoydw9bjl5, 91z7xt6xuwgzt0jyg5owh6yfp, cwdqe0rv5dcshhfhke86j9z2t, 7hzc2m8h1ufacyazzxp1ove1h, db1hineo65ck1zyg8kjtl5iad, elmr3dbzcn0od1mflq6mc02ui, 1mbcl4xzln2fyj0o3aapdhdrd, 48hhfwdy6qw1cjd1el8n9t591, 7jn2vr9iq2cg2ui6oaww1i6i2, ddnwckj55fg870otjg9w9xyad, djyjh9vs99rm6pfm2ofhwfd91, ejo44v1xeqrf9wsc1q3td4ul1",4006844371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006844369,130,16,4006844373,194,z1apq9hkjp8l8jhpegacpwid,4006844377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006844367,59,"1, 2, 29, 15, 5, 6, 33, 8, 9, 22, 18, 3, 11, 16, 17, 19, 23, 24, 28, 32",4006844365,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006844375,197,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908563,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-02-01T19:44:53.706Z,2023-02-01T19:44:55Z,4006961357,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908561,2,32,1,0,0,dvnjvad3p09dugr79gktlrtll,1,0,0,2023-02-01T19:44:53.706Z,2023-02-01T23:58:08Z,4006961355,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908591,3,1,1,0,0,besu5lkqmra07drq1czpr0tk4,1,50.1,49.7,2023-02-01T19:44:53.732Z,2023-02-02T00:05:30Z,4006961547,279,S,4006961531,140,12.4,4007393995,178,,4006961539,212,39.7,4006961541,213,3.2,4006961535,141,45.7,4006961545,1,,4006961529,56,Back,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908621,4,1,1,0,4,besu5lkqmra07drq1czpr0tk4,0,17.1,43.6,2023-02-01T19:44:58.072Z,2023-02-02T06:04:38Z,4006961725,140,67.4,4006961731,212,53.5,4006961733,213,6.1,4006961735,1,,4006961723,56,Center,4007394037,178,,4006961719,155,,4006961727,141,31.3,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908629,3,44,1,0,7,dvnjvad3p09dugr79gktlrtll,1,36.8,72.2,2023-02-01T19:45:00.847Z,2023-02-02T06:04:37Z,4006961777,285,,4006961775,56,Back,4006962383,233,5,,,,,,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908625,5,44,1,0,7,besu5lkqmra07drq1czpr0tk4,0,63.2,27.8,2023-02-01T19:45:00.848Z,2023-02-02T06:04:37Z,4006962411,233,3,4006961755,56,Center,4006961757,286,,,,,,,,,,,,,,,,,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908641,4,61,1,0,7,dvnjvad3p09dugr79gktlrtll,1,35.7,73.8,2023-02-01T19:45:00.872Z,2023-02-02T06:04:36Z,4006961847,56,Back,4007394129,388,,4007394127,15,,,,,,,,,,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908631,6,43,1,0,9,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-02-01T19:45:03.661Z,2023-02-01T19:45:21Z,4006961789,212,20.8,4006962443,144,1,4006961779,3,0,4006961781,168,0,4006961783,56,Center,4006961787,141,38.6,4006961791,213,0.2,4006961785,140,86.6,91z7xt6xuwgzt0jyg5owh6yfp,A. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
