id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,assist,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2537012351,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-22T13:07:33.469Z,2023-04-22T14:07:45Z,4208226607,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208226617,197,1983,4208226613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208226615,194,tywvq45nw3cobufa7zkhsq8l,4208226609,59,"1, 13, 19, 34, 6, 4, 14, 18, 7, 10, 26, 2, 3, 16, 17, 20, 22, 23, 29, 31",4208226611,130,7,4208226605,30,"3vt38r8n9081i3a4dj89lx905, 4gxhbsq4ocdqnrj3yrro2jf11, 56b1gs6obdcpx4j3c02bi4bqi, d0ped35vke09xx92otkq63pm2, tywvq45nw3cobufa7zkhsq8l, cxjlus7adz4r6y0j3x5v2y0gl, 2ezi9zjj3pmt475woji11gi51, 4l1wyg8j3u42b87477y3zm54a, 27ldss0bvyuhn929cd0j8u47p, 27exg4oaa7sym40hi0szdc05x, 1tbuc25mv5qc48uawml7aqu3t, 1yqdq8dtuvh9wmn8cgyv3t8tl, 7f0r99zrqykjuoz0bqlintbzd, 744enw7o0c1i9a1b0qjihgjqh, 2r6suw717hgzqsp8ogvwdfk6h, kpkpalx1dxjph7895pb7ene1, 7xxqn9xu5izixdi9spsjf1t5h, a0cvnq9q83z3x0e1p938uu5ed, cyg7icft0ojp9wdbyq9nlkwyd, avcww4x5wyrlm6gk3sckkudxw",4208226619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537017165,1,34,16,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-04-22T13:12:32.322Z,2023-04-22T13:58:27Z,4208252359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208252355,59,"1, 26, 16, 14, 25, 4, 12, 8, 15, 11, 23, 2, 3, 10, 13, 17, 18, 22, 31, 36",4208252349,30,"bu7u0edo60hpre8wkhgw79gwl, 1xofhzib5lyqx285j8x36xg8a, atx6lc3lltktph9wnqv5oihg5, 87aix2c3m5x08nsurhjql51p1, 82m1eir9istcl9x5srqdrtca2, e98evrjmtbjwjrmvlhu1hn36d, cs5ejx87ge8am8ir8w0lj4wk5, 6qp481f9ke8vcrvu9gnsbq4lx, 4w3ipvncxgip8rxi2sf0l971l, afowz5wysshf6f5mj5iz1t5h, dnnv0ts8b4ov8id729wyoeuax, 2i835ww5po0e5y9txkdajsnsa, 5f1erzxtvzncvf1wtqnv3fgmh, 9eglkkpww5oem5vdrmf8q2bu2, 9ki0zmbky1zluxnz63008ozmy, 1ol8b62vocx8kr8p4egifu3md, fx0i4f70a096eya9f6irwdt5, 3jppvkr0tv7r8lwraqvc7wtlh, ba98uem1wm5f638awk1k5caok, bpx0309w9vher1skft1vccpw4",4208252361,194,bu7u0edo60hpre8wkhgw79gwl,4208252365,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208252357,130,7,4208252363,197,15960,4208252353,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056381,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-04-22T14:01:11.249Z,2023-04-22T23:05:41Z,4208451533,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056391,2,32,1,0,0,c9ky1957qli8v2lylfga7io8b,1,0,0,2023-04-22T14:01:11.249Z,2023-04-22T14:01:13Z,4208451591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056437,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,50.2,50,2023-04-22T14:01:11.283Z,2023-04-23T06:07:13Z,4208451779,213,3.0,4208451775,141,50.9,4208451771,56,Back,4212220351,178,,4208451773,140,46.2,4208451777,212,4.2,4208451781,279,S,,,,27exg4oaa7sym40hi0szdc05x,D. Wotherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056513,4,1,1,0,1,ez46dadmx0virt38cgeq2n6pf,1,46.2,50.9,2023-04-22T14:01:12.835Z,2023-04-23T06:07:18Z,4208452135,155,,4208452143,212,26.0,4208452139,140,64.9,4208452145,213,5.6,4208452141,141,25.8,4212220455,178,,4208452137,56,Center,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056519,5,50,1,0,4,ez46dadmx0virt38cgeq2n6pf,1,58.2,28.8,2023-04-22T14:01:15.554Z,2023-04-23T06:07:26Z,4208452171,56,Center,4208452253,233,3,4208452173,286,,,,,,,,,,,,,,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056493,3,7,1,0,5,c9ky1957qli8v2lylfga7io8b,0,41.8,71.2,2023-04-22T14:01:16.893Z,2023-04-23T06:07:31Z,4208452219,233,5,4208452045,285,,4209798639,384,,4212220785,178,,4208452039,56,Back,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056555,6,44,1,0,7,ez46dadmx0virt38cgeq2n6pf,1,46.6,13.6,2023-04-22T14:01:18.721Z,2023-04-23T07:08:21Z,4208452321,56,Back,4208452323,285,,4208452561,233,4,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537056597,4,44,1,0,7,c9ky1957qli8v2lylfga7io8b,0,53.4,86.4,2023-04-22T14:01:18.722Z,2023-04-23T06:08:03Z,4208452601,233,6,4208452549,56,Left,4208452551,286,,,,,,,,,,,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
