id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value
2538147473,25,1,1,0,59,cnnku8uihko7u4th0fms4pvg6,1,53.3,26.1,2023-04-23T15:31:48.856Z,2023-04-23T21:16:39Z,4214252255,212,12.0,4214252253,141,33.6,4214252249,56,Center,4214252251,140,63.6,4214252257,213,0.4,4215767297,178,,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147521,26,1,1,1,0,cnnku8uihko7u4th0fms4pvg6,1,63.6,33.6,2023-04-23T15:31:49.606Z,2023-04-23T21:16:43Z,4215767437,178,,4214252429,212,13.2,4214252423,56,Right,4214252425,140,65.0,4214252427,141,14.3,4214252431,213,4.8,,,,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147533,27,1,1,1,1,cnnku8uihko7u4th0fms4pvg6,1,64.3,13.1,2023-04-23T15:31:51.141Z,2023-04-23T21:16:46Z,4214252487,213,5.5,4214252471,56,Right,4214252477,140,68.6,4215767575,178,,4214252483,212,6.1,4214252479,141,7.0,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147551,28,1,1,1,3,cnnku8uihko7u4th0fms4pvg6,1,68.6,7,2023-04-23T15:31:53.026Z,2023-04-23T21:16:49Z,4214252563,213,2.4,4214252557,140,63.6,4214252561,212,7.2,4214252559,141,14.3,4214252555,56,Right,4215767787,178,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147587,29,1,1,1,4,cnnku8uihko7u4th0fms4pvg6,1,63.6,14.3,2023-04-23T15:31:53.885Z,2023-04-23T21:16:52Z,4214252717,141,7.4,4214252719,212,11.0,4214252721,213,3.6,4214252713,56,Right,4214252715,140,54.1,4215767987,178,,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147645,30,1,1,1,6,cnnku8uihko7u4th0fms4pvg6,1,53.6,13.7,2023-04-23T15:31:55.775Z,2023-04-23T21:16:59Z,4214253021,141,28.8,4214253025,213,1.3,4214253023,212,10.8,4214253017,56,Center,4214253019,140,56.7,4215768333,178,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147665,31,1,1,1,7,cnnku8uihko7u4th0fms4pvg6,1,56.7,28.8,2023-04-23T15:31:56.765Z,2023-04-23T21:17:05Z,4214253121,140,61.8,4215768549,178,,4214253123,141,23.6,4214253125,212,6.4,4214253127,213,5.7,4214253119,56,Center,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147673,32,3,1,1,8,cnnku8uihko7u4th0fms4pvg6,0,62.7,29,2023-04-23T15:31:57.784Z,2023-04-23T21:17:08Z,4214253163,56,Center,4215768683,178,,4214526315,286,,4214526579,233,10,4215265649,464,,,,,,,,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147693,10,7,1,1,8,841zp0njrq63yv4fvw6lgf60q,0,37.3,71,2023-04-23T15:31:57.837Z,2023-04-23T21:17:14Z,4215265761,385,,4214526573,233,32,4215768987,178,,4214526207,285,,4214253239,56,Back,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538200107,590,61,1,1,8,cnnku8uihko7u4th0fms4pvg6,1,61.1,26.2,2023-04-23T15:31:57.984Z,2023-04-23T21:17:27Z,4214532039,56,Center,4215769283,178,,,,,,,,,,,,,,,,,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147699,11,49,1,1,9,841zp0njrq63yv4fvw6lgf60q,1,41.5,82.6,2023-04-23T15:31:59.031Z,2023-04-23T21:17:32Z,,,,,,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538148263,14,43,1,1,10,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-23T15:32:00.095Z,2023-04-23T16:22:25Z,4214531957,144,61,4214256141,56,Back,,,,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538334313,699,50,1,1,12,841zp0njrq63yv4fvw6lgf60q,1,62,96.2,2023-04-23T15:32:01.951Z,2023-04-23T21:17:53Z,4215267457,56,Left,4215601191,233,1124,4215267459,286,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538334351,1124,7,1,1,13,cnnku8uihko7u4th0fms4pvg6,0,38,3.8,2023-04-23T15:32:02.412Z,2023-04-23T21:18:01Z,4215771213,178,,4215601177,233,699,4215267969,385,,4215267677,56,Back,4215267679,285,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147739,12,50,1,1,14,841zp0njrq63yv4fvw6lgf60q,1,63.6,93.6,2023-04-23T15:32:03.864Z,2023-04-23T21:18:15Z,4214253447,56,Left,4214253449,286,,4214253625,233,33,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147765,33,7,1,1,14,cnnku8uihko7u4th0fms4pvg6,1,36.4,6.4,2023-04-23T15:32:04.017Z,2023-04-23T21:18:40Z,4214253603,285,,4215772933,178,,4215268531,383,,4214253621,233,12,4214253601,56,Back,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147767,34,49,1,1,15,cnnku8uihko7u4th0fms4pvg6,1,36,3.7,2023-04-23T15:32:04.808Z,2023-04-23T21:18:53Z,,,,,,,,,,,,,,,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538587849,715,83,1,1,16,841zp0njrq63yv4fvw6lgf60q,1,60.1,92.1,2023-04-23T15:32:05.388Z,2023-04-24T06:32:12Z,4216644937,399,77816,,,,,,,,,,,,,,,,,,,,,,6ne71gfjoez9m0tk8qozd8e3u,L. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147803,35,1,1,1,16,cnnku8uihko7u4th0fms4pvg6,1,36,3.7,2023-04-23T15:32:06.267Z,2023-04-23T21:19:14Z,4215773835,178,,4214253781,141,6.1,4214253779,140,30.4,4214253777,56,Back,4214253783,212,6.1,4214253785,213,2.9,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147849,36,1,1,1,19,cnnku8uihko7u4th0fms4pvg6,1,29.3,9.8,2023-04-23T15:32:08.357Z,2023-04-23T21:19:18Z,4214254027,141,43.4,4214254029,212,32.2,4214254025,140,7.7,4214254023,56,Back,4214254031,213,2.4,4214254033,1,,4215774523,178,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147899,37,1,1,1,23,cnnku8uihko7u4th0fms4pvg6,1,10.4,42.4,2023-04-23T15:32:12.378Z,2023-04-23T21:19:24Z,4214254269,213,4.9,4214254267,212,11.7,4215774747,178,,4214254261,56,Back,4214254265,141,25.5,4214254263,140,12.3,,,,,,,54u4k9lzcugph99091xt282j9,A. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147963,38,1,1,1,26,cnnku8uihko7u4th0fms4pvg6,1,13.5,22.8,2023-04-23T15:32:15.377Z,2023-04-23T21:19:26Z,4214254541,56,Back,4214254543,140,25.6,4214254545,141,26.1,4215774901,178,,4214254549,213,0.2,4214254547,212,12.9,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147985,39,1,1,1,28,cnnku8uihko7u4th0fms4pvg6,1,26.5,27,2023-04-23T15:32:17.578Z,2023-04-23T21:19:30Z,4214254667,141,10.1,4215775117,178,,4214254669,212,11.7,4214254663,140,24.3,4214254673,213,4.5,4214254661,56,Back,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
