id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value
2538084637,1,34,16,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-23T14:30:02.868Z,2023-04-23T15:36:53Z,4213929221,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213929213,30,"26hokry025pgjx5bn7ljlkatx, 6o62deaqwdcrllc91hz09cct1, 1doiom8yk2hn6sn6orlcfypjp, 8byxqwq7ktyxn5rfbj4p0m0o9, b9bkrtx5x0g403la5n3h17mxh, bos0z54lr710ov1ppq0rahje2, c4kxfrbrfedilykhbyak3e579, 6ne71gfjoez9m0tk8qozd8e3u, 9imvdvv7wnaknh1bc4ocun78q, 8cpd4je0ku8wjumqeh3ruv10p, bkehljspqbj6tz0peqjivkvai, 4e49434kkv98sjq1byj8rnkh6, cxykkqaoe67ndqpwoq1t15ca2, 2ws74z0vjuq4vdt4575cgjbsa, eh7p84iu66n1ehlisgttnhv1m, 7ie1bwuj4e18xy9bl6mszwt1, ddfwtazsntda1pah2l454py3t, su2h9bv6nhltjjkbz5s7lrdh, el8iinhsb8c12kgvng4idutat, cgcc0n4i0k8jc9tk8vwzgltsk",4213929215,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213929225,197,7011,4213929223,194,6o62deaqwdcrllc91hz09cct1,4213929217,59,"24, 2, 17, 4, 27, 18, 16, 20, 23, 9, 11, 3, 8, 10, 14, 15, 19, 22, 33, 36",4213929219,130,18,4213929227,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538087347,1,34,16,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-23T14:32:23.631Z,2023-04-23T16:37:56Z,4213943789,30,"54u4k9lzcugph99091xt282j9, 4kpf2eyjqmax3f676dmhh9e51, ehj0z1y90uxmn8gdvaoldk1cl, rmruexgp6l6ar57aq8xffg4q, 4omwvnw9p46nfg7by0amh2hh, 8iwme9n9fhlu50yqm3pvtrd91, 4lb16ginbppvud84mgwirvfth, 90qai3k7otbuwrry224ki1f4l, 5p8y1fedi7alsnrdwg7lmw99l, bzvr1umoce37zyxq8hvwu1lgp, 25vb30mtetefhp3ix26nlhx0q, 1o7uvhqqueh716napx4qpq99m, 84qg8f7lr34fps859v324v4k5, 7d5vo5ppoev5q1uf39x0afkrt, 90ibgoec1k1npb1odsqwpfx1, 60ahvhvx30iw7abq1hxrzd0wl, 4f2bppk56sa7dqgw652x0fzdh, alzo6b4olqf8djtphk32e0f3e, c90b7l55q4npn5mc8q5jxs55g, 6labkb3fm12densy1sc4wvdhw",4213943805,194,4kpf2eyjqmax3f676dmhh9e51,4213943803,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213943799,130,8,4213943795,59,"1, 2, 31, 43, 16, 26, 20, 4, 30, 13, 71, 3, 7, 17, 18, 33, 37, 38, 72, 92",4213943809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213943807,197,11946,4213943791,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146561,2,32,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-23T15:30:49.292Z,2023-04-23T15:30:50Z,4214247815,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146545,2,32,1,0,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-04-23T15:30:49.292Z,2023-04-23T20:34:19Z,4214247755,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146605,3,1,1,0,0,cnnku8uihko7u4th0fms4pvg6,1,50.2,49.9,2023-04-23T15:30:49.317Z,2023-04-23T21:14:19Z,4214248073,212,11.8,4215759681,178,,4214248075,213,3.9,4214248071,141,37.9,4214248077,279,S,4214248067,56,Back,4214248069,140,42.1,,,,bzvr1umoce37zyxq8hvwu1lgp,T. Cantwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146613,4,1,1,0,1,cnnku8uihko7u4th0fms4pvg6,1,45.4,34,2023-04-23T15:30:51.090Z,2023-04-23T21:14:25Z,4214248121,141,12.8,4215760811,178,,4214248125,213,4.6,4214248123,212,14.5,4214248117,56,Back,4214248119,140,43.9,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146623,5,1,1,0,4,cnnku8uihko7u4th0fms4pvg6,1,43.3,13.1,2023-04-23T15:30:53.641Z,2023-04-23T21:14:30Z,4214248173,141,23.3,4214248175,212,7.5,4214248171,140,46.0,4214248177,213,1.2,4214248169,56,Back,4215760973,178,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146633,6,1,1,0,5,cnnku8uihko7u4th0fms4pvg6,1,46,23.3,2023-04-23T15:30:54.321Z,2023-04-23T21:14:33Z,4214248247,140,42.8,4214248251,212,9.0,4214248249,141,11.1,4214248253,213,4.3,4215761163,178,,4214248245,56,Back,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146691,7,1,1,0,6,cnnku8uihko7u4th0fms4pvg6,1,40.4,11.7,2023-04-23T15:30:56.201Z,2023-04-23T21:14:38Z,4214248531,56,Back,4214248535,141,25.3,4214248533,140,26.1,4214248539,213,2.6,4215761381,178,,4214248537,212,17.6,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146703,8,1,1,0,9,cnnku8uihko7u4th0fms4pvg6,1,26.1,25.3,2023-04-23T15:30:58.581Z,2023-04-23T21:14:40Z,4214248597,140,32.3,4214248599,141,24.9,4215761461,178,,4214248601,212,6.5,4214248595,56,Back,4214248603,213,6.2,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146773,9,1,1,0,10,cnnku8uihko7u4th0fms4pvg6,1,32.3,24.9,2023-04-23T15:30:59.481Z,2023-04-23T21:14:42Z,4214248933,141,14.1,4214248941,213,4.4,4214248929,140,30.3,4214248937,212,7.6,4215761551,178,,4214248925,56,Back,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146761,3,45,1,0,12,841zp0njrq63yv4fvw6lgf60q,0,65.8,83.7,2023-04-23T15:31:02.050Z,2023-04-23T21:14:52Z,4214249035,233,10,4214248877,285,,4214248875,56,Left,,,,,,,,,,,,,,,,1doiom8yk2hn6sn6orlcfypjp,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146785,10,3,1,0,12,cnnku8uihko7u4th0fms4pvg6,1,34.2,16.3,2023-04-23T15:31:02.050Z,2023-04-23T21:14:51Z,4215761863,178,,4214249003,233,3,4214249007,286,,4214248993,56,Back,4215254745,464,,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146815,11,1,1,0,13,cnnku8uihko7u4th0fms4pvg6,1,30.3,12.6,2023-04-23T15:31:02.921Z,2023-04-23T21:14:55Z,4214249139,141,5.8,4214249137,140,37.2,4214249143,213,5.7,4215761979,178,,4214249135,56,Back,4214249141,212,8.6,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146823,12,1,1,0,15,cnnku8uihko7u4th0fms4pvg6,1,37.1,6.4,2023-04-23T15:31:05.287Z,2023-04-23T21:15:05Z,4214249171,141,3.5,4215762379,178,,4214249173,212,2.3,4214249175,213,5.3,4214249169,140,38.3,4214249167,56,Back,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146869,13,1,1,0,17,cnnku8uihko7u4th0fms4pvg6,1,39.3,3.4,2023-04-23T15:31:06.341Z,2023-04-23T21:15:10Z,4214249349,212,11.6,4215762657,178,,4214249343,56,Back,4214249345,140,29.8,4214249351,213,2.6,4214249347,141,12.0,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146991,14,1,1,0,20,cnnku8uihko7u4th0fms4pvg6,1,33.7,12.6,2023-04-23T15:31:09.332Z,2023-04-23T21:15:13Z,4214249923,213,2.2,4214249921,212,11.2,4215762873,178,,4214249915,56,Back,4214249919,141,25.5,4214249917,140,27.1,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147013,15,1,1,0,24,cnnku8uihko7u4th0fms4pvg6,0,33.7,19.5,2023-04-23T15:31:14.031Z,2023-04-23T21:15:16Z,4214250025,1,,4214250023,213,0.0,4214250015,56,Right,4214250021,212,59.6,4214250413,155,,4214250019,141,20.0,4214250017,140,90.5,4215762977,178,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147001,4,49,1,0,29,841zp0njrq63yv4fvw6lgf60q,1,12.8,77.3,2023-04-23T15:31:19.237Z,2023-04-23T21:15:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147025,5,12,1,0,30,841zp0njrq63yv4fvw6lgf60q,1,11.4,78.8,2023-04-23T15:31:19.294Z,2023-04-23T21:15:30Z,4215763737,388,,4214250087,56,Back,4214250089,140,10.7,4214250091,141,100.0,4214250095,213,1.6,4214250133,167,,4214250093,212,15.4,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147035,6,5,1,0,31,841zp0njrq63yv4fvw6lgf60q,0,13.1,101.4,2023-04-23T15:31:20.353Z,2023-04-23T21:15:35Z,4214250439,233,16,4214250127,347,,4214250125,56,Back,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147085,16,5,1,0,31,cnnku8uihko7u4th0fms4pvg6,1,86.9,-1.4,2023-04-23T15:31:20.353Z,2023-04-23T21:15:35Z,4214250429,233,6,4214250359,56,Right,4214250361,347,,,,,,,,,,,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147175,17,1,1,0,36,cnnku8uihko7u4th0fms4pvg6,1,90.1,0,2023-04-23T15:31:26.041Z,2023-04-23T21:15:38Z,4214250821,107,,4214250825,140,87.2,4214250823,56,Right,4214250831,213,2.1,4214250829,212,6.5,4214250827,141,7.0,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147189,18,3,1,0,40,cnnku8uihko7u4th0fms4pvg6,0,91.6,9.5,2023-04-23T15:31:29.945Z,2023-04-23T21:15:46Z,4215259659,465,,4215764643,178,,4214251023,233,7,4214250885,286,,4214250883,56,Right,,,,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147205,7,7,1,0,40,841zp0njrq63yv4fvw6lgf60q,1,8.4,90.5,2023-04-23T15:31:30.198Z,2023-04-23T21:15:53Z,4215765005,178,,4214250953,285,,4215259373,383,,4214251009,233,18,4214250951,56,Back,,,,,,,,,,1doiom8yk2hn6sn6orlcfypjp,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147207,8,49,1,0,42,841zp0njrq63yv4fvw6lgf60q,1,7.8,90.3,2023-04-23T15:31:31.330Z,2023-04-23T21:16:01Z,,,,,,,,,,,,,,,,,,,,,,,,,1doiom8yk2hn6sn6orlcfypjp,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147249,9,1,1,0,43,841zp0njrq63yv4fvw6lgf60q,0,5.8,92.7,2023-04-23T15:31:32.351Z,2023-04-23T21:16:06Z,4214251135,141,94.5,4214251133,140,38.5,4214251145,1,,4214251137,212,34.4,4214251129,56,Back,4215765665,178,,4214251127,157,,4214251139,213,0.0,1doiom8yk2hn6sn6orlcfypjp,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147259,19,49,1,0,44,cnnku8uihko7u4th0fms4pvg6,1,69.2,4.4,2023-04-23T15:31:34.187Z,2023-04-23T21:16:15Z,,,,,,,,,,,,,,,,,,,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147299,20,1,1,0,46,cnnku8uihko7u4th0fms4pvg6,1,69.2,4.4,2023-04-23T15:31:35.497Z,2023-04-23T21:16:19Z,4214251365,213,1.8,4214251363,212,8.6,4214251357,56,Right,4215766299,178,,4214251361,141,16.7,4214251359,140,67.5,,,,,,,90qai3k7otbuwrry224ki1f4l,J. Lundstram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147341,21,1,1,0,47,cnnku8uihko7u4th0fms4pvg6,1,60.3,19.4,2023-04-23T15:31:37.271Z,2023-04-23T21:16:24Z,4214251561,140,53.8,4214251559,56,Center,4214251565,212,18.8,4214251563,141,45.2,4214251567,213,1.9,4215766615,178,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147373,22,1,1,0,50,cnnku8uihko7u4th0fms4pvg6,1,53.8,45.2,2023-04-23T15:31:39.595Z,2023-04-23T21:16:28Z,4214251749,213,4.8,4214251747,212,14.5,4214251741,56,Center,4215766779,178,,4214251745,141,24.0,4214251743,140,55.5,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147415,23,1,1,0,54,cnnku8uihko7u4th0fms4pvg6,1,55.5,24.7,2023-04-23T15:31:43.874Z,2023-04-23T21:16:31Z,4214251979,213,2.1,4214251969,56,Back,4215766909,178,,4214251977,212,15.3,4214251971,140,48.1,4214251973,141,44.0,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538147455,24,1,1,0,57,cnnku8uihko7u4th0fms4pvg6,1,48.1,44,2023-04-23T15:31:46.445Z,2023-04-23T21:16:36Z,4214252173,140,44.8,4214252175,141,27.4,4214252171,56,Back,4214252177,212,11.8,4214252179,213,4.4,4215767105,178,,,,,,,,8iwme9n9fhlu50yqm3pvtrd91,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
