id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2471996741,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-10-15T13:05:38.752Z,2022-10-15T14:00:01Z,3844083691,30,"3vt38r8n9081i3a4dj89lx905, 2ezi9zjj3pmt475woji11gi51, 1yqdq8dtuvh9wmn8cgyv3t8tl, cxjlus7adz4r6y0j3x5v2y0gl, tywvq45nw3cobufa7zkhsq8l, 9wjmsi05ex83iw3iy5bgkdrvu, cyg7icft0ojp9wdbyq9nlkwyd, 4gxhbsq4ocdqnrj3yrro2jf11, 2r6suw717hgzqsp8ogvwdfk6h, 27ldss0bvyuhn929cd0j8u47p, 7xxqn9xu5izixdi9spsjf1t5h, 7f0r99zrqykjuoz0bqlintbzd, 27exg4oaa7sym40hi0szdc05x, e5jvpbvdxhuq0m80bpqwv015h, 7bpoyv7zrd3ffl4j4e520jdud, 56b1gs6obdcpx4j3c02bi4bqi, c4g43ghalkakgcgv1jzaum11x, 1tbuc25mv5qc48uawml7aqu3t, dc1kk0l9t57lspx5qzzbscm0a, d0ped35vke09xx92otkq63pm2",3844083697,130,10,3844083701,194,tywvq45nw3cobufa7zkhsq8l,3844083703,197,14543,3844083699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844083705,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844083693,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3844083695,59,"1, 14, 2, 4, 6, 5, 29, 13, 17, 7, 22, 3, 10, 11, 12, 19, 21, 26, 27, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472002551,1,34,16,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-15T13:10:48.246Z,2022-10-15T13:10:48Z,3844115243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844115239,59,"1, 2, 11, 18, 6, 24, 17, 8, 28, 7, 19, 3, 5, 9, 10, 15, 22, 25, 29, 32",3844115245,194,z1apq9hkjp8l8jhpegacpwid,3844115235,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3844115249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844115247,197,1999,3844115231,30,"cgu73urupkapqq9bnl17s8tt5, z1apq9hkjp8l8jhpegacpwid, db1hineo65ck1zyg8kjtl5iad, cwdqe0rv5dcshhfhke86j9z2t, 9ykuo0c905u48vd44wxgb6jth, ddnwckj55fg870otjg9w9xyad, 1mbcl4xzln2fyj0o3aapdhdrd, 960mhrs3usnisl5jv0xzok3x1, djyjh9vs99rm6pfm2ofhwfd91, 8gh8ocvon1ht6yxxdxaisfa39, 48hhfwdy6qw1cjd1el8n9t591, 7hzc2m8h1ufacyazzxp1ove1h, dm0ktjgadvf89t9zsqybufnxl, b0fuw7r17cq41awaoydw9bjl5, e3wuwgyb0acsca2fw0l7fq7rp, 9mgoxb4nlse8gjbmcs0nh0dex, 91z7xt6xuwgzt0jyg5owh6yfp, 8d9kq8ab5olsc1w1swicqemay, 1swg0twoet2to70z38wo78b1l, ejo44v1xeqrf9wsc1q3td4ul1",3844115241,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055633,2,32,1,0,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-15T14:01:56.914Z,2022-10-15T20:35:35Z,3844391811,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055659,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-10-15T14:01:56.914Z,2022-10-15T14:01:59Z,3844391925,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055711,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,50.1,50.1,2022-10-15T14:01:56.929Z,2022-10-15T20:41:45Z,3844392219,140,41.6,3844392221,141,60.6,3846780933,178,,3844392225,213,2.5,3844392223,212,11.4,3844392217,56,Back,3844392227,279,S,,,,cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055815,4,1,1,0,1,ez46dadmx0virt38cgeq2n6pf,0,43.6,63.3,2022-10-15T14:01:58.349Z,2022-10-15T20:41:53Z,3844392719,213,5.6,3844392713,140,66.0,3846781155,178,,3844392715,141,36.0,3844392709,155,,3844392711,56,Center,3844392717,212,30.0,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055891,3,1,1,0,4,besu5lkqmra07drq1czpr0tk4,1,28.8,76.7,2022-10-15T14:02:01.509Z,2022-10-15T20:42:03Z,3844393029,140,38.4,3844393033,212,10.2,3844393025,3,,3844393035,213,6.1,3844393031,141,74.4,3846781651,178,,3844393027,56,Back,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055911,4,61,1,0,5,besu5lkqmra07drq1czpr0tk4,0,38.4,74.4,2022-10-15T14:02:02.730Z,2022-10-15T20:42:11Z,3844393095,56,Back,3846781971,21,,3846781973,178,,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055955,5,1,1,0,6,ez46dadmx0virt38cgeq2n6pf,1,56.8,29.7,2022-10-15T14:02:03.619Z,2022-10-15T20:42:34Z,3844393285,213,0.1,3844393283,212,9.9,3844393277,56,Center,3844393275,155,,3846783051,178,,3844393279,140,66.2,3844393281,141,31.5,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472056019,6,1,1,0,8,ez46dadmx0virt38cgeq2n6pf,1,66.2,31.5,2022-10-15T14:02:05.730Z,2022-10-15T20:42:45Z,3844393595,212,19.9,3844393593,141,59.3,3844393591,140,60.4,3846783387,178,,3844393589,56,Center,3844393597,213,1.9,,,,,,,2r6suw717hgzqsp8ogvwdfk6h,T. Bair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
