id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2515358057,5,5,1,0,27,841zp0njrq63yv4fvw6lgf60q,1,26.7,101.5,2023-03-04T18:01:08.519Z,2023-03-05T13:51:02Z,4072528343,56,Back,4072528385,233,7,4072528345,347,,,,,,,,,,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358023,7,5,1,0,27,4qdzzur2cuuridyb0jso8mksi,0,73.3,-1.5,2023-03-04T18:01:08.519Z,2023-03-05T13:51:02Z,4072528119,56,Right,4072528431,233,5,4072528121,347,,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358243,6,1,1,0,38,841zp0njrq63yv4fvw6lgf60q,0,33.9,100,2023-03-04T18:01:19.320Z,2023-03-05T13:51:22Z,4072529381,1,,4072529373,212,27.0,4072529365,56,Left,4072529369,141,93.9,4072529367,140,59.1,4072529377,213,6.1,4072529363,107,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358263,8,1,1,0,40,4qdzzur2cuuridyb0jso8mksi,1,41,8.2,2023-03-04T18:01:21.082Z,2023-03-05T13:51:28Z,4072529517,213,6.2,4072529515,212,6.4,4072529511,140,47.1,4075429557,388,,4072529509,56,Back,4072529513,141,7.3,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358269,9,61,1,0,40,4qdzzur2cuuridyb0jso8mksi,1,47.1,7.3,2023-03-04T18:01:21.174Z,2023-03-05T13:51:36Z,4075430185,21,,4075430187,388,,4072529549,56,Back,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358299,7,1,1,0,41,841zp0njrq63yv4fvw6lgf60q,1,61.3,88.3,2023-03-04T18:01:22.553Z,2023-03-05T13:51:49Z,4072529719,213,3.2,4072529717,212,7.1,4072529715,141,88.0,4072529711,56,Left,4075431093,388,,4072529709,3,,4072529713,140,54.5,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358345,8,1,1,0,43,841zp0njrq63yv4fvw6lgf60q,0,54.2,94.4,2023-03-04T18:01:24.365Z,2023-03-05T13:51:53Z,4075431393,178,,4072529993,213,0.1,4072529985,56,Left,4072529989,141,96.6,4072529991,212,14.4,4072529987,140,67.8,4072529983,155,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358381,10,1,1,0,45,4qdzzur2cuuridyb0jso8mksi,1,28.4,6.8,2023-03-04T18:01:26.504Z,2023-03-05T13:52:00Z,4072530253,213,6.3,4075431931,388,,4072530243,157,,4072530251,212,18.8,4072530249,141,6.4,4072530247,140,46.3,4072530255,1,,4072530245,56,Back,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358411,11,1,1,0,47,4qdzzur2cuuridyb0jso8mksi,1,46.3,6.4,2023-03-04T18:01:28.107Z,2023-03-05T13:52:08Z,4072530375,140,40.1,4072530377,141,16.5,4072530379,212,9.5,4072530381,213,2.3,4072530371,3,,4075432625,178,,4072530373,56,Back,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358417,12,49,1,0,48,4qdzzur2cuuridyb0jso8mksi,1,40.1,16.5,2023-03-04T18:01:29.024Z,2023-03-05T13:52:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358521,13,1,1,0,48,4qdzzur2cuuridyb0jso8mksi,0,40.1,16.5,2023-03-04T18:01:29.086Z,2023-03-05T14:42:58Z,4072530891,155,,4072530907,213,6.2,4072530893,56,Right,4072530911,1,,4072530897,140,92.0,4072530901,141,5.8,4075779325,178,,4072530903,212,55.0,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358503,9,49,1,0,54,841zp0njrq63yv4fvw6lgf60q,1,9.9,95.1,2023-03-04T18:01:35.235Z,2023-03-05T13:52:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358553,10,1,1,0,54,841zp0njrq63yv4fvw6lgf60q,0,8.2,95.7,2023-03-04T18:01:35.330Z,2023-03-05T13:52:48Z,4072531083,141,100.0,4075435527,178,,4072531081,140,27.0,4072531085,212,20.2,4072531079,56,Back,4072531087,213,0.2,4072531089,1,,4072531077,157,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358555,11,5,1,0,56,841zp0njrq63yv4fvw6lgf60q,0,24.4,102,2023-03-04T18:01:37.363Z,2023-03-05T13:52:56Z,4072531091,56,Back,4072531453,233,14,4072531093,347,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358599,14,5,1,0,56,4qdzzur2cuuridyb0jso8mksi,1,75.6,-2,2023-03-04T18:01:37.363Z,2023-03-05T13:52:55Z,4072531427,233,11,4072531377,347,,4072531371,56,Right,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358889,15,1,1,1,15,4qdzzur2cuuridyb0jso8mksi,1,83.7,0,2023-03-04T18:01:56.743Z,2023-03-05T13:53:03Z,4072533011,213,1.3,4072533005,140,86.1,4072533009,212,10.4,4072533007,141,13.2,4072533003,56,Right,4072533001,107,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358939,16,1,1,1,16,4qdzzur2cuuridyb0jso8mksi,1,86.1,13.2,2023-03-04T18:01:57.565Z,2023-03-05T13:53:08Z,4075437147,388,,4072533261,140,87.1,4072533259,56,Right,4072533263,141,4.3,4072533265,212,6.1,4072533267,213,4.9,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358947,17,1,1,1,19,4qdzzur2cuuridyb0jso8mksi,0,87.6,4,2023-03-04T18:02:00.293Z,2023-03-05T13:53:14Z,4072533317,213,1.1,4072533305,155,,4072533313,212,2.5,4072533397,233,12,4072533401,286,,4075437645,178,,4072533303,2,,4073590967,224,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,4073590969,20,4072533309,140,88.6,4072533307,56,Right,4072533395,236,4072533311,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515358951,12,12,1,1,19,841zp0njrq63yv4fvw6lgf60q,1,10.9,90.6,2023-03-04T18:02:00.431Z,2023-03-05T13:53:16Z,4072533347,56,Back,4075437813,178,,4072533423,233,17,4072533345,185,,,,,,,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359049,13,5,1,1,20,841zp0njrq63yv4fvw6lgf60q,0,9.6,101.8,2023-03-04T18:02:00.973Z,2023-03-05T13:53:18Z,4072535267,233,18,4072533817,56,Back,4072533819,347,,,,,,,,,,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359309,18,5,1,1,20,4qdzzur2cuuridyb0jso8mksi,1,90.4,-1.8,2023-03-04T18:02:00.973Z,2023-03-05T13:53:18Z,4072535235,347,,4072535255,233,13,4072535233,56,Right,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359357,19,1,1,1,39,4qdzzur2cuuridyb0jso8mksi,1,87.5,0,2023-03-04T18:02:19.970Z,2023-03-05T13:53:26Z,4072535527,107,,4072535531,140,85.6,4072535529,56,Right,4072535533,141,17.1,4072535535,212,12.9,4072535537,213,1.7,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359389,20,1,1,1,41,4qdzzur2cuuridyb0jso8mksi,1,83.3,16.8,2023-03-04T18:02:22.616Z,2023-03-05T13:53:30Z,4072535713,56,Right,4072535715,140,76.7,4075438849,178,,4072535719,212,8.8,4072535717,141,8.8,4072535721,213,3.8,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359451,21,1,1,1,43,4qdzzur2cuuridyb0jso8mksi,1,76.9,8.5,2023-03-04T18:02:24.935Z,2023-03-05T13:53:34Z,4072536091,140,85.0,4072536089,56,Right,4072536093,141,13.2,4072536095,212,9.1,4075439189,178,,4072536097,213,0.4,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359457,22,1,1,1,44,4qdzzur2cuuridyb0jso8mksi,0,85,13.2,2023-03-04T18:02:25.704Z,2023-03-05T13:53:38Z,4072536121,212,5.8,4075439507,178,,4072536123,213,3.0,4072536115,56,Right,4072536119,141,14.3,4072536117,140,79.5,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515973799,866,67,1,1,45,841zp0njrq63yv4fvw6lgf60q,1,19.9,85.6,2023-03-04T18:02:26.210Z,2023-03-05T16:33:55Z,4075783855,233,898,,,,,,,,,,,,,,,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515973793,898,67,1,1,45,4qdzzur2cuuridyb0jso8mksi,0,80.1,14.4,2023-03-04T18:02:26.211Z,2023-03-05T14:43:43Z,4075783897,233,866,,,,,,,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359417,14,8,1,1,45,841zp0njrq63yv4fvw6lgf60q,1,18.1,88.9,2023-03-04T18:02:26.212Z,2023-03-05T16:33:56Z,4075440145,178,,4073591543,384,,4072535895,56,Back,,,,,,,,,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359447,15,49,1,1,47,841zp0njrq63yv4fvw6lgf60q,1,29.9,85.4,2023-03-04T18:02:28.046Z,2023-03-05T13:53:54Z,,,,,,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359491,16,61,1,1,47,841zp0njrq63yv4fvw6lgf60q,0,35,81.4,2023-03-04T18:02:28.187Z,2023-03-05T13:54:06Z,4072536289,56,Back,4075441219,178,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359521,23,1,1,1,48,4qdzzur2cuuridyb0jso8mksi,0,70.4,14.4,2023-03-04T18:02:29.139Z,2023-03-05T13:54:11Z,4072536463,56,Center,4075441493,178,,4072536461,157,,4072536471,213,1.0,4072536467,141,46.4,4072536469,212,25.3,4072536465,140,82.6,4072536473,1,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515363171,62,51,1,1,49,841zp0njrq63yv4fvw6lgf60q,1,19.5,43.6,2023-03-04T18:02:30.473Z,2023-03-05T13:54:49Z,4072555553,169,,,,,,,,,,,,,,,,,,,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359659,19,61,1,1,49,841zp0njrq63yv4fvw6lgf60q,0,22.9,47.6,2023-03-04T18:02:30.515Z,2023-03-05T13:54:15Z,4072537275,56,Back,4075441941,178,,,,,,,,,,,,,,,,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359543,24,15,1,1,51,4qdzzur2cuuridyb0jso8mksi,1,86.9,43.3,2023-03-04T18:02:32.505Z,2023-03-05T13:54:32Z,4075443391,178,,4072536609,56,Center,4072536607,17,,4072538803,328,,4072538827,233,17,4072538795,78,,4072538809,147,45.1,4072538807,146,90.7,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,4072537953,72,4072538801,214,,4072536605,22,,4072538797,102,4072538799,103,9.5,50.2,4072538805,458,,,,,,,,,,,,,,,,,,,,,,,,,
2515359553,17,10,1,1,51,841zp0njrq63yv4fvw6lgf60q,1,7.8,54.3,2023-03-04T18:02:32.635Z,2023-03-05T13:54:37Z,4072537183,183,,4072538047,233,24,4072536659,173,,4072537181,389,,4073593041,376,,4072536665,56,Back,,,,,,,ddfwtazsntda1pah2l454py3t,J. Gorter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359559,18,6,1,1,53,841zp0njrq63yv4fvw6lgf60q,0,12.4,54.1,2023-03-04T18:02:33.940Z,2023-03-05T13:54:43Z,4072536795,233,25,4072536717,56,Back,4072536719,73,,,,,,,,,,,,,,,,,ddfwtazsntda1pah2l454py3t,J. Gorter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515359563,25,6,1,1,53,4qdzzur2cuuridyb0jso8mksi,1,87.6,45.9,2023-03-04T18:02:33.940Z,2023-03-05T13:54:42Z,4072536755,233,18,4072536733,56,Center,4072536735,75,,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515360059,26,1,1,2,21,4qdzzur2cuuridyb0jso8mksi,1,99.5,0.5,2023-03-04T18:03:02.864Z,2023-03-05T13:55:00Z,4075445093,178,,4072539219,224,,4072539217,155,,4072539221,56,Center,4072543845,210,15,4072539225,141,39.2,4072539213,2,,4072539223,140,90.6,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,4072539215,6,4073607765,20,,4072543847,154,,4072539227,212,4072539229,213,1.9,27.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2515360069,27,15,1,2,23,4qdzzur2cuuridyb0jso8mksi,1,87.5,46.6,2023-03-04T18:03:04.657Z,2023-03-05T13:55:00Z,4072539263,56,Center,4072541785,25,,4072543853,78,,4072541793,82,,4072543859,55,26,4072543857,154,,4072541791,328,,4075445485,388,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,4072539261,17,4072543869,146,92.8,4072543863,102,51.2,4072543881,231,4072543865,103,19,50,4072541837,233,,20,4072541787,15,4072543873,147,48.6,4072543855,29,4072543877,230,98.8,,,,,,,,,,,,,
2515360099,20,10,1,2,24,841zp0njrq63yv4fvw6lgf60q,1,10.4,51.5,2023-03-04T18:03:04.966Z,2023-03-05T13:55:24Z,4072539475,56,Back,4072541909,233,27,4075445837,178,,4072539473,94,,4075446423,21,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515360333,21,12,1,2,24,841zp0njrq63yv4fvw6lgf60q,1,10,59.7,2023-03-04T18:03:05.906Z,2023-03-05T13:55:13Z,4072540693,141,45.4,4072540689,140,36.9,4072540683,56,Back,4072540695,212,29.9,4072540697,213,6.0,4075446275,178,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515360181,28,1,1,2,26,4qdzzur2cuuridyb0jso8mksi,1,67.9,48.4,2023-03-04T18:03:07.308Z,2023-03-05T13:55:32Z,4075447525,178,,4072539893,213,5.0,4072539891,212,24.4,4072539889,141,13.8,4072539887,140,74.1,4072539885,56,Right,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515360225,29,1,1,2,31,4qdzzur2cuuridyb0jso8mksi,1,74.5,18,2023-03-04T18:03:12.240Z,2023-03-05T13:55:36Z,4072540087,141,8.3,4072540091,213,5.8,4072540089,212,13.5,4072540085,140,85.7,4072540083,56,Right,4075447759,178,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515360291,30,1,1,2,33,4qdzzur2cuuridyb0jso8mksi,1,87.8,6.1,2023-03-04T18:03:14.368Z,2023-03-05T16:33:56Z,4072540477,212,31.6,4072540479,213,1.6,4073608253,20,,4072541371,154,,4072540473,140,85.9,4072540469,155,,4072540467,2,,4072541369,210,15,1q4eo8ovtzffi9nz1kms98161,K. Freeman,4072540475,141,4073608251,224,,4072540471,56,Center,4075448203,178,,,,,,,1,,,,,,,,,,,,52.5,,,,,,,,,,,,
