id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,assist,qualifier/15/value,qualifier/16/value,qualifier/18/value
2442494949,6,1,1,0,12,ez46dadmx0virt38cgeq2n6pf,0,40.2,49.1,2022-08-06T14:00:45.405Z,2022-08-06T19:47:50Z,3687088521,56,Right,3689062291,178,,3687088525,141,0.0,3688285655,155,,3687088523,140,72.4,3687088531,1,,3687088527,212,48.1,3687088529,213,5.5,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495193,6,5,1,0,16,759fhii7hsnldanli06j5jmf6,1,23.8,101.6,2022-08-06T14:00:49.646Z,2022-08-06T19:48:12Z,3687089613,347,,3687089611,56,Back,3687089707,233,7,,,,,,,,,,,,,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494963,7,5,1,0,16,ez46dadmx0virt38cgeq2n6pf,0,76.2,-1.6,2022-08-06T14:00:49.646Z,2022-08-06T19:48:12Z,3687089785,233,6,3687088603,347,,3687088601,56,Right,,,,,,,,,,,,,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495455,7,1,1,0,34,759fhii7hsnldanli06j5jmf6,1,20.1,100,2022-08-06T14:01:06.987Z,2022-08-06T19:48:24Z,3687090843,212,22.4,3687090847,1,,3687090835,107,,3687090837,56,Back,3687090839,140,25.5,3687090845,213,5.0,3687090841,141,70.2,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495471,8,1,1,0,35,759fhii7hsnldanli06j5jmf6,1,25.5,70.2,2022-08-06T14:01:07.967Z,2022-08-06T19:48:53Z,3687090935,212,15.4,3687090931,140,24.1,3687090929,56,Back,3687090933,141,92.7,3689066425,178,,3687090937,213,1.7,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495495,9,1,1,0,35,759fhii7hsnldanli06j5jmf6,1,24.1,92.7,2022-08-06T14:01:08.851Z,2022-08-06T19:49:03Z,3687091025,141,84.7,3687091033,213,5.5,3687091021,140,29.7,3687091017,56,Back,3687091029,212,8.0,3689067175,178,,,,,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442724247,885,61,1,0,36,759fhii7hsnldanli06j5jmf6,1,31.3,87.3,2022-08-06T14:01:09.477Z,2022-08-06T19:50:28Z,3689068301,178,,3689071911,15,,3688287413,56,Back,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495485,8,43,1,0,38,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-08-06T14:01:10.935Z,2022-08-06T16:48:52Z,3687090993,56,Right,3688286509,144,8,,,,,,,,,,,,,,,,,,,2ezi9zjj3pmt475woji11gi51,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443084869,770,67,1,0,38,ez46dadmx0virt38cgeq2n6pf,1,60.4,7.4,2022-08-06T14:01:11.071Z,2022-08-07T07:22:42Z,3690270269,233,913,,,,,,,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443084867,913,67,1,0,38,759fhii7hsnldanli06j5jmf6,0,39.6,92.6,2022-08-06T14:01:11.072Z,2022-08-07T02:59:08Z,3690270281,233,770,,,,,,,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495557,9,1,1,0,38,ez46dadmx0virt38cgeq2n6pf,0,56.4,6.5,2022-08-06T14:01:11.092Z,2022-08-07T07:22:43Z,3687091341,157,,3687091345,140,73.6,3687091349,212,22.0,3687091353,1,,3687091351,213,0.6,3687091347,141,25.0,3689072543,178,,3687091343,56,Center,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495617,10,1,1,0,39,759fhii7hsnldanli06j5jmf6,1,25.4,72.3,2022-08-06T14:01:12.911Z,2022-08-06T19:50:47Z,3687091583,141,96.3,3687091587,213,0.9,3687091585,212,21.5,3687091577,3,,3689072895,388,,3687091581,140,38.7,3687091579,56,Back,,,,4y27uf869xrujogawxtl9q0a1,B. Mugabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442724725,886,44,1,0,41,759fhii7hsnldanli06j5jmf6,1,40,93.1,2022-08-06T14:01:14.652Z,2022-08-07T07:22:43Z,3688479223,233,755,3688289839,285,,3688289837,56,Back,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442724727,755,44,1,0,41,ez46dadmx0virt38cgeq2n6pf,0,60,6.9,2022-08-06T14:01:14.653Z,2022-08-06T19:51:05Z,3688289843,286,,3688289841,56,Right,3688479239,233,886,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495643,11,1,1,0,41,759fhii7hsnldanli06j5jmf6,0,38.7,96.3,2022-08-06T14:01:14.690Z,2022-08-07T07:22:43Z,3687091701,56,Back,3689074187,388,,3687091699,3,,3687091705,141,88.6,3687091709,213,5.2,3687091703,140,41.6,3687091707,212,6.1,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495627,10,49,1,0,43,ez46dadmx0virt38cgeq2n6pf,1,55.8,15.5,2022-08-06T14:01:16.762Z,2022-08-06T19:51:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495725,11,1,1,0,43,ez46dadmx0virt38cgeq2n6pf,1,57.7,14.6,2022-08-06T14:01:16.817Z,2022-08-06T19:51:31Z,3687092107,212,14.0,3689074963,178,,3687092103,140,45.6,3687092109,213,3.6,3687092105,141,6.1,3687092101,56,Back,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495945,12,1,1,0,45,ez46dadmx0virt38cgeq2n6pf,1,44,9.1,2022-08-06T14:01:18.771Z,2022-08-06T19:51:37Z,3687093015,212,36.2,3687093011,141,36.7,3687093003,56,Back,3687093007,140,14.5,3687093023,1,,3689075293,178,,3687093019,213,2.6,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496009,13,1,1,0,55,ez46dadmx0virt38cgeq2n6pf,1,19.7,28.9,2022-08-06T14:01:28.560Z,2022-08-06T19:51:41Z,3687093329,141,69.4,3687093333,213,1.5,3687093331,212,27.7,3687093327,140,22.6,3687093325,56,Back,3689075501,178,,,,,,,,3vt38r8n9081i3a4dj89lx905,R. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496073,14,1,1,0,58,ez46dadmx0virt38cgeq2n6pf,1,24.1,68.5,2022-08-06T14:01:31.240Z,2022-08-06T19:51:48Z,3687093677,141,93.6,3687093673,56,Back,3687093679,212,21.9,3687093681,213,0.9,3689075847,178,,3687093675,140,37.2,,,,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443085113,776,43,1,1,1,ez46dadmx0virt38cgeq2n6pf,1,0,0,2022-08-06T14:01:34.429Z,2022-08-07T02:59:52Z,3690271609,144,82,3690271469,178,0,,,,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496285,15,1,1,1,1,ez46dadmx0virt38cgeq2n6pf,1,38.2,92.3,2022-08-06T14:01:34.826Z,2022-08-06T19:51:57Z,3689076327,178,,3687094737,212,14.8,3687094733,140,36.7,3687094739,213,4.6,3687094735,141,70.6,3687094731,56,Back,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496289,16,4,1,1,5,ez46dadmx0virt38cgeq2n6pf,1,38.6,76.4,2022-08-06T14:01:38.911Z,2022-08-06T19:52:06Z,3687094811,233,12,3687094759,152,,3687094761,265,,3687094757,56,Back,3687094755,13,,3687094763,286,,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496203,12,4,1,1,5,759fhii7hsnldanli06j5jmf6,0,61.4,23.6,2022-08-06T14:01:38.912Z,2022-08-06T19:52:06Z,3687094349,152,,3687094343,56,Center,3687094883,233,16,3687094353,285,,3687094351,265,,3687094341,13,,3689076841,178,,,,,eghu03zhii5vbr655sub8xmmt,J. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496679,17,1,1,1,20,ez46dadmx0virt38cgeq2n6pf,1,36.7,87.1,2022-08-06T14:01:53.720Z,2022-08-06T19:52:18Z,3687096547,141,73.9,3687096549,212,14.3,3687096541,56,Back,3689077465,178,,3687096551,213,5.6,3687096537,152,,3687096533,5,,3687096545,140,47.3,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496733,18,1,1,1,23,ez46dadmx0virt38cgeq2n6pf,1,52.5,77.3,2022-08-06T14:01:56.611Z,2022-08-06T19:52:27Z,3687096817,141,92.4,3687096813,56,Left,3687096819,212,14.9,3689077981,178,,3687096821,213,0.8,3687096815,140,62.8,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496827,19,1,1,1,25,ez46dadmx0virt38cgeq2n6pf,1,60.3,93.8,2022-08-06T14:01:58.812Z,2022-08-06T19:52:35Z,3687097231,141,74.4,3687097227,56,Back,3687097229,140,49.7,3687097233,212,17.3,3687097235,213,4.0,3689078549,178,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496851,20,1,1,1,28,ez46dadmx0virt38cgeq2n6pf,0,51.7,66.9,2022-08-06T14:02:01.501Z,2022-08-06T19:52:46Z,3689079141,178,,3687097345,56,Center,3687097347,140,60.2,3687097353,213,5.2,3687097349,141,41.0,3687097351,212,19.7,,,,,,,cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496885,13,49,1,1,30,759fhii7hsnldanli06j5jmf6,1,41.1,48.1,2022-08-06T14:02:03.003Z,2022-08-06T19:53:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496933,14,1,1,1,30,759fhii7hsnldanli06j5jmf6,1,39.1,54.6,2022-08-06T14:02:03.076Z,2022-08-06T19:53:27Z,3689081843,178,,3687097747,56,Back,3687097753,212,6.2,3687097749,140,39.2,3687097755,213,4.7,3687097751,141,45.5,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496979,15,50,1,1,31,759fhii7hsnldanli06j5jmf6,1,41.1,49.4,2022-08-06T14:02:04.560Z,2022-08-06T19:53:41Z,3687097929,56,Back,3687098041,233,21,3687097935,286,,,,,,,,,,,,,,,,,1vgtiwnof0l89l62t6e1thgx5,B. Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442496987,21,7,1,1,31,ez46dadmx0virt38cgeq2n6pf,0,58.9,50.6,2022-08-06T14:02:04.605Z,2022-08-06T19:53:49Z,3687097965,56,Center,3687097969,285,,3688292541,384,,3689083025,178,,3687098005,233,15,,,,,,,,,,cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497065,16,1,1,1,34,759fhii7hsnldanli06j5jmf6,1,32,72.9,2022-08-06T14:02:07.525Z,2022-08-06T19:54:05Z,3687098329,212,24.4,3687098327,141,55.4,3687098331,213,3.7,3687098323,56,Back,3687098325,140,11.7,3689083977,178,,,,,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497225,17,1,1,1,36,759fhii7hsnldanli06j5jmf6,1,11.7,55.4,2022-08-06T14:02:09.541Z,2022-08-06T19:54:17Z,3687099101,140,55.1,3687099105,212,46.5,3689084559,178,,3687099099,56,Center,3687099097,157,,3687099109,1,,3687099103,141,69.1,3687099107,213,0.2,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497239,18,44,1,1,39,759fhii7hsnldanli06j5jmf6,1,55.2,71.2,2022-08-06T14:02:12.776Z,2022-08-07T07:22:44Z,3687099235,233,22,3687099179,56,Center,3687099181,286,,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497175,22,44,1,1,39,ez46dadmx0virt38cgeq2n6pf,0,44.8,28.8,2022-08-06T14:02:12.777Z,2022-08-06T19:54:29Z,3687098893,56,Back,3687099275,233,18,3687098895,285,,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497329,19,1,1,1,39,759fhii7hsnldanli06j5jmf6,0,53.7,67,2022-08-06T14:02:12.816Z,2022-08-07T07:22:44Z,3687099649,213,6.1,3687099647,212,1.8,3687099643,140,55.4,3689086213,388,,3687099641,56,Center,3687099645,141,66.6,3687099639,3,,,,,dkk86y8pa3svtz43c0m55qn6x,C. Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442725745,756,61,1,1,39,ez46dadmx0virt38cgeq2n6pf,1,41,32.6,2022-08-06T14:02:12.847Z,2022-08-06T19:55:04Z,3688294743,56,Back,3689086975,388,,3689086973,15,,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497423,20,1,1,1,44,759fhii7hsnldanli06j5jmf6,1,63.6,64.3,2022-08-06T14:02:17.896Z,2022-08-06T19:55:27Z,3687100099,56,Left,3687100129,213,0.8,3687100113,141,88.4,3689088219,178,,3687100121,212,23.5,3687100103,140,79.7,,,,,,,eghu03zhii5vbr655sub8xmmt,J. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497505,21,43,1,1,48,759fhii7hsnldanli06j5jmf6,1,0,0,2022-08-06T14:02:21.582Z,2022-08-06T14:02:26Z,3687100523,56,Left,3687100821,144,3,3687100525,286,0,,,,,,,,,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497515,22,4,1,1,49,759fhii7hsnldanli06j5jmf6,1,87,85.6,2022-08-06T14:02:22.210Z,2022-08-06T19:55:35Z,3687100585,233,23,3687100565,286,,3687100561,152,,3687100557,56,Left,3687100553,13,,3687100563,265,,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442497501,23,4,1,1,49,ez46dadmx0virt38cgeq2n6pf,0,13,14.4,2022-08-06T14:02:22.211Z,2022-08-06T19:55:34Z,3687100499,13,,3687100629,233,22,3687100507,285,,3687100503,152,,3687100505,265,,3687100501,56,Back,3689088585,178,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499077,23,13,1,2,38,759fhii7hsnldanli06j5jmf6,1,86.3,83.1,2022-08-06T14:03:11.871Z,2022-08-06T19:55:42Z,3689088829,178,,3687109811,85,,3687109821,231,53.1,3687109815,103,56.9,3687108175,69,,3687109819,230,98.5,3687109063,20,,3687108177,56,Left,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,3687108173,26,3687109817,458,3687109813,102,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499095,24,5,1,2,39,ez46dadmx0virt38cgeq2n6pf,1,-1.1,50.4,2022-08-06T14:03:12.895Z,2022-08-06T19:55:48Z,3687108555,233,25,3687108271,56,Back,3687108273,346,,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442499133,25,5,1,2,39,759fhii7hsnldanli06j5jmf6,0,101.1,49.6,2022-08-06T14:03:12.895Z,2022-08-06T19:55:48Z,3687108483,56,Center,3687108485,346,,3687108617,233,24,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
