id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2502889473,1,34,16,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-02-01T18:59:12.525Z,2023-02-01T20:10:29Z,4006852841,194,tywvq45nw3cobufa7zkhsq8l,4006852845,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006852839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006852843,197,14543,4006852833,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006852837,130,10,4006852831,30,"3vt38r8n9081i3a4dj89lx905, 2ezi9zjj3pmt475woji11gi51, 56b1gs6obdcpx4j3c02bi4bqi, cxjlus7adz4r6y0j3x5v2y0gl, tywvq45nw3cobufa7zkhsq8l, 9wjmsi05ex83iw3iy5bgkdrvu, d0ped35vke09xx92otkq63pm2, 7xxqn9xu5izixdi9spsjf1t5h, cqbhq4xh00uqxhenp0nc24xjp, 27ldss0bvyuhn929cd0j8u47p, 4l1wyg8j3u42b87477y3zm54a, 1yqdq8dtuvh9wmn8cgyv3t8tl, 27exg4oaa7sym40hi0szdc05x, 744enw7o0c1i9a1b0qjihgjqh, 2r6suw717hgzqsp8ogvwdfk6h, kpkpalx1dxjph7895pb7ene1, c4g43ghalkakgcgv1jzaum11x, a0cvnq9q83z3x0e1p938uu5ed, 1tbuc25mv5qc48uawml7aqu3t, cyg7icft0ojp9wdbyq9nlkwyd",4006852835,59,"1, 14, 19, 4, 6, 5, 34, 22, 37, 7, 18, 2, 10, 16, 17, 20, 21, 23, 26, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502891245,1,34,16,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-01T19:04:10.871Z,2023-02-01T20:04:37Z,4006862091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006862077,30,"4gxuw581mvfnr6qr3aobbjyt, blmo7wrka5yrcckuu9owlwx5h, 5j7ekg9k304y36twun3me2w2d, cl8lua6yep85vpl25pdi0wfzd, bmyfnz8nkem6q0oa2q0h3ioa2, 8qv2da4sxpuw4h44jm4dz2j85, czbwauhn3z2a0t8t6qreuq1yi, 5z0g3l4s56p11t3wgrpjhko9h, aiacgvdwjvt1te2ndnbk95lg5, 878xi84rsiw5uj1doiy894lwp, eeh8lecxw27imfsy3954q04tm, e7dz8u1uz579dl68v1p40fq7e, 3b3odntkdxlv2x7n9le3qbxlh, 6axbj3uylrbf0l29vj3vdmd3p, 6yr5rwfdnz02psz22acr43z6d, 4vnpdi15nazck2sywdgkve2cq, kmyde3h3kx3tyx5b4m2oglt6, a7p8w57m9ehh3wryxgd1oldzo, 3sk52j2sm7jvmytofzefc5boq, 6h5u727te4pztk9scyybe7fv8",4006862089,197,16503,4006862085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006862079,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006862081,59,"1, 16, 2, 8, 20, 4, 14, 27, 9, 15, 12, 24, 99, 7, 13, 17, 18, 22, 26, 34",4006862087,194,4gxuw581mvfnr6qr3aobbjyt,4006862083,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909913,2,32,1,0,0,759fhii7hsnldanli06j5jmf6,1,0,0,2023-02-01T19:47:24.414Z,2023-02-02T04:20:34Z,4006969249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909903,2,32,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,0,0,2023-02-01T19:47:24.414Z,2023-02-01T19:47:24Z,4006969205,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909941,3,1,1,0,0,ez46dadmx0virt38cgeq2n6pf,1,50,50,2023-02-01T19:47:24.434Z,2023-02-02T06:58:05Z,4006969385,141,59.6,4006969379,140,41.9,4006969389,212,10.7,4006969393,213,2.5,4006969397,279,S,4007620889,178,,4006969377,56,Back,,,,27ldss0bvyuhn929cd0j8u47p,S. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909971,4,1,1,0,1,ez46dadmx0virt38cgeq2n6pf,0,45.4,54.5,2023-02-01T19:47:26.023Z,2023-02-02T06:58:09Z,4006969543,140,70.7,4007620917,178,,4006969547,212,31.1,4006969541,56,Center,4006969539,155,,4006969545,141,30.6,4006969549,213,5.7,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909977,3,44,1,0,4,759fhii7hsnldanli06j5jmf6,1,33.1,73.9,2023-02-01T19:47:29.002Z,2023-02-02T11:37:42Z,4006969603,233,5,4006969581,285,,4006969579,56,Back,,,,,,,,,,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909975,5,44,1,0,4,ez46dadmx0virt38cgeq2n6pf,0,66.9,26.1,2023-02-01T19:47:29.003Z,2023-02-02T06:58:16Z,4006969571,56,Center,4006969573,286,,4006969615,233,3,,,,,,,,,,,,,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909987,4,1,1,0,4,759fhii7hsnldanli06j5jmf6,0,29.3,75.2,2023-02-01T19:47:29.043Z,2023-02-02T11:37:42Z,4006969637,212,2.2,4006969633,140,31.1,4006969635,141,76.9,4006969631,56,Back,4006969639,213,0.5,4007621313,388,,4006969629,3,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502985821,802,61,1,0,4,ez46dadmx0virt38cgeq2n6pf,1,70.1,31.1,2023-02-01T19:47:29.079Z,2023-02-02T06:59:01Z,4007621373,388,,4007382591,56,Center,4007621371,15,,,,,,,,,,,,,,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910011,5,1,1,0,6,759fhii7hsnldanli06j5jmf6,1,31.1,78.1,2023-02-01T19:47:30.441Z,2023-02-02T06:59:08Z,4006969821,56,Back,4006969819,155,,4006969825,141,70.1,4006969823,140,42.7,4006969827,212,13.3,4007621429,178,,4006969829,213,5.9,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910019,6,1,1,0,7,759fhii7hsnldanli06j5jmf6,1,46.1,64.9,2023-02-01T19:47:32.069Z,2023-02-02T06:59:12Z,4006969863,3,,4006969873,212,10.4,4006969867,56,Center,4006969875,213,6.1,4006969865,168,,4006969871,141,61.5,4006969869,140,55.8,4007621461,388,,czbwauhn3z2a0t8t6qreuq1yi,R. Danzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502986071,903,49,1,0,8,759fhii7hsnldanli06j5jmf6,1,47.4,56.2,2023-02-01T19:47:33.376Z,2023-02-02T06:59:16Z,,,,,,,,,,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502986075,904,61,1,0,9,759fhii7hsnldanli06j5jmf6,0,47.4,56.2,2023-02-01T19:47:33.467Z,2023-02-02T06:59:24Z,4007621539,178,,4007384127,56,Back,,,,,,,,,,,,,,,,,,,aiacgvdwjvt1te2ndnbk95lg5,K. van Veen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502986119,803,61,1,0,9,ez46dadmx0virt38cgeq2n6pf,1,52.4,43.8,2023-02-01T19:47:34.283Z,2023-02-02T06:59:36Z,4007621607,178,,4007384349,56,Center,,,,,,,,,,,,,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910049,6,49,1,0,11,ez46dadmx0virt38cgeq2n6pf,1,41.3,30.7,2023-02-01T19:47:36.343Z,2023-02-02T06:59:40Z,,,,,,,,,,,,,,,,,,,,,,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910057,7,1,1,0,12,ez46dadmx0virt38cgeq2n6pf,0,41.3,30.7,2023-02-01T19:47:36.419Z,2023-02-02T06:59:44Z,4006970063,141,63.0,4006970069,213,0.8,4006970059,140,61.2,4006970057,56,Center,4006970065,212,30.3,4007621665,178,,,,,,,,9wjmsi05ex83iw3iy5bgkdrvu,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910083,7,49,1,0,13,759fhii7hsnldanli06j5jmf6,1,44.3,32.8,2023-02-01T19:47:37.437Z,2023-02-02T06:59:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910101,8,1,1,0,14,759fhii7hsnldanli06j5jmf6,1,42.9,26.7,2023-02-01T19:47:38.565Z,2023-02-02T06:59:55Z,4006970309,140,42.3,4006970313,212,11.6,4007621745,178,,4006970315,213,4.7,4006970311,141,9.7,4006970307,56,Back,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910133,9,1,1,0,18,759fhii7hsnldanli06j5jmf6,1,44.7,7.3,2023-02-01T19:47:43.051Z,2023-02-02T06:59:59Z,4006970487,56,Back,4006970495,213,2.0,4007621775,178,,4006970491,141,23.0,4006970493,212,11.6,4006970489,140,40.4,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910161,10,1,1,0,21,759fhii7hsnldanli06j5jmf6,0,41.9,21.5,2023-02-01T19:47:45.692Z,2023-02-02T07:00:03Z,4007621809,178,,4006970653,141,30.4,4006970657,213,0.2,4006970651,140,77.8,4006970655,212,38.2,4006970647,155,,4006970659,1,,4006970649,56,Center,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910193,8,1,1,0,24,ez46dadmx0virt38cgeq2n6pf,1,13.3,74.8,2023-02-01T19:47:48.538Z,2023-02-02T07:00:13Z,4006970841,213,0.7,4006970839,212,17.2,4007621859,178,,4006970831,3,,4006970835,140,26.1,4006970833,56,Back,4006970837,141,90.6,,,,cxjlus7adz4r6y0j3x5v2y0gl,A. Considine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910195,9,49,1,0,25,ez46dadmx0virt38cgeq2n6pf,1,26.1,90.6,2023-02-01T19:47:50.140Z,2023-02-02T07:00:20Z,,,,,,,,,,,,,,,,,,,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910219,10,1,1,0,25,ez46dadmx0virt38cgeq2n6pf,1,26.1,90.6,2023-02-01T19:47:50.207Z,2023-02-02T07:00:23Z,4007621917,178,,4006970959,56,Back,4006970963,141,83.6,4006970967,213,3.6,4006970961,140,16.5,4006970965,212,11.1,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910253,11,1,1,0,27,ez46dadmx0virt38cgeq2n6pf,1,15.1,88.1,2023-02-01T19:47:52.174Z,2023-02-02T07:00:26Z,4006971189,212,5.7,4006971191,213,1.1,4006971183,56,Back,4006971187,141,95.6,4007621947,178,,4006971185,140,17.5,,,,,,,56b1gs6obdcpx4j3c02bi4bqi,A. Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910275,12,1,1,0,30,ez46dadmx0virt38cgeq2n6pf,1,17.8,95.9,2023-02-01T19:47:54.443Z,2023-02-02T07:00:32Z,4007621985,178,,4006971407,213,5.8,4006971403,141,77.2,4006971405,212,28.2,4006971399,56,Back,4006971401,140,41.8,,,,,,,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910329,13,1,1,0,31,ez46dadmx0virt38cgeq2n6pf,1,41.8,77.2,2023-02-01T19:47:56.162Z,2023-02-02T07:00:41Z,4006971631,56,Back,4006971635,140,41.6,4007622047,178,,4006971637,141,66.1,4007622049,21,,4006971641,213,4.7,4006971639,212,7.6,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910333,14,50,1,0,32,ez46dadmx0virt38cgeq2n6pf,1,43.6,66.8,2023-02-01T19:47:57.357Z,2023-02-02T07:01:14Z,4006971679,286,,4007151337,233,11,4006971663,56,Back,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910317,11,7,1,0,33,759fhii7hsnldanli06j5jmf6,1,56.4,33.2,2023-02-01T19:47:57.427Z,2023-02-02T07:01:07Z,4007151331,233,14,4006971577,285,,4007622255,178,,4006971575,56,Center,4007384893,383,,,,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910335,12,49,1,0,34,759fhii7hsnldanli06j5jmf6,1,39,45.1,2023-02-01T19:47:59.328Z,2023-02-02T07:01:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910369,13,1,1,0,36,759fhii7hsnldanli06j5jmf6,1,37.4,46.6,2023-02-01T19:48:00.669Z,2023-02-02T07:01:21Z,4007622383,178,,4006971873,212,24.0,4006971867,56,Back,4006971875,213,2.9,4006971871,141,54.8,4006971869,140,15.2,,,,,,,cl8lua6yep85vpl25pdi0wfzd,C. Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910407,14,1,1,0,40,759fhii7hsnldanli06j5jmf6,1,19.9,55.1,2023-02-01T19:48:04.607Z,2023-02-02T07:01:24Z,4006972091,213,1.0,4006972089,212,28.8,4006972085,140,34.7,4006972083,56,Back,4007622413,178,,4006972087,141,90.8,,,,,,,4gxuw581mvfnr6qr3aobbjyt,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910545,15,1,1,0,43,759fhii7hsnldanli06j5jmf6,1,34.7,90.8,2023-02-01T19:48:07.965Z,2023-02-02T07:01:50Z,4006972911,212,18.8,4006972913,213,4.6,4006972909,141,63.3,4007622461,178,,4006972905,56,Back,4006972907,140,33.0,,,,,,,5j7ekg9k304y36twun3me2w2d,S. O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910589,16,1,1,0,45,759fhii7hsnldanli06j5jmf6,1,33.3,63.9,2023-02-01T19:48:09.706Z,2023-02-02T07:01:54Z,4007622507,178,,4006973107,56,Back,4006973111,141,68.5,4006973113,212,18.6,4006973117,213,3.0,4006973109,140,15.8,,,,,,,5z0g3l4s56p11t3wgrpjhko9h,S. Goss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910603,17,1,1,0,48,759fhii7hsnldanli06j5jmf6,1,25.4,72.3,2023-02-01T19:48:12.673Z,2023-02-02T07:01:59Z,4006973193,141,57.7,4006973189,56,Back,4006973197,213,4.0,4006973191,140,16.7,4006973195,212,13.5,4007622725,178,,,,,,,,8qv2da4sxpuw4h44jm4dz2j85,R. Lamie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
