id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2461039051,5,50,1,0,12,besu5lkqmra07drq1czpr0tk4,1,44.6,4.6,2022-09-17T14:02:44.023Z,2022-09-17T21:33:35Z,3785741157,286,,3785741153,56,Back,3785741643,233,7,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039125,7,7,1,0,13,enzoyc121va61wtmjf4cm7p3d,1,55.4,95.4,2022-09-17T14:02:44.525Z,2022-09-17T21:33:41Z,3787188837,383,,3785741503,285,,3785741499,167,,3788223977,178,,3785741501,56,Left,3785741611,233,5,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039315,6,5,1,0,15,besu5lkqmra07drq1czpr0tk4,1,46.8,-1.8,2022-09-17T14:02:46.074Z,2022-09-17T21:33:48Z,3785742491,347,,3785742549,233,8,3785742489,56,Back,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039145,8,5,1,0,15,enzoyc121va61wtmjf4cm7p3d,0,53.2,101.8,2022-09-17T14:02:46.074Z,2022-09-17T21:33:48Z,3785742557,233,6,3785741577,347,,3785741575,56,Left,,,,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039399,7,1,1,0,22,besu5lkqmra07drq1czpr0tk4,0,46.4,0,2022-09-17T14:02:53.419Z,2022-09-17T21:34:09Z,3785742875,212,23.5,3785742863,107,,3785742867,140,68.3,3785742865,56,Right,3785742877,213,0.2,3785742871,141,4.9,3785742883,1,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039493,9,44,1,0,23,enzoyc121va61wtmjf4cm7p3d,1,29,91.7,2022-09-17T14:02:54.860Z,2022-09-18T07:35:55Z,3785743349,56,Back,3785743397,233,8,3785743351,285,,,,,,,,,,,,,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039413,8,44,1,0,23,besu5lkqmra07drq1czpr0tk4,0,71,8.3,2022-09-17T14:02:54.861Z,2022-09-17T21:34:16Z,3785743457,233,9,3785742937,286,,3785742935,56,Right,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039539,10,1,1,0,23,enzoyc121va61wtmjf4cm7p3d,0,26.4,88.3,2022-09-17T14:02:54.991Z,2022-09-18T07:35:56Z,3785743571,140,32.1,3785743573,141,100.0,3785743569,56,Back,3785743577,213,1.0,3785743575,212,10.7,3785743567,3,,3788224885,388,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039943,9,5,1,0,25,besu5lkqmra07drq1czpr0tk4,1,67.2,-1.4,2022-09-17T14:02:56.402Z,2022-09-17T21:34:41Z,3785745493,56,Right,3785745495,347,,3785745545,233,11,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461039549,11,5,1,0,25,enzoyc121va61wtmjf4cm7p3d,0,32.8,101.4,2022-09-17T14:02:56.402Z,2022-09-17T21:34:40Z,3785745569,233,9,3785743621,347,,3785743619,56,Back,,,,,,,,,,,,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040073,10,1,1,0,35,besu5lkqmra07drq1czpr0tk4,1,70.2,0,2022-09-17T14:03:06.616Z,2022-09-17T21:34:53Z,3785746097,56,Right,3785746093,107,,3785746113,1,,3785746099,140,94.4,3785746103,141,7.9,3785746111,213,0.3,3785746107,212,26.3,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040087,11,3,1,0,38,besu5lkqmra07drq1czpr0tk4,0,93,5.2,2022-09-17T14:03:09.204Z,2022-09-17T21:35:30Z,3785746147,56,Right,3788225975,178,,3785746151,286,,3785746635,233,12,3787201059,465,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040145,12,7,1,0,38,enzoyc121va61wtmjf4cm7p3d,1,7,94.8,2022-09-17T14:03:09.533Z,2022-09-17T21:35:20Z,3785746415,56,Back,3787201359,385,,3788226407,178,,3785746563,233,11,3785746417,285,,3785746413,167,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040237,12,6,1,0,41,besu5lkqmra07drq1czpr0tk4,1,100,3.7,2022-09-17T14:03:12.910Z,2022-09-17T21:35:36Z,3785746905,56,Right,3785746907,75,,3785746929,233,13,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461040157,13,6,1,0,41,enzoyc121va61wtmjf4cm7p3d,0,0,96.3,2022-09-17T14:03:12.910Z,2022-09-17T21:35:36Z,3785746485,56,Back,3785746953,233,12,3785746531,73,,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461041677,13,1,1,1,21,besu5lkqmra07drq1czpr0tk4,0,99.5,0.5,2022-09-17T14:03:52.435Z,2022-09-17T21:35:43Z,3785754093,141,29.4,3785754087,223,,3785754083,6,,3785754097,213,2.0,3785754091,140,91.2,3785754081,2,,3787204515,72,,3788227007,178,,ddnwckj55fg870otjg9w9xyad,S. Kelly,3785754095,212,21.5,3785754089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461041729,14,12,1,1,22,enzoyc121va61wtmjf4cm7p3d,1,7.3,58.1,2022-09-17T14:03:53.772Z,2022-09-17T21:37:28Z,3785754367,140,10.7,3788230083,178,,3785754429,15,,3785754371,212,4.3,3785754373,213,5.7,3785754365,56,Back,3785754369,141,54.6,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461041869,14,15,1,1,26,besu5lkqmra07drq1czpr0tk4,1,86.1,38.2,2022-09-17T14:03:57.445Z,2022-09-17T21:37:41Z,3788230623,178,,3785759425,82,,3785759419,25,,3785759421,72,,3785755103,17,,3787208199,78,,3785760497,458,,3785760485,102,51.8,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,3785755107,56,Center,3785760493,103,19,3785760505,231,47.1,3785760499,146,87.5,3785760503,230,98.2,3787208201,215,3785759469,233,15,3785760501,147,39.5,,,,,,,,,,,
2461041853,15,10,1,1,26,enzoyc121va61wtmjf4cm7p3d,1,10.4,55.5,2022-09-17T14:03:57.587Z,2022-09-17T21:37:48Z,3785755021,94,,3785759585,233,14,3788230883,178,,3785755023,56,Back,,,,,,,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461041967,16,4,1,1,27,enzoyc121va61wtmjf4cm7p3d,1,10.8,62.2,2022-09-17T14:03:59.013Z,2022-09-17T21:37:55Z,3785756163,233,15,3785755625,13,,3785755647,285,,3785755643,265,,3785755637,152,,3785755633,56,Back,,,,,,,2spu2yn887lywqw2vrg3evhlh,A. Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042047,15,4,1,1,27,besu5lkqmra07drq1czpr0tk4,0,89.2,37.8,2022-09-17T14:03:59.014Z,2022-09-17T21:37:54Z,3788231173,178,,3785756085,286,,3785756185,233,16,3785756073,13,,3785756077,56,Center,3785756081,152,,3785756083,265,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043257,17,1,1,1,58,enzoyc121va61wtmjf4cm7p3d,1,14.4,59.4,2022-09-17T14:04:29.718Z,2022-09-17T21:39:28Z,3788231701,178,,3785762487,56,Left,3785762493,212,57.6,3785762477,5,,3785762481,155,,3785762491,141,86.3,3785762489,140,66.4,3785762485,152,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,3785762495,213,0.3,3785762499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043291,18,44,1,2,1,enzoyc121va61wtmjf4cm7p3d,1,68.4,90.2,2022-09-17T14:04:32.971Z,2022-09-18T07:35:56Z,3785762683,56,Left,3785762685,286,,3785762745,233,16,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043233,16,44,1,2,1,besu5lkqmra07drq1czpr0tk4,0,31.6,9.8,2022-09-17T14:04:32.972Z,2022-09-17T21:38:49Z,3785762377,56,Back,3785762381,285,,3785762761,233,18,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043419,19,1,1,2,2,enzoyc121va61wtmjf4cm7p3d,1,66.4,86.3,2022-09-17T14:04:33.063Z,2022-09-18T07:35:56Z,3785763323,168,,3785763327,140,71.1,3785763331,212,6.5,3785763333,213,0.7,3785763329,141,92.6,3785763319,3,,3785763325,56,Left,3788233809,388,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043467,20,1,1,2,3,enzoyc121va61wtmjf4cm7p3d,0,71.1,92.6,2022-09-17T14:04:34.479Z,2022-09-17T21:45:37Z,3788244793,178,,3785763567,212,23.3,3785763555,56,Center,3785763559,140,91.3,3785763563,141,78.4,3785763569,213,5.9,3785763551,155,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043445,17,12,1,2,5,besu5lkqmra07drq1czpr0tk4,1,8.1,15.5,2022-09-17T14:04:36.705Z,2022-09-17T21:45:45Z,3785763463,141,0.0,3785763467,212,12.0,3785763455,56,Back,3785763665,167,,3785763471,213,4.6,3785763457,140,7.0,3788245045,178,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043455,18,5,1,2,6,besu5lkqmra07drq1czpr0tk4,0,10.6,-1.6,2022-09-17T14:04:37.797Z,2022-09-17T21:46:28Z,3785763509,347,,3785763507,56,Back,3785766599,233,21,,,,,,,,,,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044007,21,5,1,2,6,enzoyc121va61wtmjf4cm7p3d,1,89.4,101.6,2022-09-17T14:04:37.797Z,2022-09-17T21:46:28Z,3785766273,56,Left,3785766469,233,18,3785766275,347,,,,,,,,,,,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044403,22,1,1,2,29,enzoyc121va61wtmjf4cm7p3d,0,85.2,100,2022-09-17T14:05:00.142Z,2022-09-17T21:46:33Z,3785768291,141,57.3,3785768297,1,,3785768287,56,Center,3785768293,212,32.4,3785768285,107,,3785768289,140,96.5,3785768295,213,5.1,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044411,19,11,1,2,31,besu5lkqmra07drq1czpr0tk4,1,4.8,37.7,2022-09-17T14:05:02.973Z,2022-09-17T21:46:41Z,3787218597,378,,3787218225,88,,3788246673,388,,3787218223,56,Back,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044933,20,1,1,2,41,besu5lkqmra07drq1czpr0tk4,1,10.7,28.6,2022-09-17T14:05:12.317Z,2022-09-17T21:46:50Z,3785770883,212,18.4,3785770881,141,6.1,3785770877,56,Back,3785770879,140,20.5,3785770875,123,,3788246919,178,,3785770885,213,5.3,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045029,21,1,1,2,44,besu5lkqmra07drq1czpr0tk4,0,27.1,7,2022-09-17T14:05:15.636Z,2022-09-17T21:46:59Z,3785771417,141,14.0,3785771413,140,68.3,3785771423,213,0.1,3785771401,155,,3785771407,56,Right,3785771421,212,43.5,3788247125,178,,3785771425,1,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045069,23,49,1,2,47,enzoyc121va61wtmjf4cm7p3d,1,26.4,87.4,2022-09-17T14:05:18.693Z,2022-09-17T21:47:19Z,,,,,,,,,,,,,,,,,,,,,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045245,24,1,1,2,49,enzoyc121va61wtmjf4cm7p3d,1,26.4,88.9,2022-09-17T14:05:20.134Z,2022-09-17T21:47:27Z,3785772447,140,12.2,3785772453,212,23.1,3785772443,56,Back,3785772451,141,63.0,3785772455,213,4.0,3788247749,178,,,,,,,,aqt5c6bvjkbaw56lq7t69kjjd,J. Dorsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045391,25,1,1,2,51,enzoyc121va61wtmjf4cm7p3d,1,12.2,63,2022-09-17T14:05:22.364Z,2022-09-17T21:47:33Z,3785773283,1,,3785773263,56,Center,3785773277,213,6.2,3785773269,141,58.4,3785773273,212,48.3,3785773265,140,58.1,3785773261,157,,3788247905,178,,1fkrvnzbrb9s0qojjhc8edpm1,Z. Hemming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045407,26,44,1,2,54,enzoyc121va61wtmjf4cm7p3d,1,56.4,61.2,2022-09-17T14:05:25.069Z,2022-09-18T07:35:57Z,3785773353,286,,3785773405,233,22,3785773349,56,Center,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045385,22,44,1,2,54,besu5lkqmra07drq1czpr0tk4,0,43.6,38.8,2022-09-17T14:05:25.070Z,2022-09-17T21:48:05Z,3785773225,56,Back,3785773437,233,26,3785773227,285,,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045527,27,1,1,2,54,enzoyc121va61wtmjf4cm7p3d,1,58.1,58.4,2022-09-17T14:05:25.095Z,2022-09-18T07:35:57Z,3788248901,388,,3785774009,140,42.8,3785774003,3,,3785774007,56,Back,3785774023,213,3.4,3785774013,141,53.4,3785774017,212,16.4,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045597,28,1,1,2,55,enzoyc121va61wtmjf4cm7p3d,1,42.8,53.4,2022-09-17T14:05:26.696Z,2022-09-17T21:48:53Z,3785774355,213,0.5,3785774349,140,62.9,3785774351,141,69.1,3785774347,56,Center,3788249983,178,,3785774353,212,23.7,,,,,,,ek2ub5dvlisn73a45n3gwj2s5,L. Polworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045651,29,1,1,2,57,enzoyc121va61wtmjf4cm7p3d,0,62.9,69.1,2022-09-17T14:05:28.826Z,2022-09-17T21:49:03Z,3785774647,213,5.2,3785774643,141,23.9,3785774627,155,,3785774641,140,76.8,3785774635,56,Center,3788250109,178,,3785774649,1,,3785774645,212,34.0,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461045719,23,8,1,3,0,besu5lkqmra07drq1czpr0tk4,1,20,81.5,2022-09-17T14:05:31.730Z,2022-09-18T04:20:19Z,3787226893,383,,3788250355,178,,3785774967,56,Back,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461660863,827,43,1,3,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-09-17T14:05:31.959Z,2022-09-18T04:19:57Z,3789139869,233,839,3789140103,144,67,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461660929,828,43,1,3,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-09-17T14:05:31.959Z,2022-09-18T04:20:11Z,3789140527,144,67,3789140237,233,843,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461660997,829,43,1,3,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-09-17T14:05:31.959Z,2022-09-18T04:20:24Z,3789140895,144,67,3789140573,233,846,,,,,,,,,,,,,,,,,,,db1hineo65ck1zyg8kjtl5iad,C. Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461660861,839,43,1,3,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-09-17T14:05:31.960Z,2022-09-18T04:19:56Z,3789139879,233,827,3789140101,144,67,,,,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461660925,843,43,1,3,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-09-17T14:05:31.960Z,2022-09-18T04:20:11Z,3789140253,233,828,3789140521,144,67,,,,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461660993,846,43,1,3,0,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-09-17T14:05:31.960Z,2022-09-18T04:20:24Z,3789140581,233,829,3789140885,144,67,,,,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
