id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2502124487,5,1,1,0,8,dvnjvad3p09dugr79gktlrtll,1,18,66.3,2023-01-29T16:01:05.854Z,2023-01-29T21:15:02Z,4002806307,213,0.3,4002806299,141,75.6,4002806287,157,,4002806305,212,21.6,4002806295,140,37.7,4002806291,56,Back,4003635067,178,,4002806309,1,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124495,6,1,1,0,9,dvnjvad3p09dugr79gktlrtll,0,34,75.1,2023-01-29T16:01:07.058Z,2023-01-29T21:15:08Z,4002806333,140,37.7,4002806339,213,0.3,4002806337,212,4.0,4002806329,168,,4003635283,178,,4002806335,141,76.6,4002806331,56,Back,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124507,7,1,1,0,9,4qdzzur2cuuridyb0jso8mksi,1,60.8,23.3,2023-01-29T16:01:07.534Z,2023-01-29T21:15:13Z,4003635503,388,,4002806423,56,Right,4002806429,212,10.5,4002806425,140,70.5,4002806421,3,,4002806427,141,19.8,4002806431,213,6.1,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124511,8,44,1,0,12,4qdzzur2cuuridyb0jso8mksi,1,73.4,15.4,2023-01-29T16:01:09.895Z,2023-01-29T21:59:22Z,4002806443,286,,4002806441,56,Right,4002806447,233,7,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124505,7,44,1,0,12,dvnjvad3p09dugr79gktlrtll,0,26.6,84.6,2023-01-29T16:01:09.896Z,2023-01-29T21:15:39Z,4002806451,233,8,4002806417,56,Back,4002806419,285,,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124523,9,1,1,0,12,4qdzzur2cuuridyb0jso8mksi,1,70.5,19.8,2023-01-29T16:01:09.945Z,2023-01-29T21:59:23Z,4002806497,141,20.0,4002806491,3,,4002806893,168,,4002806499,212,8.1,4003635903,388,,4002806501,213,0.0,4002806495,140,78.2,4002806493,56,Right,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124525,10,61,1,0,13,4qdzzur2cuuridyb0jso8mksi,0,79.1,19.2,2023-01-29T16:01:11.800Z,2023-01-29T21:16:00Z,4003636917,178,,4002806505,56,Right,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124533,8,1,1,0,16,dvnjvad3p09dugr79gktlrtll,0,13.3,80.3,2023-01-29T16:01:14.046Z,2023-01-29T21:16:03Z,4002806555,157,,4002806561,141,83.9,4002806565,213,0.1,4003637039,178,,4002806567,1,,4002806557,56,Back,4002806559,140,30.1,4002806563,212,17.8,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124537,11,61,1,0,17,4qdzzur2cuuridyb0jso8mksi,0,65.7,15.5,2023-01-29T16:01:15.809Z,2023-01-29T21:16:20Z,4003637651,21,,4003637655,178,,4002806597,56,Right,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502284301,661,83,1,0,19,4qdzzur2cuuridyb0jso8mksi,1,67.7,19.9,2023-01-29T16:01:17.160Z,2023-01-29T21:36:24Z,4003679859,399,216059,,,,,,,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124547,9,61,1,0,19,dvnjvad3p09dugr79gktlrtll,1,29.2,79.6,2023-01-29T16:01:17.179Z,2023-01-29T21:36:05Z,4003637815,388,,4002806649,56,Back,,,,,,,,,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124573,10,1,1,0,20,dvnjvad3p09dugr79gktlrtll,1,33.8,66.3,2023-01-29T16:01:17.953Z,2023-01-29T21:16:31Z,4002806799,213,4.5,4002806793,140,31.1,4003638031,178,,4002806795,141,47.9,4002806791,56,Back,4002806797,212,12.8,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124599,11,1,1,0,23,dvnjvad3p09dugr79gktlrtll,1,33.3,58.2,2023-01-29T16:01:21.444Z,2023-01-29T21:16:39Z,4002806935,213,0.4,4002806931,141,67.8,4003638265,178,,4002806929,140,47.1,4002806927,56,Back,4002806933,212,15.9,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124633,12,1,1,0,27,dvnjvad3p09dugr79gktlrtll,1,66,44.5,2023-01-29T16:01:25.310Z,2023-01-29T21:16:46Z,4003638367,178,,4002807219,4,,4002807063,141,32.5,4002807059,56,Center,4002807731,154,,4002807067,213,5.9,4002807061,140,86.9,4002807065,212,23.4,a1q1se1i8ih65e94xswacghk9,Jota,1,4002807729,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124639,13,13,1,0,29,dvnjvad3p09dugr79gktlrtll,1,87.3,34.3,2023-01-29T16:01:27.492Z,2023-01-29T21:16:46Z,4002807271,20,,4002807735,29,,4002807749,230,94.6,4002807733,81,,4002807097,56,Center,4002807751,231,42.8,4003638493,178,,4002807737,154,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,,4002807093,22,,4002807743,102,44.0,4002807739,55,12,4002807095,63,4002807745,103,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124649,12,5,1,0,30,4qdzzur2cuuridyb0jso8mksi,1,-0.6,58.4,2023-01-29T16:01:28.543Z,2023-01-29T21:16:49Z,4002807145,233,14,4002807141,346,,4002807139,56,Back,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124643,14,5,1,0,30,dvnjvad3p09dugr79gktlrtll,0,100.6,41.6,2023-01-29T16:01:28.543Z,2023-01-29T21:16:49Z,4002807153,233,12,4002807123,56,Center,4002807125,346,,,,,,,,,,,,,,,,,96vt6e4xjci5gll0ogsnlfg89,K. Furuhashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124929,13,1,1,1,3,4qdzzur2cuuridyb0jso8mksi,1,4.3,42.2,2023-01-29T16:02:01.623Z,2023-01-29T21:16:53Z,4002808697,213,0.0,4002808689,56,Center,4002808691,140,63.9,4002808695,212,62.6,4002808705,74,,4002808687,124,,4002808693,141,43.1,4002808699,1,,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124935,14,61,1,1,7,4qdzzur2cuuridyb0jso8mksi,0,63.9,43.3,2023-01-29T16:02:04.828Z,2023-01-29T21:16:59Z,4003638925,21,,4002808719,56,Center,4003638927,178,,,,,,,,,,,,,,,,,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124911,15,49,1,1,7,dvnjvad3p09dugr79gktlrtll,1,40.1,59.4,2023-01-29T16:02:05.598Z,2023-01-29T21:17:02Z,,,,,,,,,,,,,,,,,,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124923,16,1,1,1,7,dvnjvad3p09dugr79gktlrtll,1,40.1,59.4,2023-01-29T16:02:05.687Z,2023-01-29T21:17:04Z,4002808677,212,6.1,4002808671,56,Back,4002808675,141,67.5,4002808679,213,2.0,4002808673,140,37.5,4003639199,178,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124945,17,1,1,1,8,dvnjvad3p09dugr79gktlrtll,1,37.3,68.4,2023-01-29T16:02:06.728Z,2023-01-29T21:17:06Z,4003639269,178,,4002808757,56,Back,4002808761,141,47.9,4002808765,213,5.0,4002808759,140,40.6,4002808763,212,14.4,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502124987,18,1,1,1,10,dvnjvad3p09dugr79gktlrtll,1,47.9,42.1,2023-01-29T16:02:08.454Z,2023-01-29T21:17:09Z,4003639411,178,,4002809025,213,4.8,4002809021,141,19.2,4002809019,140,48.6,4002809023,212,15.6,4002809017,56,Back,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125023,19,1,1,1,15,dvnjvad3p09dugr79gktlrtll,1,68.3,9.8,2023-01-29T16:02:13.173Z,2023-01-29T21:17:14Z,4002809223,141,5.0,4003639587,178,,4002809221,140,81.0,4002809225,212,13.7,4002809219,56,Right,4002809227,213,6.0,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125053,20,1,1,1,18,dvnjvad3p09dugr79gktlrtll,1,79.9,10.6,2023-01-29T16:02:16.734Z,2023-01-29T21:17:16Z,4002809347,212,8.9,4002809341,56,Right,4002809345,141,7.9,4003639701,178,,4002809349,213,3.3,4002809343,140,71.6,,,,,,,czazwj4nt23bydpdi67i0wga2,L. Abada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125065,21,1,1,1,20,dvnjvad3p09dugr79gktlrtll,1,71.6,7.9,2023-01-29T16:02:18.109Z,2023-01-29T21:17:18Z,4002809411,56,Center,4003639801,178,,4002809423,213,2.0,4002809417,141,28.6,4002809413,140,66.0,4002809421,212,15.3,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125083,22,1,1,1,22,dvnjvad3p09dugr79gktlrtll,1,68.8,30.3,2023-01-29T16:02:19.919Z,2023-01-29T21:17:19Z,4002809547,140,77.0,4002809545,56,Center,4002809551,212,9.0,4003639831,178,,4002809553,213,0.3,4002809549,141,34.0,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125087,23,1,1,1,24,dvnjvad3p09dugr79gktlrtll,1,78,33.3,2023-01-29T16:02:22.295Z,2023-01-29T21:17:23Z,4003639977,178,,4002809569,213,4.5,4002809563,140,75.5,4002809567,212,10.1,4002809565,141,18.9,4002809561,56,Right,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125105,24,1,1,1,26,dvnjvad3p09dugr79gktlrtll,1,75.5,18.9,2023-01-29T16:02:24.642Z,2023-01-29T21:17:27Z,4002809655,141,8.9,4002809651,56,Right,4003640077,178,,4002809657,212,17.0,4002809653,140,90.3,4002809659,213,5.9,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125117,25,1,1,1,28,dvnjvad3p09dugr79gktlrtll,0,96.3,11.1,2023-01-29T16:02:26.824Z,2023-01-29T21:17:30Z,4002809721,213,1.7,4003466375,225,,4003640173,178,,4003466377,386,,4002809713,56,Center,4002809719,212,21.1,4002809717,141,41.9,4003466379,20,,czazwj4nt23bydpdi67i0wga2,L. Abada,,4002809709,2,,4002809715,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125163,15,12,1,1,29,4qdzzur2cuuridyb0jso8mksi,1,5,63.9,2023-01-29T16:02:27.770Z,2023-01-29T21:17:35Z,4002809981,213,1.0,4002809973,56,Back,4002809979,212,25.9,4002809975,140,19.0,4003640373,178,,4002809977,141,95.3,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125157,26,44,1,1,35,dvnjvad3p09dugr79gktlrtll,1,81,4.9,2023-01-29T16:02:32.981Z,2023-01-29T21:59:23Z,4002810633,233,16,4002809949,56,Right,4002809951,286,,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125171,16,44,1,1,35,4qdzzur2cuuridyb0jso8mksi,0,19,95.1,2023-01-29T16:02:32.982Z,2023-01-29T21:17:39Z,4002810641,233,26,4002810001,56,Back,4002810003,285,,,,,,,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125165,27,61,1,1,35,dvnjvad3p09dugr79gktlrtll,1,81.1,5.2,2023-01-29T16:02:33.137Z,2023-01-29T21:59:23Z,4002809983,56,Right,4003640763,15,,4003640765,388,,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125257,17,5,1,1,35,4qdzzur2cuuridyb0jso8mksi,1,19.2,101.6,2023-01-29T16:02:33.706Z,2023-01-29T21:17:52Z,4002810455,56,Back,4002810681,233,28,4002810457,347,,,,,,,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125295,28,5,1,1,35,dvnjvad3p09dugr79gktlrtll,0,80.8,-1.6,2023-01-29T16:02:33.706Z,2023-01-29T21:17:52Z,4002810603,56,Right,4002810605,347,,4002810685,233,17,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125339,18,1,1,1,56,4qdzzur2cuuridyb0jso8mksi,1,24.3,100,2023-01-29T16:02:54.051Z,2023-01-29T21:17:54Z,4002810877,140,44.3,4002810875,56,Back,4002810883,213,6.0,4002810879,141,92.4,4002810873,107,,4002810885,1,,4002810881,212,21.9,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125343,19,44,1,1,57,4qdzzur2cuuridyb0jso8mksi,1,46.2,93.8,2023-01-29T16:02:55.708Z,2023-01-29T21:59:24Z,4002810895,56,Back,4002810897,285,,4002810925,233,29,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125341,29,44,1,1,57,dvnjvad3p09dugr79gktlrtll,0,53.8,6.2,2023-01-29T16:02:55.709Z,2023-01-29T21:17:58Z,4002810889,56,Right,4002810891,286,,4002810935,233,19,,,,,,,,,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125359,20,1,1,1,57,4qdzzur2cuuridyb0jso8mksi,0,44.3,92.4,2023-01-29T16:02:55.750Z,2023-01-29T21:59:24Z,4002810987,56,Left,4002810991,141,91.1,4002810989,140,59.8,4003641353,388,,4002810993,212,16.3,4002810985,168,,4002810995,213,6.2,4002810983,3,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125357,30,44,1,1,59,dvnjvad3p09dugr79gktlrtll,1,41.6,6.2,2023-01-29T16:02:57.487Z,2023-01-29T21:59:24Z,4002811489,233,21,4002810981,285,,4002810979,56,Back,,,,,,,,,,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125369,21,44,1,1,59,4qdzzur2cuuridyb0jso8mksi,0,58.4,93.8,2023-01-29T16:02:57.488Z,2023-01-29T21:18:05Z,4002811509,233,30,4002811031,56,Left,4002811035,286,,,,,,,,,,,,,,,,,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125361,31,1,1,1,59,dvnjvad3p09dugr79gktlrtll,0,42.9,3.5,2023-01-29T16:02:57.533Z,2023-01-29T21:59:25Z,4002811007,212,5.8,4003641635,388,,4002810999,3,,4002811001,56,Back,4002811005,141,4.6,4002811003,140,48.4,4002811009,213,0.1,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125407,23,1,1,2,0,4qdzzur2cuuridyb0jso8mksi,0,54.3,89,2023-01-29T16:02:58.535Z,2023-01-29T21:18:13Z,4002811195,56,Left,4002811191,3,,4002811209,212,8.7,4003641811,388,,4002811199,140,62.2,4002811213,213,0.3,4002811205,141,92.9,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502125385,22,43,1,2,1,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-01-29T16:02:58.944Z,2023-01-29T16:03:03Z,4002811121,212,0,4002811381,144,1,4002811119,141,91.1,4002811113,168,0,4002811123,213,0,4002811117,140,59.8,4002811111,3,0,4002811115,56,Left,en7kanawhbmhl0736htwdnt9l,G. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
