id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist
2496076789,1,34,16,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T19:44:51.106Z,2023-01-08T19:44:51Z,3971108039,130,8,3971108035,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971108041,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971108043,194,ebaganzllbxfacvobgmsu1045,3971108037,59,"1, 15, 19, 8, 4, 72, 77, 21, 9, 10, 17, 7, 12, 16, 20, 30, 55, 57, 78, 93",3971108033,30,"30bhky4x90yqfyzhsawfz6pcl, 4aubucuhe6ic3osisrw73xe51, asoisrxtnm0zynx35ueum4v6d, 6nrvjozwk5or2v7dxkqbf9j9x, 8jncnpkifnmg84s5qysuk4y96, as0t8xi6k6nl4l06g23u3jcru, ebaganzllbxfacvobgmsu1045, c01muomxuk015zrf9n21ztq7d, 1zf9egrh7cjofd7td62oc5tk9, rzxtat0t3okt8tikf5mvdxm2, 5awvo9xetmgwxmqfisawqz90q, 1f57m5jalwzn2xwr3xqtjiy8l, 2983qoliizrxvsi9sb9c5wwoa, 94sjuyq5uwlug5td0zrrrnyms, 8qxoj7nyhu2prjl3bjfqi2ui1, es6pjawg9rq2io8hjxf0rqaxh, 10jwipbmvqza53ja0lwof9be1, 8bn4i1qj747gh0hz6vbn0u25m, 1lisq580zw4yfk6id6f1dwr56, 16q9oy1ddvvihrgor1mbo77bp",3971108047,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971108045,197,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496076823,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-01-08T19:45:09.039Z,2023-01-08T20:48:56Z,3971108267,130,8,3971108265,59,"1, 79, 70, 42, 2, 26, 8, 24, 9, 11, 19, 6, 7, 16, 18, 21, 23, 59, 77, 99",3971108269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971108261,30,"ekjpc2tvdk5jtiamtufdqkr85, 4a4kjygjq5el2ylh7k660lul0, 7aak50ydu8nrfxd9qndeygnpw, eyllkbdemtx2seh48r9l3czbp, 3ebyf23azgbktpf7dgwlphkvd, c406oul95r3jvmbebcge5oz4l, aissbbcnwyr06fhgfamxo9j2t, 47wasen155qbiu6pmyp3dowr9, 3batawbh7y4sjkeo4hn34svzd, rm1d0hp2iwsne1hbfgq0oa21, 4ax49niuix9tiqdv05y3vbdn9, 6w3iuh0f11tbwr037i7qb031m, 5za437wrlqizff74n6uqodpzp, 1a1cur7ima2n6hxas3fqlplhw, 90ojk78yhwtwbnz0k5w1ow6hh, 57pi7l4h7g2jydmkc5vl6vkr9, 3weuuu2vlyod9x7gnk2v9r1ed, 6ylhhspjzxqrbqj4yq35hwkr8, 5bpx24iyhlarqkmg09pm27lgq, 8lv60zbly3xz43g9hm2s7oqcq",3971108263,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971108273,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971108271,194,ekjpc2tvdk5jtiamtufdqkr85,3971160943,197,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086883,2,32,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T20:33:16.164Z,2023-01-08T20:33:16Z,3971165973,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086889,3,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-01-08T20:33:16.164Z,2023-01-10T18:25:49Z,3971165997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086901,3,1,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,50.1,50.3,2023-01-08T20:33:16.826Z,2023-01-11T05:21:57Z,3971166063,56,Back,3971166071,213,3.3,3971166073,279,S,3971166067,141,46.6,3971166065,140,37.0,3973296005,178,,3971166069,212,14.0,3971166077,189,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086905,4,1,1,0,3,bwt8yfk8rkcwiwyr0mopd7wqd,1,36,39.4,2023-01-08T20:33:19.424Z,2023-01-11T05:22:02Z,3971166099,141,10.3,3971166095,56,Back,3971166097,140,30.4,3971166101,212,20.6,3971166103,213,4.4,3973296021,178,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086913,5,1,1,0,5,bwt8yfk8rkcwiwyr0mopd7wqd,1,30.4,10.3,2023-01-08T20:33:22.094Z,2023-01-11T05:22:07Z,3971166147,213,6.1,3971166145,212,30.5,3973296037,178,,3971166139,56,Right,3971166141,140,58.8,3971166143,141,0.8,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086917,6,1,1,0,7,bwt8yfk8rkcwiwyr0mopd7wqd,1,58.8,1.1,2023-01-08T20:33:23.285Z,2023-01-11T05:22:13Z,3971166159,56,Right,3971166167,213,0.1,3971166165,212,18.7,3973296075,178,,3971219893,168,,3971166163,141,2.5,3971166161,140,76.6,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086931,7,1,1,0,12,bwt8yfk8rkcwiwyr0mopd7wqd,0,85.5,12.5,2023-01-08T20:33:28.167Z,2023-01-11T05:22:21Z,3971166283,141,33.5,3971166281,140,94.6,3971166279,56,Center,3973296079,178,,3971166285,212,17.2,3971166287,213,1.0,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086941,4,12,1,0,13,3b4nxgvmwzstmoq6borytkwx1,1,9.8,68.6,2023-01-08T20:33:29.637Z,2023-01-11T05:22:27Z,3973296139,178,,3971166331,56,Back,3971166333,140,9.7,3971166339,213,1.6,3971166335,141,71.7,3971166337,212,2.1,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087375,22,61,1,0,13,3b4nxgvmwzstmoq6borytkwx1,1,9.7,70.7,2023-01-08T20:33:29.733Z,2023-01-11T05:22:38Z,3971178805,56,Back,3973296189,178,,,,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086943,5,6,1,0,15,3b4nxgvmwzstmoq6borytkwx1,0,8.9,69.8,2023-01-08T20:33:31.607Z,2023-01-11T05:22:46Z,3971166357,56,Back,3971169233,233,9,3971166603,73,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086959,9,6,1,0,15,bwt8yfk8rkcwiwyr0mopd7wqd,1,91.1,30.2,2023-01-08T20:33:31.607Z,2023-01-11T05:22:46Z,3971166627,233,5,3971166621,75,,3971166439,56,Center,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496086951,8,43,1,0,15,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T20:33:32.096Z,2023-01-08T20:33:42Z,3971166405,56,Center,3971166521,144,61,,,,,,,,,,,,,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087013,10,1,1,0,41,bwt8yfk8rkcwiwyr0mopd7wqd,0,99.6,0.9,2023-01-08T20:33:57.659Z,2023-01-11T05:22:52Z,3971166785,6,,3971166787,155,,3971166789,223,,3971166799,213,1.6,3973296249,178,,3971166797,212,22.0,3971166795,141,33.2,3971166791,56,Center,ebaganzllbxfacvobgmsu1045,Murilo,3971166793,140,98.9,3972370653,72,3971166783,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087027,6,12,1,0,42,3b4nxgvmwzstmoq6borytkwx1,1,2.9,66.7,2023-01-08T20:33:58.586Z,2023-01-11T05:23:01Z,3971166863,141,86.4,3971166861,140,0.0,3973296283,178,,3971166859,56,Back,3971166867,213,1.9,3971166899,15,,3971166865,212,14.1,3971166877,167,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087029,7,6,1,0,44,3b4nxgvmwzstmoq6borytkwx1,0,0,78.4,2023-01-08T20:34:00.729Z,2023-01-11T05:23:04Z,3971166869,56,Back,3971166871,73,,3971185091,233,11,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087021,11,6,1,0,44,bwt8yfk8rkcwiwyr0mopd7wqd,1,100,21.6,2023-01-08T20:34:00.729Z,2023-01-11T05:23:04Z,3971166823,56,Center,3971166825,75,,3971185087,233,7,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
