id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist
2496087069,12,1,1,1,2,bwt8yfk8rkcwiwyr0mopd7wqd,1,99.5,0.5,2023-01-08T20:34:18.497Z,2023-01-11T06:35:37Z,3971167127,2,,3971172365,154,,3971167145,1,,3971167129,6,,3971167135,56,Center,3971167137,140,94.8,3972370855,72,,3971167139,141,54.6,ebaganzllbxfacvobgmsu1045,Murilo,3973296311,178,,3971167133,223,3971167131,155,1,3971172363,210,13,3971167143,213,1.7,3971167141,212,37.1,,,,,,,,,,,,,,,,,,
2496087073,13,44,1,1,4,bwt8yfk8rkcwiwyr0mopd7wqd,1,94.4,54.2,2023-01-08T20:34:20.363Z,2023-01-11T06:35:37Z,3971167159,233,8,3971167155,56,Center,3971167157,286,,,,,,,,,,,,,,,,,8jncnpkifnmg84s5qysuk4y96,Manuel Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087071,8,44,1,1,4,3b4nxgvmwzstmoq6borytkwx1,0,5.6,45.8,2023-01-08T20:34:20.364Z,2023-01-11T05:23:13Z,3971171535,233,13,3971167149,56,Back,3971167151,285,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087079,14,13,1,1,4,bwt8yfk8rkcwiwyr0mopd7wqd,1,93.9,55.7,2023-01-08T20:34:20.429Z,2023-01-11T06:35:38Z,3971172371,154,,3971172381,146,98.2,3971172089,153,,3971172081,25,,3971167183,56,Center,3971172385,230,99.8,3972371163,17,,3971172367,75,,8jncnpkifnmg84s5qysuk4y96,Manuel Lopes,3971172379,103,9.7,3971172373,55,3971279759,391,,3971172087,328,,3973296357,388,,3971172383,147,23.5,12,3971172083,15,3971172387,231,50.5,3971172369,29,3971172377,102,14.6,,,,,,,
2496087085,15,1,1,1,9,bwt8yfk8rkcwiwyr0mopd7wqd,1,97.5,22.3,2023-01-08T20:34:25.234Z,2023-01-11T06:35:39Z,3972371221,72,,3971167787,210,15,3973296373,178,,3971167231,140,97.1,3971167233,141,55.4,3971167789,154,,3971167235,212,22.5,3971167237,213,1.6,ebaganzllbxfacvobgmsu1045,Murilo,3971167229,56,Center,3972371219,223,3971167227,155,1,3971167225,2,,,,,,,,,,,,,,,,,,,,,,,,,
2496087087,16,44,1,1,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,97.1,54.6,2023-01-08T20:34:26.945Z,2023-01-11T06:35:38Z,3971167241,56,Center,3971167243,286,,3971167277,233,9,,,,,,,,,,,,,,,,8jncnpkifnmg84s5qysuk4y96,Manuel Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087091,9,44,1,1,10,3b4nxgvmwzstmoq6borytkwx1,0,2.9,45.4,2023-01-08T20:34:26.946Z,2023-01-11T05:23:26Z,3971173173,233,16,3971167267,56,Back,3971167269,285,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087089,17,15,1,1,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,95.7,56.5,2023-01-08T20:34:27.063Z,2023-01-11T06:35:39Z,3971167253,61,,3971167807,146,96.5,3971167791,78,,3971167813,231,50.9,3971167697,25,,3971167705,82,,3971167795,154,,3971167711,233,10,8jncnpkifnmg84s5qysuk4y96,Manuel Lopes,3971167803,103,19,3973296453,388,3971167809,147,,3971167793,29,,3971167805,100,,3971167811,230,99.1,,3971167703,328,3971167699,15,,3971167255,56,3971167801,102,51.0,55.4,Center,3971167797,55,15,,
2496087095,10,10,1,1,10,3b4nxgvmwzstmoq6borytkwx1,1,2.9,45.7,2023-01-08T20:34:27.072Z,2023-01-11T05:23:47Z,3973296461,15,,3971167287,94,,3973296459,388,,3971167289,56,Back,3971167719,233,17,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087133,12,12,1,1,11,3b4nxgvmwzstmoq6borytkwx1,1,7.6,47,2023-01-08T20:34:28.046Z,2023-01-11T05:23:55Z,3971167501,15,,3971167493,140,18.7,3971167491,56,Back,3973296483,178,,3971167497,212,12.4,3971167495,141,53.1,3971167499,213,0.3,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496088173,75,43,1,1,12,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T20:34:28.895Z,2023-01-08T20:40:56Z,3971174481,144,61,3971173867,56,Center,,,,,,,,,,,,,,,,,,,8jncnpkifnmg84s5qysuk4y96,Manuel Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087103,18,13,1,1,13,bwt8yfk8rkcwiwyr0mopd7wqd,1,84,50.3,2023-01-08T20:34:29.496Z,2023-01-11T05:23:59Z,3971175217,81,,3973296499,178,,3971167325,17,,3971167573,458,,3971167571,328,,3971167401,20,,3971167329,56,Center,3971167567,103,75,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,3971167399,25,,3971167565,102,3971167569,108,,3971167575,230,99.1,3971167577,231,50.2,,,,33.4,,,,,,,,,,,,,,,,,
2496087097,11,5,1,1,14,3b4nxgvmwzstmoq6borytkwx1,1,-1,54.6,2023-01-08T20:34:30.950Z,2023-01-11T05:24:05Z,3971167295,56,Back,3971167297,346,,3971167351,233,19,,,,,,,,,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087109,19,5,1,1,14,bwt8yfk8rkcwiwyr0mopd7wqd,0,101,45.4,2023-01-08T20:34:30.950Z,2023-01-11T05:24:04Z,3971167345,346,,3971167343,56,Center,3971167355,233,11,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087173,13,1,1,1,32,3b4nxgvmwzstmoq6borytkwx1,1,4,51.5,2023-01-08T20:34:48.807Z,2023-01-11T05:24:07Z,3971167771,56,Back,3971167773,140,13.8,3971167775,141,91.7,3971220809,189,,3971167769,124,,3971167777,212,29.2,3971167783,237,,3971167779,213,1.2,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087195,14,1,1,1,34,3b4nxgvmwzstmoq6borytkwx1,0,14.5,87.9,2023-01-08T20:34:51.058Z,2023-01-11T05:24:09Z,3971167891,140,45.7,3973296549,178,,3971167889,56,Back,3971167893,141,81.0,3971167887,155,,3971167897,213,6.1,3971167895,212,33.1,3971167899,1,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087187,20,44,1,1,37,bwt8yfk8rkcwiwyr0mopd7wqd,1,54.9,14.4,2023-01-08T20:34:53.270Z,2023-01-11T06:35:40Z,3971167923,233,15,3971167851,286,,3971167849,56,Right,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087197,15,44,1,1,37,3b4nxgvmwzstmoq6borytkwx1,0,45.1,85.6,2023-01-08T20:34:53.271Z,2023-01-11T05:24:15Z,3971167939,233,20,3971167905,285,,3971167903,56,Back,,,,,,,,,,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087191,21,1,1,1,37,bwt8yfk8rkcwiwyr0mopd7wqd,0,55.8,13.2,2023-01-08T20:34:53.425Z,2023-01-11T06:35:40Z,3973296587,388,,3971167863,141,12.8,3971167861,140,55.3,3971167859,56,Right,3971167867,213,3.6,3971167865,212,0.6,3971167857,3,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087203,16,61,1,1,37,3b4nxgvmwzstmoq6borytkwx1,1,45.7,81,2023-01-08T20:34:53.436Z,2023-01-11T05:24:26Z,3971167931,56,Back,3973296625,15,,3973296627,388,,,,,,,,,,,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087193,22,61,1,1,38,bwt8yfk8rkcwiwyr0mopd7wqd,0,59.6,8.3,2023-01-08T20:34:55.086Z,2023-01-11T05:24:35Z,3971167879,56,Right,3973296653,178,,,,,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087211,17,1,1,1,39,3b4nxgvmwzstmoq6borytkwx1,1,38.8,86.4,2023-01-08T20:34:55.991Z,2023-01-11T05:24:42Z,3971168007,141,94.1,3971168005,140,45.2,3973296669,178,,3971168009,212,8.5,3971168003,56,Back,3971168011,213,0.7,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496097171,419,43,1,1,40,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T20:34:56.164Z,2023-01-08T21:22:39Z,3971222463,144,49,,,,,,,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087223,18,1,1,1,44,3b4nxgvmwzstmoq6borytkwx1,1,45.2,94.1,2023-01-08T20:35:00.385Z,2023-01-11T05:24:49Z,3973296701,178,,3971168103,212,13.4,3971168101,141,91.7,3971168099,140,32.5,3971168105,213,3.3,3971168097,56,Back,,,,,,,3batawbh7y4sjkeo4hn34svzd,R. Boženík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087217,23,43,1,1,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T20:35:02.665Z,2023-01-08T20:43:07Z,3971168067,285,0,3971168059,13,0,3971168065,265,0,3971168063,152,0,3971168061,56,Right,3971176911,144,4,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087225,19,61,1,1,49,3b4nxgvmwzstmoq6borytkwx1,1,33.7,94.7,2023-01-08T20:35:05.628Z,2023-01-11T05:24:57Z,3973296715,178,,3971168109,56,Back,3971168123,238,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087227,20,5,1,1,50,3b4nxgvmwzstmoq6borytkwx1,0,40.2,101,2023-01-08T20:35:07.044Z,2023-01-11T05:25:00Z,3971168111,56,Back,3971168113,347,,3971175735,233,40,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087769,40,5,1,1,50,bwt8yfk8rkcwiwyr0mopd7wqd,1,59.8,-1,2023-01-08T20:35:07.044Z,2023-01-11T05:24:59Z,3971175711,56,Right,3971175713,347,,3971175731,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087337,21,27,1,1,52,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-01-08T20:35:09.049Z,2023-01-11T08:00:49Z,3971168723,41,Injury,3971168725,53,3batawbh7y4sjkeo4hn34svzd,3971168731,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087331,24,27,1,1,52,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T20:35:09.049Z,2023-01-11T08:00:49Z,3971168737,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087443,23,28,1,2,59,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-01-08T20:36:15.195Z,2023-01-11T08:01:04Z,3971169335,233,25,3971169331,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087441,25,28,1,2,59,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-01-08T20:36:15.195Z,2023-01-11T08:01:04Z,3971169341,233,23,3971169327,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087773,41,1,1,3,6,bwt8yfk8rkcwiwyr0mopd7wqd,1,58.8,0,2023-01-08T20:36:22.347Z,2023-01-11T05:25:37Z,3971177741,107,,3971177679,212,7.5,3971177681,213,1.3,3971177675,140,61.0,3971177677,141,9.1,3971177789,189,,3971177673,56,Right,3971177751,238,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496097421,420,61,1,3,6,bwt8yfk8rkcwiwyr0mopd7wqd,1,70.5,7.6,2023-01-08T20:36:23.094Z,2023-01-11T05:25:39Z,3971223455,189,,3973296863,178,,3971223439,238,,3971223391,56,Right,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087753,28,49,1,3,7,3b4nxgvmwzstmoq6borytkwx1,1,19.3,92.8,2023-01-08T20:36:23.347Z,2023-01-11T05:25:43Z,,,,,,,,,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087455,24,1,1,3,8,3b4nxgvmwzstmoq6borytkwx1,0,24.6,93.1,2023-01-08T20:36:24.295Z,2023-01-11T05:25:47Z,3971169411,1,,3971169403,140,87.2,3971169401,56,Center,3971169409,213,6.1,3971222265,157,,3973296901,178,,3971169405,141,76.7,3971169407,212,66.7,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087461,26,52,1,3,14,bwt8yfk8rkcwiwyr0mopd7wqd,1,4.8,23.3,2023-01-08T20:36:30.228Z,2023-01-11T05:26:45Z,3973297103,179,,3972374445,376,,,,,,,,,,,,,,,,,,,,30bhky4x90yqfyzhsawfz6pcl,S. Kritsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496087489,27,1,1,3,16,bwt8yfk8rkcwiwyr0mopd7wqd,1,6.9,23.5,2023-01-08T20:36:32.575Z,2023-01-11T05:26:51Z,3973297135,178,,3971169541,123,,3971169543,56,Back,3971169551,213,5.7,3971169549,212,15.6,3971169547,141,11.6,3971169545,140,19.6,,,,30bhky4x90yqfyzhsawfz6pcl,S. Kritsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
