id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2478329781,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-10-28T18:31:13.487Z,2022-10-28T19:29:14Z,3877587009,30,"921pmr49x4ijt9tnww0d2sixh, a71vugy7m06i8dcllmolni85x, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, 7pordwinyzf3wxn2jlu62yndh, 74mjp6xo2ejesuoylzw955y39, bid3fvgjmfnik2pegy9av3tux, 2grwfg8j3gpdthz5n5dn6wb56, 3yenbonc310rzql4ey73v7bsa, 3zndvhinobvclra6m0y47drrp, atcgj9k5ghx0ekwyky31l4pud, fwnnz9wriid0xznpbpdy82s4, 4qo7eu3xwhkpssbuyk4n70fe1, 8kns1kywrlakjwll1cxs19r3e, 78ug8x7pkjt88u5dx151v32z9, 2fb4hr89a6zcwz14grb362az8, dtkxyjne2wd3rtsg74i9lc6qc, 1arszie3v8bks90bcetskhwfe, 32y6mygyypg6jhzge0vqjx79, 2m69fipbiuwtg7sfvmx99lw16",3877750563,197,12635,3877587015,130,4,3877587019,194,3zkqv88qpc3tm22pex5qfillh,3877587013,59,"1, 29, 5, 26, 32, 34, 14, 16, 19, 15, 9, 3, 4, 7, 10, 11, 13, 17, 21, 24",3877587017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877587021,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877587011,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331289,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-10-28T18:33:02.924Z,2022-10-28T19:21:28Z,3877595125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877765899,197,5337,3877595127,194,bvy7d4r2ve9f5x1xyv0tx5cr9,3877595123,130,18,3877595129,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877595119,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877595117,30,"8nesxmzgmtxcr5vu3881j6ane, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 5i5qgzbovli6pspg01ohrfdre, bvy7d4r2ve9f5x1xyv0tx5cr9, 8czsihbd6817k4uzvwenqvxex, 922dtb3ppvsgvzysfjwg86jmx, 8qn1z72et0w6bqw9mstopb7px, 3bysj69bufnbqx70q6ufzat49, 57xeumfhz5h30yn1168rgljah, 757f9x11lzcug3d6sn39d85wp, 6dc5id3ucboy4yroiezgzapgq, 388ux45xau80x9rom4s2bapgq, bojn9itaxqzymbjj6et0o0onp, 3y7h2e79gvzrqor9gg854dl91, 4rfcpo4l9f8x1m0rlnwloefl6, 8sg65mj881mnfd9wgtew01s5x, cqfw0fsbxyjb7mduk2hk27e1h, 17govndl49nve5d5h74bs5i0a, 8inrz9rna2z5lirsorindh0b9",3877595121,59,"59, 2, 94, 66, 5, 4, 16, 21, 23, 7, 11, 25, 36, 8, 1, 9, 10, 12, 34, 95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478365789,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-10-28T19:18:44.441Z,2022-10-28T19:18:45Z,3877780461,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478365775,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-10-28T19:18:44.441Z,2022-10-30T23:12:28Z,3877780395,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478365843,3,1,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,49.8,50.1,2022-10-28T19:18:44.510Z,2022-10-30T23:20:32Z,3885796399,178,,3877780793,212,23.1,3877780797,279,S,3877780795,213,3.5,3877780787,56,Back,3877780789,140,29.5,3877780791,141,37.0,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478365885,4,1,1,0,3,491xixnlsp75o7cr3w2gc1o0z,0,28.9,35.7,2022-10-28T19:18:47.823Z,2022-10-30T23:20:46Z,3877781035,212,38.2,3877781037,213,0.1,3877781039,1,,3877781033,141,40.9,3885796525,178,,3877781031,140,65.1,3877781027,155,,3877781029,56,Center,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478365899,3,44,1,0,5,7kfx3xpj2c2wxinsyi16i9gaz,1,31.6,54.2,2022-10-28T19:18:50.429Z,2022-10-31T09:05:05Z,3877781157,233,5,3877781139,56,Back,3877781141,285,,,,,,,,,,,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478365887,5,44,1,0,5,491xixnlsp75o7cr3w2gc1o0z,0,68.4,45.8,2022-10-28T19:18:50.430Z,2022-10-30T23:20:51Z,3877781055,286,,3877781181,233,3,3877781053,56,Center,,,,,,,,,,,,,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478365933,4,1,1,0,6,7kfx3xpj2c2wxinsyi16i9gaz,0,31.3,50.1,2022-10-28T19:18:50.467Z,2022-10-31T09:05:05Z,3877781325,1,,3877781309,3,,3877781315,141,69.9,3877781319,212,46.9,3877781313,140,74.1,3877781321,213,0.3,3877781311,56,Center,3885796623,388,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478366037,6,1,1,0,10,491xixnlsp75o7cr3w2gc1o0z,1,23.9,18.5,2022-10-28T19:18:55.260Z,2022-10-30T23:20:59Z,3877781785,140,7.7,3885796671,178,,3877781791,213,2.4,3877781789,212,23.2,3877781783,56,Back,3877781787,141,41.8,,,,,,,a71vugy7m06i8dcllmolni85x,Fernando Fonseca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
