id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/12/value,qualifier/15/value
2461023309,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-09-17T13:45:55.564Z,2022-09-17T14:33:33Z,3786086263,197,13168,3785665515,59,"99, 95, 16, 80, 4, 17, 49, 20, 39, 10, 7, 22, 8, 9, 12, 13, 32, 35, 37, 43",3785665511,30,"90v8e01hdffgqom4pwhjl0mvp, 4bsxzg78o3q9ot7bdngx9k5at, 5zbaigi2kpo930z50irfq11p1, d7k81mlt4vh9lex8fd10tigh5, aw1gqkqpznn5ku7ca9hy2skix, 9yzlho51tjytlzkdb6y20ozc9, 2r6ma23qtyq2l18m21eksjp7u, 5k74ofoqel095frhszvdmxbhm, 4flr4t07s463ioooy31ov8fs9, c7vhfnn9bft0xk3lcx7komfze, 36zf6j90b94qls6y50c1xgi51, es75u7djersp0p9nefh0wx756, 61g2iu3hmixel62zp2yp29tqt, 35y61220qzlyedki00vfmioyx, byk4cll4gdgp2n5ocxrb5j1t5, 3776gjrdiqfvch2wk5kde2w2x, fkx4v1ux771bqn2g9bn3340k, 649anpduq5pwrqbek73wr8n6y, 17zcm8ikgfdl5o4c7o5yhulpm, 7tih9jkxsbmeycu610gshs0h6",3785665513,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3785665517,130,8,3785665523,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785665521,194,5zbaigi2kpo930z50irfq11p1,3785665519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461025051,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-09-17T13:47:29.539Z,2022-09-17T15:39:29Z,3785674137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785674133,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785674125,30,"53y263xxfdf1itytiqhg3v6c5, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, c9rqgser2j8a6w7xfj3vmkzfu, 7pordwinyzf3wxn2jlu62yndh, 2grwfg8j3gpdthz5n5dn6wb56, 3g3dypdszvxq1tntx0l1lu2qy, 1arszie3v8bks90bcetskhwfe, 78ug8x7pkjt88u5dx151v32z9, atcgj9k5ghx0ekwyky31l4pud, bid3fvgjmfnik2pegy9av3tux, fwnnz9wriid0xznpbpdy82s4, egf4oc47whxf2hmrjjddvtxbd, 8kns1kywrlakjwll1cxs19r3e, 2fb4hr89a6zcwz14grb362az8, 3yenbonc310rzql4ey73v7bsa, 6hhxcbz0w98s2ucyjq4v3o9p0, 2m69fipbiuwtg7sfvmx99lw16, a71vugy7m06i8dcllmolni85x",3785674135,194,3zkqv88qpc3tm22pex5qfillh,3785674131,130,8,3785674127,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3786069831,197,16342,3785674129,59,"98, 15, 5, 26, 23, 32, 16, 8, 17, 10, 9, 14, 3, 6, 7, 11, 19, 20, 24, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461103961,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-09-17T14:31:59.965Z,2022-09-17T14:32:00Z,3786088395,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104007,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-09-17T14:31:59.965Z,2022-09-19T13:27:53Z,3786088665,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104079,4,1,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,40.2,60.3,2022-09-17T14:32:00.203Z,2022-09-19T20:10:21Z,3786089087,141,26.8,3786089083,56,Back,3786089085,140,28.9,3786089091,213,4.2,3794096499,178,,3786089089,212,25.7,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104039,3,1,1,0,2,491xixnlsp75o7cr3w2gc1o0z,1,50.3,50.2,2022-09-17T14:32:02.554Z,2022-09-19T20:10:15Z,3786088851,141,60.3,3786088855,213,2.6,3786088853,212,12.6,3786088857,279,S,3786088849,140,40.2,3786088847,56,Back,3794096287,178,,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104205,5,1,1,0,5,491xixnlsp75o7cr3w2gc1o0z,1,28.9,26.8,2022-09-17T14:32:05.194Z,2022-09-19T20:10:31Z,3786089869,213,1.8,3786089861,56,Back,3786089865,141,69.6,3786089863,140,22.9,3786089867,212,29.8,3794096579,178,,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104275,6,1,1,0,7,491xixnlsp75o7cr3w2gc1o0z,1,21.9,69.6,2022-09-17T14:32:07.616Z,2022-09-19T20:10:35Z,3786090297,56,Back,3786090299,140,30.8,3786090303,212,17.6,3786090301,141,91.6,3786090305,213,1.0,3794096625,178,,,,,,,,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104347,7,1,1,0,10,491xixnlsp75o7cr3w2gc1o0z,1,30.8,91.6,2022-09-17T14:32:10.132Z,2022-09-19T20:10:42Z,3794096719,178,,3786090673,212,25.0,3786090667,56,Left,3786090671,141,87.7,3786090675,213,6.2,3786090669,140,54.5,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104545,8,1,1,0,11,491xixnlsp75o7cr3w2gc1o0z,0,54.8,88.8,2022-09-17T14:32:11.623Z,2022-09-19T20:11:03Z,3786091739,141,90.9,3794096789,178,,3786091735,56,Left,3786091733,155,,3786091737,140,59.7,3786091741,212,5.3,3786091743,213,0.3,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104419,3,61,1,0,11,cmbqc74mshg77ra7mywec2a6b,1,37.6,5.9,2022-09-17T14:32:11.674Z,2022-09-19T20:11:11Z,3794096895,178,,3786091081,56,Back,,,,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104477,4,5,1,0,14,cmbqc74mshg77ra7mywec2a6b,0,26.5,-0.8,2022-09-17T14:32:14.871Z,2022-09-19T20:11:15Z,3786197773,233,9,3786091407,56,Back,3786091409,347,,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104565,9,5,1,0,14,491xixnlsp75o7cr3w2gc1o0z,1,73.5,100.8,2022-09-17T14:32:14.871Z,2022-09-19T20:11:14Z,3786091855,56,Left,3786197737,233,4,3786091859,347,,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461104825,10,1,1,0,24,491xixnlsp75o7cr3w2gc1o0z,1,66.5,100,2022-09-17T14:32:24.352Z,2022-09-19T20:11:22Z,3786093253,141,83.4,3786093249,56,Left,3786093257,212,14.4,3786093251,140,74.0,3786198023,107,,3786093261,213,5.3,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
