id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/8/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2530377011,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-04-08T16:03:45.830Z,2023-04-08T16:28:35Z,4173027735,197,12635,4172954987,130,4,4172954985,59,"98, 21, 5, 26, 3, 25, 55, 6, 30, 10, 70, 7, 9, 11, 16, 18, 22, 23, 24, 27",4172954991,194,3zkqv88qpc3tm22pex5qfillh,4172954981,30,"53y263xxfdf1itytiqhg3v6c5, 32y6mygyypg6jhzge0vqjx79, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, fwnnz9wriid0xznpbpdy82s4, 19mq6gsvnfvnzugpbfwniqj1l, ey0bk9dlqjwsc1aserql73aei, egf4oc47whxf2hmrjjddvtxbd, 7d8acg1r083veuigl34kojnbp, 78ug8x7pkjt88u5dx151v32z9, 4ocmdia4dhnz2jdxr3n8sf8r8, 8kns1kywrlakjwll1cxs19r3e, atcgj9k5ghx0ekwyky31l4pud, d4zft3r7ot8q6dqqhqugbba0a, 2grwfg8j3gpdthz5n5dn6wb56, 28h8k0bv45oiw9k64dd5mdawa, 7jso6ijfblfqjfvfh09wt5g5, c9rqgser2j8a6w7xfj3vmkzfu, 2m69fipbiuwtg7sfvmx99lw16, 2zfiz20hqyc5oitn15rf9t239",4172954989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172954993,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172954983,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530379671,1,34,16,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-04-08T16:07:56.592Z,2023-04-08T17:03:56Z,4172969615,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172969617,59,"31, 6, 74, 20, 15, 13, 28, 97, 29, 7, 10, 1, 2, 5, 12, 18, 23, 32, 70, 77",4172969625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4173149005,197,6595,4172969613,30,"6ddxujeb3873j5evwiz8n4wt0, ck3l6a262hves3v6nywarx9pm, d98j4asio4xrxcwmfg1ak95yi, 76w964mdux2s3max2nlih6az8, 1zteujk5u3rpr028priato4bt, 17e9rercxaanx9ltwmoph9n56, e0k7beubxdswouhw13td0nlk9, 1u9sn1cu0pq16mina2q6d6dwp, 5fcx7aiflhvguztjw8mp53b9x, dh4byuuh5mlyp147iq8cyunkl, arpoe2kjx9pbacgpuv17yl33d, 9hqhder3adhjjovepuv4yst79, zj7p9urhzbk3naybai223js9, bxfalki1fmd687uj0b8e0m0np, 48li2iey0m9b8h8cvs6py2iy2, mf471kdl6wed3z8wlaazk82x, 9g834yhraytmjoxb15098ey95, 6vvg5on86k2ldhs4pn2kua0vd, 4owddsmmbkkv0vbcj0fz0hlud, bvlwv6fwawqnv446zj516y4no",4172969619,130,4,4172969623,194,1zteujk5u3rpr028priato4bt,4172969621,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530415607,2,32,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-04-08T17:02:42.229Z,2023-04-08T17:02:45Z,4173153755,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530415595,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-04-08T17:02:42.229Z,2023-04-09T21:06:06Z,4173153717,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530415659,3,1,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,50,50,2023-04-08T17:02:42.329Z,2023-04-08T17:04:10Z,4173153985,141,44.9,4173153987,212,22.6,4173153981,56,Back,4173153991,279,S,4173153983,140,28.7,4173153989,213,3.3,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530415713,4,1,1,0,2,491xixnlsp75o7cr3w2gc1o0z,0,35.4,43.3,2023-04-08T17:02:45.194Z,2023-04-08T17:02:51Z,4173154197,140,76.5,4173154195,56,Center,4173154205,1,,4173154199,141,22.8,4173154193,155,,4173154201,212,45.4,4173154203,213,6.0,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530415719,3,44,1,0,5,5c0sf1eaipcxvdw9o22of2jdp,1,25.4,77.8,2023-04-08T17:02:47.978Z,2023-04-10T08:46:46Z,4173154241,233,5,4173154229,56,Back,4173154231,285,,,,,,,,,,,,,,,,,17e9rercxaanx9ltwmoph9n56,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530415721,5,44,1,0,5,491xixnlsp75o7cr3w2gc1o0z,0,74.6,22.2,2023-04-08T17:02:47.979Z,2023-04-10T08:46:47Z,4173154237,56,Center,4173154239,286,,4173154343,233,3,,,,,,,,,,,,,,,,7d8acg1r083veuigl34kojnbp,Alexandre Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530415735,4,1,1,0,6,5c0sf1eaipcxvdw9o22of2jdp,0,26.2,77.2,2023-04-08T17:02:48.569Z,2023-04-10T08:46:43Z,4173154297,140,41.4,4173154295,56,Back,4173154301,212,18.1,4173154303,213,0.5,4173154299,141,89.7,4173154293,3,,,,,,,,17e9rercxaanx9ltwmoph9n56,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531545689,796,44,1,0,7,491xixnlsp75o7cr3w2gc1o0z,1,59.4,11,2023-04-08T17:02:49.275Z,2023-04-10T10:26:50Z,4179191497,286,,4179390293,233,847,4179191495,56,Right,,,,,,,,,,,,,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
