id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2482568911,112,10,1,14,4,3b4nxgvmwzstmoq6borytkwx1,1,11.1,32.4,2022-11-06T15:45:45.994Z,2022-11-08T18:51:49Z,3899884855,94,,3899884857,56,Back,3899885701,233,130,3903857959,178,,,,,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568937,113,6,1,14,6,3b4nxgvmwzstmoq6borytkwx1,0,12.6,30.2,2022-11-06T15:45:47.511Z,2022-11-08T18:51:52Z,3899884997,56,Back,3899884999,73,,3899885195,233,131,,,,,,,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482568963,131,6,1,14,6,cgvbluoerzbzcr7aaxge3wkcv,1,87.4,69.8,2022-11-06T15:45:47.511Z,2022-11-08T18:51:51Z,3899885117,56,Center,3899885121,73,,3899885155,233,113,,,,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570021,132,1,1,14,41,cgvbluoerzbzcr7aaxge3wkcv,0,99.5,99.5,2022-11-06T15:46:22.561Z,2022-11-08T18:51:55Z,3903858507,178,,3899890895,224,,3899890903,212,20.2,3899890901,141,70.9,3903306679,72,,3899890893,155,,3899890891,6,,3899890899,140,94.4,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,3899890907,213,4.4,3899890897,56,3899890889,2,,,,,,,,,,Center,,,,,,,,,,,,,,,
2482569881,114,61,1,14,42,3b4nxgvmwzstmoq6borytkwx1,1,8.1,40.8,2022-11-06T15:46:23.717Z,2022-11-08T18:56:06Z,3903867473,15,,3903867475,178,,3899890131,56,Back,,,,,,,,,,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482569905,115,6,1,14,43,3b4nxgvmwzstmoq6borytkwx1,0,0,37.6,2022-11-06T15:46:24.337Z,2022-11-08T18:56:09Z,3899890261,56,Back,3899890695,73,,3899895639,233,133,3903307493,361,,,,,,,,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570031,133,6,1,14,43,cgvbluoerzbzcr7aaxge3wkcv,1,100,62.4,2022-11-06T15:46:24.337Z,2022-11-08T18:56:09Z,3903307485,361,,3899891021,233,115,3899890965,73,,3899890963,56,Center,,,,,,,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570491,134,1,1,15,6,cgvbluoerzbzcr7aaxge3wkcv,0,99.5,99.5,2022-11-06T15:46:47.860Z,2022-11-08T18:29:43Z,3899893503,141,53.1,3899893495,56,Center,3899893507,212,32.3,3899893481,2,,3899893513,1,,3903307615,72,,3899893511,213,4.5,3903803853,178,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,3899893483,6,,3899893491,224,3899893487,155,,,3899893499,140,92.7,,,,,,,,,,,,,,,,,,,,
2482570513,116,12,1,15,8,3b4nxgvmwzstmoq6borytkwx1,1,8.1,48.3,2022-11-06T15:46:49.457Z,2022-11-08T18:29:46Z,3899893677,15,,3899893619,141,73.8,3903803921,388,,3899893615,56,Back,3899893617,140,21.3,3899893623,213,0.9,3899893621,212,22.2,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570767,135,1,1,15,14,cgvbluoerzbzcr7aaxge3wkcv,1,69.1,13.2,2022-11-06T15:46:55.936Z,2022-11-08T18:29:54Z,3899895041,1,,3899895031,56,Back,3899895033,140,43.1,3899895039,213,2.4,3899895037,212,38.3,3899895035,141,52.7,3903804071,178,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570847,136,1,1,15,18,cgvbluoerzbzcr7aaxge3wkcv,1,42.7,53,2022-11-06T15:46:59.816Z,2022-11-08T18:29:57Z,3899895443,140,16.5,3903804099,178,,3899895439,56,Back,3899895449,213,3.3,3899895445,141,46.1,3899895447,212,27.9,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482570905,137,1,1,15,24,cgvbluoerzbzcr7aaxge3wkcv,1,18.3,45.7,2022-11-06T15:47:05.619Z,2022-11-08T18:30:00Z,3899895761,56,Back,3899895763,140,23.8,3903804151,178,,3899895767,212,20.9,3899895765,141,16.1,3899895769,213,5.0,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571003,138,1,1,15,26,cgvbluoerzbzcr7aaxge3wkcv,1,23.8,16.1,2022-11-06T15:47:07.615Z,2022-11-08T18:30:03Z,3899896257,212,23.8,3903804213,178,,3899896251,140,11.4,3899896249,56,Back,3899896253,141,45.4,3899896263,213,2.1,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571175,139,1,1,15,31,cgvbluoerzbzcr7aaxge3wkcv,1,11.1,46,2022-11-06T15:47:13.272Z,2022-11-08T18:30:06Z,3899897279,212,27.8,3899897197,56,Back,3899897275,140,23.2,3903804263,178,,3899897277,141,82.4,3899897281,213,1.1,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571233,140,1,1,15,35,cgvbluoerzbzcr7aaxge3wkcv,1,23.9,88.1,2022-11-06T15:47:16.474Z,2022-11-08T18:30:10Z,3899897451,141,91.2,3899897461,213,0.1,3903804337,178,,3899897445,140,40.1,3899897457,212,17.1,3899897443,56,Back,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571285,141,1,1,15,36,cgvbluoerzbzcr7aaxge3wkcv,1,40.1,91.2,2022-11-06T15:47:18.169Z,2022-11-08T18:30:22Z,3903804505,178,,3899897745,56,Left,3899897747,140,65.1,3899897753,212,26.3,3899897751,141,94.1,3899897757,213,0.1,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483323969,810,67,1,15,38,cgvbluoerzbzcr7aaxge3wkcv,1,61.2,91.9,2022-11-06T15:47:19.578Z,2022-11-08T19:21:31Z,3903863499,233,923,,,,,,,,,,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483323955,923,67,1,15,38,3b4nxgvmwzstmoq6borytkwx1,0,38.8,8.1,2022-11-06T15:47:19.579Z,2022-11-08T18:54:20Z,3903863507,233,810,,,,,,,,,,,,,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571307,142,1,1,15,38,cgvbluoerzbzcr7aaxge3wkcv,1,58.7,91.1,2022-11-06T15:47:19.595Z,2022-11-08T19:21:31Z,3903804631,178,,3899897917,156,,3899897887,141,87.8,3899897893,213,3.4,3899897891,212,10.7,3899897883,140,48.7,3899897881,56,Back,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571409,143,1,1,15,40,cgvbluoerzbzcr7aaxge3wkcv,0,61.3,77.3,2022-11-06T15:47:21.885Z,2022-11-08T18:30:31Z,3899898411,213,6.2,3899898409,212,29.6,3899898403,56,Center,3903804675,178,,3899898405,140,89.3,3899898407,141,72.4,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571337,117,43,1,15,41,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-11-06T15:47:22.509Z,2022-11-06T15:47:41Z,3899900663,144,8,3899898009,56,Back,,,,,,,,,,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571419,118,52,1,15,43,3b4nxgvmwzstmoq6borytkwx1,1,12.1,36.5,2022-11-06T15:47:25.078Z,2022-11-08T18:30:33Z,3903804691,178,,3903308963,376,,,,,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571591,119,1,1,15,46,3b4nxgvmwzstmoq6borytkwx1,1,13.4,41.4,2022-11-06T15:47:27.978Z,2022-11-08T18:30:42Z,3899900257,189,,3899899333,141,8.3,3899899331,140,36.4,3903804765,178,,3899899327,123,,3899899337,213,5.5,3899899335,212,33.0,3899899339,1,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,3899899329,56,Back,3899899349,287,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571685,120,1,1,15,52,3b4nxgvmwzstmoq6borytkwx1,1,36.5,8.7,2022-11-06T15:47:33.791Z,2022-11-08T18:30:46Z,3899899795,140,46.2,3903804805,178,,3899899797,141,1.8,3899899799,212,11.2,3899899803,213,5.9,3899899793,56,Back,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571759,121,1,1,15,54,3b4nxgvmwzstmoq6borytkwx1,1,46.2,1.8,2022-11-06T15:47:35.308Z,2022-11-08T18:30:49Z,3899900227,213,2.6,3899900225,212,8.8,3899900221,140,38.9,3899900223,141,8.3,3903804829,178,,3899900219,56,Back,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571877,122,1,1,15,56,3b4nxgvmwzstmoq6borytkwx1,1,38.9,8.3,2022-11-06T15:47:37.816Z,2022-11-08T18:30:53Z,3899900821,213,1.8,3899900817,141,37.1,3899900815,140,35.1,3899900819,212,20.0,3899900813,56,Back,3903804867,178,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482571937,123,1,1,16,0,3b4nxgvmwzstmoq6borytkwx1,1,35.1,43.6,2022-11-06T15:47:41.619Z,2022-11-08T18:30:56Z,3899901215,213,1.8,3899901209,140,30.9,3899901207,56,Back,3899901211,141,73.3,3899901213,212,20.7,3903804923,178,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572025,124,1,1,16,4,3b4nxgvmwzstmoq6borytkwx1,1,41,76.7,2022-11-06T15:47:45.659Z,2022-11-08T18:31:01Z,3899901661,140,48.5,3899901663,141,91.7,3899901665,212,12.9,3899901659,56,Back,3899901669,213,0.9,3903804955,178,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572099,125,1,1,16,8,3b4nxgvmwzstmoq6borytkwx1,1,59.8,92.7,2022-11-06T15:47:49.691Z,2022-11-08T18:31:08Z,3903805083,178,,3899902015,141,90.6,3899902017,212,13.5,3899902019,213,3.2,3899902013,140,47.0,3899902011,56,Back,,,,,,,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572181,126,1,1,16,11,3b4nxgvmwzstmoq6borytkwx1,1,46.5,90.8,2022-11-06T15:47:52.690Z,2022-11-08T18:31:11Z,3899902533,141,98.2,3899902531,140,61.1,3899902537,213,0.3,3899902535,212,16.1,3903805151,178,,3899902529,56,Left,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572215,127,1,1,16,14,3b4nxgvmwzstmoq6borytkwx1,1,70.5,94,2022-11-06T15:47:56.213Z,2022-11-08T18:31:15Z,3899902783,213,0.3,3899902781,212,9.3,3899902779,141,98.2,3903805183,178,,3899902777,140,78.9,3899902775,56,Left,,,,,,,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483324991,822,83,1,16,16,cgvbluoerzbzcr7aaxge3wkcv,1,20.6,2.6,2022-11-06T15:47:58.102Z,2022-11-08T19:05:34Z,3903867861,399,176490,,,,,,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572237,128,1,1,16,16,3b4nxgvmwzstmoq6borytkwx1,1,78.9,98.2,2022-11-06T15:47:58.106Z,2022-11-08T18:31:20Z,3899902891,141,92.8,3899902893,212,14.2,3899902883,56,Left,3899902895,213,3.4,3903805315,178,,3899902887,140,65.8,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572285,129,1,1,16,18,3b4nxgvmwzstmoq6borytkwx1,1,65.8,92.8,2022-11-06T15:47:59.329Z,2022-11-08T18:31:24Z,3899903187,140,57.6,3899903185,56,Left,3903805401,178,,3899903189,141,88.9,3899903191,212,9.0,3899903193,213,3.4,,,,,,,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572347,130,1,1,16,19,3b4nxgvmwzstmoq6borytkwx1,1,57.6,88.9,2022-11-06T15:48:00.833Z,2022-11-08T18:31:28Z,3899903531,213,3.2,3899903517,140,40.0,3899903523,141,88.3,3899903509,56,Back,3903805495,178,,3899903527,212,18.5,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572469,131,1,1,16,21,3b4nxgvmwzstmoq6borytkwx1,1,40,88.3,2022-11-06T15:48:03.247Z,2022-11-08T18:31:32Z,3903805545,178,,3899904143,213,4.7,3899904133,141,54.8,3899904129,140,38.8,3899904125,56,Back,3899904137,212,22.8,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572663,132,1,1,16,25,3b4nxgvmwzstmoq6borytkwx1,1,39,52.9,2022-11-06T15:48:07.171Z,2022-11-08T18:31:35Z,3903805609,178,,3899905213,140,72.2,3899905211,56,Left,3899905219,213,0.7,3899905221,1,,3899905209,155,,3899905217,212,45.9,3899905215,141,96.8,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572679,133,3,1,16,30,3b4nxgvmwzstmoq6borytkwx1,1,64.8,90.4,2022-11-06T15:48:11.923Z,2022-11-08T18:31:44Z,3899905295,286,,3903309465,464,,3903805735,178,,3899908137,233,144,3899905293,56,Left,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572685,144,45,1,16,30,cgvbluoerzbzcr7aaxge3wkcv,0,35.2,9.6,2022-11-06T15:48:11.923Z,2022-11-08T18:31:44Z,3899908145,233,133,3899905341,285,,3899905337,56,Back,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572729,134,1,1,16,32,3b4nxgvmwzstmoq6borytkwx1,1,60.8,87,2022-11-06T15:48:13.607Z,2022-11-08T18:31:47Z,3899905577,141,75.8,3899905575,140,52.1,3899905579,212,11.9,3903805821,178,,3899905573,56,Center,3899905581,213,3.8,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572813,135,1,1,16,35,3b4nxgvmwzstmoq6borytkwx1,1,47.2,73,2022-11-06T15:48:16.509Z,2022-11-08T18:31:50Z,3899906041,213,4.6,3899906033,56,Back,3899906039,212,26.8,3903805871,178,,3899906035,140,44.9,3899906037,141,33.8,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572905,136,1,1,16,39,3b4nxgvmwzstmoq6borytkwx1,1,44.9,33.8,2022-11-06T15:48:20.959Z,2022-11-08T18:31:53Z,3899906559,213,2.2,3903805935,178,,3899906557,212,13.2,3899906555,141,49.8,3899906553,140,37.7,3899906551,56,Back,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482572991,137,1,1,16,43,3b4nxgvmwzstmoq6borytkwx1,0,43.8,46,2022-11-06T15:48:24.602Z,2022-11-08T18:32:00Z,3899907005,155,,3899907019,212,45.7,3899907023,213,0.7,3899907015,141,91.1,3899907009,56,Left,3899907027,1,,3903806067,178,,3899907011,140,76.1,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573023,145,1,1,16,45,cgvbluoerzbzcr7aaxge3wkcv,0,27.2,8.3,2022-11-06T15:48:27.207Z,2022-11-08T18:32:03Z,3899907121,213,0.6,3899907117,141,16.5,3899907115,140,34.2,3899907119,212,9.2,3899907113,56,Back,3899907111,3,,3903806119,388,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573059,138,61,1,16,47,3b4nxgvmwzstmoq6borytkwx1,0,72.5,94.1,2022-11-06T15:48:28.478Z,2022-11-08T18:32:11Z,3899907249,56,Left,3903806281,178,,,,,,,,,,,,,,,,,,,,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573111,146,4,1,16,48,cgvbluoerzbzcr7aaxge3wkcv,1,38.6,28.7,2022-11-06T15:48:29.606Z,2022-11-08T18:32:34Z,3899935661,233,183,3899930411,152,,3899930413,265,,3899907523,56,Back,3899930409,13,,3899935665,286,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482577959,183,4,1,16,48,3b4nxgvmwzstmoq6borytkwx1,0,61.4,71.3,2022-11-06T15:48:29.607Z,2022-11-08T18:32:33Z,3899935619,13,,3899935623,152,,3899935621,56,Center,3899935727,233,146,3903806765,178,,3899935627,285,,3899935625,265,,,,,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573877,139,43,1,16,51,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-11-06T15:48:32.500Z,2022-11-06T15:51:42Z,3899911675,347,0,3899911671,56,Left,3899930809,144,5,3899911717,233,148,,,,,,,,,,,,,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573139,148,43,1,16,51,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-11-06T15:48:32.649Z,2022-11-06T15:51:43Z,3899907687,56,Back,3899930881,144,5,3899907689,347,0,,,,,,,,,,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573123,147,1,1,17,15,cgvbluoerzbzcr7aaxge3wkcv,1,26.1,6.9,2022-11-06T15:48:56.520Z,2022-11-08T18:32:54Z,3899932023,140,22.4,3899933337,189,,3899932027,212,8.9,3899907611,56,Back,3899932025,141,18.6,3899932303,152,,3903807099,178,,3899932029,213,2.0,110maz3wmyhfk670un6ieloet,Josué Sá,3899932301,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482613651,418,1,1,17,17,cgvbluoerzbzcr7aaxge3wkcv,1,22.4,18.6,2022-11-06T15:48:58.609Z,2022-11-08T18:33:08Z,3900129909,56,Back,3900129917,213,2.2,3903807399,178,,3900129915,212,22.5,3900129907,189,,3900129913,141,44.6,3900129911,140,9.1,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573863,149,1,1,17,21,cgvbluoerzbzcr7aaxge3wkcv,0,8.7,53.2,2022-11-06T15:49:03.172Z,2022-11-08T18:33:10Z,3899911611,1,,3899911601,56,Center,3899911603,140,52.9,3899911609,213,6.2,3903807497,178,,3899911607,212,46.7,3899911605,141,45.2,3903311091,157,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573909,140,1,1,17,24,3b4nxgvmwzstmoq6borytkwx1,0,48.1,57.2,2022-11-06T15:49:05.917Z,2022-11-08T18:33:13Z,3899911863,141,79.7,3899911861,140,65.2,3899911867,213,0.7,3899911865,212,23.6,3899911855,3,,3899911857,56,Left,3903807553,388,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573997,150,49,1,17,26,cgvbluoerzbzcr7aaxge3wkcv,1,36.4,12.3,2022-11-06T15:49:07.741Z,2022-11-08T18:33:23Z,,,,,,,,,,,,,,,,,,,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574061,151,1,1,17,28,cgvbluoerzbzcr7aaxge3wkcv,1,36.4,12.3,2022-11-06T15:49:09.319Z,2022-11-08T18:33:27Z,3899912757,155,,3899912769,213,6.2,3903807837,178,,3899912771,1,,3899912765,141,8.8,3899912767,212,37.4,3899912763,140,71.9,3899912761,56,Right,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574085,152,1,1,17,31,cgvbluoerzbzcr7aaxge3wkcv,0,70.7,9.1,2022-11-06T15:49:12.931Z,2022-11-08T18:33:35Z,3899912921,141,17.9,3899912915,3,,3899912917,56,Right,3899912923,212,12.5,3903808137,178,,3899912919,140,60.3,3899912925,213,2.6,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574111,141,61,1,17,33,3b4nxgvmwzstmoq6borytkwx1,1,40.3,81.2,2022-11-06T15:49:14.646Z,2022-11-08T19:00:16Z,3899913049,56,Back,3903808311,178,,,,,,,,,,,,,,,,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574151,142,49,1,17,34,3b4nxgvmwzstmoq6borytkwx1,1,34,84.3,2022-11-06T15:49:15.952Z,2022-11-08T19:00:32Z,,,,,,,,,,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574199,143,1,1,17,34,3b4nxgvmwzstmoq6borytkwx1,1,34,84.3,2022-11-06T15:49:15.958Z,2022-11-08T18:33:52Z,3899913509,56,Back,3899913517,213,4.7,3899913515,212,12.3,3899913513,141,66.2,3899913511,140,33.5,3903808699,178,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574243,144,1,1,17,39,3b4nxgvmwzstmoq6borytkwx1,1,37.9,50.1,2022-11-06T15:49:20.756Z,2022-11-08T18:33:57Z,3899913763,140,45.8,3899913761,56,Back,3903808811,178,,3899913767,212,30.9,3899913765,141,6.4,3899913769,213,5.0,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574307,145,1,1,17,42,3b4nxgvmwzstmoq6borytkwx1,1,45.8,6.4,2022-11-06T15:49:23.431Z,2022-11-08T18:34:00Z,3899914153,212,13.9,3899914151,141,16.0,3899914149,140,34.1,3903808927,178,,3899914155,213,2.7,3899914143,56,Back,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574331,146,1,1,17,45,3b4nxgvmwzstmoq6borytkwx1,1,34.1,16.1,2022-11-06T15:49:26.498Z,2022-11-08T18:34:03Z,3899914327,212,10.1,3899914301,56,Back,3899914323,141,29.1,3903809047,178,,3899914331,213,1.1,3899914319,140,38.8,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574357,147,1,1,17,46,3b4nxgvmwzstmoq6borytkwx1,1,38.7,29.1,2022-11-06T15:49:27.424Z,2022-11-08T18:34:05Z,3899914461,141,3.5,3899914463,212,17.4,3903809125,178,,3899914465,213,4.8,3899914459,140,39.7,3899914457,56,Back,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574363,148,1,1,17,47,3b4nxgvmwzstmoq6borytkwx1,0,39.7,3.5,2022-11-06T15:49:28.898Z,2022-11-08T18:34:09Z,3899917137,236,,3903809339,178,,3899917139,233,154,3899914513,56,Back,3899914519,212,1.8,3899917143,286,,3899914517,141,3.4,3899914515,140,41.4,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,3899917025,168,,3899914521,213,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,
2482574423,154,74,1,17,47,cgvbluoerzbzcr7aaxge3wkcv,1,67.7,97.5,2022-11-06T15:49:29.113Z,2022-11-08T18:34:16Z,3903809609,178,,3899914855,56,Left,3899914857,285,,3899914971,233,148,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482574541,149,1,1,17,52,3b4nxgvmwzstmoq6borytkwx1,0,19.9,3.7,2022-11-06T15:49:33.719Z,2022-11-08T18:34:27Z,3899915415,212,1.1,3899915409,56,Back,3899915407,157,,3899916689,189,,3899917365,233,155,3903809897,178,,3899917363,236,,3899915417,213,6.1,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,3899915419,1,,3899915413,141,3899915411,140,,20.9,3899917369,286,,,,,,3.4,,,,,,,,,,,,,,,
