id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,assist,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/17/value
2533209117,8,1,1,0,24,5c0sf1eaipcxvdw9o22of2jdp,1,25.9,76,2023-04-14T19:18:08.926Z,2023-04-14T19:18:14Z,4188081881,56,Back,4188081897,212,25.1,4188081887,140,20.5,4188081891,141,40.0,4188081905,213,4.5,,,,,,,,,,17e9rercxaanx9ltwmoph9n56,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209187,9,1,1,0,30,5c0sf1eaipcxvdw9o22of2jdp,1,25.1,36.1,2023-04-14T19:18:14.686Z,2023-04-14T19:18:17Z,4188082317,56,Back,4188082323,212,27.4,4188082319,140,29.3,4188082325,213,1.4,4188082321,141,75.9,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209221,10,1,1,0,33,5c0sf1eaipcxvdw9o22of2jdp,1,30.5,78.2,2023-04-14T19:18:17.774Z,2023-04-14T19:18:20Z,4188082563,213,1.3,4188082557,141,97.7,4188082553,56,Back,4188082559,212,13.8,4188082555,140,34.3,,,,,,,,,,17e9rercxaanx9ltwmoph9n56,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209275,11,1,1,0,35,5c0sf1eaipcxvdw9o22of2jdp,1,34.3,97.7,2023-04-14T19:18:19.982Z,2023-04-14T19:18:23Z,4188082823,141,82.4,4188082819,56,Back,4188082825,212,17.1,4188082821,140,21.4,4188082827,213,3.8,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209349,12,1,1,0,38,5c0sf1eaipcxvdw9o22of2jdp,1,21.1,73.5,2023-04-14T19:18:22.974Z,2023-04-14T19:18:26Z,4188083245,140,24.6,4188083247,141,64.5,4188083251,213,5.3,4188083249,212,7.1,4188083243,56,Back,,,,,,,,,,17e9rercxaanx9ltwmoph9n56,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209389,13,1,1,0,42,5c0sf1eaipcxvdw9o22of2jdp,1,26.5,61.7,2023-04-14T19:18:26.334Z,2023-04-14T19:18:28Z,4188083505,141,3.4,4188083511,1,,4188083507,212,42.7,4188083503,140,41.7,4188083495,56,Back,4188083509,213,5.1,,,,,,,e0k7beubxdswouhw13td0nlk9,Z. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209439,14,1,1,0,44,5c0sf1eaipcxvdw9o22of2jdp,0,41.7,3.4,2023-04-14T19:18:28.813Z,2023-04-14T19:18:32Z,4188083805,140,64.3,4188083807,141,4.0,4188083809,212,23.7,4188083811,213,0.0,4188083803,56,Right,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209487,5,8,1,0,48,8gvg1ranyf93hprfkwx3ofl2y,1,33.5,85.1,2023-04-14T19:18:33.103Z,2023-04-15T00:49:14Z,4188689105,384,,4188084063,56,Back,,,,,,,,,,,,,,,,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209507,6,49,1,0,50,8gvg1ranyf93hprfkwx3ofl2y,1,26.8,72.1,2023-04-14T19:18:34.255Z,2023-04-14T19:18:34Z,,,,,,,,,,,,,,,,,,,,,,,,,3x1y10rgm8bbu3zgef74b05ck,Manu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209575,7,1,1,0,50,8gvg1ranyf93hprfkwx3ofl2y,1,25.5,72.1,2023-04-14T19:18:34.481Z,2023-04-14T19:18:38Z,4188084581,140,12.5,4188084587,213,3.8,4188084585,212,17.8,4188084583,141,55.4,4188084579,56,Back,,,,,,,,,,3x1y10rgm8bbu3zgef74b05ck,Manu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209615,8,1,1,0,54,8gvg1ranyf93hprfkwx3ofl2y,1,11.2,52.5,2023-04-14T19:18:38.224Z,2023-04-15T00:49:23Z,4188084843,212,10.0,4188084837,141,50.6,4188689343,189,,4188084829,56,Back,4188084845,213,6.2,4188084833,140,20.6,,,,,,,e2nsy4zv5hw9x13mp604tr8ix,Celton Biai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209677,9,1,1,0,55,8gvg1ranyf93hprfkwx3ofl2y,1,20.6,50.6,2023-04-14T19:18:39.968Z,2023-04-15T00:49:29Z,4188689503,189,,4188085195,56,Back,4188085203,213,4.9,4188085201,212,13.7,4188085199,141,30.7,4188085197,140,22.6,,,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209719,10,1,1,0,59,8gvg1ranyf93hprfkwx3ofl2y,1,23.1,21.3,2023-04-14T19:18:43.183Z,2023-04-14T19:18:45Z,4188085419,213,2.3,4188085413,140,10.0,4188085415,141,44.2,4188085417,212,20.8,4188085411,56,Back,,,,,,,,,,5desb812yn2icc8d2lew7lu22,M. Tounkara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209777,11,1,1,1,1,8gvg1ranyf93hprfkwx3ofl2y,1,8.1,47.9,2023-04-14T19:18:45.536Z,2023-04-14T19:18:48Z,4188085723,56,Back,4188085729,212,25.1,4188085727,141,84.1,4188085731,213,1.4,4188085725,140,12.9,,,,,,,,,,e2nsy4zv5hw9x13mp604tr8ix,Celton Biai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209851,12,1,1,1,4,8gvg1ranyf93hprfkwx3ofl2y,1,20.2,84.1,2023-04-14T19:18:48.320Z,2023-04-14T19:18:52Z,4188086103,56,Back,4188086109,212,22.4,4188086107,141,81.4,4188086115,213,6.2,4188086101,155,,4188086105,140,41.5,,,,,,,3x1y10rgm8bbu3zgef74b05ck,Manu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209865,13,44,1,1,7,8gvg1ranyf93hprfkwx3ofl2y,1,43.3,85.2,2023-04-14T19:18:51.388Z,2023-04-14T19:18:52Z,4188086177,285,,4188086175,56,Back,4188086195,233,15,,,,,,,,,,,,,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209837,15,44,1,1,7,5c0sf1eaipcxvdw9o22of2jdp,0,56.7,14.8,2023-04-14T19:18:51.389Z,2023-04-14T19:18:53Z,4188086019,286,,4188086017,56,Right,4188086223,233,13,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209893,14,1,1,1,7,8gvg1ranyf93hprfkwx3ofl2y,1,41.5,81.4,2023-04-14T19:18:52.112Z,2023-04-14T19:18:54Z,4188086359,140,61.4,4188086353,3,,4188086357,56,Left,4188086363,212,21.1,4188086365,213,0.1,4188086361,141,85.4,4188086355,168,,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209897,15,50,1,1,9,8gvg1ranyf93hprfkwx3ofl2y,1,60.7,92.8,2023-04-14T19:18:53.309Z,2023-04-14T19:18:55Z,4188086387,56,Left,4188086461,233,16,4188086389,286,,,,,,,,,,,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209895,16,7,1,1,9,5c0sf1eaipcxvdw9o22of2jdp,1,39.3,7.2,2023-04-14T19:18:53.310Z,2023-04-15T00:49:59Z,4188086373,56,Back,4188086375,285,,4188689825,385,,4188086371,167,,4188086451,233,15,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209939,16,5,1,1,10,8gvg1ranyf93hprfkwx3ofl2y,1,60,101.2,2023-04-14T19:18:54.192Z,2023-04-14T19:19:42Z,4188086641,347,,4188086713,233,17,4188086639,56,Left,,,,,,,,,,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533209901,17,5,1,1,10,5c0sf1eaipcxvdw9o22of2jdp,0,40,-1.2,2023-04-14T19:18:54.192Z,2023-04-14T19:18:57Z,4188086407,56,Back,4188086409,347,,4188086743,233,16,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210223,17,1,1,1,26,8gvg1ranyf93hprfkwx3ofl2y,1,63.5,100,2023-04-14T19:19:10.607Z,2023-04-14T19:19:12Z,4188088261,141,89.9,4188088265,213,5.8,4188088259,140,76.0,4188088263,212,15.1,4188088257,56,Left,4188088255,107,,,,,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210233,18,1,1,1,28,8gvg1ranyf93hprfkwx3ofl2y,0,75.7,89.9,2023-04-14T19:19:12.703Z,2023-04-14T19:19:13Z,4188088299,212,2.7,4188088293,56,Left,4188088301,213,5.3,4188088297,141,86.6,4188088295,140,77.1,4188088291,3,,,,,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210227,18,61,1,1,28,5c0sf1eaipcxvdw9o22of2jdp,1,28.5,8,2023-04-14T19:19:12.904Z,2023-04-14T19:19:13Z,4188088273,56,Back,,,,,,,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210247,19,61,1,1,29,8gvg1ranyf93hprfkwx3ofl2y,0,73.9,79.7,2023-04-14T19:19:13.943Z,2023-04-14T19:19:33Z,4188088409,56,Left,,,,,,,,,,,,,,,,,,,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210369,21,44,1,1,30,5c0sf1eaipcxvdw9o22of2jdp,1,26.4,15.5,2023-04-14T19:19:14.374Z,2023-04-14T19:19:25Z,4188089039,285,,4188089113,233,20,4188089037,56,Back,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210275,20,44,1,1,30,8gvg1ranyf93hprfkwx3ofl2y,0,73.6,84.5,2023-04-14T19:19:14.375Z,2023-04-14T19:19:34Z,4188088533,286,,4188089213,233,21,4188088529,56,Left,,,,,,,,,,,,,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210289,19,1,1,1,31,5c0sf1eaipcxvdw9o22of2jdp,1,27.1,11,2023-04-14T19:19:15.327Z,2023-04-14T19:19:17Z,4188088597,56,Back,4188088605,213,5.8,4188088599,140,33.3,4188088601,141,6.5,4188088595,3,,4188088603,212,7.2,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210293,20,1,1,1,32,5c0sf1eaipcxvdw9o22of2jdp,0,33.3,6.5,2023-04-14T19:19:16.942Z,2023-04-14T19:19:18Z,4188088627,56,Back,4188088629,140,30.9,4188088633,212,5.4,4188088625,3,,4188088635,213,2.1,4188088631,141,13.5,,,,,,,9g834yhraytmjoxb15098ey95,A. Dobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210361,21,1,1,1,33,8gvg1ranyf93hprfkwx3ofl2y,1,70.8,86.8,2023-04-14T19:19:17.167Z,2023-04-15T00:50:40Z,4188089003,56,Left,4188089011,213,3.8,4188089009,212,8.0,4188089007,141,79.6,4188089005,140,64.8,,,,,,,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210365,22,50,1,1,37,8gvg1ranyf93hprfkwx3ofl2y,1,67.2,88.9,2023-04-14T19:19:21.359Z,2023-04-14T19:19:24Z,4188089021,286,,4188089019,56,Left,4188089317,233,22,,,,,,,,,,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210377,22,7,1,1,37,5c0sf1eaipcxvdw9o22of2jdp,0,32.8,11.1,2023-04-14T19:19:21.360Z,2023-04-15T00:50:58Z,4188690817,385,,4188089075,285,,4188089073,56,Back,4188089253,233,22,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210393,23,1,1,1,37,8gvg1ranyf93hprfkwx3ofl2y,1,69,86.5,2023-04-14T19:19:21.919Z,2023-04-14T19:19:23Z,4188089157,140,75.7,4188089163,212,7.8,4188089153,56,Left,4188089161,141,81.7,4188089165,213,5.8,,,,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210451,24,1,1,1,38,8gvg1ranyf93hprfkwx3ofl2y,1,75.7,81.7,2023-04-14T19:19:22.926Z,2023-04-14T19:19:26Z,4188089463,213,0.5,4188089457,140,90.3,4188089455,56,Left,4188089461,212,17.0,4188089459,141,92.6,,,,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210473,25,1,1,1,42,8gvg1ranyf93hprfkwx3ofl2y,0,92.3,89,2023-04-14T19:19:26.207Z,2023-04-14T19:19:27Z,4188089591,212,15.9,4188089589,141,67.8,4188089593,213,4.3,4188089585,56,Center,4188089587,140,85.8,,,,,,,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210515,23,12,1,1,44,5c0sf1eaipcxvdw9o22of2jdp,1,12,33.7,2023-04-14T19:19:28.414Z,2023-04-14T19:19:32Z,4188089853,141,0.0,4188089857,213,4.9,4188089849,56,Back,4188089851,140,16.3,4188089855,212,24.1,4188089945,167,,,,,,,,17e9rercxaanx9ltwmoph9n56,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210523,24,5,1,1,45,5c0sf1eaipcxvdw9o22of2jdp,0,18,-1.2,2023-04-14T19:19:29.358Z,2023-04-14T19:19:42Z,4188089895,56,Back,4188090025,233,26,4188089897,347,,,,,,,,,,,,,,,,,17e9rercxaanx9ltwmoph9n56,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210543,26,5,1,1,45,8gvg1ranyf93hprfkwx3ofl2y,1,82,101.2,2023-04-14T19:19:29.358Z,2023-04-14T20:13:32Z,4188089969,56,Left,4188090019,233,24,4188089971,347,,,,,,,,,,,,,,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210765,27,1,1,1,56,8gvg1ranyf93hprfkwx3ofl2y,1,84.9,100,2023-04-14T19:19:40.878Z,2023-04-15T00:51:17Z,4188091051,107,,4188091057,141,87.4,4188691107,189,,4188091055,140,85.6,4188091053,56,Left,4188091061,213,4.8,4188091059,212,9.1,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210781,28,50,1,1,58,8gvg1ranyf93hprfkwx3ofl2y,1,85.4,89.4,2023-04-14T19:19:42.479Z,2023-04-14T19:19:44Z,4188091319,233,25,4188091129,56,Left,4188091133,286,,,,,,,,,,,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210803,25,7,1,1,58,5c0sf1eaipcxvdw9o22of2jdp,1,14.6,10.6,2023-04-14T19:19:42.480Z,2023-04-15T00:51:27Z,4188091223,56,Back,4188091225,285,,4188691237,384,,4188091275,233,28,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210809,26,49,1,1,59,5c0sf1eaipcxvdw9o22of2jdp,1,16.3,7.9,2023-04-14T19:19:43.629Z,2023-04-14T19:19:44Z,,,,,,,,,,,,,,,,,,,,,,,,,9g834yhraytmjoxb15098ey95,A. Dobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210827,27,1,1,1,59,5c0sf1eaipcxvdw9o22of2jdp,1,16.3,7.9,2023-04-14T19:19:43.759Z,2023-04-14T19:19:44Z,4188091373,141,16.5,4188091365,56,Back,4188091379,213,1.9,4188091369,140,14.1,4188091375,212,6.3,,,,,,,,,,9g834yhraytmjoxb15098ey95,A. Dobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210881,28,1,1,2,0,5c0sf1eaipcxvdw9o22of2jdp,1,14.1,16.5,2023-04-14T19:19:44.814Z,2023-04-14T19:19:47Z,4188091635,56,Back,4188091643,213,6.2,4188091639,141,14.3,4188091641,212,11.3,4188091637,140,24.8,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210893,29,1,1,2,3,5c0sf1eaipcxvdw9o22of2jdp,1,24.9,11.1,2023-04-14T19:19:47.629Z,2023-04-14T19:19:48Z,4188091717,213,5.8,4188091711,140,32.1,4188091715,212,8.5,4188091709,56,Back,4188091713,141,5.5,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210911,30,1,1,2,4,5c0sf1eaipcxvdw9o22of2jdp,0,32.1,5.5,2023-04-14T19:19:48.397Z,2023-04-14T19:19:50Z,4188091811,212,18.6,4188091809,141,30.7,4188091807,140,25.1,4188091813,213,2.0,4188091805,56,Back,,,,,,,,,,9g834yhraytmjoxb15098ey95,A. Dobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533210913,29,49,1,2,5,8gvg1ranyf93hprfkwx3ofl2y,1,74.8,54.9,2023-04-14T19:19:49.327Z,2023-04-14T19:19:57Z,,,,,,,,,,,,,,,,,,,,,,,,,53sq02gs09i7chjvx2zfwdaz9,Rúben Lameiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
