id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/11/value,qualifier/18/value,qualifier/16/value,assist
2470357331,1,34,16,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-10-10T18:02:06.624Z,2022-10-10T19:17:01Z,3835545829,197,390,3835392665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835392659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835392667,194,8zt0zlypar7m1eqj4zu8ul695,3835392663,130,7,3835392669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835392657,30,"25n2vrjnz5qsm5pigyn3ps8vd, djb8j3hb7mnnghg9jmd15w0r9, ds66cc3zwxbyl5zfzag5422g9, 1doj252anzqdzn5fknqr5i31l, 8zt0zlypar7m1eqj4zu8ul695, 1ni0afs55daxlb5ocaqb2o8vd, clnli7y2s88p16yqtrbsb99sl, 3w3z6g8x70ii3pltaxyxbycwl, 3vln1sp3b13v1yhcsd0vl3c2x, 7nrjutc015x9nupdcl4hj3l5h, dh3ddfghtgeb2iu2608y96i5m, bzt6oj1d4d2x3qez55hlvzpwp, c7wta7tm5rfielv4211c253v9, 9l70xwbhc0xr57iifzyxzot7t, c0pat4dqmsc4teand5ampsdlh, 1swp008ttj3pd57fz5uw8mctm, 79ir6aubulzanvonfbgngk5hx, bdgqvvkpadpthmlm40wa6dcyx, evdhe2j9k1smuk1ul7woo3h0p, 43mnaysq76cz587wxk8w3job9",3835392661,59,"12, 28, 6, 23, 13, 3, 7, 10, 19, 5, 11, 15, 1, 2, 8, 17, 20, 21, 43, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470357911,1,34,16,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-10-10T18:04:30.244Z,2022-10-10T19:18:08Z,3835395947,194,1zteujk5u3rpr028priato4bt,3835395939,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835395941,59,"31, 6, 5, 25, 15, 4, 28, 97, 9, 19, 7, 1, 8, 12, 14, 17, 20, 22, 29, 74",3835395949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835395943,130,4,3835395937,30,"6ddxujeb3873j5evwiz8n4wt0, ck3l6a262hves3v6nywarx9pm, bxfalki1fmd687uj0b8e0m0np, 1whf50hjb4jhz9119qvtdov6d, 1zteujk5u3rpr028priato4bt, 4ofpb9y2fqqr3d5cdfbl05c6h, e0k7beubxdswouhw13td0nlk9, 1u9sn1cu0pq16mina2q6d6dwp, 5v4xejh2rnvkrqnvpz4eu2lt5, eika2197gwlmjq70xdvisoe09, dh4byuuh5mlyp147iq8cyunkl, 9hqhder3adhjjovepuv4yst79, 6jkfecnicg5ilzy44x7ld7u1h, 48li2iey0m9b8h8cvs6py2iy2, 7y5oyflivt56zuwoyzs2q20ru, dkijqjb6nubobtobl4s2v8xxx, 76w964mdux2s3max2nlih6az8, ao3sbh3qpdxwb7vhzmaqnpqp6, 5fcx7aiflhvguztjw8mp53b9x, d98j4asio4xrxcwmfg1ak95yi",3835395945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835547693,197,6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470385181,2,32,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-10-10T19:16:50.947Z,2022-10-10T19:16:53Z,3835545451,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470385177,2,32,1,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-10-10T19:16:50.947Z,2022-10-12T05:52:53Z,3835545423,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470385209,3,1,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,50,50.1,2022-10-10T19:16:51.205Z,2022-10-12T08:34:46Z,3835545589,141,46.8,3835545595,279,S,3835545587,140,51.9,3835545591,212,3.0,3838000543,178,,3835545593,213,5.4,3835545585,56,Center,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470854829,755,43,1,0,1,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-10-10T19:16:52.399Z,2022-10-13T06:37:06Z,3838031417,178,0,3839698989,144,82,,,,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470385213,4,1,1,0,1,5c0sf1eaipcxvdw9o22of2jdp,1,53.3,54.2,2022-10-10T19:16:52.651Z,2022-10-12T08:34:54Z,3835545615,56,Back,3838000731,178,,3835545623,213,3.7,3835545619,141,41.0,3835545621,212,17.5,3835545617,140,39.0,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470385219,5,1,1,0,4,5c0sf1eaipcxvdw9o22of2jdp,1,38.8,41.2,2022-10-10T19:16:55.162Z,2022-10-12T08:34:57Z,3838000839,178,,3835545667,213,1.9,3835545663,141,78.4,3835545661,140,31.7,3835545665,212,26.4,3835545659,56,Back,,,,,,,e0k7beubxdswouhw13td0nlk9,Z. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470385241,6,1,1,0,6,5c0sf1eaipcxvdw9o22of2jdp,1,31.7,78.4,2022-10-10T19:16:57.930Z,2022-10-12T08:34:58Z,3835545791,213,4.6,3835545785,140,28.9,3835545789,212,20.3,3835545783,56,Back,3835545787,141,48.9,3838000855,178,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470385273,7,1,1,0,9,5c0sf1eaipcxvdw9o22of2jdp,1,29,45.4,2022-10-10T19:17:00.249Z,2022-10-12T08:35:01Z,3838000949,178,,3835545963,213,4.9,3835545959,212,15.9,3835545951,56,Back,3835545953,140,31.9,3835545957,141,22.4,,,,,,,1whf50hjb4jhz9119qvtdov6d,Pelé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
