id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2519269899,8,1,1,0,15,cgvbluoerzbzcr7aaxge3wkcv,1,25.5,47.9,2023-03-12T15:30:54.050Z,2023-03-15T04:48:08Z,4093262791,213,4.7,4093262783,56,Back,4098744039,178,,4093262787,141,14.3,4093262789,212,22.8,4093262785,140,25.7,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519269965,9,1,1,0,16,cgvbluoerzbzcr7aaxge3wkcv,1,25.7,14.3,2023-03-12T15:30:55.502Z,2023-03-15T04:48:18Z,4093263165,56,Back,4098744115,178,,4093263173,141,5.2,4093263169,140,37.1,4093263177,212,13.5,4093263181,213,5.8,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270051,10,1,1,0,19,cgvbluoerzbzcr7aaxge3wkcv,0,37.7,8.3,2023-03-12T15:30:58.258Z,2023-03-15T04:48:20Z,4093263657,141,39.1,4093263659,212,58.9,4093263655,140,90.1,4098744139,178,,4093263661,213,0.4,4093263651,155,,4093263653,56,Center,4093263663,1,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270061,3,52,1,0,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,11.8,67.2,2023-03-12T15:31:02.240Z,2023-03-15T04:48:30Z,4097836219,378,,4098744239,388,,,,,,,,,,,,,,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270205,4,1,1,0,28,bwt8yfk8rkcwiwyr0mopd7wqd,1,13.6,54.5,2023-03-12T15:31:06.774Z,2023-03-15T04:48:33Z,4093264543,56,Back,4093264551,213,4.7,4093264541,123,,4093264545,140,14.0,4098744283,178,,4093264547,141,27.1,4093264549,212,18.6,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270233,5,1,1,0,30,bwt8yfk8rkcwiwyr0mopd7wqd,1,15,26.1,2023-03-12T15:31:09.499Z,2023-03-15T04:48:47Z,4093264729,56,Back,4093264733,141,7.0,4093264731,140,24.9,4093264741,213,5.4,4098744397,178,,4093264737,212,16.6,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270275,6,1,1,0,33,bwt8yfk8rkcwiwyr0mopd7wqd,1,24.9,7,2023-03-12T15:31:12.020Z,2023-03-15T04:49:04Z,4093264959,213,6.1,4093264957,212,11.1,4093264955,141,3.8,4093264951,56,Back,4098744517,178,,4093264953,140,35.3,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270345,7,1,1,0,34,bwt8yfk8rkcwiwyr0mopd7wqd,1,35.3,3.8,2023-03-12T15:31:12.900Z,2023-03-15T04:49:08Z,4093265285,213,2.8,4098744551,178,,4093265283,212,15.3,4093265277,56,Back,4093265281,141,10.6,4093265279,140,21.4,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270403,8,1,1,0,38,bwt8yfk8rkcwiwyr0mopd7wqd,1,25.3,13.8,2023-03-12T15:31:17.221Z,2023-03-15T04:49:11Z,4093265585,213,5.9,4098744571,178,,4093265581,141,4.3,4093265579,140,40.6,4093265577,56,Back,4093265583,212,17.3,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270583,9,1,1,0,41,bwt8yfk8rkcwiwyr0mopd7wqd,1,31.2,16.4,2023-03-12T15:31:20.332Z,2023-03-15T04:49:15Z,4093266571,213,1.9,4093266569,212,32.4,4093266573,1,,4093266559,140,22.5,4098744601,178,,4093266553,56,Back,4093266563,141,62.1,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270705,10,1,1,0,48,bwt8yfk8rkcwiwyr0mopd7wqd,1,28.5,72.3,2023-03-12T15:31:26.718Z,2023-03-15T04:49:18Z,4093267239,140,60.9,4093267241,141,29.8,4093267235,56,Center,4093267243,212,44.6,4093267231,155,,4093267247,1,,4098744637,178,,4093267245,213,5.6,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270729,11,1,1,0,54,bwt8yfk8rkcwiwyr0mopd7wqd,1,63.7,35.5,2023-03-12T15:31:33.669Z,2023-03-15T04:49:21Z,4093267357,140,67.2,4093267359,141,45.5,4093267355,56,Center,4093267361,212,7.7,4098744667,178,,4093267363,213,1.1,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270827,12,1,1,0,55,bwt8yfk8rkcwiwyr0mopd7wqd,1,67.1,44.5,2023-03-12T15:31:34.372Z,2023-03-15T04:49:30Z,4098744777,178,,4093267951,212,11.8,4093267953,213,4.3,4093267949,141,28.6,4093267947,140,62.6,4093267945,56,Center,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519270951,13,1,1,1,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,63.2,38,2023-03-12T15:31:38.973Z,2023-03-15T04:49:32Z,4093268683,212,36.9,4093268675,155,,4093268677,56,Left,4093268679,140,71.1,4093268681,141,90.9,4093268685,213,1.3,4093268687,1,,4098744801,178,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519271061,14,1,1,1,4,bwt8yfk8rkcwiwyr0mopd7wqd,1,71.2,91.4,2023-03-12T15:31:43.270Z,2023-03-15T04:49:36Z,4093269259,213,5.6,4093269251,141,73.9,4093269247,56,Center,4093269249,140,86.0,4098744833,178,,4093269255,212,19.6,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520300315,862,83,1,1,6,cgvbluoerzbzcr7aaxge3wkcv,1,13,28.7,2023-03-12T15:31:45.406Z,2023-03-15T05:31:14Z,4098772407,399,90130,,,,,,,,,,,,,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519271075,15,50,1,1,7,bwt8yfk8rkcwiwyr0mopd7wqd,1,90.1,72,2023-03-12T15:31:46.602Z,2023-03-15T04:49:56Z,4093269309,56,Center,4098036837,233,11,4093269311,286,,,,,,,,,,,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519271123,11,7,1,1,8,cgvbluoerzbzcr7aaxge3wkcv,0,9.9,28,2023-03-12T15:31:46.676Z,2023-03-15T04:50:00Z,4093269619,233,15,4093269553,56,Back,4093269555,285,,4097837839,385,,4098745129,178,,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519271135,16,1,1,1,9,bwt8yfk8rkcwiwyr0mopd7wqd,0,92.2,76.9,2023-03-12T15:31:48.275Z,2023-03-15T04:50:04Z,4098745173,178,,4093269631,2,,4093270153,236,,4093270159,286,,4093269635,56,Center,4097838113,224,,4093269643,213,5.5,4093269633,155,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,4097838115,72,4093269637,140,94.0,4093269639,141,74.2,4093269641,212,2.6,4093270155,233,12,,,,,,,,,,,,,,,,,,,,,
2519271153,12,12,1,1,9,cgvbluoerzbzcr7aaxge3wkcv,1,10,25,2023-03-12T15:31:48.350Z,2023-03-15T04:50:12Z,4098745279,178,,4093269727,56,Back,4093270065,185,,4093270173,233,16,,,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519271167,13,6,1,1,10,cgvbluoerzbzcr7aaxge3wkcv,0,0.1,35.6,2023-03-12T15:31:49.437Z,2023-03-15T04:50:15Z,4093269989,233,17,4093269797,56,Back,4093269817,73,,,,,,,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519271195,17,6,1,1,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,99.9,64.4,2023-03-12T15:31:49.437Z,2023-03-15T04:50:15Z,4093269927,73,,4093269925,56,Center,4093269949,233,13,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519271995,18,1,1,1,39,bwt8yfk8rkcwiwyr0mopd7wqd,0,99.5,99.5,2023-03-12T15:32:18.290Z,2023-03-15T04:50:18Z,4098745359,178,,4093274025,6,,4093274031,56,Center,4093274035,141,63.0,4093274033,140,93.4,4093274027,155,,4093274029,224,,4097838933,72,,ebaganzllbxfacvobgmsu1045,Murilo,4093274023,2,4093274037,212,25.6,4093274039,213,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272375,19,44,1,1,40,cgvbluoerzbzcr7aaxge3wkcv,1,4.7,38.1,2023-03-12T15:32:19.311Z,2023-03-15T05:48:11Z,4093279699,285,,4093279697,56,Back,4093279741,233,19,,,,,,,,,,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272013,19,44,1,1,40,bwt8yfk8rkcwiwyr0mopd7wqd,0,95.3,61.9,2023-03-12T15:32:19.312Z,2023-03-15T04:50:25Z,4093274119,286,,4093274115,56,Center,4093279773,233,19,,,,,,,,,,,,,,,,8qxoj7nyhu2prjl3bjfqi2ui1,J. Boselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272061,14,12,1,1,40,cgvbluoerzbzcr7aaxge3wkcv,1,7.3,55.7,2023-03-12T15:32:19.354Z,2023-03-15T05:48:11Z,4093274403,141,49.6,4098745565,178,,4093274399,56,Back,4093274401,140,32.1,4093274405,212,26.4,4093274407,213,6.1,4093274493,15,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272073,20,1,1,1,44,bwt8yfk8rkcwiwyr0mopd7wqd,0,67.5,68.2,2023-03-12T15:32:23.237Z,2023-03-15T04:50:40Z,4093274467,213,5.9,4093274459,56,Center,4098745603,178,,4093274457,155,,4093274465,212,25.6,4093274461,140,89.7,4093274463,141,52.7,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272153,15,12,1,1,45,cgvbluoerzbzcr7aaxge3wkcv,1,15.1,52.8,2023-03-12T15:32:24.618Z,2023-03-15T04:50:55Z,4093274923,56,Back,4093274935,213,0.5,4093274931,212,20.1,4093611751,15,,4093274925,140,31.6,4098745781,388,,4093274927,141,67.9,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272157,16,49,1,1,48,cgvbluoerzbzcr7aaxge3wkcv,1,31.6,67.9,2023-03-12T15:32:27.663Z,2023-03-15T04:51:03Z,,,,,,,,,,,,,,,,,,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272255,17,1,1,1,51,cgvbluoerzbzcr7aaxge3wkcv,1,29.7,58.1,2023-03-12T15:32:30.321Z,2023-03-15T04:51:07Z,4093275441,56,Back,4093275443,140,45.7,4093275447,212,21.4,4098745933,178,,4093275449,213,5.6,4093275445,141,38.5,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272363,18,1,1,1,54,cgvbluoerzbzcr7aaxge3wkcv,1,45.7,38.5,2023-03-12T15:32:33.283Z,2023-03-15T04:51:10Z,4093276055,213,5.5,4093276049,140,63.8,4093276047,56,Right,4093276053,212,25.7,4098745969,178,,4093276051,141,13.1,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272503,20,1,1,1,59,cgvbluoerzbzcr7aaxge3wkcv,1,44.1,14.6,2023-03-12T15:32:38.419Z,2023-03-15T04:51:13Z,4093276705,56,Back,4093276717,213,2.6,4093276707,140,27.5,4098746007,178,,4093276711,141,29.1,4093276713,212,20.0,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272583,21,1,1,2,2,cgvbluoerzbzcr7aaxge3wkcv,1,27.5,29.1,2023-03-12T15:32:41.635Z,2023-03-15T04:51:20Z,4093277121,212,36.5,4093277117,140,34.9,4093277119,141,81.5,4093277115,56,Back,4098746071,178,,4093277123,213,1.4,4093277127,1,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272627,22,1,1,2,7,cgvbluoerzbzcr7aaxge3wkcv,1,35.9,80.5,2023-03-12T15:32:45.868Z,2023-03-15T04:51:25Z,4098746135,178,,4093277353,141,93.5,4093277351,140,58.6,4093277355,212,25.4,4093277349,56,Left,4093277357,213,0.4,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272669,23,1,1,2,8,cgvbluoerzbzcr7aaxge3wkcv,1,58.6,93.5,2023-03-12T15:32:47.090Z,2023-03-15T04:51:29Z,4093277613,140,36.9,4093277611,56,Back,4093277615,141,85.0,4093277617,212,23.5,4098746209,178,,4093277619,213,3.4,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272703,24,1,1,2,11,cgvbluoerzbzcr7aaxge3wkcv,1,34.4,84.7,2023-03-12T15:32:50.291Z,2023-03-15T04:51:32Z,4093277803,140,43.4,4098746223,178,,4093277813,213,5.4,4093277801,56,Back,4093277805,141,67.0,4093277809,212,15.3,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272797,25,1,1,2,12,cgvbluoerzbzcr7aaxge3wkcv,1,43.4,67,2023-03-12T15:32:51.644Z,2023-03-15T04:51:34Z,4093278277,213,3.9,4093278265,140,28.7,4093278263,56,Back,4093278269,141,46.1,4098746267,178,,4093278273,212,21.0,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272815,26,1,1,2,17,cgvbluoerzbzcr7aaxge3wkcv,1,31.7,46.4,2023-03-12T15:32:55.845Z,2023-03-15T04:51:36Z,4098746319,178,,4093278391,56,Back,4093278393,140,39.6,4093278399,213,5.3,4093278397,212,15.4,4093278395,141,27.4,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272897,27,1,1,2,18,cgvbluoerzbzcr7aaxge3wkcv,1,39.6,27.4,2023-03-12T15:32:56.847Z,2023-03-15T04:51:41Z,4093278875,141,15.6,4093278879,213,3.8,4093278877,212,13.5,4093278873,140,29.3,4098746397,178,,4093278871,56,Back,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519272961,28,1,1,2,20,cgvbluoerzbzcr7aaxge3wkcv,1,31.1,19.7,2023-03-12T15:32:59.557Z,2023-03-15T04:51:45Z,4093279215,56,Back,4093279223,213,1.3,4093279217,140,38.1,4098746455,178,,4093279221,212,28.2,4093279219,141,59.7,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519273001,29,1,1,2,25,cgvbluoerzbzcr7aaxge3wkcv,1,39.4,62.1,2023-03-12T15:33:03.780Z,2023-03-15T04:51:50Z,4093279481,212,16.1,4093279479,141,85.0,4093279477,140,35.4,4098746517,178,,4093279483,213,1.8,4093279473,56,Back,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519273081,30,1,1,2,27,cgvbluoerzbzcr7aaxge3wkcv,1,35.4,85,2023-03-12T15:33:05.821Z,2023-03-15T04:51:54Z,4093279885,141,50.0,4093279887,212,24.9,4098746565,178,,4093279889,213,4.4,4093279883,140,28.3,4093279881,56,Back,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519273151,31,1,1,2,32,cgvbluoerzbzcr7aaxge3wkcv,1,34.2,46.4,2023-03-12T15:33:10.723Z,2023-03-15T04:51:59Z,4093280229,56,Back,4093280233,141,13.8,4093280231,140,46.6,4093280235,212,25.7,4098746647,178,,4093280237,213,5.2,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519273241,32,1,1,2,34,cgvbluoerzbzcr7aaxge3wkcv,1,55.7,12.5,2023-03-12T15:33:13.604Z,2023-03-15T04:52:02Z,4093280767,212,20.2,4093280757,56,Right,4093280769,213,6.0,4093280765,141,3.5,4098746677,178,,4093280763,140,74.0,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519273303,33,1,1,2,39,cgvbluoerzbzcr7aaxge3wkcv,1,77.6,4.4,2023-03-12T15:33:18.217Z,2023-03-15T04:52:09Z,4093281093,56,Right,4098746773,178,,4093281095,140,61.2,4093281097,141,6.2,4093281101,213,3.1,4093281099,212,17.3,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
