id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2455966963,204,1,1,26,34,7kfx3xpj2c2wxinsyi16i9gaz,1,71.9,47,2022-09-04T17:27:09.106Z,2022-09-07T08:44:16Z,3758769353,212,8.5,3758769347,56,Center,3758769351,141,35.5,3763701215,178,,3758769355,213,5.1,3758769349,140,75.1,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455966991,205,1,1,26,34,7kfx3xpj2c2wxinsyi16i9gaz,1,75.1,35.5,2022-09-04T17:27:09.959Z,2022-09-07T08:44:24Z,3758769509,140,76.0,3758769515,213,1.4,3758769511,141,44.3,3763701293,178,,3758769507,56,Center,3758769513,212,6.1,,,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455966999,206,1,1,26,36,7kfx3xpj2c2wxinsyi16i9gaz,0,76,44.3,2022-09-04T17:27:11.003Z,2022-09-07T08:44:29Z,3758769549,56,Center,3758769557,213,5.6,3763701361,178,,3758769555,212,10.6,3758769553,141,34.5,3758769551,140,83.8,3758769547,155,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967027,214,1,1,26,37,cmbqc74mshg77ra7mywec2a6b,1,13.2,62.7,2022-09-04T17:27:12.160Z,2022-09-07T08:45:18Z,3758769667,3,,3758769671,140,22.9,3763702097,178,,3758769673,141,62.6,3758769669,56,Back,3758769675,212,10.2,3758769677,213,6.3,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967067,215,1,1,26,38,cmbqc74mshg77ra7mywec2a6b,1,24.5,66.6,2022-09-04T17:27:13.018Z,2022-09-07T08:44:50Z,3763701661,388,,3758769887,212,11.3,3758769885,141,81.2,3758769881,56,Back,3758769889,213,2.1,3758769883,140,19.4,3758769877,3,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967071,216,4,1,26,38,cmbqc74mshg77ra7mywec2a6b,1,17,68.8,2022-09-04T17:27:13.342Z,2022-09-07T08:45:02Z,3762331535,295,,3758769905,152,,3758769925,233,207,3758769903,56,Back,3758769901,13,,3758769909,285,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967031,207,4,1,26,38,7kfx3xpj2c2wxinsyi16i9gaz,0,83,31.2,2022-09-04T17:27:13.343Z,2022-09-07T08:45:02Z,3762331479,295,,3758769701,286,,3758769693,13,,3758769695,56,Center,3758769957,233,216,3763701865,178,,3758769697,152,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967409,217,1,1,27,7,cmbqc74mshg77ra7mywec2a6b,1,12.1,70.7,2022-09-04T17:27:42.441Z,2022-09-07T08:45:27Z,3763702209,178,,3758771875,152,,3758771873,5,,3758771877,56,Back,3758771903,189,,3758771883,212,12.9,3758771881,141,61.1,3758771885,213,5.8,90v8e01hdffgqom4pwhjl0mvp,Marco Pereira,3758771879,140,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967443,218,1,1,27,11,cmbqc74mshg77ra7mywec2a6b,1,22.7,61.1,2022-09-04T17:27:46.479Z,2022-09-07T08:45:32Z,3758772055,56,Back,3763702267,178,,3758772063,213,0.5,3758772057,140,29.5,3758772061,212,8.3,3758772059,141,67.4,,,,,,,7tih9jkxsbmeycu610gshs0h6,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456889167,831,43,1,27,12,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-09-04T17:27:47.310Z,2022-09-07T09:03:15Z,3763714241,178,0,3763714285,144,82,,,,,,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967467,219,1,1,27,14,cmbqc74mshg77ra7mywec2a6b,1,33.6,68.4,2022-09-04T17:27:49.832Z,2022-09-07T08:45:40Z,3758772213,141,95.6,3758772211,140,53.6,3763702425,178,,3758772209,56,Left,3758772217,213,0.7,3758772215,212,28.0,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967515,220,1,1,27,17,cmbqc74mshg77ra7mywec2a6b,1,53,96.8,2022-09-04T17:27:52.224Z,2022-09-07T08:45:45Z,3758772505,213,5.4,3758772497,56,Left,3763702491,178,,3758772501,141,81.8,3758772499,140,61.3,3758772503,212,13.4,,,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967551,221,1,1,27,19,cmbqc74mshg77ra7mywec2a6b,1,65.4,67.1,2022-09-04T17:27:54.623Z,2022-09-07T08:45:52Z,3758772717,56,Center,3758772721,141,31.6,3758772723,212,28.4,3758772715,155,,3763702573,178,,3758772719,140,79.7,3758772725,213,5.3,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967557,222,3,1,27,22,cmbqc74mshg77ra7mywec2a6b,0,86.4,29,2022-09-04T17:27:57.398Z,2022-09-07T08:46:00Z,3758772751,56,Center,3758772787,211,,3758772753,286,,3762333693,465,,3763702647,178,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967561,208,49,1,27,24,7kfx3xpj2c2wxinsyi16i9gaz,1,6.2,66.6,2022-09-04T17:27:59.094Z,2022-09-07T08:46:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967589,209,1,1,27,24,7kfx3xpj2c2wxinsyi16i9gaz,1,6.2,66.6,2022-09-04T17:27:59.130Z,2022-09-07T08:46:17Z,3758772887,56,Back,3758772893,212,14.7,3758772891,141,87.1,3758772889,140,10.6,3758772895,213,1.3,3763702863,178,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967617,210,1,1,27,27,7kfx3xpj2c2wxinsyi16i9gaz,1,11.2,85.4,2022-09-04T17:28:02.906Z,2022-09-07T08:46:26Z,3758773053,56,Back,3758773057,141,81.7,3758773063,213,3.5,3758773059,212,7.3,3763703007,178,,3758773055,140,4.7,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967641,211,1,1,27,29,7kfx3xpj2c2wxinsyi16i9gaz,0,4.7,81.7,2022-09-04T17:28:04.121Z,2022-09-07T08:46:30Z,3758773219,1,,3758773211,140,42.1,3758773213,141,68.7,3762334433,157,,3763703069,178,,3758773215,212,40.3,3758773217,213,6.1,3758773209,56,Back,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967649,223,49,1,27,32,cmbqc74mshg77ra7mywec2a6b,1,62.8,24.5,2022-09-04T17:28:07.179Z,2022-09-07T08:46:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967691,224,1,1,27,33,cmbqc74mshg77ra7mywec2a6b,1,62.8,24.5,2022-09-04T17:28:08.576Z,2022-09-07T08:46:50Z,3758773505,212,15.2,3763703313,178,,3758773507,213,5.1,3758773499,56,Right,3758773503,141,4.1,3758773501,140,68.7,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967729,225,1,1,27,36,cmbqc74mshg77ra7mywec2a6b,1,71.2,3.8,2022-09-04T17:28:10.995Z,2022-09-07T08:46:54Z,3758773765,213,1.2,3758773759,140,86.6,3758773767,1,,3762334829,20,,3763703409,178,,3758773755,155,,3758779081,2,,3762334827,224,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,3758773761,141,62.7,3758773757,56,3758773763,212,43.2,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967779,226,1,1,27,39,cmbqc74mshg77ra7mywec2a6b,1,80.2,63.8,2022-09-04T17:28:14.782Z,2022-09-07T08:46:58Z,3758774041,213,1.1,3758774035,141,85.7,3763703473,178,,3758774039,212,16.8,3758774031,140,87.7,3758774029,56,Left,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967807,227,1,1,27,46,cmbqc74mshg77ra7mywec2a6b,1,87.8,90,2022-09-04T17:28:20.964Z,2022-09-07T08:47:05Z,3758774155,56,Center,3758774163,213,3.7,3758774157,140,74.2,3758774161,212,16.5,3763703519,178,,3758774159,141,77.7,,,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967845,228,1,1,27,48,cmbqc74mshg77ra7mywec2a6b,1,74.2,77.7,2022-09-04T17:28:23.134Z,2022-09-07T08:47:09Z,3758774409,140,86.8,3763703573,178,,3758774415,213,0.7,3758774411,141,93.5,3758774407,56,Left,3758774413,212,17.0,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967873,229,1,1,27,51,cmbqc74mshg77ra7mywec2a6b,1,86.8,93.5,2022-09-04T17:28:26.615Z,2022-09-07T08:47:13Z,3758774577,141,92.4,3763703603,178,,3758774575,140,70.6,3758774581,213,3.2,3758774573,56,Left,3758774579,212,17.0,,,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967919,230,1,1,27,54,cmbqc74mshg77ra7mywec2a6b,1,69.9,88.5,2022-09-04T17:28:29.528Z,2022-09-07T08:47:17Z,3758774889,1,,3758774881,140,41.4,3758774875,56,Back,3758774883,141,68.3,3763703663,178,,3758774885,212,32.9,3758774887,213,3.6,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455967965,231,1,1,27,57,cmbqc74mshg77ra7mywec2a6b,1,41.4,68.3,2022-09-04T17:28:32.367Z,2022-09-07T08:47:26Z,3758775103,212,24.1,3763703797,178,,3758775101,141,33.1,3758775097,56,Back,3758775105,213,4.6,3758775099,140,39.0,,,,,,,7tih9jkxsbmeycu610gshs0h6,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968001,232,1,1,28,0,cmbqc74mshg77ra7mywec2a6b,1,39,33.1,2022-09-04T17:28:35.071Z,2022-09-07T08:47:30Z,3758775291,140,46.5,3758775293,141,7.3,3758775289,56,Back,3758775295,212,19.2,3763703855,178,,3758775297,213,5.1,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968031,233,1,1,28,2,cmbqc74mshg77ra7mywec2a6b,1,46.5,7.3,2022-09-04T17:28:37.942Z,2022-09-07T08:47:34Z,3758775473,140,32.7,3758775479,213,2.9,3758775471,56,Back,3758775477,212,14.9,3763703925,178,,3758775475,141,12.7,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968141,234,1,1,28,6,cmbqc74mshg77ra7mywec2a6b,1,32.5,17.3,2022-09-04T17:28:41.046Z,2022-09-07T08:47:37Z,3763703981,178,,3758776083,213,2.6,3758776075,141,39.8,3758776069,56,Back,3758776071,140,9.4,3758776079,212,28.7,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968175,235,1,1,28,14,cmbqc74mshg77ra7mywec2a6b,1,18.6,45.1,2022-09-04T17:28:49.166Z,2022-09-07T08:47:44Z,3758776259,141,46.0,3763704079,178,,3758776255,56,Back,3758776261,212,13.2,3758776263,213,0.0,3758776257,140,31.2,,,,,,,90v8e01hdffgqom4pwhjl0mvp,Marco Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968233,236,1,1,28,21,cmbqc74mshg77ra7mywec2a6b,0,41.2,37.5,2022-09-04T17:28:56.137Z,2022-09-07T08:47:51Z,3758776715,213,0.5,3758776709,140,57.8,3763704169,178,,3758776713,212,20.2,3758776711,141,52.4,3758776707,56,Center,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456889853,805,67,1,28,22,7kfx3xpj2c2wxinsyi16i9gaz,1,44.6,53.9,2022-09-04T17:28:57.009Z,2022-09-07T09:37:33Z,3763719013,233,885,,,,,,,,,,,,,,,,,,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456889851,885,67,1,28,22,cmbqc74mshg77ra7mywec2a6b,0,55.4,46.1,2022-09-04T17:28:57.010Z,2022-09-07T09:10:20Z,3763719027,233,805,,,,,,,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968275,212,8,1,28,22,7kfx3xpj2c2wxinsyi16i9gaz,1,43.8,52.1,2022-09-04T17:28:57.042Z,2022-09-07T09:37:33Z,3763704225,178,,3762336701,385,,3758776949,56,Back,,,,,,,,,,,,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968243,237,43,1,28,22,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-09-04T17:28:57.403Z,2022-09-04T18:05:20Z,3758887095,144,1,3758776733,141,51.6,3758776731,140,52.1,3758776729,56,Center,3758776735,212,2.7,3758776737,213,0.1,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968339,238,1,1,28,25,cmbqc74mshg77ra7mywec2a6b,1,59.8,26.9,2022-09-04T17:29:00.489Z,2022-09-07T08:48:06Z,3758777327,140,71.8,3758777325,56,Right,3763704373,178,,3758777331,212,19.4,3758777329,141,5.2,3758777333,213,5.4,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968377,213,45,1,28,30,7kfx3xpj2c2wxinsyi16i9gaz,0,10.6,89.9,2022-09-04T17:29:05.365Z,2022-09-07T08:48:17Z,3758777505,56,Back,3758779503,233,239,3758777507,285,,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968369,239,3,1,28,30,cmbqc74mshg77ra7mywec2a6b,1,89.4,10.1,2022-09-04T17:29:05.365Z,2022-09-07T08:48:17Z,3758777471,56,Right,3758777473,286,,3758778075,233,213,3763704507,178,,3762337093,465,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968381,240,1,1,28,32,cmbqc74mshg77ra7mywec2a6b,0,95.3,12.8,2022-09-04T17:29:07.053Z,2022-09-07T08:48:25Z,3763704599,178,,3758777539,140,96.1,3758777529,2,,3758777531,155,,3762337291,20,,3758777547,212,24.4,3758777551,213,1.5,3762337289,224,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,3758777535,56,Center,3758777543,141,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968411,214,12,1,28,33,7kfx3xpj2c2wxinsyi16i9gaz,1,5.3,61.2,2022-09-04T17:29:08.134Z,2022-09-07T08:48:30Z,3758777885,15,,3758777737,212,18.4,3758777801,167,,3758777741,213,2.0,3758777735,141,86.2,3758777731,56,Back,3763704691,388,,3758777733,140,0.0,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968415,215,6,1,28,35,7kfx3xpj2c2wxinsyi16i9gaz,0,1.3,68.8,2022-09-04T17:29:10.441Z,2022-09-07T08:48:36Z,3758777853,233,241,3758777767,73,,3758777765,56,Back,,,,,,,,,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968429,241,6,1,28,35,cmbqc74mshg77ra7mywec2a6b,1,98.7,31.2,2022-09-04T17:29:10.441Z,2022-09-07T08:48:36Z,3758777817,56,Center,3758777837,233,215,3758777819,75,,,,,,,,,,,,,,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968875,242,1,1,29,14,cmbqc74mshg77ra7mywec2a6b,0,99.5,0.5,2022-09-04T17:29:49.297Z,2022-09-07T08:48:45Z,3758780287,155,,3758780293,140,87.5,3758780305,1,,3758780291,56,Center,3758780301,213,1.9,3758780289,223,,3758780295,141,47.9,3763704837,178,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,3758780285,6,,3762337937,72,3758780283,2,,3758780297,212,,,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969457,217,44,1,29,16,7kfx3xpj2c2wxinsyi16i9gaz,1,11.7,52,2022-09-04T17:29:51.001Z,2022-09-07T09:37:34Z,3758783549,56,Back,3758783551,285,,3758785057,233,243,,,,,,,,,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968877,243,44,1,29,16,cmbqc74mshg77ra7mywec2a6b,0,88.3,48,2022-09-04T17:29:51.002Z,2022-09-07T08:48:50Z,3758780319,56,Center,3758784905,286,,3758785127,233,217,,,,,,,,,,,,,,,,7tih9jkxsbmeycu610gshs0h6,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969731,218,12,1,29,16,7kfx3xpj2c2wxinsyi16i9gaz,1,9.6,52.4,2022-09-04T17:29:51.058Z,2022-09-07T09:37:34Z,3758785033,56,Back,3763704963,178,,3758785039,212,9.7,3758785035,140,8.4,3758785041,213,4.6,3758785037,141,38.3,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968961,216,4,1,29,17,7kfx3xpj2c2wxinsyi16i9gaz,1,8,36.6,2022-09-04T17:29:52.884Z,2022-09-07T08:49:01Z,3758780851,13,,3758780859,285,,3758780853,294,,3758780855,56,Back,3758780881,233,244,3758780857,152,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455968943,244,4,1,29,17,cmbqc74mshg77ra7mywec2a6b,0,92,63.4,2022-09-04T17:29:52.885Z,2022-09-07T08:49:00Z,3758780757,152,,3758780755,56,Center,3763705053,178,,3758780753,294,,3758780759,286,,3758780751,13,,3758780915,233,216,,,,17zcm8ikgfdl5o4c7o5yhulpm,Rildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969807,219,1,1,30,36,7kfx3xpj2c2wxinsyi16i9gaz,1,13,38.3,2022-09-04T17:31:11.239Z,2022-09-07T08:35:24Z,3758785479,213,1.0,3758785471,56,Back,3758785473,140,26.9,3758785467,5,,3763694159,178,,3758785477,212,28.4,3758785469,152,,3758785475,141,74.1,3y7h2e79gvzrqor9gg854dl91,Miguel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969845,220,1,1,30,42,7kfx3xpj2c2wxinsyi16i9gaz,1,32.9,75.4,2022-09-04T17:31:17.788Z,2022-09-07T08:35:31Z,3758785703,56,Back,3758785709,212,14.3,3758785705,140,37.3,3758785711,213,1.2,3763694259,178,,3758785707,141,95.3,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969883,221,1,1,30,46,7kfx3xpj2c2wxinsyi16i9gaz,1,38.9,93.8,2022-09-04T17:31:21.274Z,2022-09-07T08:35:35Z,3758785947,56,Back,3758785951,141,68.2,3758785953,212,20.0,3763694331,178,,3758785949,140,29.5,3758785955,213,4.2,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969907,222,1,1,30,48,7kfx3xpj2c2wxinsyi16i9gaz,1,29.6,67.6,2022-09-04T17:31:23.871Z,2022-09-07T08:35:41Z,3758786063,141,36.7,3758786075,213,4.8,3758786053,56,Back,3758786067,212,21.1,3758786059,140,31.8,3763694463,178,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969929,223,1,1,30,51,7kfx3xpj2c2wxinsyi16i9gaz,1,31.8,36.7,2022-09-04T17:31:26.453Z,2022-09-07T08:35:47Z,3758786153,56,Back,3763694531,178,,3758786159,212,23.3,3758786155,140,39.8,3758786157,141,4.7,3758786161,213,5.1,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969967,224,1,1,30,54,7kfx3xpj2c2wxinsyi16i9gaz,1,39.8,4.7,2022-09-04T17:31:29.323Z,2022-09-07T08:35:51Z,3758786391,213,1.4,3758786385,212,12.6,3763694623,178,,3758786377,140,41.5,3758786381,141,23.1,3758786375,56,Back,,,,,,,bojn9itaxqzymbjj6et0o0onp,J. Soñora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969979,225,1,1,30,57,7kfx3xpj2c2wxinsyi16i9gaz,0,46.9,9.4,2022-09-04T17:31:32.817Z,2022-09-07T08:35:54Z,3758786463,233,245,3758786461,236,,3758786437,141,9.2,3758786439,212,6.1,3758786445,213,6.3,3763694681,178,,3758786435,140,52.7,3758786467,286,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,3758786431,155,,3758786433,56,,,,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969977,245,74,1,30,57,cmbqc74mshg77ra7mywec2a6b,1,40.6,94.7,2022-09-04T17:31:32.890Z,2022-09-07T08:35:57Z,3758786427,56,Back,3758786497,233,225,3763694729,178,,3758786429,285,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969999,226,5,1,30,59,7kfx3xpj2c2wxinsyi16i9gaz,1,55.9,-1.3,2022-09-04T17:31:34.258Z,2022-09-07T08:36:03Z,3758786549,347,,3758786547,56,Right,3758786551,233,246,,,,,,,,,,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455969995,246,5,1,30,59,cmbqc74mshg77ra7mywec2a6b,0,44.1,101.3,2022-09-04T17:31:34.258Z,2022-09-07T08:36:03Z,3758786533,347,,3758786531,56,Back,3758786557,233,226,,,,,,,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455970099,227,1,1,31,11,7kfx3xpj2c2wxinsyi16i9gaz,1,60.1,0,2022-09-04T17:31:45.975Z,2022-09-07T08:36:06Z,3758787201,213,1.0,3758787193,56,Center,3758787191,107,,3758787199,212,19.4,3758787195,140,70.5,3758787197,141,22.1,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455970123,228,3,1,31,13,7kfx3xpj2c2wxinsyi16i9gaz,1,69.6,32.8,2022-09-04T17:31:48.278Z,2022-09-07T08:36:13Z,3758787351,56,Center,3758787353,286,,3762344695,465,,3763694995,178,,3758787379,233,247,,,,,,,,,,8inrz9rna2z5lirsorindh0b9,J. Tagueu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455970117,247,45,1,31,13,cmbqc74mshg77ra7mywec2a6b,0,30.4,67.2,2022-09-04T17:31:48.278Z,2022-09-07T08:36:14Z,3758787319,56,Back,3758787385,233,228,3758787321,285,,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455970143,229,3,1,31,15,7kfx3xpj2c2wxinsyi16i9gaz,1,66.7,38.8,2022-09-04T17:31:50.558Z,2022-09-07T08:36:59Z,3758787433,286,,3758787465,233,248,3758787431,56,Center,3762344847,465,,3763695675,178,,,,,,,,,,,8inrz9rna2z5lirsorindh0b9,J. Tagueu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
