id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2507084991,5,1,1,0,26,bwt8yfk8rkcwiwyr0mopd7wqd,1,80.8,93.6,2023-02-12T15:32:02.553Z,2023-02-15T11:58:40Z,4028814511,213,5.3,4033579219,178,,4028814505,140,83.6,4028814503,56,Left,4028814507,141,87.0,4028814509,212,5.4,,,,,,,es6pjawg9rq2io8hjxf0rqaxh,A. Alipourghara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507084999,6,61,1,0,26,bwt8yfk8rkcwiwyr0mopd7wqd,0,83.2,86.1,2023-02-12T15:32:03.061Z,2023-02-15T11:58:49Z,4033579541,178,,4028814547,56,Left,,,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085017,12,49,1,0,27,5c0sf1eaipcxvdw9o22of2jdp,1,19.3,30.4,2023-02-12T15:32:03.405Z,2023-02-15T11:58:54Z,,,,,,,,,,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085059,13,1,1,0,28,5c0sf1eaipcxvdw9o22of2jdp,1,19.3,30.4,2023-02-12T15:32:04.765Z,2023-02-15T11:59:01Z,4033580011,178,,4028814871,140,8.4,4028814877,213,2.4,4028814873,141,45.7,4028814875,212,15.5,4028814867,56,Back,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085151,14,1,1,0,30,5c0sf1eaipcxvdw9o22of2jdp,1,7.6,47.9,2023-02-12T15:32:06.971Z,2023-02-15T11:59:05Z,4028815445,140,26.1,4028815443,56,Back,4033580151,178,,4028815447,141,83.0,4028815449,212,30.8,4028815451,213,0.9,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085195,15,1,1,0,35,5c0sf1eaipcxvdw9o22of2jdp,1,25.9,84.8,2023-02-12T15:32:11.771Z,2023-02-15T11:59:10Z,4028815697,56,Back,4028815699,140,18.1,4028815701,141,71.2,4033580305,178,,4028815705,213,4.0,4028815703,212,12.4,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085271,16,1,1,0,38,5c0sf1eaipcxvdw9o22of2jdp,1,18,67.8,2023-02-12T15:32:14.542Z,2023-02-15T11:59:13Z,4028816187,56,Back,4028816195,213,4.7,4028816193,212,30.4,4033580387,178,,4028816191,141,23.1,4028816189,140,18.8,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085327,17,1,1,0,43,5c0sf1eaipcxvdw9o22of2jdp,1,19.9,16.5,2023-02-12T15:32:19.768Z,2023-02-15T11:59:21Z,4028816541,56,Back,4028816547,212,14.8,4028816545,141,38.3,4028816543,140,19.2,4028816549,213,1.6,4033580655,178,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085385,18,1,1,0,47,5c0sf1eaipcxvdw9o22of2jdp,1,19.6,40,2023-02-12T15:32:23.115Z,2023-02-15T11:59:25Z,4028816915,213,1.3,4028816913,212,26.0,4028816907,56,Back,4028816911,141,77.3,4028816909,140,25.1,4033580843,178,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085421,19,1,1,0,50,5c0sf1eaipcxvdw9o22of2jdp,1,28.4,86.3,2023-02-12T15:32:26.860Z,2023-02-15T11:59:29Z,4028817169,213,0.1,4028817165,141,87.1,4028817163,140,36.3,4028817167,212,8.3,4028817161,56,Back,4033581005,178,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085417,7,45,1,0,51,bwt8yfk8rkcwiwyr0mopd7wqd,0,60.8,17,2023-02-12T15:32:27.969Z,2023-02-15T11:59:42Z,4028817151,56,Right,4028817313,233,20,4028817153,285,,,,,,,,,,,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085445,20,3,1,0,51,5c0sf1eaipcxvdw9o22of2jdp,1,39.2,83,2023-02-12T15:32:27.969Z,2023-02-15T11:59:41Z,4028817299,233,7,4028817279,286,,4032066025,464,,4033581563,178,,4028817277,56,Back,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085459,21,1,1,0,54,5c0sf1eaipcxvdw9o22of2jdp,0,42.4,93.3,2023-02-12T15:32:30.158Z,2023-02-15T11:59:47Z,4028817433,286,,4028817385,213,0.1,4028817371,56,Back,4033581807,178,,4028817377,141,93.9,4028817427,236,,4028817373,140,45.7,4028817429,233,8,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,4028817381,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085455,8,74,1,0,54,bwt8yfk8rkcwiwyr0mopd7wqd,1,53,9.1,2023-02-12T15:32:30.324Z,2023-02-15T11:59:50Z,4028817509,233,21,4028817359,285,,4033581889,178,,4028817357,56,Right,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085475,9,49,1,0,56,bwt8yfk8rkcwiwyr0mopd7wqd,1,39.5,17.3,2023-02-12T15:32:32.329Z,2023-02-15T12:00:04Z,,,,,,,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085503,10,1,1,0,56,bwt8yfk8rkcwiwyr0mopd7wqd,0,40.8,5.3,2023-02-12T15:32:32.413Z,2023-02-15T12:00:12Z,4033582665,178,,4028817579,212,10.9,4028817573,56,Back,4028817575,140,32.0,4028817581,213,2.6,4028817577,141,13.8,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085527,22,49,1,0,56,5c0sf1eaipcxvdw9o22of2jdp,1,63.2,94.2,2023-02-12T15:32:32.978Z,2023-02-15T12:00:19Z,,,,,,,,,,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085523,11,45,1,0,59,bwt8yfk8rkcwiwyr0mopd7wqd,0,36,24.2,2023-02-12T15:32:35.606Z,2023-02-15T12:00:29Z,4028817717,56,Back,4028818215,233,23,4028817719,285,,,,,,,,,,,,,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085587,23,3,1,0,59,5c0sf1eaipcxvdw9o22of2jdp,1,64,75.8,2023-02-12T15:32:35.606Z,2023-02-15T12:00:28Z,4028818141,56,Center,4028818143,286,,4032067863,464,,4028818157,233,11,4033583185,178,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085647,24,1,1,1,1,5c0sf1eaipcxvdw9o22of2jdp,1,53.7,70.9,2023-02-12T15:32:37.775Z,2023-02-15T12:00:35Z,4028818563,213,2.7,4028818559,212,13.8,4033583451,178,,4028818555,140,42.0,4028818553,56,Back,4028818557,141,80.2,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085667,25,1,1,1,5,5c0sf1eaipcxvdw9o22of2jdp,1,41.1,68.8,2023-02-12T15:32:41.733Z,2023-02-15T12:00:41Z,4033583605,178,,4028818677,212,48.8,4028818671,56,Right,4028818679,213,5.1,4028818669,196,,4028818675,141,2.5,4028818673,140,59.0,4028818681,1,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,4028818667,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085707,26,1,1,1,9,5c0sf1eaipcxvdw9o22of2jdp,1,59,2.5,2023-02-12T15:32:45.390Z,2023-02-15T12:00:43Z,4028818953,212,17.6,4028818955,213,2.9,4033583701,178,,4028818951,141,7.6,4028818949,140,42.6,4028818947,56,Back,,,,,,,9g834yhraytmjoxb15098ey95,A. Dobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085729,27,1,1,1,11,5c0sf1eaipcxvdw9o22of2jdp,1,41.9,6.4,2023-02-12T15:32:47.320Z,2023-02-15T12:00:48Z,4028819067,141,7.7,4033583899,178,,4028819065,140,66.1,4028819063,56,Right,4028819069,212,25.4,4028819071,213,0.0,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085739,28,1,1,1,12,5c0sf1eaipcxvdw9o22of2jdp,0,62.3,6.6,2023-02-12T15:32:48.420Z,2023-02-15T12:00:54Z,4028819137,168,,4028819135,3,,4028819139,56,Center,4028819145,212,27.8,4028819143,141,27.7,4028819141,140,85.0,4028819147,213,0.5,4033584121,388,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507132367,429,49,1,1,17,bwt8yfk8rkcwiwyr0mopd7wqd,1,14.2,63.4,2023-02-12T15:32:53.195Z,2023-02-15T12:00:58Z,,,,,,,,,,,,,,,,,,,,,,,,,30bhky4x90yqfyzhsawfz6pcl,S. Kritsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085905,12,1,1,1,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,14.7,53.1,2023-02-12T15:33:00.055Z,2023-02-15T12:01:01Z,4033584379,178,,4028820179,56,Back,4028820189,213,1.2,4028820181,140,22.6,4028820183,141,84.7,4028820185,212,23.0,,,,,,,30bhky4x90yqfyzhsawfz6pcl,S. Kritsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085931,13,1,1,1,26,bwt8yfk8rkcwiwyr0mopd7wqd,1,23.3,84.8,2023-02-12T15:33:02.679Z,2023-02-15T12:01:06Z,4028820349,56,Back,4028820353,141,77.5,4028820355,212,10.2,4028820357,213,5.8,4028820351,140,31.8,4033584521,178,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507085957,14,1,1,1,27,bwt8yfk8rkcwiwyr0mopd7wqd,1,32,79.1,2023-02-12T15:33:03.638Z,2023-02-15T12:01:10Z,4028820527,141,82.7,4033584609,178,,4028820525,140,16.2,4028820531,213,3.0,4028820523,56,Back,4028820529,212,16.8,,,,,,,3ipb4zd3vz7dpnkyeiw22tal1,Pedro Tiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086095,15,1,1,1,30,bwt8yfk8rkcwiwyr0mopd7wqd,1,19.2,79.1,2023-02-12T15:33:06.593Z,2023-02-15T12:01:13Z,4028821233,140,11.7,4028821235,141,54.3,4033584759,178,,4028821231,56,Back,4028821237,212,18.6,4028821239,213,4.3,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086123,16,1,1,1,36,bwt8yfk8rkcwiwyr0mopd7wqd,1,12.7,59.1,2023-02-12T15:33:12.556Z,2023-02-15T12:01:18Z,4033584955,178,,4028821359,213,1.1,4028821353,140,21.6,4028821355,141,85.3,4028821351,56,Back,4028821357,212,20.1,,,,,,,30bhky4x90yqfyzhsawfz6pcl,S. Kritsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086179,17,1,1,1,40,bwt8yfk8rkcwiwyr0mopd7wqd,0,26.7,87.8,2023-02-12T15:33:16.747Z,2023-02-15T12:01:21Z,4028821701,141,54.9,4028821707,1,,4033585011,178,,4028821705,213,5.9,4028821703,212,66.1,4028821695,155,,4028821697,56,Center,4028821699,140,85.9,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086209,29,52,1,1,44,5c0sf1eaipcxvdw9o22of2jdp,1,14.6,41.6,2023-02-12T15:33:20.825Z,2023-02-15T12:01:25Z,4033585105,178,,4032069433,377,,,,,,,,,,,,,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086371,30,1,1,1,55,5c0sf1eaipcxvdw9o22of2jdp,1,2.9,48.4,2023-02-12T15:33:31.672Z,2023-02-15T12:01:28Z,4033585225,178,,4028822923,213,5.0,4028822921,212,10.4,4028822913,123,,4028822915,56,Back,4028822917,140,5.7,4028822919,141,33.7,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086393,31,1,1,1,57,5c0sf1eaipcxvdw9o22of2jdp,1,5.7,32.7,2023-02-12T15:33:33.999Z,2023-02-15T12:01:34Z,4028823053,213,5.2,4028823051,212,15.3,4033585401,178,,4028823049,141,13.1,4028823041,56,Back,4028823045,140,12.9,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086429,32,1,1,1,59,5c0sf1eaipcxvdw9o22of2jdp,1,12.9,13.1,2023-02-12T15:33:35.930Z,2023-02-15T12:01:37Z,4028823261,212,10.0,4028823263,213,0.8,4028823255,56,Back,4028823257,140,19.4,4033585489,178,,4028823259,141,23.9,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086485,33,1,1,2,1,5c0sf1eaipcxvdw9o22of2jdp,1,19.4,23.9,2023-02-12T15:33:37.561Z,2023-02-15T12:01:40Z,4028823565,141,7.6,4028823563,140,28.0,4028823569,212,14.3,4028823571,213,5.4,4033585563,178,,4028823559,56,Back,,,,,,,e0k7beubxdswouhw13td0nlk9,Z. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086601,34,1,1,2,5,5c0sf1eaipcxvdw9o22of2jdp,1,37.3,9.7,2023-02-12T15:33:41.610Z,2023-02-15T12:01:44Z,4028824247,141,35.5,4028824243,56,Back,4028824245,140,48.2,4033585669,178,,4028824249,212,20.9,4028824251,213,1.0,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507086611,35,4,1,2,9,5c0sf1eaipcxvdw9o22of2jdp,1,55.5,52.2,2023-02-12T15:33:45.874Z,2023-02-15T12:01:47Z,4028824309,56,Center,4028824305,13,,4028824389,233,18,4028824317,286,,4028824313,152,,4032070285,294,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
