id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value
2442753235,197,1,1,21,26,22mo7qbsnyi8wtucpvhgvhw2q,1,24.7,22.3,2022-08-06T17:22:00.123Z,2022-08-09T04:07:38Z,3688440049,141,43.9,3688440055,1,,3688440045,56,Center,3688440039,155,,3688440047,140,67.2,3688440053,213,0.3,3688440051,212,47.0,3688440041,152,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,3688440037,5,,3694846399,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753247,198,44,1,21,28,22mo7qbsnyi8wtucpvhgvhw2q,1,68.3,43.6,2022-08-06T17:22:02.753Z,2022-08-09T09:21:42Z,3688440095,286,,3688440127,233,167,3688440093,56,Center,,,,,,,,,,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753229,167,44,1,21,28,5c0sf1eaipcxvdw9o22of2jdp,0,31.7,56.4,2022-08-06T17:22:02.754Z,2022-08-09T04:07:47Z,3688440023,285,,3688440019,56,Back,3688440161,233,198,,,,,,,,,,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753259,199,1,1,21,29,22mo7qbsnyi8wtucpvhgvhw2q,0,67.1,43.9,2022-08-06T17:22:02.915Z,2022-08-09T09:21:42Z,3688440177,3,,3688440187,213,3.5,3688440183,141,29.9,3688440181,140,40.5,3688440185,212,29.5,3688440179,56,Back,3694846475,388,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753285,168,49,1,21,32,5c0sf1eaipcxvdw9o22of2jdp,1,64.4,70.3,2022-08-06T17:22:06.344Z,2022-08-09T04:08:05Z,,,,,,,,,,,,,,,,,,,,,,,,,dkijqjb6nubobtobl4s2v8xxx,Rui Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753387,169,1,1,21,33,5c0sf1eaipcxvdw9o22of2jdp,1,67.4,75.3,2022-08-06T17:22:07.333Z,2022-08-09T04:08:14Z,3694846603,178,,3688440837,140,75.2,3688440839,141,95.0,3688440835,56,Left,3688440845,212,15.7,3688440849,213,1.0,,,,,,,dkijqjb6nubobtobl4s2v8xxx,Rui Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753427,170,1,1,21,38,5c0sf1eaipcxvdw9o22of2jdp,0,80.4,84.4,2022-08-06T17:22:12.643Z,2022-08-09T04:08:21Z,3688441065,56,Center,3688441069,141,47.0,3694846659,178,,3688441073,213,5.2,3688441061,2,,3688441071,212,28.7,3694224821,20,,3688441067,140,93.1,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,3694224819,223,,3688441063,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753485,200,12,1,21,40,22mo7qbsnyi8wtucpvhgvhw2q,1,7.3,50.7,2022-08-06T17:22:14.225Z,2022-08-09T04:08:29Z,3688441381,213,6.2,3688441373,56,Back,3688441377,141,48.4,3688441375,140,39.6,3688441379,212,34.0,3694846707,388,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753481,171,44,1,21,42,5c0sf1eaipcxvdw9o22of2jdp,1,62.6,51.2,2022-08-06T17:22:16.259Z,2022-08-09T09:21:42Z,3688441363,56,Center,3688441365,286,,3688441495,233,201,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753491,201,44,1,21,42,22mo7qbsnyi8wtucpvhgvhw2q,0,37.4,48.8,2022-08-06T17:22:16.260Z,2022-08-09T04:08:36Z,3688441543,233,171,3688441421,56,Back,3688441423,285,,,,,,,,,,,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753523,172,1,1,21,42,5c0sf1eaipcxvdw9o22of2jdp,1,64.8,50.9,2022-08-06T17:22:16.435Z,2022-08-09T09:21:43Z,3694846795,388,,3688441603,140,70.7,3688441607,212,7.8,3688441599,56,Center,3688441595,3,,3688441605,141,57.8,3688441609,213,0.6,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753547,173,1,1,21,44,5c0sf1eaipcxvdw9o22of2jdp,1,69.6,58.8,2022-08-06T17:22:18.364Z,2022-08-09T04:09:54Z,3694847127,178,,3688441743,212,15.2,3688441741,141,58.4,3688441737,56,Center,3688441739,140,55.1,3688441745,213,3.2,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753593,174,1,1,21,45,5c0sf1eaipcxvdw9o22of2jdp,1,55.4,56.1,2022-08-06T17:22:19.427Z,2022-08-09T04:09:59Z,3694847151,178,,3688441975,140,56.4,3688441979,212,13.4,3688441977,141,36.4,3688441981,213,4.8,3688441973,56,Center,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753703,175,1,1,21,47,5c0sf1eaipcxvdw9o22of2jdp,0,57.3,32,2022-08-06T17:22:21.825Z,2022-08-09T04:10:04Z,3688442549,213,5.2,3688442539,140,69.7,3688442535,56,Right,3688442547,212,25.8,3688442543,141,0.0,3694847171,178,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753713,177,5,1,21,49,5c0sf1eaipcxvdw9o22of2jdp,0,66,-1,2022-08-06T17:22:23.092Z,2022-08-09T04:10:11Z,3688442593,347,,3688442591,56,Right,3688442939,233,202,,,,,,,,,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753743,202,5,1,21,49,22mo7qbsnyi8wtucpvhgvhw2q,1,34,101,2022-08-06T17:22:23.092Z,2022-08-09T04:10:11Z,3688442749,347,,3688442747,56,Back,3688442769,233,177,,,,,,,,,,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442753705,176,43,1,21,53,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-06T17:22:27.745Z,2022-08-06T17:22:55Z,3688442557,56,Right,3688444571,144,61,,,,,,,,,,,,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754077,203,1,1,22,18,22mo7qbsnyi8wtucpvhgvhw2q,1,38.9,100,2022-08-06T17:22:52.114Z,2022-08-09T04:10:15Z,3688444641,56,Back,3688444651,1,,3688444643,140,16.0,3688444647,212,24.9,3688444639,107,,3688444649,213,3.4,3688444645,141,91.8,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754181,204,1,1,22,21,22mo7qbsnyi8wtucpvhgvhw2q,1,16,91.8,2022-08-06T17:22:55.113Z,2022-08-09T04:10:22Z,3688445223,213,4.7,3688445221,212,32.0,3688445219,141,44.8,3688445217,140,16.1,3688445215,56,Back,3694847303,178,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754227,205,1,1,22,25,22mo7qbsnyi8wtucpvhgvhw2q,0,15.1,38,2022-08-06T17:22:59.874Z,2022-08-09T04:10:28Z,3688445453,56,Back,3694847353,178,,3688445451,155,,3688445457,141,1.4,3688445455,140,40.6,3688445463,1,,3688445461,213,5.5,3688445459,212,36.6,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754245,178,8,1,22,28,5c0sf1eaipcxvdw9o22of2jdp,1,56.1,98.4,2022-08-06T17:23:02.424Z,2022-08-09T04:10:38Z,3694225235,384,,3688445549,56,Left,3688445631,15,,3694847401,388,,,,,,,,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754275,179,49,1,22,29,5c0sf1eaipcxvdw9o22of2jdp,1,63.3,93.5,2022-08-06T17:23:03.585Z,2022-08-09T04:10:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754301,180,1,1,22,31,5c0sf1eaipcxvdw9o22of2jdp,0,63.3,93.3,2022-08-06T17:23:05.218Z,2022-08-09T04:10:53Z,3688445847,56,Left,3688445851,141,93.3,3688445853,212,10.2,3688445855,213,0,3694847473,178,,3688445849,140,73.0,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754323,206,49,1,22,32,22mo7qbsnyi8wtucpvhgvhw2q,1,25.3,5.9,2022-08-06T17:23:06.223Z,2022-08-09T04:10:59Z,,,,,,,,,,,,,,,,,,,,,,,,,89mr3li2k2f01r75sz0sn1zsa,Gonçalo Esteves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754383,207,1,1,22,33,22mo7qbsnyi8wtucpvhgvhw2q,1,25.3,5.9,2022-08-06T17:23:07.805Z,2022-08-09T04:11:04Z,3688446275,140,31.3,3688446285,212,10.6,3688446287,213,0.9,3688446281,141,18.5,3694847543,178,,3688446271,56,Back,,,,,,,89mr3li2k2f01r75sz0sn1zsa,Gonçalo Esteves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754399,208,1,1,22,37,22mo7qbsnyi8wtucpvhgvhw2q,1,27.1,30.5,2022-08-06T17:23:11.563Z,2022-08-09T04:11:10Z,3688446373,56,Back,3688446381,212,8.8,3688446383,213,3.5,3688446379,141,25.4,3688446375,140,19.4,3694847585,178,,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754463,209,1,1,22,39,22mo7qbsnyi8wtucpvhgvhw2q,1,19.4,25.4,2022-08-06T17:23:13.374Z,2022-08-09T04:11:17Z,3688446777,56,Back,3694847627,178,,3688446783,212,10.4,3688446781,141,20.6,3688446785,213,6.0,3688446779,140,28.8,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754481,210,1,1,22,42,22mo7qbsnyi8wtucpvhgvhw2q,1,33,27.7,2022-08-06T17:23:16.605Z,2022-08-09T04:11:25Z,3688446865,140,22.5,3688446869,212,20.0,3688446871,213,2.2,3694847675,178,,3688446867,141,52.2,3688446863,56,Back,,,,,,,89mr3li2k2f01r75sz0sn1zsa,Gonçalo Esteves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754559,211,1,1,22,44,22mo7qbsnyi8wtucpvhgvhw2q,1,22.5,52.2,2022-08-06T17:23:18.907Z,2022-08-09T04:11:28Z,3688447359,213,1.1,3688447355,141,96.0,3688447361,1,,3694847685,178,,3688447357,212,32.6,3688447347,56,Back,3688447351,140,35.2,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754611,212,1,1,22,48,22mo7qbsnyi8wtucpvhgvhw2q,1,49.3,90.2,2022-08-06T17:23:22.724Z,2022-08-09T04:11:36Z,3688447641,56,Center,3688447643,140,67.7,3688447647,212,21.5,3688447649,213,5.8,3694847721,178,,3688447645,141,76.2,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443950927,1059,67,1,22,49,22mo7qbsnyi8wtucpvhgvhw2q,1,67.8,75.4,2022-08-06T17:23:23.632Z,2022-08-09T09:21:43Z,3694872479,233,1170,,,,,,,,,,,,,,,,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443950925,1170,67,1,22,49,5c0sf1eaipcxvdw9o22of2jdp,0,32.2,24.6,2022-08-06T17:23:23.633Z,2022-08-09T05:07:28Z,3694872487,233,1059,,,,,,,,,,,,,,,,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754621,213,61,1,22,49,22mo7qbsnyi8wtucpvhgvhw2q,0,67.4,76.2,2022-08-06T17:23:23.643Z,2022-08-09T09:21:44Z,3694847761,178,,3688447693,56,Center,,,,,,,,,,,,,,,,,,,c9juqy1fmkna7jcozyeg0weeh,João Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754593,181,49,1,22,51,5c0sf1eaipcxvdw9o22of2jdp,1,27.6,14.3,2022-08-06T17:23:25.014Z,2022-08-09T04:11:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754627,182,1,1,22,51,5c0sf1eaipcxvdw9o22of2jdp,1,26.9,13.4,2022-08-06T17:23:25.143Z,2022-08-09T04:11:57Z,3688447721,213,0.1,3688447717,141,14.9,3688447713,56,Back,3688447719,212,9.7,3694847809,178,,3688447715,140,36.1,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754647,183,1,1,22,52,5c0sf1eaipcxvdw9o22of2jdp,1,36.2,14.9,2022-08-06T17:23:26.163Z,2022-08-09T04:12:02Z,3688447837,141,4.0,3688447841,213,4.9,3688447833,56,Back,3694847849,178,,3688447839,212,7.6,3688447835,140,37.7,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754673,184,1,1,22,53,5c0sf1eaipcxvdw9o22of2jdp,1,37.8,4.7,2022-08-06T17:23:27.185Z,2022-08-09T04:12:08Z,3694847871,178,,3688448001,140,37.6,3688448005,141,14.9,3688447997,56,Back,3688448009,212,6.9,3688448015,213,1.6,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754709,185,1,1,22,55,5c0sf1eaipcxvdw9o22of2jdp,1,39.2,16.7,2022-08-06T17:23:29.313Z,2022-08-09T04:12:12Z,3688448237,140,62.7,3688448241,212,25.6,3688448235,56,Right,3688448243,213,6.0,3688448239,141,6.4,3694847895,178,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754731,186,1,1,22,57,5c0sf1eaipcxvdw9o22of2jdp,1,62.9,6.1,2022-08-06T17:23:31.733Z,2022-08-09T04:12:19Z,3694847949,178,,3688448389,56,Right,3688448395,212,7.0,3688448391,140,56.5,3688448393,141,3.4,3688448397,213,3.4,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754753,187,1,1,22,59,5c0sf1eaipcxvdw9o22of2jdp,1,58,2.9,2022-08-06T17:23:33.033Z,2022-08-09T04:12:29Z,3688448489,56,Right,3688448495,212,11.4,3688448493,141,6.1,3694847989,178,,3688448491,140,68.7,3688448497,213,0.2,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754811,188,1,1,23,0,5c0sf1eaipcxvdw9o22of2jdp,1,69.8,5.9,2022-08-06T17:23:34.774Z,2022-08-09T04:12:34Z,3688448801,56,Right,3688448803,140,57.8,3688448807,212,14.7,3694848031,178,,3688448805,141,17.1,3688448809,213,2.6,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443951043,1067,83,1,23,2,22mo7qbsnyi8wtucpvhgvhw2q,1,43.2,79.9,2022-08-06T17:23:36.374Z,2022-08-09T05:08:29Z,3694872979,399,482396,,,,,,,,,,,,,,,,,,,,,,1xxhkr7nex5mjc9hrxm100lih,Arthur Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754867,189,1,1,23,3,5c0sf1eaipcxvdw9o22of2jdp,1,54.2,24.6,2022-08-06T17:23:37.894Z,2022-08-09T04:12:43Z,3694848053,178,,3688449157,213,2.6,3688449151,140,42.3,3688449153,141,36.0,3688449149,56,Back,3688449155,212,14.7,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754913,190,1,1,23,6,5c0sf1eaipcxvdw9o22of2jdp,1,43.1,35.2,2022-08-06T17:23:40.143Z,2022-08-09T04:12:49Z,3688449427,141,49.4,3688449431,213,1.1,3688449423,140,47.8,3694848083,178,,3688449429,212,10.8,3688449419,56,Back,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442754961,191,1,1,23,10,5c0sf1eaipcxvdw9o22of2jdp,1,46.2,35.2,2022-08-06T17:23:44.813Z,2022-08-09T04:12:54Z,3688449683,140,45.6,3688449681,56,Back,3688449687,212,19.5,3694848115,178,,3688449689,213,4.7,3688449685,141,6.5,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755045,192,1,1,23,13,5c0sf1eaipcxvdw9o22of2jdp,1,45.8,8,2022-08-06T17:23:47.093Z,2022-08-09T04:13:01Z,3688450099,56,Back,3688450105,212,26.2,3694848135,178,,3688450101,140,39.7,3688450103,141,45.4,3688450107,213,1.8,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755103,193,1,1,23,19,5c0sf1eaipcxvdw9o22of2jdp,1,54.5,65.7,2022-08-06T17:23:53.433Z,2022-08-09T04:13:06Z,3694848167,178,,3688450401,140,58.1,3688450403,141,96.3,3688450407,213,1.4,3688450405,212,21.1,3688450399,56,Left,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755187,194,1,1,23,22,5c0sf1eaipcxvdw9o22of2jdp,1,58,95.1,2022-08-06T17:23:56.594Z,2022-08-09T04:13:16Z,3688450809,56,Back,3694848211,178,,3688450811,140,41.3,3688450813,141,89.0,3688450817,212,18.0,3688450821,213,3.4,,,,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755253,195,1,1,23,27,5c0sf1eaipcxvdw9o22of2jdp,1,45,71.2,2022-08-06T17:24:01.784Z,2022-08-09T04:13:20Z,3688451207,213,4.4,3688451203,141,44.3,3688451201,140,38.5,3688451205,212,19.5,3688451199,56,Back,3694848225,178,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755295,196,1,1,23,31,5c0sf1eaipcxvdw9o22of2jdp,1,42.3,32.5,2022-08-06T17:24:05.854Z,2022-08-09T04:13:26Z,3688451397,140,57.1,3688451403,213,5.4,3688451401,212,25.9,3694848267,178,,3688451399,141,2.0,3688451395,56,Right,,,,,,,cu7kz508a3wm8d5fypmrzxnmd,D. Batubinsika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755311,197,1,1,23,35,5c0sf1eaipcxvdw9o22of2jdp,1,58.4,2.3,2022-08-06T17:24:09.055Z,2022-08-09T04:13:37Z,3688451485,212,12.3,3688451479,56,Right,3688451487,213,2.1,3688451483,141,17.6,3688451481,140,52.2,3694848319,178,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755381,198,1,1,23,37,5c0sf1eaipcxvdw9o22of2jdp,1,52.8,20.9,2022-08-06T17:24:10.975Z,2022-08-09T04:13:41Z,3688451947,141,57.0,3688451943,56,Back,3688451951,213,2.0,3688451945,140,42.8,3694848347,178,,3688451949,212,26.7,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755409,199,1,1,23,41,5c0sf1eaipcxvdw9o22of2jdp,1,53.3,59.4,2022-08-06T17:24:15.889Z,2022-08-09T04:13:45Z,3688452185,56,Left,3694848367,178,,3688452189,141,98.4,3688452193,213,1.1,3688452187,140,65.0,3688452191,212,29.2,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755479,200,1,1,23,45,5c0sf1eaipcxvdw9o22of2jdp,1,64.3,96.5,2022-08-06T17:24:19.635Z,2022-08-09T04:13:53Z,3688452635,141,69.0,3688452639,213,4.0,3694848415,178,,3688452631,56,Back,3688452633,140,47.9,3688452637,212,25.4,,,,,,,7y5oyflivt56zuwoyzs2q20ru,J. Kadile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755523,201,1,1,23,50,5c0sf1eaipcxvdw9o22of2jdp,1,53,56.4,2022-08-06T17:24:24.563Z,2022-08-09T04:13:56Z,3688452837,212,25.8,3694848427,178,,3688452831,56,Right,3688452833,140,52.0,3688452835,141,18.5,3688452839,213,4.7,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755551,202,1,1,23,53,5c0sf1eaipcxvdw9o22of2jdp,1,52.5,15.8,2022-08-06T17:24:27.264Z,2022-08-09T04:14:02Z,3688452979,141,5.9,3688452977,140,67.7,3688452975,56,Right,3694848447,178,,3688452983,213,5.9,3688452981,212,17.3,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755589,203,1,1,23,54,5c0sf1eaipcxvdw9o22of2jdp,1,67.3,6.8,2022-08-06T17:24:28.434Z,2022-08-09T04:14:06Z,3688453227,212,6.7,3688453221,56,Right,3688453223,140,66.0,3688453225,141,16.5,3688453229,213,1.8,3694848481,178,,,,,,,,f3tryo4j786kmubzmu4bl3rvt,Heriberto Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755599,204,4,1,23,55,5c0sf1eaipcxvdw9o22of2jdp,1,63,13,2022-08-06T17:24:29.803Z,2022-08-09T04:14:16Z,3688456751,265,,3688456753,286,,3688456747,13,,3688459277,233,219,3688453299,56,Right,3688456749,152,,,,,,,,6vvg5on86k2ldhs4pn2kua0vd,Martín Aguirregabiria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442756547,219,4,1,23,55,22mo7qbsnyi8wtucpvhgvhw2q,0,37,87,2022-08-06T17:24:29.804Z,2022-08-09T04:14:15Z,3688458815,152,,3694848525,178,,3688458819,285,,3688459319,233,204,3688458817,265,,3688458813,56,Back,3688458811,13,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755603,205,43,1,23,58,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-06T17:24:32.322Z,2022-08-06T17:25:15Z,3688453325,140,71.4,3688453327,141,6.2,3688453329,212,2.0,3688453323,56,Right,3688453331,213,0.4,3688456835,144,1,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755633,214,43,1,24,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-08-06T17:24:34.795Z,2022-08-06T17:26:23Z,3688453483,56,Back,3688462075,144,61,,,,,,,,,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755657,206,43,1,24,1,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-08-06T17:24:35.104Z,2022-08-06T17:25:17Z,3688456999,144,5,3688453729,233,216,3688453547,347,0,3688453545,56,Right,,,,,,,,,,,,,6jkfecnicg5ilzy44x7ld7u1h,André Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755673,215,43,1,24,2,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-08-06T17:24:36.343Z,2022-08-06T17:26:25Z,3688453609,140,21.0,3688453605,56,Back,3688453617,212,8.8,3688453621,213,2.0,3688453711,167,0,3688462211,144,12,3688453613,141,100.0,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442755683,216,43,1,24,2,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-08-06T17:24:36.882Z,2022-08-06T17:26:26Z,3688462305,144,5,3688453669,56,Back,3688453671,347,0,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
