id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2522603469,1,34,16,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-03-19T17:12:31.841Z,2023-03-19T18:54:45Z,4110908723,197,372,4110908721,194,5l9ilx0kwbny81lykqksoz9w5,4110908715,59,"1, 2, 6, 8, 3, 4, 45, 10, 9, 21, 27, 5, 12, 14, 15, 19, 22, 23, 26, 88",4110908719,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110908717,130,6,4110908711,30,"5nlzolv5bg03eiopba58rs251, 1wtikted5kmtz3bpu17enlvc9, c8s3kzk7jpdpp5ctzqkzh9vit, 8gkc9l566rjg7nifxwsq5vdud, 8t404ou7dw8vprk9h7jjuqjt, 2psarhoauswcdof4nb22sw7ah, 5kcytruttikppbpkeg9rhd4gl, 33qmom9yrc1ft1cte9qju1djp, e5xv1rmy69kwuxjxin653ojqh, 5l9ilx0kwbny81lykqksoz9w5, y6esn24vphnrw3y50poje21h, 88hqy3ztjmtahcv0sz6rduv6y, c3pxiexbciif7uu845ivx5hhx, 23d0t7gqlra3jkskn18bh752i, 51rs6ozeux61yyjfk9ci86311, 5r7q0eg6pmoq0safxa9tnm5l, elgb3y6p91z049awc7u549785, 43xutn1unln5o3gwx3cl4lo0l, csvbc0k1f54418nn8pjhg8ull, 5bo84b7398nyv87ztwd8wxh3p",4110908713,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110908725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522603697,1,34,16,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-03-19T17:12:45.802Z,2023-03-19T18:06:01Z,4110909961,130,2,4110909967,194,37usxvspofewb3djlg67lp1hx,4110909969,197,367,4110909971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110909965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110909957,59,"99, 17, 22, 8, 2, 5, 25, 16, 9, 30, 11, 4, 7, 12, 13, 14, 19, 20, 29, 46",4110909953,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110909951,30,"d79vlrccz170hzdh35nhsf1ed, 5m1fht9uevn186asz8awhxjah, av5ng2yhu8q1lqacekmxci0ut, el6dn7kq3815p2zd4rppzzw7p, 3enoici51osego5k1w41fuaqd, 37usxvspofewb3djlg67lp1hx, 8y0e1y90ih393h7zv7srfot79, 5966ij9cde66bhi1g39kxia51, 97vuoqg0x9nx56dmd9u5e12hh, 2wl0uylmkzi2ls7v4amgaa1yi, a6r2hqalh9ydoy2a8uv9rztux, 9iqmeo87l56hr3gymmxgkxysq, 8ut3v3ezaj8th41g2kqhhhd9m, 19s3ei718jouszy30uxli8xd5, 2j8v4lkqeg1bcqp77ezseo8vd, xbk4zraauvq1cj1w5yz08kb9, f3zl8ymo5ttze20sffzk044q1, 4j6h9mgau5uaxlm589qlc6rjd, 1nd8l0ofw9x779c0ufwbbo4ph, cpmfjroqtibaahb1dr66pl2i1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646393,2,32,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-03-19T18:01:18.725Z,2023-03-19T18:01:21Z,4111142503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646385,2,32,1,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-03-19T18:01:18.725Z,2023-03-19T18:01:19Z,4111142425,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646403,3,1,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,50.1,50.3,2023-03-19T18:01:18.825Z,2023-03-19T18:50:01Z,4111142543,279,S,4111142541,213,5.6,4111142535,140,51.9,4111142539,212,2.5,4111142537,141,47.8,4111142533,56,Center,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646443,4,1,1,0,3,66bsnl0zjb7l5akwo00h0y5me,1,52.9,44.8,2023-03-19T18:01:21.941Z,2023-03-19T18:09:29Z,4111142831,212,25.8,4111142827,140,64.2,4111142833,213,5.2,4111142829,141,11.1,4111142825,56,Right,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646467,5,1,1,0,6,66bsnl0zjb7l5akwo00h0y5me,1,61,10.6,2023-03-19T18:01:25.653Z,2023-03-19T18:01:28Z,4111142915,56,Right,4111142923,213,3.0,4111142921,212,7.2,4111142917,140,54.3,4111142919,141,12.6,,,,,,,,,,2wl0uylmkzi2ls7v4amgaa1yi,Evanilson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646479,6,1,1,0,9,66bsnl0zjb7l5akwo00h0y5me,1,54.4,11.6,2023-03-19T18:01:28.661Z,2023-03-19T18:50:19Z,4111142965,140,43.2,4111142963,56,Back,4111142969,212,19.4,4111142967,141,34.2,4111142971,213,2.2,,,,,,,,,,5m1fht9uevn186asz8awhxjah,Rodrigo Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646509,7,1,1,0,11,66bsnl0zjb7l5akwo00h0y5me,1,44.3,37.4,2023-03-19T18:01:29.941Z,2023-03-19T18:01:34Z,4111143105,141,72.9,4111143101,56,Back,4111143103,140,43.7,4111143109,213,1.6,4111143107,212,24.1,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522646549,8,1,1,0,15,66bsnl0zjb7l5akwo00h0y5me,1,44.4,73.6,2023-03-19T18:01:34.021Z,2023-03-19T18:01:39Z,4111143327,213,4.2,4111143321,140,38.6,4111143323,141,56.7,4111143325,212,13.0,4111143319,56,Back,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,
