id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2479049591,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-10-29T18:27:50.732Z,2022-10-29T19:38:00Z,3881426539,197,12815,3881426537,194,a9htjxrpgqlcv577x4kvlkh5h,3881426533,130,17,3881426531,59,"1, 47, 71, 2, 4, 25, 84, 28, 33, 17, 16, 3, 6, 10, 11, 12, 15, 24, 63, 77",3881426527,30,"342kh2ue733edf9q7s0a2edat, 10k53pv13mw9hzllv70umgzbp, 7mg9ycwc9ay4fdedl0dpp5nca, 3fo37mb4cp6lb0e86hhiyvu8l, a9htjxrpgqlcv577x4kvlkh5h, cayu6id8xmj67n29s2x3bsbxm, 1g8xr073jl9jwmh5yrco855d6, eee0bq4dkdn91l81e8cf1zxpm, 1xxhkr7nex5mjc9hrxm100lih, 83ekq1r2omnsazmp41pio8s89, a7twqgp3fp43y1aoybfe2i8d1, 6hnzgiw8h1itz9l2j3sb6oeeh, 1ovfx9uqyflqar5cu0uishsyx, 6x3qvqsp90kjsps3e4wx0oxqt, a9ozu4hjaylfr4299ceryskid, cuc7gtr9q0465wxmzgq834ag9, 8jfjglichcg0py57hhri5v0fd, 77yaqzy45dxtzicao00jxrlgq, a1ahtfrvwqyva1m1q7fjew6ei, tkhdcvew2hyrrztin61sfw89",3881426529,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3881426541,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3881426535,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479050027,1,34,16,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-10-29T18:29:46.574Z,2022-10-29T18:29:46Z,3881429619,30,"25n2vrjnz5qsm5pigyn3ps8vd, djb8j3hb7mnnghg9jmd15w0r9, ds66cc3zwxbyl5zfzag5422g9, 1doj252anzqdzn5fknqr5i31l, 8zt0zlypar7m1eqj4zu8ul695, 1ni0afs55daxlb5ocaqb2o8vd, clnli7y2s88p16yqtrbsb99sl, 3w3z6g8x70ii3pltaxyxbycwl, bzt6oj1d4d2x3qez55hlvzpwp, 7nrjutc015x9nupdcl4hj3l5h, dh3ddfghtgeb2iu2608y96i5m, 9l70xwbhc0xr57iifzyxzot7t, c0pat4dqmsc4teand5ampsdlh, 4effb0zguv2lqtv2vl9lqb696, 1nqpxso2a9qw8w8g6u4sb60ut, 1swp008ttj3pd57fz5uw8mctm, 3vln1sp3b13v1yhcsd0vl3c2x, bdgqvvkpadpthmlm40wa6dcyx, 43mnaysq76cz587wxk8w3job9, 3mp7wghcalu9g3wxbqb9eqga",3881429625,130,7,3881429621,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3881429633,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3881429631,197,390,3881429627,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3881429629,194,8zt0zlypar7m1eqj4zu8ul695,3881429623,59,"12, 28, 6, 23, 13, 3, 7, 10, 15, 5, 11, 2, 8, 9, 14, 17, 19, 21, 44, 92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479079979,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-10-29T19:29:51.890Z,2022-10-29T19:29:53Z,3881597903,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479079973,2,32,1,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-10-29T19:29:51.890Z,2022-11-01T06:10:33Z,3881597893,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479080009,3,1,1,0,0,dich5v7sw466smbqap0d9rbyj,1,50,50,2022-10-29T19:29:51.950Z,2022-11-01T07:13:20Z,3881598063,213,2.6,3881598061,212,16.2,3881598055,56,Back,3881598065,279,S,3887546337,178,,3881598057,140,36.8,3881598059,141,62.4,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479080025,4,1,1,0,2,dich5v7sw466smbqap0d9rbyj,1,37.2,65.1,2022-10-29T19:29:54.006Z,2022-11-01T07:13:26Z,3881598141,141,75.5,3881598143,212,16.0,3881598139,140,50.9,3881598137,56,Center,3887546471,178,,3881598145,213,0.5,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479080037,5,1,1,0,4,dich5v7sw466smbqap0d9rbyj,1,49.1,74.4,2022-10-29T19:29:56.610Z,2022-11-01T07:13:34Z,3881598185,140,47.4,3881598193,213,4.3,3881598191,212,4.6,3887546667,178,,3881598189,141,68.1,3881598181,56,Back,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479080063,6,1,1,0,5,dich5v7sw466smbqap0d9rbyj,1,47.4,68.1,2022-10-29T19:29:57.167Z,2022-11-01T07:14:10Z,3881598331,56,Center,3881598333,140,52.5,3881598339,213,0.5,3881598337,212,6.2,3881598335,141,72.8,3887546817,178,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479080095,7,1,1,0,9,dich5v7sw466smbqap0d9rbyj,1,66.5,53.3,2022-10-29T19:30:01.497Z,2022-11-01T07:14:18Z,3881598497,140,78.0,3881598499,141,28.4,3887547515,178,,3881599637,210,15,3881598501,212,20.8,3881598495,56,Center,3881598503,213,5.3,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479080097,8,15,1,0,12,dich5v7sw466smbqap0d9rbyj,1,77.5,33.2,2022-10-29T19:30:04.226Z,2022-11-01T07:14:18Z,3881599639,78,,3881599353,233,3,3881599657,146,79.3,3881599641,29,,3881599643,55,7,3881598535,22,,3881598539,18,,3881599651,215,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,3881599647,102,51.5,3881598541,56,Center,3887547587,178,3881599345,72,3881599649,103,19,3881599349,82,3881599661,230,98.9,3881599663,231,48.0,3881599659,147,34.7,,,,,,,,,,
