id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value
2502466703,1,34,16,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-30T19:04:10.688Z,2023-01-30T20:16:20Z,4004618343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004728075,197,2933,4004618341,130,7,4004618337,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4004618335,30,"1tkq6knbo350vy0o8aieijmxh, 59ly8uun0sl324s7rtlmp6ac, cmxmyld8l4gjy03zxskyxf5gq, brdhlpiyg3nk936bqe50bqx1x, 8hyaww1d0p9871u8o8zk8f9at, 2nod7tpovdjb85efh2sogijth, 1w926qtyntprx5ommoaa5nhed, 3845lzar855rp3zp4stgmgul1, 7r96u3b7t46s0kg5t5qew3tnt, 2b4soa2ddbbmdwm0ur760jh05, bfy36wqp37utkkbl13k7s99m1, c9lykzcr3q7hr50ui74iqastm, 47z2phkn1i9z8p32zqlu53j6x, z6po5y26nap863d68tcekhqt, 1rdadi8uuu161wj8o7gbcn8wl, avugx69mdi4p8c25p9fetmq22, 530nhsyjmbwcpb8536pgwbld5, 361pxz5e33ydl2c3t63a9kzc9, 7137owa2iq6cpmdiwi6uldh3p, awu6zsiy6l8e3p1athc733jkl",4004618347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004618339,59,"1, 2, 5, 40, 26, 3, 16, 8, 20, 10, 7, 12, 17, 19, 21, 30, 44, 73, 83, 95",4004618345,194,2b4soa2ddbbmdwm0ur760jh05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502467133,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-01-30T19:05:32.849Z,2023-01-30T20:15:14Z,4004620433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004620429,59,"14, 2, 72, 3, 22, 13, 80, 10, 33, 11, 17, 5, 9, 20, 23, 53, 76, 83, 90, 98",4004731073,197,4663,4004620437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004620425,30,"2accix9saahg900cja5e9iw9h, d30uqfrs7mqb6jnj99qgyr28k, 9avbe1i215rk0o2j16iq0u2nd, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, bot4jd6s4g69w5wvtn9qlevx0, 1qcf5gb8wf8f4tu94xh96yqy, 7bizatqq8lesywgb68x9cizmd, evwzikhqpwulci3y20ckeoc15, 1ziaf8ivlizetjhinr9ua6uax, 7jqin4ptb8of32u4e646mxwtm, ay10c4r23f0tlyuqytje0ack4, 35csuq89nc1zgpc4j2mdav6jt, 4tyjzyixiz32zfs37qs4u6ve2, bz64q1gkwqtlc749oqqqzm5wq, t89fo4c79gkcq5wowch0xwd0, 3f2otwd2ozwk89319ssh9yjmd, 5desb812yn2icc8d2lew7lu22, 1899balq50r7vbqqf8qwjlxpl, bgcphqeckm71jpbnzjivrnug9",4004620431,130,17,4004620427,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4004620435,194,2accix9saahg900cja5e9iw9h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487585,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-01-30T20:15:27.187Z,2023-02-01T19:07:48Z,4004731403,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487577,2,32,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-30T20:15:27.187Z,2023-01-30T20:15:27Z,4004731365,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487613,3,1,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,50,50,2023-01-30T20:15:27.202Z,2023-02-01T19:32:03Z,4004731529,140,42.8,4004731533,212,13.6,4004731527,56,Back,4004731531,141,33.3,4004732869,189,,4006928701,178,,4004731535,213,4.1,4004731537,279,S,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487617,4,61,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,42.6,36.1,2023-01-30T20:15:28.146Z,2023-02-01T19:32:11Z,4004734991,189,,4006929035,178,,4004731553,56,Back,,,,,,,,,,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487621,5,1,1,0,1,alyavx3ad35bp1xuwmqk7sgev,1,57.1,25.4,2023-01-30T20:15:28.665Z,2023-02-01T19:32:18Z,4004731559,56,Right,4004735985,212,10.4,4006929359,178,,4004735987,213,4.5,4004735983,141,10.6,4004735981,140,54.6,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487625,6,1,1,0,3,alyavx3ad35bp1xuwmqk7sgev,1,53.3,11.8,2023-01-30T20:15:30.817Z,2023-02-01T19:32:22Z,4004731561,56,Right,4004736379,141,20.7,4004736383,213,0.9,4006929491,178,,4004736377,140,58.0,4004736381,212,7.8,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502488927,33,1,1,0,4,alyavx3ad35bp1xuwmqk7sgev,1,63.1,20,2023-01-30T20:15:31.736Z,2023-02-01T19:32:24Z,4004738601,140,55.4,4004738603,141,17.4,4006929591,178,,4004738605,212,8.3,4004738607,213,3.4,4004738599,56,Right,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487655,7,1,1,0,6,alyavx3ad35bp1xuwmqk7sgev,1,44.4,38,2023-01-30T20:15:33.533Z,2023-02-01T19:32:28Z,4004731737,141,67.0,4004731735,140,36.2,4004731739,212,21.5,4004731741,213,2.0,4004731733,56,Back,4006929779,178,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487701,8,1,1,0,9,alyavx3ad35bp1xuwmqk7sgev,1,36.2,67,2023-01-30T20:15:36.875Z,2023-02-01T19:32:34Z,4004731973,213,1.2,4004731971,212,20.9,4004731965,56,Back,4004731967,140,43.0,4004731969,141,95.9,4006930027,178,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487715,9,1,1,0,15,alyavx3ad35bp1xuwmqk7sgev,1,73.7,90.6,2023-01-30T20:15:43.049Z,2023-02-01T19:32:42Z,4004732075,56,Left,4004732081,212,7.2,4006930435,178,,4004732077,140,79.2,4004732079,141,96.8,4004732083,213,0.6,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487727,10,1,1,0,19,alyavx3ad35bp1xuwmqk7sgev,0,77.8,92,2023-01-30T20:15:46.948Z,2023-02-01T19:32:56Z,4004732123,56,Center,4004732127,141,74.5,4006930953,178,,4004732125,140,86.2,4004732131,213,5.4,4004732129,212,14.8,,,,,,,bfy36wqp37utkkbl13k7s99m1,L. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487761,3,12,1,0,20,8gvg1ranyf93hprfkwx3ofl2y,1,15.1,25.1,2023-01-30T20:15:47.733Z,2023-02-01T19:33:07Z,4006931413,178,,4004732287,56,Back,4004732295,213,5.9,4004732289,140,39.9,4004732291,141,7.6,4004732293,212,28.6,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487767,11,1,1,0,23,alyavx3ad35bp1xuwmqk7sgev,0,56,96,2023-01-30T20:15:51.065Z,2023-02-01T19:33:25Z,4004732331,140,69.0,4004732329,56,Left,4006931511,178,,4004732333,141,100.0,4004732337,213,0.3,4004732335,212,14.2,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487821,4,5,1,0,24,8gvg1ranyf93hprfkwx3ofl2y,1,32.4,-1.8,2023-01-30T20:15:51.968Z,2023-02-01T19:33:17Z,4004732625,347,,4004732623,56,Back,4004732647,233,12,,,,,,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487773,12,5,1,0,24,alyavx3ad35bp1xuwmqk7sgev,0,67.6,101.8,2023-01-30T20:15:51.968Z,2023-02-01T19:33:18Z,4004732345,56,Left,4004732665,233,4,4004732349,347,,,,,,,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487829,5,1,1,0,34,8gvg1ranyf93hprfkwx3ofl2y,1,35.4,0,2023-01-30T20:16:01.802Z,2023-02-01T19:33:31Z,4004732679,212,7.0,4004732677,141,7.1,4004732681,213,0.9,4004732675,140,39.5,4004732673,56,Back,4004732671,107,,,,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487837,6,1,1,0,35,8gvg1ranyf93hprfkwx3ofl2y,1,39.6,7.1,2023-01-30T20:16:02.646Z,2023-02-01T19:33:39Z,4004732709,56,Back,4004732713,141,4.3,4004732711,140,34.6,4006932865,178,,4004732715,212,5.6,4004732717,213,3.5,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487843,7,1,1,0,36,8gvg1ranyf93hprfkwx3ofl2y,1,35.5,4,2023-01-30T20:16:03.451Z,2023-02-01T19:33:43Z,4004732743,56,Back,4006933025,178,,4004732749,212,7.6,4004732745,140,36.0,4004732747,141,15.2,4004732751,213,1.5,,,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487851,8,1,1,0,37,8gvg1ranyf93hprfkwx3ofl2y,1,38.9,19.6,2023-01-30T20:16:04.969Z,2023-02-01T19:33:48Z,4004732791,212,32.1,4006933261,178,,4004732793,213,1.8,4004732795,1,,4004732787,140,31.1,4004732785,56,Back,4004732789,141,65.3,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487881,9,1,1,0,41,8gvg1ranyf93hprfkwx3ofl2y,1,34.2,71.7,2023-01-30T20:16:08.471Z,2023-02-01T19:33:55Z,4004732973,212,29.9,4006933449,178,,4004732971,141,93.2,4004732965,56,Left,4004732967,140,59.0,4004732975,213,0.5,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502487903,10,1,1,0,44,8gvg1ranyf93hprfkwx3ofl2y,1,61.9,95.7,2023-01-30T20:16:11.681Z,2023-02-01T19:34:00Z,4004733065,212,11.7,4004733067,213,6.0,4004733059,56,Left,4004733063,141,90.6,4006933591,178,,4004733061,140,72.5,,,,,,,9avbe1i215rk0o2j16iq0u2nd,Afonso  de Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
