id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/18/value
2504073281,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-02-04T19:23:49.920Z,2023-02-04T20:34:35Z,4013060279,194,3o3pp38h4ww0btuxzna0mhtcl,4013060271,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4013060275,130,11,4013060277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4013260015,197,11679,4013060281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4013060269,30,"1ocxh5s9uo0s8ag79j7iv6acp, cdkxx5845lj8spbg3ha7m1xm2, 3o3pp38h4ww0btuxzna0mhtcl, dzq4gg917idfq1rhng1coi5uc, atkoaobhylui34grbharm41xx, 2jskw42u7twkcsxa15hcysiy1, dqpofsnyszazhkp0t7gtlfi3u, 51edb4gy0w4q1wns87xehn2dx, 31i957f27zym4aj6xdjxu7nit, dyeuxixz75ematbmtiwzcvhzp, 74hu9pcq0b1z36871v3inexyi, 513jimgihzk9w1kuad57jrnxl, e4x6fx7njwfevkwf1t0ocyq51, ctkp6xkdg68xonlfkjwe580oa, 9ylq7ia76wd7pxq3ax9qo8w5x, c9juqy1fmkna7jcozyeg0weeh, 3gelookco8f9ft0guaec03t3o, 4mvqt04u92wsm1p5ja8fpilii, 22ol5dyxze6bztorp2amc85m2, 5bl0qe7l7juksox3s4u76hxat",4013060273,59,"99, 22, 31, 3, 5, 23, 7, 10, 11, 20, 21, 27, 13, 25, 34, 50, 62, 78, 91, 95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504074985,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-02-04T19:27:19.242Z,2023-02-04T20:38:53Z,4013070289,59,"14, 2, 72, 3, 22, 13, 80, 10, 9, 11, 17, 7, 20, 23, 25, 33, 53, 76, 83, 90",4013070291,130,13,4013070285,30,"2accix9saahg900cja5e9iw9h, d30uqfrs7mqb6jnj99qgyr28k, 9avbe1i215rk0o2j16iq0u2nd, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, bot4jd6s4g69w5wvtn9qlevx0, 1qcf5gb8wf8f4tu94xh96yqy, 7bizatqq8lesywgb68x9cizmd, 35csuq89nc1zgpc4j2mdav6jt, 1ziaf8ivlizetjhinr9ua6uax, 7jqin4ptb8of32u4e646mxwtm, 53sq02gs09i7chjvx2zfwdaz9, 4tyjzyixiz32zfs37qs4u6ve2, bz64q1gkwqtlc749oqqqzm5wq, 3yolt0tc40fjqupa2ea4epka1, evwzikhqpwulci3y20ckeoc15, t89fo4c79gkcq5wowch0xwd0, 3f2otwd2ozwk89319ssh9yjmd, 5desb812yn2icc8d2lew7lu22, 1899balq50r7vbqqf8qwjlxpl",4013070295,194,2accix9saahg900cja5e9iw9h,4013070297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4013290191,197,4663,4013070287,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4013070293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109427,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-02-04T20:30:43.952Z,2023-02-07T00:11:29Z,4013262485,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109419,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-02-04T20:30:43.952Z,2023-02-04T20:30:44Z,4013262447,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109445,3,1,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,50,50,2023-02-04T20:30:44.139Z,2023-02-07T05:23:07Z,4013262579,140,33.7,4013262583,212,18.5,4013262587,279,S,4013262581,141,60.3,4013262577,56,Back,4013262585,213,2.8,4018330935,178,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109501,4,1,1,0,2,8gvg1ranyf93hprfkwx3ofl2y,0,33.9,59.9,2023-02-04T20:30:46.843Z,2023-02-07T05:23:26Z,4013262959,213,5.9,4013262955,141,31.8,4013262951,56,Center,4013262949,155,,4018331193,178,,4013262957,212,48.1,4013262953,140,75.9,4013262961,1,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109479,3,44,1,0,5,22mo7qbsnyi8wtucpvhgvhw2q,1,24.2,67.1,2023-02-04T20:30:49.416Z,2023-02-07T06:54:33Z,4013263045,233,5,4013262779,285,,4013262775,56,Back,,,,,,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109503,5,44,1,0,5,8gvg1ranyf93hprfkwx3ofl2y,0,75.8,32.9,2023-02-04T20:30:49.417Z,2023-02-07T05:23:38Z,4013263065,233,3,4013262973,56,Center,4013262975,286,,,,,,,,,,,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109505,4,1,1,0,5,22mo7qbsnyi8wtucpvhgvhw2q,0,24.2,66,2023-02-04T20:30:49.474Z,2023-02-07T06:54:33Z,4013263009,213,2.1,4013262999,3,,4013263001,56,Back,4013263005,141,100.0,4013263007,212,27.8,4013263003,140,11.6,4018331385,388,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504109507,5,5,1,0,9,22mo7qbsnyi8wtucpvhgvhw2q,0,13,102,2023-02-04T20:30:53.440Z,2023-02-07T05:23:50Z,4013263011,56,Back,4013263013,347,,4013263229,233,6,,,,,,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
