id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value
2476341195,6,4,1,0,17,7kfx3xpj2c2wxinsyi16i9gaz,1,5.4,10.9,2022-10-23T14:31:25.788Z,2022-10-26T05:14:04Z,3867006829,56,Back,3867006835,285,,3867007751,294,,3867006827,13,,3867006831,152,,3867007013,233,6,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341219,6,4,1,0,17,dich5v7sw466smbqap0d9rbyj,0,94.6,89.1,2022-10-23T14:31:25.789Z,2022-10-26T05:14:03Z,3872977539,178,,3867006965,294,,3867006977,286,,3867006973,152,,3867006969,56,Left,3867006963,13,,3867007027,233,6,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341855,7,1,1,0,46,7kfx3xpj2c2wxinsyi16i9gaz,0,5.9,19.7,2022-10-23T14:31:55.180Z,2022-10-26T05:14:07Z,3867010155,213,0.1,3867010133,5,,3872977585,178,,3867010151,212,59.6,3867010157,1,,3867010147,141,29.5,3867010135,157,,3867010141,56,Center,8nesxmzgmtxcr5vu3881j6ane,M. Trmal,3867010145,140,3867010137,152,,,,,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341849,7,44,1,0,49,dich5v7sw466smbqap0d9rbyj,1,39.8,69.4,2022-10-23T14:31:58.029Z,2022-10-26T08:11:07Z,3867010111,285,,3867010109,56,Back,3867010385,233,8,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341869,8,44,1,0,49,7kfx3xpj2c2wxinsyi16i9gaz,0,60.2,30.6,2022-10-23T14:31:58.030Z,2022-10-26T05:14:11Z,3867010219,286,,3867010215,56,Center,3867010463,233,7,,,,,,,,,,,,,,,,8inrz9rna2z5lirsorindh0b9,J. Tagueu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341861,8,1,1,0,49,dich5v7sw466smbqap0d9rbyj,1,41.7,69.5,2022-10-23T14:31:58.164Z,2022-10-26T08:11:07Z,3867292581,213,4.0,3867292577,141,58.8,3867010175,56,Back,3867292579,212,9.4,3872977657,388,,3867292575,140,36.0,3867292573,3,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341909,9,1,1,0,51,dich5v7sw466smbqap0d9rbyj,0,36.3,54.3,2022-10-23T14:32:00.034Z,2022-10-26T05:14:19Z,3867010497,1,,3867010491,141,49.0,3867010495,213,5.9,3872977717,178,,3867010489,140,43.8,3867010487,56,Back,3867010493,212,8.7,3867010485,157,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341921,9,50,1,0,52,7kfx3xpj2c2wxinsyi16i9gaz,1,53.6,65.4,2022-10-23T14:32:00.801Z,2022-10-26T05:14:24Z,3867010551,56,Center,3867010735,233,10,3867010553,286,,,,,,,,,,,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341933,10,7,1,0,52,dich5v7sw466smbqap0d9rbyj,0,46.4,34.6,2022-10-23T14:32:01.227Z,2022-10-26T05:14:29Z,3867010617,56,Back,3869763631,385,,3872977805,178,,3867010689,233,9,3867010619,285,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341925,10,61,1,0,53,7kfx3xpj2c2wxinsyi16i9gaz,1,51.4,73.4,2022-10-23T14:32:02.527Z,2022-10-26T05:14:41Z,3867010567,56,Center,3872977925,178,,,,,,,,,,,,,,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341941,11,49,1,0,54,dich5v7sw466smbqap0d9rbyj,1,44.2,42.5,2022-10-23T14:32:03.397Z,2022-10-26T05:14:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477498913,1315,83,1,0,55,7kfx3xpj2c2wxinsyi16i9gaz,1,55.4,50.8,2022-10-23T14:32:03.661Z,2022-10-26T08:12:43Z,3873197151,399,97337,,,,,,,,,,,,,,,,,,,,,,8sg65mj881mnfd9wgtew01s5x,S. Beltrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341975,11,45,1,0,55,7kfx3xpj2c2wxinsyi16i9gaz,0,44.2,48.6,2022-10-23T14:32:03.720Z,2022-10-26T05:14:48Z,3867010855,285,,3867011091,233,12,3867010851,56,Back,,,,,,,,,,,,,,,,8sg65mj881mnfd9wgtew01s5x,S. Beltrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476341987,12,3,1,0,55,dich5v7sw466smbqap0d9rbyj,1,55.8,51.4,2022-10-23T14:32:03.720Z,2022-10-26T05:14:48Z,3867010923,56,Center,3872978021,178,,3867011059,233,11,3869765505,464,,3867010925,286,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342111,13,1,1,0,57,dich5v7sw466smbqap0d9rbyj,1,54,55.8,2022-10-23T14:32:05.915Z,2022-10-26T05:14:53Z,3867011657,1,,3867011643,155,,3867011649,141,87.5,3867011655,213,0.5,3872978059,178,,3867011645,56,Left,3867011653,212,45.9,3867011647,140,92.6,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342163,14,1,1,1,2,dich5v7sw466smbqap0d9rbyj,1,91.7,89.7,2022-10-23T14:32:11.336Z,2022-10-26T05:14:59Z,3867012001,140,78.8,3867012007,213,2.8,3867011999,56,Left,3867012005,212,14.4,3872978101,178,,3867012003,141,97.1,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342205,15,1,1,1,5,dich5v7sw466smbqap0d9rbyj,0,78.8,97.1,2022-10-23T14:32:14.155Z,2022-10-26T05:15:04Z,3867012197,212,40.8,3869767541,224,,3867012191,56,Center,3867012195,141,39.8,3867012189,155,,3867012187,2,,3869767543,72,,3867012201,1,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,3867012193,140,3867012199,213,5.0,3872978167,178,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342229,12,12,1,1,7,7kfx3xpj2c2wxinsyi16i9gaz,1,12.6,68.9,2022-10-23T14:32:16.249Z,2022-10-26T05:15:07Z,3867012343,213,5.9,3867012337,141,59.1,3867012331,56,Back,3872978193,388,,3867012335,140,29.3,3867012341,212,18.8,3867012347,15,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342293,16,1,1,1,8,dich5v7sw466smbqap0d9rbyj,1,68.6,41.8,2022-10-23T14:32:17.624Z,2022-10-26T05:15:14Z,3867012733,140,72.5,3867012739,213,1.3,3867012731,56,Center,3872978271,178,,3867012737,212,15.0,3867012735,141,63.0,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342357,17,1,1,1,10,dich5v7sw466smbqap0d9rbyj,1,72.5,63,2022-10-23T14:32:19.462Z,2022-10-26T05:15:20Z,3867013067,141,85.2,3867013071,213,0.9,3872978337,178,,3867013065,140,84.5,3867013069,212,19.7,3867013063,56,Left,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342379,18,1,1,1,13,dich5v7sw466smbqap0d9rbyj,0,84.5,85.2,2022-10-23T14:32:22.088Z,2022-10-26T05:15:22Z,3867013163,155,,3867013173,213,5.2,3869768353,20,,3867013165,56,Left,3867013169,141,79.7,3872978369,178,,3867013171,212,4.2,3867013167,140,86.3,dh3ddfghtgeb2iu2608y96i5m,Antony,3869768351,223,3867013161,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342343,13,61,1,1,13,7kfx3xpj2c2wxinsyi16i9gaz,1,9.7,21.5,2022-10-23T14:32:22.393Z,2022-10-26T05:15:29Z,3872978473,178,,3867013007,56,Back,3872978471,21,,,,,,,,,,,,,,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342639,19,1,1,1,20,dich5v7sw466smbqap0d9rbyj,1,76.2,89.1,2022-10-23T14:32:28.740Z,2022-10-26T05:15:39Z,3867014539,212,17.7,3867014533,56,Left,3872978579,178,,3867014535,140,59.6,3867014541,213,3.3,3867014537,141,84.2,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342695,20,1,1,1,22,dich5v7sw466smbqap0d9rbyj,1,59,83.6,2022-10-23T14:32:31.479Z,2022-10-26T05:16:19Z,3872978621,178,,3867014783,140,57.4,3867014789,213,4.5,3867014781,56,Center,3867014787,212,10.3,3867014785,141,68.6,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342757,21,1,1,1,25,dich5v7sw466smbqap0d9rbyj,1,57.3,68.6,2022-10-23T14:32:33.965Z,2022-10-26T05:16:39Z,3867015077,140,44.8,3867015081,141,26.0,3867015087,213,4.3,3872978665,178,,3867015085,212,31.8,3867015073,56,Back,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342839,22,1,1,1,28,dich5v7sw466smbqap0d9rbyj,0,44.8,26,2022-10-23T14:32:37.301Z,2022-10-26T05:16:30Z,3867015585,213,5.7,3867015575,155,,3867015587,1,,3867015581,141,0.0,3867015577,56,Right,3872979073,178,,3867015583,212,35.0,3867015579,140,73.2,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342989,14,5,1,1,31,7kfx3xpj2c2wxinsyi16i9gaz,1,29.2,101.2,2022-10-23T14:32:39.838Z,2022-10-26T05:16:42Z,3867016341,233,23,3867016315,56,Back,3867016317,347,,,,,,,,,,,,,,,,,8sg65mj881mnfd9wgtew01s5x,S. Beltrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476342849,23,5,1,1,31,dich5v7sw466smbqap0d9rbyj,0,70.8,-1.2,2022-10-23T14:32:39.838Z,2022-10-26T05:16:42Z,3867015615,347,,3867015613,56,Right,3867016403,233,14,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343019,15,1,1,1,33,7kfx3xpj2c2wxinsyi16i9gaz,1,40.7,100,2022-10-23T14:32:42.113Z,2022-10-26T05:16:57Z,3867016481,213,4.5,3867016477,141,80.8,3867016471,107,,3867016475,140,37.3,3867016473,56,Back,3867016479,212,14.3,3867329057,189,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476401837,390,1,1,1,34,7kfx3xpj2c2wxinsyi16i9gaz,1,42.1,83.1,2022-10-23T14:32:43.113Z,2022-10-26T05:16:56Z,3867330093,141,83.6,3867330099,213,3.1,3867330087,189,,3867330089,56,Back,3867330097,212,10.1,3872979305,178,,3867330091,140,32.5,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343105,16,1,1,1,37,7kfx3xpj2c2wxinsyi16i9gaz,1,32.2,82.4,2022-10-23T14:32:46.573Z,2022-10-26T05:17:02Z,3867017007,141,56.7,3867017013,212,18.8,3867016999,56,Back,3872979427,178,,3867017027,213,4.3,3867017003,140,25.6,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343151,17,1,1,1,43,7kfx3xpj2c2wxinsyi16i9gaz,1,36.9,56.1,2022-10-23T14:32:52.099Z,2022-10-26T05:17:06Z,3872979479,178,,3867017247,141,71.4,3867017245,140,39.9,3867017251,213,1.3,3867017243,56,Back,3867017249,212,10.9,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343231,18,1,1,1,45,7kfx3xpj2c2wxinsyi16i9gaz,1,39.9,71.4,2022-10-23T14:32:54.126Z,2022-10-26T05:17:09Z,3867017661,141,95.6,3867017665,213,1.2,3867017659,140,46.3,3867017657,56,Back,3872979527,178,,3867017663,212,17.8,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343291,19,1,1,1,48,7kfx3xpj2c2wxinsyi16i9gaz,0,57,95.4,2022-10-23T14:32:56.913Z,2022-10-26T05:17:12Z,3867017947,213,6.1,3872979583,178,,3867017941,141,87.3,3867017933,155,,3867017939,140,85.4,3867017943,212,30.3,3867017937,56,Left,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343447,28,44,1,1,49,dich5v7sw466smbqap0d9rbyj,1,16.5,16.2,2022-10-23T14:32:58.504Z,2022-10-26T08:11:08Z,3867018749,56,Back,3867018857,233,20,3867018753,285,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343311,20,44,1,1,49,7kfx3xpj2c2wxinsyi16i9gaz,0,83.5,83.8,2022-10-23T14:32:58.505Z,2022-10-26T05:17:15Z,3867018067,286,,3867018905,233,28,3867018065,56,Left,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343271,24,12,1,1,50,dich5v7sw466smbqap0d9rbyj,1,18.8,17.8,2022-10-23T14:32:58.816Z,2022-10-26T08:11:08Z,3867299375,212,2.4,3872979747,388,,3867299377,213,4.8,3867299371,140,18.9,3867299373,141,14.3,3867017881,56,Back,3867299511,15,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343349,21,61,1,1,50,7kfx3xpj2c2wxinsyi16i9gaz,1,85.1,88.1,2022-10-23T14:32:58.920Z,2022-10-26T05:17:35Z,3872979799,178,,3867018263,56,Left,,,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343343,25,49,1,1,51,dich5v7sw466smbqap0d9rbyj,1,15.5,17.8,2022-10-23T14:32:59.832Z,2022-10-26T05:17:39Z,,,,,,,,,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343367,26,12,1,1,51,dich5v7sw466smbqap0d9rbyj,1,15.5,17.8,2022-10-23T14:33:00.137Z,2022-10-26T05:17:43Z,3867018349,213,5.1,3867018343,140,20.3,3867018347,212,14.0,3872979911,178,,3867018431,167,,3867018341,56,Back,3867018345,141,0.0,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343387,22,5,1,1,52,7kfx3xpj2c2wxinsyi16i9gaz,1,80.9,101.4,2022-10-23T14:33:01.015Z,2022-10-26T05:17:45Z,3867018451,347,,3867018449,56,Left,3867018651,233,27,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343377,27,5,1,1,52,dich5v7sw466smbqap0d9rbyj,0,19.1,-1.4,2022-10-23T14:33:01.015Z,2022-10-26T05:17:45Z,3867018659,233,22,3867018399,56,Back,3867018401,347,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343489,23,1,1,1,55,7kfx3xpj2c2wxinsyi16i9gaz,1,82.1,100,2022-10-23T14:33:03.970Z,2022-10-26T05:17:52Z,3867019015,212,11.5,3867019011,140,72.9,3867019009,56,Left,3867019017,213,3.7,3867019007,107,,3867019013,141,92.3,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476343559,24,1,1,1,58,7kfx3xpj2c2wxinsyi16i9gaz,1,72.9,91.5,2022-10-23T14:33:06.974Z,2022-10-26T05:17:57Z,3867019373,140,71.4,3867019395,212,2.5,3872980065,178,,3867019397,213,2.2,3867019375,141,94.4,3867019371,56,Left,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477456329,841,67,1,1,59,7kfx3xpj2c2wxinsyi16i9gaz,1,70.9,94.7,2022-10-23T14:33:08.019Z,2022-10-26T08:11:08Z,3873001913,233,909,,,,,,,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477456327,909,67,1,1,59,dich5v7sw466smbqap0d9rbyj,0,29.1,5.3,2022-10-23T14:33:08.020Z,2022-10-26T05:41:32Z,3873001921,233,841,,,,,,,,,,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
