id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2496013601,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-01-08T17:13:19.372Z,2023-01-08T18:00:52Z,3970762879,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970762871,59,"31, 2, 94, 21, 3, 4, 23, 6, 36, 7, 38, 1, 10, 11, 12, 27, 39, 45, 49, 78",3970762875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970762867,30,"4nl5hapemrmmuh1r8afne8b85, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 8qn1z72et0w6bqw9mstopb7px, a00q0qj479gzj5hymx4ix5lp0, 8czsihbd6817k4uzvwenqvxex, 3bysj69bufnbqx70q6ufzat49, 1c8ki3i0dz0axlnd0vauzw9d6, 388ux45xau80x9rom4s2bapgq, 57xeumfhz5h30yn1168rgljah, bn1rwgy1yhd0ov3u4pu2lb6ga, 3y7h2e79gvzrqor9gg854dl91, 8sg65mj881mnfd9wgtew01s5x, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 6i4i4rqqcvxa7rsysriqxlxat, bmv1uzsltia86qpoj52ycfai, 68o93orxpx4ehs4dsa57521g5, 6acd83o0lyumoagg9wbgj56cq, 8lfengqjqj0ps8l2bc4om6238",3970762877,194,3bysj69bufnbqx70q6ufzat49,3970762873,130,2,3970891993,197,385,3970762869,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496015257,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-08T17:16:00.979Z,2023-01-08T17:56:50Z,3970771247,194,a9htjxrpgqlcv577x4kvlkh5h,3970771243,130,17,3970771237,30,"342kh2ue733edf9q7s0a2edat, 77yaqzy45dxtzicao00jxrlgq, 1xxhkr7nex5mjc9hrxm100lih, 3fo37mb4cp6lb0e86hhiyvu8l, a9htjxrpgqlcv577x4kvlkh5h, cayu6id8xmj67n29s2x3bsbxm, 8jfjglichcg0py57hhri5v0fd, d6tc895jr5kkxotydz2jcjx1w, c270jephiphzfpig96q3jyz11, 6x3qvqsp90kjsps3e4wx0oxqt, 83ekq1r2omnsazmp41pio8s89, 6hnzgiw8h1itz9l2j3sb6oeeh, 1ovfx9uqyflqar5cu0uishsyx, a9ozu4hjaylfr4299ceryskid, cuc7gtr9q0465wxmzgq834ag9, a7twqgp3fp43y1aoybfe2i8d1, 9qp4xdwqq8odu20tto0zztz4k, 10k53pv13mw9hzllv70umgzbp, a1ahtfrvwqyva1m1q7fjew6ei, tkhdcvew2hyrrztin61sfw89",3970892009,197,12029,3970771249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970771239,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970771245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970771241,59,"1, 24, 33, 2, 4, 25, 15, 82, 20, 10, 17, 3, 6, 11, 12, 16, 32, 47, 63, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496038151,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-01-08T18:00:59.490Z,2023-01-10T18:13:03Z,3970899165,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496038125,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-08T18:00:59.490Z,2023-01-08T18:00:59Z,3970899009,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496038149,3,1,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,50.1,50,2023-01-08T18:00:59.590Z,2023-01-11T02:32:34Z,3970899147,140,42.9,3970899151,212,7.6,3970899155,279,S,3973256715,178,,3970899149,141,50.6,3970899153,213,3.1,3970899145,56,Back,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496038165,4,1,1,0,2,7catg5lpivcmpf4xhggh6d8rk,1,42.6,49.3,2023-01-08T18:01:01.610Z,2023-01-11T02:32:39Z,3970899241,213,3.9,3970899225,56,Back,3970899231,140,34.7,3970899235,141,36.6,3970899237,212,12.0,3973256731,178,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496038181,5,1,1,0,5,7catg5lpivcmpf4xhggh6d8rk,1,36,37.1,2023-01-08T18:01:04.805Z,2023-01-11T02:32:42Z,3973256743,178,,3970899335,212,17.8,3970899329,56,Back,3970899331,140,49.1,3970899337,213,0.7,3970899333,141,53.6,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496039063,27,61,1,0,6,7catg5lpivcmpf4xhggh6d8rk,1,49.4,54.6,2023-01-08T18:01:06.052Z,2023-01-11T02:32:46Z,3970904119,56,Back,3973256769,178,,,,,,,,,,,,,,,,,,,,d6tc895jr5kkxotydz2jcjx1w,Mateus Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496038213,7,4,1,0,8,7catg5lpivcmpf4xhggh6d8rk,1,61.9,67,2023-01-08T18:01:08.079Z,2023-01-11T02:32:51Z,3970899545,233,3,3970899513,265,,3970899509,56,Center,3970899515,286,,3970899511,152,,3970899507,13,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496038205,3,4,1,0,8,7kfx3xpj2c2wxinsyi16i9gaz,0,38.1,33,2023-01-08T18:01:08.080Z,2023-01-11T02:32:51Z,3970899555,233,7,3970899483,285,,3970899477,56,Back,3970899479,152,,3970899475,13,,3973256801,178,,3970899481,265,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
