id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2519365207,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-03-12T17:02:17.517Z,2023-03-12T17:58:50Z,4093777669,130,8,4093777673,194,bvy7d4r2ve9f5x1xyv0tx5cr9,4093777675,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093777671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093777667,59,"31, 2, 94, 10, 5, 3, 7, 15, 9, 23, 38, 4, 12, 17, 21, 27, 29, 30, 36, 45",4094116923,197,385,4093777663,30,"4nl5hapemrmmuh1r8afne8b85, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 8sg65mj881mnfd9wgtew01s5x, bvy7d4r2ve9f5x1xyv0tx5cr9, a00q0qj479gzj5hymx4ix5lp0, 57xeumfhz5h30yn1168rgljah, 5n3pl3j98lkmzzus1b095bkd1, 4rfcpo4l9f8x1m0rlnwloefl6, 3bysj69bufnbqx70q6ufzat49, bn1rwgy1yhd0ov3u4pu2lb6ga, 8czsihbd6817k4uzvwenqvxex, cqfw0fsbxyjb7mduk2hk27e1h, 5ikeslw81x2em97k79crmhh0q, 8qn1z72et0w6bqw9mstopb7px, 6i4i4rqqcvxa7rsysriqxlxat, 90moydtk6dv07bfaqki5s6ymt, 3uma2r2ks9a44deiwpncec8np, 388ux45xau80x9rom4s2bapgq, 68o93orxpx4ehs4dsa57521g5",4093777665,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366623,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-03-12T17:03:49.253Z,2023-03-12T17:59:09Z,4093785395,30,"7jtc6yk5xu4cm1an97wrgozbp, 9j0v9bomstpbku7nnmqp8n7c9, 12f4mz064elnxecq2srl7r6j9, yzee990gbkpl00qdgr6h3r2t, x32fbvwwxkda9ruezw67b3dh, 2p86mzr8qnu9iy01fusvovf56, fvuj5umkjxxb1btu6004xjh1, 5t952swvuoed4pdwgbi4yjhex, 9v4l7ic3ve6d22c0gs9p1oe3u, 7pi4j76iy3cfh0bfkxf9x8ell, 4dh4ws8ehn6uywozt6ygczs2d, 7qwzed85qna21zisvvatrjlxx, er2t5qzxjzjgiz64l5qqk3mjt, 3o4tq8qooplx2izq9rucgu7d, f4p22zbcs9l5dwhvqg6wstmcq, chfqy504a1mnfs67pbdbk0jfu, bxcpii8qeyw2duignml45sc15, kvbjuvcseqk4sbr04ctkqi38, 929ho421g2zacylfc97m23uac, bocgbpxctelmsucqoba2dujca",4093785405,194,x32fbvwwxkda9ruezw67b3dh,4093785403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093785401,130,8,4093785397,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4093785407,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4094118037,197,16750,4093785399,59,"99, 6, 3, 22, 30, 66, 20, 61, 88, 7, 8, 2, 4, 19, 21, 24, 33, 73, 87, 91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429169,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-03-12T18:01:54.440Z,2023-03-12T18:01:54Z,4094126953,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429181,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-03-12T18:01:54.440Z,2023-03-14T21:44:36Z,4094127011,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429241,3,1,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,50,50,2023-03-12T18:01:54.481Z,2023-03-15T05:15:01Z,4094127337,140,43.0,4094127335,56,Back,4094127339,141,46.6,4094127343,213,3.4,4094127345,279,S,4094127341,212,7.7,4098761563,178,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429249,4,1,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,44.8,50,2023-03-12T18:01:55.438Z,2023-03-15T05:15:07Z,4098761633,178,,4094127389,141,50.7,4094127385,56,Back,4094127391,212,5.2,4094127393,213,0.1,4094127387,140,49.7,,,,,,,yzee990gbkpl00qdgr6h3r2t,Chiquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429277,5,1,1,0,2,9ldqu49smv1xg2va0n2cy28zl,1,49.3,50.6,2023-03-12T18:01:57.213Z,2023-03-15T05:15:12Z,4094127521,213,5.0,4098761667,178,,4094127519,212,27.8,4094127517,141,11.0,4094127515,140,55.9,4094127513,56,Right,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429281,6,50,1,0,6,9ldqu49smv1xg2va0n2cy28zl,1,54.1,8.7,2023-03-12T18:02:00.991Z,2023-03-15T05:16:03Z,4094127545,286,,4094127543,56,Right,4094127579,233,3,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429259,3,7,1,0,6,7kfx3xpj2c2wxinsyi16i9gaz,1,45.9,91.3,2023-03-12T18:02:01.148Z,2023-03-15T05:16:08Z,4097829839,383,,4094127437,56,Back,4098761769,178,,4094127575,233,6,4094127439,285,,,,,,,,,,,bn1rwgy1yhd0ov3u4pu2lb6ga,Léo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429263,4,49,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,1,57.7,90.8,2023-03-12T18:02:01.936Z,2023-03-15T05:16:16Z,,,,,,,,,,,,,,,,,,,,,,,,,bn1rwgy1yhd0ov3u4pu2lb6ga,Léo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519429285,5,61,1,0,9,7kfx3xpj2c2wxinsyi16i9gaz,1,58.1,87,2023-03-12T18:02:03.872Z,2023-03-15T05:16:33Z,4094127559,56,Left,4098761901,178,,,,,,,,,,,,,,,,,,,,bn1rwgy1yhd0ov3u4pu2lb6ga,Léo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
