id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value,assist
2521086841,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-03-17T19:04:25.283Z,2023-03-17T20:14:06Z,4102927875,194,3qbeypoqvj93wzbbqd1upx7f9,4102927873,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102927869,59,"12, 13, 32, 44, 20, 2, 40, 6, 24, 7, 37, 4, 9, 11, 19, 31, 39, 49, 74, 80",4102927871,130,13,4102927877,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4103252155,197,13168,4102927867,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102927865,30,"byk4cll4gdgp2n5ocxrb5j1t5, 3776gjrdiqfvch2wk5kde2w2x, fkx4v1ux771bqn2g9bn3340k, l8ewedihgtz1oz6ikm333mz8, 5k74ofoqel095frhszvdmxbhm, 3qbeypoqvj93wzbbqd1upx7f9, 5u3nf7qbreypvi8rut8n8smhh, 9kn7hs1nbc0rcismky05z6zmx, 2vsfek9vs6zdvueb4v23vrj6d, 36zf6j90b94qls6y50c1xgi51, 17zcm8ikgfdl5o4c7o5yhulpm, aw1gqkqpznn5ku7ca9hy2skix, 35y61220qzlyedki00vfmioyx, 4h2rr9ltxtw6w2hgzm0tu5jo5, 28029kae9ievarvyirn1cboix, 66jgw85uti6qsgxmlkzz2726t, 4flr4t07s463ioooy31ov8fs9, 2r6ma23qtyq2l18m21eksjp7u, 257e4odsfzeqbdyhbqtpokbth, d7k81mlt4vh9lex8fd10tigh5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521086875,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-03-17T19:04:27.301Z,2023-03-17T20:38:11Z,4102928033,59,"18, 20, 77, 4, 33, 42, 21, 6, 22, 95, 8, 1, 9, 11, 15, 17, 27, 16, 36, 93",4102928035,130,12,4102928031,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102928037,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102928039,194,9sfjkb99h1b1obdmedrecag9h,4102928041,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4103239181,197,377,4102928029,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, djqbki8jap3rp8l0izzly9tzo, 8uxdtdynfnmlx0ro5iounze1, 75znincjirp1z8bcw9nhztxat, 803s6ja43m4i9jhl97jd37s2x, 9kvoxdbnb5kt2dzy7kr0s7v11, e6ztipndwfp33c6j7yebsyx91, 79mo2l821d5zq6dyrg9qkpf4l, 6fvujizi2c81rxbbble21p32t, 9sfjkb99h1b1obdmedrecag9h, 5881z0950eh6003uukdwkuql0, 55r9zkckjjq4txriw3jhguwnp, 2u5a79zhvgasvp6yinny8kr2s, c38u6t2mr5f441tcuxlwpulpm, 1g46yyjzlu0vqpk3w51scv1ed, apjgf0d7fwwdsb06vdlsjyc45, 8lahho5viagd48ufvp582453p, 54dlh5wx66prdzamwbojtpfys, 2rw2a005v9ehuopm1hf87uvah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149555,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-03-17T20:15:10.310Z,2023-03-17T22:36:03Z,4103258723,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149569,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-03-17T20:15:10.310Z,2023-03-18T11:22:28Z,4103258799,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149621,3,1,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,50.3,50.4,2023-03-17T20:15:10.430Z,2023-03-18T13:27:11Z,4103259051,212,15.1,4103259053,213,3.4,4103259055,279,S,4103259045,56,Back,4103259047,140,36.2,4104850589,178,,4103259049,141,45.7,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149661,4,1,1,0,2,cgvbluoerzbzcr7aaxge3wkcv,1,36.2,45.7,2023-03-17T20:15:12.321Z,2023-03-18T13:27:15Z,4103259249,212,16.5,4103259245,140,27.3,4103259243,56,Back,4103259247,141,25.7,4104850921,178,,4103259251,213,4.1,,,,,,,9sfjkb99h1b1obdmedrecag9h,Vitor Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149747,5,1,1,0,5,cgvbluoerzbzcr7aaxge3wkcv,1,27.3,25.7,2023-03-17T20:15:15.688Z,2023-03-18T13:27:18Z,4104851223,178,,4103259659,56,Back,4103259667,213,1.6,4103259661,140,26.7,4103259663,141,47.6,4103259665,212,14.9,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149829,6,1,1,0,10,cgvbluoerzbzcr7aaxge3wkcv,1,26.7,47.6,2023-03-17T20:15:21.010Z,2023-03-18T13:27:22Z,4103260129,213,4.8,4103260121,56,Back,4103260127,212,12.4,4103260125,141,29.6,4103260123,140,28.3,4104851693,178,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149889,7,1,1,0,15,cgvbluoerzbzcr7aaxge3wkcv,1,28.9,28.4,2023-03-17T20:15:25.414Z,2023-03-18T13:27:27Z,4103260485,212,14.7,4103260483,141,49.9,4103260481,140,27.9,4103260487,213,1.6,4104852135,178,,4103260479,56,Back,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521149971,8,1,1,0,17,cgvbluoerzbzcr7aaxge3wkcv,1,28.8,51.8,2023-03-17T20:15:28.043Z,2023-03-18T13:27:31Z,4103260891,56,Back,4103260897,141,77.1,4103260895,140,32.8,4103260903,213,1.3,4104852497,178,,4103260901,212,17.7,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
