id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2507243461,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-02-12T19:37:11.017Z,2023-02-12T20:37:57Z,4029665693,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4029665699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029665695,59,"30, 2, 94, 10, 5, 15, 23, 8, 9, 7, 29, 38, 17, 3, 4, 11, 12, 21, 27, 31",4029665691,30,"3uma2r2ks9a44deiwpncec8np, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 8sg65mj881mnfd9wgtew01s5x, bvy7d4r2ve9f5x1xyv0tx5cr9, 5n3pl3j98lkmzzus1b095bkd1, 3bysj69bufnbqx70q6ufzat49, 549guee46difwv85rq18p7f1l, 4rfcpo4l9f8x1m0rlnwloefl6, 57xeumfhz5h30yn1168rgljah, 90moydtk6dv07bfaqki5s6ymt, bn1rwgy1yhd0ov3u4pu2lb6ga, 5ikeslw81x2em97k79crmhh0q, a00q0qj479gzj5hymx4ix5lp0, 8czsihbd6817k4uzvwenqvxex, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 8qn1z72et0w6bqw9mstopb7px, 6i4i4rqqcvxa7rsysriqxlxat, 4nl5hapemrmmuh1r8afne8b85",4029798643,197,385,4029665703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029665697,130,2,4029665701,194,bvy7d4r2ve9f5x1xyv0tx5cr9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507244147,1,34,16,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-02-12T19:38:47.413Z,2023-02-12T20:33:52Z,4029669295,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029798565,197,13139,4029669299,194,5nlzolv5bg03eiopba58rs251,4029669291,59,"1, 2, 26, 19, 15, 4, 22, 88, 23, 10, 14, 3, 5, 6, 7, 9, 12, 17, 27, 89",4029669293,130,8,4029669287,30,"5nlzolv5bg03eiopba58rs251, 1wtikted5kmtz3bpu17enlvc9, csvbc0k1f54418nn8pjhg8ull, 5r7q0eg6pmoq0safxa9tnm5l, 51rs6ozeux61yyjfk9ci86311, 2psarhoauswcdof4nb22sw7ah, elgb3y6p91z049awc7u549785, 5bo84b7398nyv87ztwd8wxh3p, 43xutn1unln5o3gwx3cl4lo0l, 33qmom9yrc1ft1cte9qju1djp, 23d0t7gqlra3jkskn18bh752i, 8t404ou7dw8vprk9h7jjuqjt, 88hqy3ztjmtahcv0sz6rduv6y, c8s3kzk7jpdpp5ctzqkzh9vit, 2apqk2zobhs8ypnaw0bzkch9m, e5xv1rmy69kwuxjxin653ojqh, c3pxiexbciif7uu845ivx5hhx, dstxo7i9rklcwq64pik7jdgyc, y6esn24vphnrw3y50poje21h, 60jyy87x7db7wjur76irnisyc",4029669301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4029669289,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269205,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-02-12T20:32:20.213Z,2023-02-14T23:44:42Z,4029811215,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269237,2,32,1,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-02-12T20:32:20.213Z,2023-02-12T20:32:22Z,4029811357,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269221,3,1,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,49.9,49.9,2023-02-12T20:32:20.229Z,2023-02-15T07:45:51Z,4029811307,141,46.0,4029811313,279,S,4029811311,213,3.5,4033309299,178,,4029811319,189,,4029811305,140,43.8,4029811309,212,6.9,4029811303,56,Back,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269251,4,1,1,0,1,7kfx3xpj2c2wxinsyi16i9gaz,1,41.7,44.5,2023-02-12T20:32:21.921Z,2023-02-15T07:45:55Z,4029811423,140,26.4,4029811425,141,37.7,4029811429,213,3.4,4029811421,56,Back,4033309371,178,,4029811427,212,16.7,,,,,,,8sg65mj881mnfd9wgtew01s5x,S. Beltrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269267,5,1,1,0,3,7kfx3xpj2c2wxinsyi16i9gaz,1,26.4,37.7,2023-02-12T20:32:23.824Z,2023-02-15T07:46:00Z,4029811507,212,28.6,4033309441,178,,4029811505,141,79.7,4029811509,213,1.6,4029811501,56,Back,4029811503,140,24.5,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269293,6,1,1,0,6,7kfx3xpj2c2wxinsyi16i9gaz,1,24.4,78.8,2023-02-12T20:32:26.633Z,2023-02-15T07:46:06Z,4033309551,178,,4029811641,56,Back,4029811649,213,4.0,4029811645,141,51.0,4029811643,140,10.0,4029811647,212,24.2,,,,,,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269377,7,1,1,0,13,7kfx3xpj2c2wxinsyi16i9gaz,1,12.4,45.5,2023-02-12T20:32:33.960Z,2023-02-15T07:46:10Z,4029812089,140,12.7,4029812087,56,Back,4033309645,178,,4029812091,141,85.4,4029812095,213,1.6,4029812093,212,27.1,,,,,,,3uma2r2ks9a44deiwpncec8np,G. Makaridze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507269429,8,1,1,0,17,7kfx3xpj2c2wxinsyi16i9gaz,0,18,97.4,2023-02-12T20:32:38.135Z,2023-02-15T07:46:15Z,4029812301,56,Center,4029812309,213,5.6,4029812305,141,56.0,4033309715,178,,4029812303,140,53.0,4029812299,155,,4029812307,212,46.3,4029812311,1,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
