id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2479668079,1,34,16,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-10-30T17:04:08.597Z,2022-10-30T18:03:57Z,3884962197,197,7108,3884712681,194,6wjwijfj7i2vvlsxzyzfb2cwl,3884712675,130,13,3884712665,30,"4k2wic25asdlmuqr17e3s6nkl, 28lucwbes9q95s1j4mgy2s50q, 58r7rr6rqtji5m0bkdxmwqqui, dcj62hda8r17fx396ks6w79p1, 6wjwijfj7i2vvlsxzyzfb2cwl, d92r3s9hlaq3k56b503ovjfmd, 64upo0p7ealjcpfkldjiqlvit, 2ban1f798o92hq593c8a0nv11, edk9jemtelz51uoob4quyd4kq, bxbvbqfhiv1hivt3ttxum1uy1, 53unfq55ouhqni5jbl07fyqc5, 3uvek737jr8909is4vi1d9nxm, 6uubxxvwp558g19wxmprfqtw5, 9cju5a96bsq9fqhbl5ub6nisp, cwd95dwww2bs1d9wzjpw3ydx, 7btjqixepiu3ykopyvg3k6itx, dqpkkgodtwn11fgpq2c3tlqz9, 3qqh9uurvqkg6aljwwjyxp8mh, ag5ozuf1o3ixkdrdb39g9dasp, 613xzggyqa0ugkmu2u6oxkmp5",3884712683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884712679,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884712671,59,"33, 42, 5, 3, 13, 15, 8, 27, 99, 14, 7, 4, 6, 10, 11, 16, 19, 23, 68, 88",3884712669,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479670635,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-10-30T17:06:32.273Z,2022-10-30T18:21:26Z,3884725827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884725817,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3884962021,197,377,3884725821,130,17,3884725819,59,"18, 20, 24, 4, 33, 23, 30, 6, 19, 15, 22, 1, 3, 8, 9, 10, 13, 17, 21, 77",3884725815,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, dy434rgboexxvq6tgr8gwef9x, 8uxdtdynfnmlx0ro5iounze1, 75znincjirp1z8bcw9nhztxat, 110maz3wmyhfk670un6ieloet, 912y0yoa524suow0wvpbtwq1h, e6ztipndwfp33c6j7yebsyx91, 433k61rvy0ay7lcsyxd918r8p, c38u6t2mr5f441tcuxlwpulpm, 79mo2l821d5zq6dyrg9qkpf4l, 5881z0950eh6003uukdwkuql0, 36bi849x9anyfayunuudgcdbe, 9sfjkb99h1b1obdmedrecag9h, 55r9zkckjjq4txriw3jhguwnp, 4agmh5fbf826bjrxtg3mw5at, cvqqwbdd3dttekkcooh7i80h6, 1g46yyjzlu0vqpk3w51scv1ed, 9kvoxdbnb5kt2dzy7kr0s7v11, djqbki8jap3rp8l0izzly9tzo",3884725823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884725825,194,e6ztipndwfp33c6j7yebsyx91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715313,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-10-30T18:03:35.360Z,2022-10-30T18:03:37Z,3884975451,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715293,2,32,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-10-30T18:03:35.360Z,2022-11-01T19:25:05Z,3884975357,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715349,3,1,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,49.8,50.1,2022-10-30T18:03:35.380Z,2022-11-01T20:08:40Z,3888307759,178,,3884975627,212,19.9,3884975631,279,S,3884975623,140,30.9,3884975625,141,48.4,3884975621,56,Back,3884975629,213,3.2,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715387,4,1,1,0,2,ewsf6evtguu9j7k6js4tlgl89,1,29.5,49.3,2022-10-30T18:03:38.246Z,2022-11-01T20:08:47Z,3884975829,212,16.3,3884975831,213,1.6,3888308213,178,,3884975827,141,73.2,3884975825,140,28.3,3884975823,56,Back,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715399,5,1,1,0,5,ewsf6evtguu9j7k6js4tlgl89,1,27.8,73.8,2022-10-30T18:03:40.503Z,2022-11-01T20:08:50Z,3884975895,141,97.2,3884975893,140,36.4,3884975899,213,1.1,3884975891,56,Back,3888308411,178,,3884975897,212,18.3,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715433,6,1,1,0,7,ewsf6evtguu9j7k6js4tlgl89,1,36.3,97.2,2022-10-30T18:03:42.736Z,2022-11-01T20:09:11Z,3884976089,212,20.2,3884976081,56,Back,3884976083,140,23.5,3884976087,141,75.1,3884976091,213,4.0,3888309701,178,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715483,7,1,1,0,10,ewsf6evtguu9j7k6js4tlgl89,1,22.9,73.9,2022-10-30T18:03:45.793Z,2022-11-01T20:09:16Z,3884976287,212,37.8,3884976291,1,,3884976289,213,5.9,3884976281,56,Center,3884976285,141,55.4,3888309987,178,,3884976279,155,,3884976283,140,56.8,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715487,8,61,1,0,12,ewsf6evtguu9j7k6js4tlgl89,0,56.6,56.1,2022-10-30T18:03:48.138Z,2022-11-01T20:09:24Z,3884976303,56,Center,3888310437,178,,3888310435,21,,,,,,,,,,,,,,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715519,3,1,1,0,14,cgvbluoerzbzcr7aaxge3wkcv,0,44.8,44.3,2022-10-30T18:03:49.861Z,2022-11-01T20:09:29Z,3884976445,140,65.1,3884976453,1,,3884976443,56,Right,3884976449,212,37.7,3884976441,157,,3884976451,213,5.3,3888310669,178,,3884976447,141,0.0,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715525,4,5,1,0,17,cgvbluoerzbzcr7aaxge3wkcv,0,65,-1.6,2022-10-30T18:03:52.559Z,2022-11-01T20:09:33Z,3884976795,233,9,3884976483,347,,3884976481,56,Right,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715569,9,5,1,0,17,ewsf6evtguu9j7k6js4tlgl89,1,35,101.6,2022-10-30T18:03:52.559Z,2022-11-01T20:09:33Z,3884976709,347,,3884976707,56,Back,3884976787,233,4,,,,,,,,,,,,,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715787,10,1,1,0,30,ewsf6evtguu9j7k6js4tlgl89,1,31.8,100,2022-10-30T18:04:06.255Z,2022-11-01T20:09:40Z,3884977941,213,5.8,3884977933,56,Back,3884977935,140,41.9,3884977931,107,,3884977939,212,11.7,3884977937,141,94.5,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715797,11,1,1,0,35,ewsf6evtguu9j7k6js4tlgl89,1,41.7,77.5,2022-10-30T18:04:10.480Z,2022-11-01T20:09:46Z,3884978007,140,45.8,3884978011,212,9.6,3884978009,141,64.8,3888311995,178,,3884978013,213,5.2,3884978003,56,Back,,,,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715809,12,1,1,0,35,ewsf6evtguu9j7k6js4tlgl89,1,45.8,64.8,2022-10-30T18:04:11.352Z,2022-11-01T20:09:54Z,3884978081,56,Center,3884978089,213,0.6,3884978083,140,55.8,3884978085,141,74.7,3884978087,212,12.5,3888312685,178,,,,,,,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715867,13,1,1,0,37,ewsf6evtguu9j7k6js4tlgl89,1,55.8,74.7,2022-10-30T18:04:12.587Z,2022-11-01T20:10:08Z,3884978447,213,0.0,3884978445,212,21.1,3884978439,56,Center,3888313271,178,,3884978443,141,75.0,3884979893,210,13,3884978441,140,75.9,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715873,14,13,1,0,43,ewsf6evtguu9j7k6js4tlgl89,1,92.7,66,2022-10-30T18:04:18.440Z,2022-11-01T20:10:08Z,3884979935,55,13,3888313831,178,,3884979945,230,97.8,3884979939,102,57.5,3884978489,22,,3884978491,64,,3884979451,72,,3884979947,231,56.0,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,3884978493,56,Center,3884979941,103,31.9,3884979933,29,3884979943,215,3884979931,83,,,,,,,,,,,,,,,,,,,,,,,,,
2479715891,5,5,1,0,43,cgvbluoerzbzcr7aaxge3wkcv,1,-1,42.6,2022-10-30T18:04:19.225Z,2022-11-01T20:10:10Z,3884978583,346,,3884978589,233,15,3884978581,56,Back,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479715879,15,5,1,0,43,ewsf6evtguu9j7k6js4tlgl89,0,101,57.4,2022-10-30T18:04:19.225Z,2022-11-01T20:10:10Z,3884978509,346,,3884978507,56,Center,3884978609,233,5,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479716291,6,1,1,1,16,cgvbluoerzbzcr7aaxge3wkcv,1,4.4,50.3,2022-10-30T18:04:51.521Z,2022-11-01T20:10:22Z,3884980651,140,12.4,3884980649,56,Back,3884980661,237,,3884980653,141,68.7,3884980655,212,15.1,3884980647,124,,3884980657,213,1.0,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479716351,7,1,1,1,18,cgvbluoerzbzcr7aaxge3wkcv,1,12.4,68.7,2022-10-30T18:04:53.774Z,2022-11-01T20:10:27Z,3884981007,213,4.8,3888315235,178,,3884980999,56,Back,3884981003,141,50.1,3884981005,212,12.7,3884981001,140,13.4,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
