id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484873025,3,49,1,0,11,cgvbluoerzbzcr7aaxge3wkcv,1,60.7,79.9,2022-11-12T18:00:20.340Z,2022-11-15T08:56:18Z,,,,,,,,,,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873119,4,1,1,0,12,cgvbluoerzbzcr7aaxge3wkcv,1,61,87.8,2022-11-12T18:00:21.671Z,2022-11-15T08:56:26Z,3911892789,141,79.0,3911892799,213,5.2,3911892783,140,63.9,3911892795,212,6.7,3911892781,56,Left,3917427283,178,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873133,5,50,1,0,13,cgvbluoerzbzcr7aaxge3wkcv,1,61.1,77.6,2022-11-12T18:00:22.915Z,2022-11-15T08:56:31Z,3911892851,56,Center,3911893699,233,9,3911892853,286,,,,,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873267,9,7,1,0,14,dich5v7sw466smbqap0d9rbyj,0,38.9,22.4,2022-11-12T18:00:23.764Z,2022-11-15T08:56:39Z,3915253865,383,,3917427477,178,,3911893683,233,5,3911893535,56,Back,3911893537,285,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484887451,168,61,1,0,16,dich5v7sw466smbqap0d9rbyj,1,37.5,21.6,2022-11-12T18:00:25.204Z,2022-11-15T08:56:43Z,3911967243,56,Back,3917427555,178,,,,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873159,6,61,1,0,16,cgvbluoerzbzcr7aaxge3wkcv,1,64.1,80.5,2022-11-12T18:00:25.306Z,2022-11-15T08:57:04Z,3911892969,56,Left,3917427487,178,,,,,,,,,,,,,,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873287,10,4,1,0,17,dich5v7sw466smbqap0d9rbyj,1,38.9,22.4,2022-11-12T18:00:26.665Z,2022-11-15T08:57:18Z,3911893691,233,7,3911893635,10,,3911893641,286,,3911893639,152,,3911893637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873259,7,4,1,0,17,cgvbluoerzbzcr7aaxge3wkcv,0,61.1,77.6,2022-11-12T18:00:26.666Z,2022-11-15T08:57:18Z,3917428017,178,,3911893455,10,,3911893461,285,,3911893457,56,Center,3911893459,152,,3911893717,233,10,,,,,,,2rw2a005v9ehuopm1hf87uvah,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873547,11,1,1,0,29,dich5v7sw466smbqap0d9rbyj,1,35.9,19.4,2022-11-12T18:00:38.942Z,2022-11-15T08:57:20Z,3911894911,56,Back,3911894921,213,1.9,3911894917,141,33.2,3911894919,212,10.0,3911894915,140,32.5,3911894907,152,,3911894899,5,,3917428041,178,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484888127,171,1,1,0,35,dich5v7sw466smbqap0d9rbyj,1,32.3,41.2,2022-11-12T18:00:44.799Z,2022-11-15T08:57:28Z,3911970951,140,24.7,3917428133,178,,3911970955,212,14.3,3911970953,141,58.7,3911970957,213,2.2,3911970949,56,Back,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873603,12,1,1,0,37,dich5v7sw466smbqap0d9rbyj,1,33.3,58.4,2022-11-12T18:00:46.925Z,2022-11-15T08:57:32Z,3911895315,140,40.0,3917428163,178,,3911895317,141,95.1,3911895313,56,Back,3911895319,212,25.9,3911895321,213,1.3,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873607,13,1,1,0,41,dich5v7sw466smbqap0d9rbyj,0,40.7,95.1,2022-11-12T18:00:50.773Z,2022-11-15T08:57:36Z,3917428235,178,,3911895347,213,6.1,3911895343,141,87.2,3911895345,212,25.7,3911895341,140,64.6,3911895339,56,Left,3911972405,155,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873611,8,61,1,0,43,cgvbluoerzbzcr7aaxge3wkcv,0,25.6,25.5,2022-11-12T18:00:52.082Z,2022-11-15T08:57:41Z,3917428297,178,,3911895363,56,Back,,,,,,,,,,,,,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873639,14,1,1,0,44,dich5v7sw466smbqap0d9rbyj,0,61.5,74.2,2022-11-12T18:00:53.759Z,2022-11-15T08:57:47Z,3917428411,178,,3911895535,141,90.7,3911895537,212,24.6,3911895533,140,40.7,3911895531,56,Back,3911895539,213,2.7,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873647,9,49,1,0,47,cgvbluoerzbzcr7aaxge3wkcv,1,59.9,11.4,2022-11-12T18:00:56.822Z,2022-11-15T08:57:56Z,,,,,,,,,,,,,,,,,,,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873661,10,3,1,0,48,cgvbluoerzbzcr7aaxge3wkcv,0,60,10.4,2022-11-12T18:00:57.965Z,2022-11-15T08:58:03Z,3911895643,286,,3917428583,178,,3915261549,464,,3911896121,233,15,3911895639,56,Right,,,,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873749,15,7,1,0,49,dich5v7sw466smbqap0d9rbyj,0,40,89.6,2022-11-12T18:00:58.103Z,2022-11-15T08:58:07Z,3911896109,233,10,3911896093,285,,3911896091,56,Back,3915261707,385,,3917428629,178,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873719,11,1,1,0,51,cgvbluoerzbzcr7aaxge3wkcv,1,58.8,12.6,2022-11-12T18:01:00.406Z,2022-11-15T08:58:12Z,3911895963,213,1.8,3911895957,140,53.6,3911895959,141,43.7,3917428697,178,,3911895955,56,Center,3911895961,212,21.8,,,,,,,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873779,12,1,1,0,53,cgvbluoerzbzcr7aaxge3wkcv,1,53.6,43.7,2022-11-12T18:01:02.725Z,2022-11-15T08:58:16Z,3911896273,213,2.3,3917428749,178,,3911896267,141,64.2,3911896263,140,41.7,3911896271,212,18.7,3911896257,56,Back,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873821,13,1,1,0,57,cgvbluoerzbzcr7aaxge3wkcv,1,36.7,67.3,2022-11-12T18:01:06.510Z,2022-11-15T08:58:22Z,3911896515,212,16.5,3911896509,56,Back,3911896517,213,4.6,3911896513,141,43.3,3917428841,178,,3911896511,140,34.7,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873961,14,2,1,1,0,cgvbluoerzbzcr7aaxge3wkcv,1,34.5,43.4,2022-11-12T18:01:09.746Z,2022-11-15T08:58:29Z,3911897267,141,54.0,3911897265,140,81.7,3917428945,178,,3911897261,56,Center,3911897253,7,79mo2l821d5zq6dyrg9qkpf4l,3911897257,1,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484873957,16,55,1,1,0,dich5v7sw466smbqap0d9rbyj,1,28.6,61.4,2022-11-12T18:01:09.747Z,2022-11-15T08:58:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874261,17,43,1,1,25,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-11-12T18:01:34.755Z,2022-11-12T18:04:36Z,3911911879,144,55,,,,,,,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485514063,916,1,1,1,28,dich5v7sw466smbqap0d9rbyj,1,4.4,36.9,2022-11-12T18:01:37.433Z,2022-11-15T08:58:32Z,3915265459,56,Back,3915265455,5,,3915265465,212,7.4,3917428993,178,,3915265457,152,,3915265461,140,4.0,3915265463,141,47.8,3915265467,213,1.6,8zt0zlypar7m1eqj4zu8ul695,João Basso,3915265543,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874431,18,1,1,1,28,dich5v7sw466smbqap0d9rbyj,1,11.6,50.4,2022-11-12T18:01:37.684Z,2022-11-15T08:58:35Z,3917429051,178,,3911899339,212,30.0,3911899341,213,0.9,3911899335,141,84.5,3911899325,56,Back,3911899329,140,29.7,3915264647,189,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874447,19,1,1,1,38,dich5v7sw466smbqap0d9rbyj,0,10.2,93,2022-11-12T18:01:47.395Z,2022-11-15T08:58:40Z,3911899559,286,,3911899553,236,,3911899421,212,0.7,3911899555,233,15,3911899423,213,0.0,3911899415,56,Back,3917429161,178,,3911899417,140,10.9,ds66cc3zwxbyl5zfzag5422g9,Quaresma,3911899419,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874457,15,74,1,1,38,cgvbluoerzbzcr7aaxge3wkcv,1,90.7,7.1,2022-11-12T18:01:47.619Z,2022-11-15T08:58:46Z,3911899477,56,Right,3911899479,285,,3911899577,233,19,3917429245,178,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874463,20,61,1,1,38,dich5v7sw466smbqap0d9rbyj,1,10.9,93,2022-11-12T18:01:48.015Z,2022-11-15T08:58:49Z,3917429291,178,,3911899517,56,Back,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874481,16,61,1,1,39,cgvbluoerzbzcr7aaxge3wkcv,0,90.7,7.1,2022-11-12T18:01:48.442Z,2022-11-15T08:58:53Z,3917429359,178,,3911899627,56,Right,,,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874545,21,1,1,1,40,dich5v7sw466smbqap0d9rbyj,1,12,88.4,2022-11-12T18:01:49.657Z,2022-11-15T08:58:56Z,3911977091,155,,3911899961,56,Back,3911899971,1,,3911899969,213,0.0,3911899967,212,34.4,3917429409,178,,3911899963,140,44.7,3911899965,141,90.5,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874603,22,1,1,1,42,dich5v7sw466smbqap0d9rbyj,1,44.7,90.5,2022-11-12T18:01:51.547Z,2022-11-15T08:59:02Z,3911900235,212,8.5,3911900237,213,3.8,3911900233,141,82.6,3911900263,156,,3917429469,178,,3911900231,140,38.4,3911900229,56,Back,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874647,23,1,1,1,46,dich5v7sw466smbqap0d9rbyj,1,41.1,89.1,2022-11-12T18:01:55.353Z,2022-11-15T08:59:06Z,3911900475,140,64.6,3911900479,141,91.7,3917429537,178,,3911900487,213,0.1,3911900483,212,24.7,3911900471,56,Left,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874657,24,1,1,1,48,dich5v7sw466smbqap0d9rbyj,1,64.6,91.7,2022-11-12T18:01:57.529Z,2022-11-15T08:59:09Z,3911900535,141,76.7,3911900539,213,5.7,3911900537,212,18.5,3911900533,140,79.3,3911900531,56,Center,3917429583,178,,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874749,25,1,1,1,51,dich5v7sw466smbqap0d9rbyj,1,80.1,76.9,2022-11-12T18:02:00.749Z,2022-11-15T08:59:23Z,3917429609,178,,3911900991,140,90.6,3911900995,212,43.7,3911900989,56,Right,3911900993,141,14.7,3911900997,213,5.0,3911900999,1,,3911900987,196,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874811,26,1,1,1,59,dich5v7sw466smbqap0d9rbyj,1,93.2,16.8,2022-11-12T18:02:08.275Z,2022-11-15T08:59:34Z,3911901235,212,23.1,3911901237,213,1.9,3911901233,141,49.1,3917429837,178,,3911901231,140,86.4,3911901229,56,Center,3911901693,210,13,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874821,27,13,1,2,1,dich5v7sw466smbqap0d9rbyj,1,85,46.8,2022-11-12T18:02:10.371Z,2022-11-15T08:59:34Z,3911901739,55,26,3917429925,178,,3911901735,83,,3911901751,231,48.7,3911901743,102,58.5,3911901747,215,,3911901287,17,,3911901737,29,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,3911978389,108,,,3911901745,103,6.9,3911901285,22,3911901749,230,99.5,3911901289,56,Center,3911901425,20,,,,,,,,,,,,,,,,,,,,,,,
2484874831,17,5,1,2,2,cgvbluoerzbzcr7aaxge3wkcv,1,-1,43.6,2022-11-12T18:02:11.186Z,2022-11-15T08:59:37Z,3911901355,233,28,3911901311,56,Back,3911901313,346,,,,,,,,,,,,,,,,,9sfjkb99h1b1obdmedrecag9h,Vitor Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484874837,28,5,1,2,2,dich5v7sw466smbqap0d9rbyj,0,101,56.4,2022-11-12T18:02:11.186Z,2022-11-15T08:59:36Z,3911901331,346,,3911901373,233,17,3911901329,56,Center,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484875169,18,1,1,2,23,cgvbluoerzbzcr7aaxge3wkcv,1,3.3,45.5,2022-11-12T18:02:32.432Z,2022-11-15T08:59:40Z,3911902995,213,5.1,3911902985,124,,3911902989,140,11.8,3911902993,212,25.4,3911902987,56,Back,3911902999,237,,3911908147,189,,3911902991,141,10.6,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484875173,19,1,1,2,25,cgvbluoerzbzcr7aaxge3wkcv,1,11.8,10.6,2022-11-12T18:02:34.995Z,2022-11-15T08:59:50Z,3911903023,212,13.5,3911903025,213,6.1,3917430161,178,,3911903019,140,24.4,3911903017,56,Back,3911903021,141,6.4,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484875179,20,1,1,2,27,cgvbluoerzbzcr7aaxge3wkcv,0,24.3,6.4,2022-11-12T18:02:36.768Z,2022-11-15T08:59:55Z,3911903059,213,0.1,3911903055,141,6.5,3911903119,286,,3917430249,178,,3911903115,233,29,3911903051,56,Back,3911903057,212,1.2,3911903053,140,25.4,degqtleco9n5tlt0yz3q5t9ii,Costinha,3911903113,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484875175,29,74,1,2,27,dich5v7sw466smbqap0d9rbyj,1,72.6,92.1,2022-11-12T18:02:36.856Z,2022-11-15T08:59:57Z,3911903033,56,Left,3917430291,178,,3911903035,285,,3911903137,233,20,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484875957,31,61,1,2,27,cgvbluoerzbzcr7aaxge3wkcv,1,25.7,8,2022-11-12T18:02:36.900Z,2022-11-15T09:00:03Z,3917430385,178,,3911906885,56,Back,,,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484875209,21,1,1,2,29,cgvbluoerzbzcr7aaxge3wkcv,1,14.4,12.2,2022-11-12T18:02:38.218Z,2022-11-15T09:00:09Z,3911903243,213,0.7,3917430457,178,,3911903241,212,10.1,3911903235,56,Back,3911903237,140,21.9,3911903239,141,21.6,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484875231,22,1,1,2,30,cgvbluoerzbzcr7aaxge3wkcv,1,21.9,21.6,2022-11-12T18:02:39.110Z,2022-11-15T09:00:14Z,3911903291,141,4.0,3917430523,178,,3911903295,213,4.7,3911903287,56,Back,3911903293,212,12.0,3911903289,140,22.2,,,,,,,9sfjkb99h1b1obdmedrecag9h,Vitor Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
