id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/20/value
2495531841,1,34,16,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-07T14:34:39.581Z,2023-01-07T15:46:23Z,3968206455,30,"25n2vrjnz5qsm5pigyn3ps8vd, djb8j3hb7mnnghg9jmd15w0r9, ds66cc3zwxbyl5zfzag5422g9, 7nrjutc015x9nupdcl4hj3l5h, 8zt0zlypar7m1eqj4zu8ul695, 1ni0afs55daxlb5ocaqb2o8vd, dh3ddfghtgeb2iu2608y96i5m, 1doj252anzqdzn5fknqr5i31l, bzt6oj1d4d2x3qez55hlvzpwp, 3w3z6g8x70ii3pltaxyxbycwl, 9l70xwbhc0xr57iifzyxzot7t, avrafbh1kctz4io6h1fthedih, c0pat4dqmsc4teand5ampsdlh, 4effb0zguv2lqtv2vl9lqb696, 1nqpxso2a9qw8w8g6u4sb60ut, 1swp008ttj3pd57fz5uw8mctm, 79ir6aubulzanvonfbgngk5hx, bdgqvvkpadpthmlm40wa6dcyx, 43mnaysq76cz587wxk8w3job9, 3mp7wghcalu9g3wxbqb9eqga",3968206467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968415567,197,390,3968206461,130,8,3968206457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968206463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968206459,59,"12, 28, 6, 5, 13, 3, 11, 23, 15, 10, 2, 25, 8, 9, 14, 17, 20, 21, 44, 92",3968206465,194,8zt0zlypar7m1eqj4zu8ul695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495531867,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-07T14:34:42.313Z,2023-01-07T16:39:53Z,3968206597,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968206585,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 3o3pp38h4ww0btuxzna0mhtcl, dyeuxixz75ematbmtiwzcvhzp, 9ylq7ia76wd7pxq3ax9qo8w5x, dzq4gg917idfq1rhng1coi5uc, 74hu9pcq0b1z36871v3inexyi, ctkp6xkdg68xonlfkjwe580oa, 1l0sfejnziz4ur5prgb0tp2j8, 5bl0qe7l7juksox3s4u76hxat, dqpofsnyszazhkp0t7gtlfi3u, atkoaobhylui34grbharm41xx, 2zu7x3ge1bkly3l57je95laeh, 195o7hchielt14ic49r3k06sq, e4x6fx7njwfevkwf1t0ocyq51, 2jskw42u7twkcsxa15hcysiy1, c9juqy1fmkna7jcozyeg0weeh, 4mvqt04u92wsm1p5ja8fpilii, ellz88deagksyfqdqzv16rckq, 22ol5dyxze6bztorp2amc85m2",3968206589,59,"99, 62, 31, 20, 34, 3, 21, 25, 29, 95, 7, 5, 4, 8, 13, 23, 50, 78, 90, 91",3968206587,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968206593,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968206595,194,3o3pp38h4ww0btuxzna0mhtcl,3968420305,197,11681,3968206591,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575271,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-07T15:31:37.211Z,2023-01-07T15:31:39Z,3968440725,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575227,2,32,1,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-01-07T15:31:37.211Z,2023-01-09T20:48:11Z,3968440487,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575289,3,1,1,0,0,dich5v7sw466smbqap0d9rbyj,1,50.1,50,2023-01-07T15:31:37.298Z,2023-01-10T06:54:14Z,3968440831,212,18.3,3968440833,213,3.8,3968440835,279,S,3968440825,56,Back,3972279583,178,,3968440829,141,33.4,3968440827,140,36.4,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575325,4,1,1,0,1,dich5v7sw466smbqap0d9rbyj,1,37.2,32.5,2023-01-07T15:31:38.565Z,2023-01-10T06:54:18Z,3968440979,140,34.7,3968440977,56,Back,3968440981,141,8.2,3972279627,178,,3968440985,213,4.6,3968440983,212,16.7,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575371,5,1,1,0,4,dich5v7sw466smbqap0d9rbyj,1,34.7,8.2,2023-01-07T15:31:41.732Z,2023-01-10T06:54:24Z,3968441237,213,2.2,3968441229,56,Back,3972279663,178,,3968441235,212,14.9,3968441233,141,25.6,3968441231,140,26.1,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575381,6,1,1,0,6,dich5v7sw466smbqap0d9rbyj,0,26.4,26.2,2023-01-07T15:31:43.869Z,2023-01-10T06:54:29Z,3968441283,56,Back,3968441285,140,33.0,3968441289,212,11.4,3972279719,178,,3968441287,141,12.8,3968441291,213,5.4,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575379,3,49,1,0,8,22mo7qbsnyi8wtucpvhgvhw2q,1,59.3,90.2,2023-01-07T15:31:45.309Z,2023-01-10T06:54:37Z,,,,,,,,,,,,,,,,,,,,,,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575459,4,61,1,0,11,22mo7qbsnyi8wtucpvhgvhw2q,0,83.4,90.9,2023-01-07T15:31:49.007Z,2023-01-10T06:54:58Z,3972279981,178,,3968441657,56,Left,,,,,,,,,,,,,,,,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575499,7,61,1,0,12,dich5v7sw466smbqap0d9rbyj,1,19.5,14.3,2023-01-07T15:31:49.568Z,2023-01-10T06:55:04Z,3972280073,21,,3972280075,389,,3968441827,56,Back,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575535,8,49,1,0,12,dich5v7sw466smbqap0d9rbyj,1,21.9,25.2,2023-01-07T15:31:50.111Z,2023-01-10T06:55:09Z,,,,,,,,,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575559,9,1,1,0,14,dich5v7sw466smbqap0d9rbyj,1,21.9,25.2,2023-01-07T15:31:51.583Z,2023-01-10T06:55:13Z,3968442073,212,28.5,3968442075,213,6.1,3968442069,140,48.6,3968442071,141,17.9,3968442067,56,Back,3972280167,178,,3968442065,155,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495623051,365,1,1,0,16,dich5v7sw466smbqap0d9rbyj,0,46.9,29.2,2023-01-07T15:31:53.661Z,2023-01-10T06:55:20Z,3972280229,388,,3968696411,141,31.6,3968696413,212,5.7,3968696415,213,2.9,3968696407,56,Back,3968696409,140,41.7,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575591,5,49,1,0,17,22mo7qbsnyi8wtucpvhgvhw2q,1,52.2,67,2023-01-07T15:31:54.373Z,2023-01-10T06:55:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575651,6,1,1,0,18,22mo7qbsnyi8wtucpvhgvhw2q,1,53.7,69,2023-01-07T15:31:55.481Z,2023-01-10T06:55:29Z,3968442541,212,22.1,3972280327,178,,3968442535,56,Back,3968442543,213,3.6,3968442539,141,54.2,3968442537,140,35.0,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575689,7,1,1,0,21,22mo7qbsnyi8wtucpvhgvhw2q,1,32.7,41.6,2023-01-07T15:31:58.653Z,2023-01-10T06:55:32Z,3972280367,178,,3968442799,140,33.7,3968442797,56,Back,3968442809,213,4.8,3968442805,212,17.8,3968442801,141,15.5,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575711,8,1,1,0,24,22mo7qbsnyi8wtucpvhgvhw2q,0,33.7,14.9,2023-01-07T15:32:01.343Z,2023-01-10T06:55:35Z,3968442925,212,22.8,3968442921,141,5.8,3968442913,56,Right,3968442915,140,54.6,3972280409,178,,3968442929,213,6.0,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496306197,809,67,1,0,25,dich5v7sw466smbqap0d9rbyj,1,45.7,94.4,2023-01-07T15:32:02.625Z,2023-01-10T07:57:36Z,3972302795,233,812,,,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496306191,812,67,1,0,25,22mo7qbsnyi8wtucpvhgvhw2q,0,54.3,5.6,2023-01-07T15:32:02.626Z,2023-01-10T07:26:25Z,3972302811,233,809,,,,,,,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
