id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/20/value
2495575757,10,8,1,0,25,dich5v7sw466smbqap0d9rbyj,1,45.1,92.3,2023-01-07T15:32:02.638Z,2023-01-10T07:57:37Z,3971700933,383,,3968443151,56,Back,3972280493,178,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575877,9,5,1,0,27,22mo7qbsnyi8wtucpvhgvhw2q,1,38.6,-1.7,2023-01-07T15:32:05.114Z,2023-01-10T06:55:44Z,3968443771,56,Back,3968443779,233,11,3968443773,347,,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495575793,11,5,1,0,27,dich5v7sw466smbqap0d9rbyj,0,61.4,101.7,2023-01-07T15:32:05.114Z,2023-01-10T06:55:45Z,3968443353,56,Left,3968443355,347,,3968443795,233,9,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576045,10,1,1,0,34,22mo7qbsnyi8wtucpvhgvhw2q,1,33.7,0,2023-01-07T15:32:11.468Z,2023-01-10T06:56:08Z,3968444735,56,Right,3968444733,107,,3968444743,213,0.5,3968444745,1,,3968444741,212,28.8,3968444737,140,57.6,3968444739,141,18.8,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496306291,812,83,1,0,36,dich5v7sw466smbqap0d9rbyj,1,36.1,89.6,2023-01-07T15:32:13.328Z,2023-01-10T07:27:17Z,3972303343,399,244842,,,,,,,,,,,,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576075,11,1,1,0,38,22mo7qbsnyi8wtucpvhgvhw2q,0,66.5,10.6,2023-01-07T15:32:15.643Z,2023-01-10T06:56:16Z,3968444903,56,Center,3968444905,140,88.0,3968444909,212,30.6,3968444907,141,41.0,3968444911,213,0.7,3972280797,178,,,,,,,,5bl0qe7l7juksox3s4u76hxat,J. Léa Siliki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576099,12,52,1,0,41,dich5v7sw466smbqap0d9rbyj,1,14.2,58.2,2023-01-07T15:32:18.225Z,2023-01-10T06:56:21Z,3971701001,376,,3972280867,178,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576283,13,80,1,0,52,dich5v7sw466smbqap0d9rbyj,0,13.9,51.3,2023-01-07T15:32:29.295Z,2023-01-10T06:56:25Z,3972280885,178,,,,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576547,14,1,1,1,0,dich5v7sw466smbqap0d9rbyj,1,27.3,26.7,2023-01-07T15:32:37.381Z,2023-01-10T06:56:29Z,3968447411,56,Right,3968447409,155,,3968447421,1,,3968447413,140,73.0,3968447415,141,15.9,3968447419,213,6.1,3972280933,178,,3968447417,212,48.5,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576557,15,44,1,1,3,dich5v7sw466smbqap0d9rbyj,1,73.8,18.8,2023-01-07T15:32:40.362Z,2023-01-10T07:57:37Z,3968447513,233,12,3968447465,286,,3968447463,56,Right,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576491,12,44,1,1,3,22mo7qbsnyi8wtucpvhgvhw2q,0,26.2,81.2,2023-01-07T15:32:40.363Z,2023-01-10T06:56:39Z,3968447535,233,15,3968447137,285,,3968447135,56,Back,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576593,16,1,1,1,3,dich5v7sw466smbqap0d9rbyj,0,73.2,18.4,2023-01-07T15:32:40.469Z,2023-01-10T07:57:37Z,3968447693,212,2.4,3968447681,168,,3968447697,213,6.2,3968447685,140,75.5,3968447679,3,,3968447687,141,18.2,3972281213,388,,3968447683,56,Right,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496194515,787,61,1,1,3,22mo7qbsnyi8wtucpvhgvhw2q,1,23.5,81.5,2023-01-07T15:32:40.489Z,2023-01-10T06:56:54Z,3971701259,56,Back,3972281281,388,,3972281279,15,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576709,17,1,1,1,6,dich5v7sw466smbqap0d9rbyj,1,83,7.1,2023-01-07T15:32:44.167Z,2023-01-10T06:57:16Z,3968448273,140,74.9,3972281473,178,,3968448281,212,8.8,3968448277,141,10.3,3968448271,56,Right,3968448283,213,2.9,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576717,18,50,1,1,10,dich5v7sw466smbqap0d9rbyj,1,89.1,6.2,2023-01-07T15:32:47.372Z,2023-01-10T06:57:35Z,3968448311,286,,3968448415,233,13,3968448309,56,Right,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576725,13,7,1,1,11,22mo7qbsnyi8wtucpvhgvhw2q,1,10.9,93.8,2023-01-07T15:32:48.275Z,2023-01-10T06:57:40Z,3968448333,285,,3968448373,233,18,3968448331,56,Back,3971701445,383,,3972281687,178,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576733,14,49,1,1,11,22mo7qbsnyi8wtucpvhgvhw2q,1,8.4,96.9,2023-01-07T15:32:48.902Z,2023-01-10T06:58:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576793,15,1,1,1,13,22mo7qbsnyi8wtucpvhgvhw2q,0,1.1,99.2,2023-01-07T15:32:50.912Z,2023-01-10T06:58:10Z,3968448635,141,97.7,3968448633,140,30.3,3972281995,178,,3968448631,56,Back,3968448641,1,,3968448629,157,,3968448637,212,30.7,3968448639,213,6.2,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576857,19,1,1,1,15,dich5v7sw466smbqap0d9rbyj,0,75.8,4.7,2023-01-07T15:32:52.574Z,2023-01-10T06:58:14Z,3968448945,3,,3968448951,141,12.9,3968448955,213,0.4,3968448953,212,12.9,3972282035,388,,3968448947,56,Right,3968448949,140,86.9,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576919,16,1,1,1,17,22mo7qbsnyi8wtucpvhgvhw2q,1,24,86.2,2023-01-07T15:32:54.223Z,2023-01-10T06:58:25Z,3968449293,212,10.0,3968449289,141,96.2,3968449287,140,31.0,3968449283,3,,3968449285,56,Back,3972282133,178,,3968449297,213,0.7,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576983,18,50,1,1,19,22mo7qbsnyi8wtucpvhgvhw2q,1,37.8,93.8,2023-01-07T15:32:56.991Z,2023-01-10T06:58:41Z,3968473419,286,,3968449609,56,Back,3972005733,233,56,,,,,,,,,,,,,,,,1l0sfejnziz4ur5prgb0tp2j8,Gilson Benchimol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495576923,17,43,1,1,20,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-07T15:32:57.734Z,2023-01-07T16:29:43Z,3968757363,144,49,,,,,,,,,,,,,,,,,,,,,,1l0sfejnziz4ur5prgb0tp2j8,Gilson Benchimol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495582723,56,7,1,1,21,dich5v7sw466smbqap0d9rbyj,1,62.2,6.2,2023-01-07T15:32:58.425Z,2023-01-10T06:58:46Z,3971701645,384,,3968481815,56,Right,3968481847,233,18,3968481817,285,,3972282325,178,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495577045,20,49,1,1,25,dich5v7sw466smbqap0d9rbyj,1,41.1,32.1,2023-01-07T15:33:02.342Z,2023-01-10T06:58:54Z,,,,,,,,,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495577193,21,1,1,1,26,dich5v7sw466smbqap0d9rbyj,1,40.9,28,2023-01-07T15:33:04.106Z,2023-01-10T06:58:58Z,3968450669,213,5.8,3968450667,212,27.9,3972282499,178,,3968450661,56,Right,3968450663,140,64.1,3968450665,141,8.0,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495577259,22,2,1,1,30,dich5v7sw466smbqap0d9rbyj,1,65.2,7.9,2023-01-07T15:33:07.590Z,2023-01-10T06:59:04Z,3972282579,178,,3968451051,141,11.9,3968451045,7,bzt6oj1d4d2x3qez55hlvzpwp,3968451049,140,91.0,3968451047,56,Right,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495577271,19,55,1,1,30,22mo7qbsnyi8wtucpvhgvhw2q,1,23.1,73.8,2023-01-07T15:33:07.591Z,2023-01-10T06:59:05Z,,,,,,,,,,,,,,,,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495577891,20,1,1,1,57,22mo7qbsnyi8wtucpvhgvhw2q,1,12.7,71.4,2023-01-07T15:33:34.237Z,2023-01-10T06:59:10Z,3972282637,178,,3968454329,212,50.8,3968454317,241,,3968454325,140,58.0,3968454333,1,,3968454321,56,Left,3968454327,141,97.7,3968759163,155,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,3968454311,5,3968454331,213,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495577911,21,1,1,2,0,22mo7qbsnyi8wtucpvhgvhw2q,0,58,97.7,2023-01-07T15:33:37.567Z,2023-01-10T06:59:27Z,3968454427,140,73.5,3968454439,212,16.4,3972282831,178,,3972282833,21,,3968454433,141,95.0,3968454443,213,6.2,3968454421,56,Left,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496306693,827,67,1,2,2,dich5v7sw466smbqap0d9rbyj,1,23.2,5,2023-01-07T15:33:39.407Z,2023-01-10T07:57:38Z,3972305757,233,836,,,,,,,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496306689,836,67,1,2,2,22mo7qbsnyi8wtucpvhgvhw2q,0,76.8,95,2023-01-07T15:33:39.408Z,2023-01-10T07:29:49Z,3972305763,233,827,,,,,,,,,,,,,,,,,,,,,,1l0sfejnziz4ur5prgb0tp2j8,Gilson Benchimol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495577945,23,8,1,2,2,dich5v7sw466smbqap0d9rbyj,1,22.9,5,2023-01-07T15:33:39.442Z,2023-01-10T07:57:38Z,3971701989,383,,3972282965,178,,3968454613,56,Back,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495578003,22,43,1,2,4,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-07T15:33:42.152Z,2023-01-07T15:33:45Z,3968455261,144,49,,,,,,,,,,,,,,,,,,,,,,1l0sfejnziz4ur5prgb0tp2j8,Gilson Benchimol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495578051,23,3,1,2,6,22mo7qbsnyi8wtucpvhgvhw2q,0,89.2,86.2,2023-01-07T15:33:43.329Z,2023-01-10T06:59:47Z,3971702197,211,,3972283033,178,,3971702219,465,,3971702191,286,,3968455125,56,Left,,,,,,,,,,1l0sfejnziz4ur5prgb0tp2j8,Gilson Benchimol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495578107,24,52,1,2,9,dich5v7sw466smbqap0d9rbyj,1,3.7,30.6,2023-01-07T15:33:46.757Z,2023-01-10T06:59:50Z,3972283065,178,,3971702069,376,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495578327,25,80,1,2,21,dich5v7sw466smbqap0d9rbyj,0,9.1,26.4,2023-01-07T15:33:59.127Z,2023-01-10T06:59:54Z,3972283095,178,,,,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
