id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/20/value
2467069021,9,1,1,0,17,7kfx3xpj2c2wxinsyi16i9gaz,1,21.4,23.5,2022-10-03T19:17:41.308Z,2022-10-05T22:09:27Z,3817742685,213,1.8,3817742681,141,61.7,3817742679,140,15.9,3821218793,178,,3817742683,212,26.6,3817742677,56,Back,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069049,10,1,1,0,20,7kfx3xpj2c2wxinsyi16i9gaz,1,17.3,61.4,2022-10-03T19:17:45.056Z,2022-10-05T22:09:31Z,3817742823,56,Back,3821218905,178,,3817742829,212,23.0,3817742831,213,1.4,3817742825,140,20.6,3817742827,141,94.8,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069075,11,1,1,0,23,7kfx3xpj2c2wxinsyi16i9gaz,1,20.6,94.8,2022-10-03T19:17:48.021Z,2022-10-05T22:09:35Z,3817742961,141,96.8,3817742965,213,0.1,3817742957,56,Back,3817742963,212,9.9,3817742959,140,29.9,3821219025,178,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069077,12,1,1,0,24,7kfx3xpj2c2wxinsyi16i9gaz,0,26.5,95.2,2022-10-03T19:17:49.057Z,2022-10-05T22:09:42Z,3817759445,56,Back,3817759449,141,85.3,3817759453,213,4.6,3817759451,212,6.8,3821219249,178,,3817759447,140,25.5,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467842855,848,67,1,0,25,ewsf6evtguu9j7k6js4tlgl89,1,73.1,15.9,2022-10-03T19:17:49.849Z,2022-10-06T13:48:19Z,3821948201,233,1053,,,,,,,,,,,,,,,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467842853,1053,67,1,0,25,7kfx3xpj2c2wxinsyi16i9gaz,0,26.9,84.1,2022-10-03T19:17:49.850Z,2022-10-06T07:00:05Z,3821948213,233,848,,,,,,,,,,,,,,,,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069617,27,8,1,0,25,ewsf6evtguu9j7k6js4tlgl89,1,72.4,14.3,2022-10-03T19:17:49.882Z,2022-10-06T13:48:19Z,3818358003,383,,3821219429,178,,3817747113,56,Right,,,,,,,,,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069081,13,1,1,0,26,7kfx3xpj2c2wxinsyi16i9gaz,0,20.8,83.7,2022-10-03T19:17:50.808Z,2022-10-05T22:09:53Z,3821219497,178,,3817760977,140,51.6,3817760983,213,6.1,3817760979,141,77.3,3817760975,56,Center,3817760973,157,,3817760985,1,,3817760981,212,32.6,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069083,14,43,1,0,27,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-10-03T19:17:52.004Z,2022-10-03T19:30:19Z,3817767877,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069105,3,44,1,0,29,ewsf6evtguu9j7k6js4tlgl89,1,39.9,22,2022-10-03T19:17:53.539Z,2022-10-06T13:48:20Z,3817743097,56,Back,3817743117,233,15,3817743099,285,,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069099,15,44,1,0,29,7kfx3xpj2c2wxinsyi16i9gaz,0,60.1,78,2022-10-03T19:17:53.540Z,2022-10-06T07:00:37Z,3817743069,286,,3817743067,56,Center,3817743121,233,3,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069109,4,1,1,0,29,ewsf6evtguu9j7k6js4tlgl89,0,47.6,19.4,2022-10-03T19:17:53.628Z,2022-10-06T13:48:20Z,3817743105,3,,3817743109,140,49.1,3817743115,213,0.6,3817743111,141,21.1,3817743113,212,2.0,3821219761,388,,3817743107,56,Back,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069121,16,61,1,0,32,7kfx3xpj2c2wxinsyi16i9gaz,0,47.2,72.8,2022-10-03T19:17:56.807Z,2022-10-05T22:10:14Z,3821220067,178,,3817743167,56,Back,,,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069125,5,49,1,0,33,ewsf6evtguu9j7k6js4tlgl89,1,43.8,21.8,2022-10-03T19:17:57.917Z,2022-10-05T22:10:20Z,,,,,,,,,,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069137,6,3,1,0,35,ewsf6evtguu9j7k6js4tlgl89,0,44.5,20.2,2022-10-03T19:17:59.500Z,2022-10-05T22:10:48Z,3817743253,56,Back,3817743255,286,,3818359411,464,,3821220461,178,,3817743341,233,17,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069143,17,7,1,0,35,7kfx3xpj2c2wxinsyi16i9gaz,0,55.5,79.8,2022-10-03T19:17:59.570Z,2022-10-05T22:10:42Z,3817743275,285,,3817743303,233,6,3818359419,384,,3817743273,56,Left,3821220945,178,,,,,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069159,7,1,1,0,36,ewsf6evtguu9j7k6js4tlgl89,1,41.6,20.9,2022-10-03T19:18:01.081Z,2022-10-05T22:11:37Z,3817743367,212,16.5,3817743363,140,29.5,3821222735,178,,3817743369,213,2.4,3817743365,141,36.4,3817743361,56,Back,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069175,8,1,1,0,39,ewsf6evtguu9j7k6js4tlgl89,1,31.1,37.3,2022-10-03T19:18:03.558Z,2022-10-05T22:10:55Z,3817743505,56,Back,3817743509,141,82.3,3817743511,212,30.8,3817743513,213,1.5,3821221337,178,,3817743507,140,34.0,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069185,9,1,1,0,45,ewsf6evtguu9j7k6js4tlgl89,1,42.2,85.1,2022-10-03T19:18:09.793Z,2022-10-05T22:11:44Z,3817743571,141,76.1,3817743575,213,3.6,3817743567,56,Back,3821223051,178,,3817743573,212,14.6,3817743569,140,29.6,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069193,10,1,1,0,48,ewsf6evtguu9j7k6js4tlgl89,1,28.2,76.8,2022-10-03T19:18:12.177Z,2022-10-05T22:11:50Z,3817743615,140,23.2,3817743621,213,4.4,3817743619,212,20.1,3817743613,56,Back,3821223261,178,,3817743617,141,48.3,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069217,11,1,1,0,50,ewsf6evtguu9j7k6js4tlgl89,1,23.4,48.5,2022-10-03T19:18:14.377Z,2022-10-05T22:11:55Z,3817743763,212,23.3,3817743757,56,Back,3817743765,213,5.0,3817743761,141,15.2,3817743759,140,28.7,3821223475,178,,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069229,12,1,1,0,55,ewsf6evtguu9j7k6js4tlgl89,1,43.5,11,2022-10-03T19:18:20.013Z,2022-10-05T22:12:03Z,3817743863,140,53.9,3817743867,212,12.0,3821223673,178,,3817743861,56,Right,3817743865,141,3.8,3817743869,213,5.9,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069241,13,1,1,0,57,ewsf6evtguu9j7k6js4tlgl89,1,53.9,3.9,2022-10-03T19:18:21.609Z,2022-10-05T22:12:10Z,3817743927,213,1.4,3817743919,56,Right,3817743921,140,55.0,3817743925,212,6.9,3817743923,141,13.9,3821223939,178,,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069245,14,1,1,0,57,ewsf6evtguu9j7k6js4tlgl89,0,55.1,13.9,2022-10-03T19:18:21.952Z,2022-10-05T22:12:15Z,3817756023,236,,3821224241,178,,3817743933,56,Right,3817743935,140,56.0,3817756025,233,18,3817743937,141,13.2,3817743941,213,5.8,3817743939,212,1.1,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,3817756029,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069285,18,74,1,0,57,7kfx3xpj2c2wxinsyi16i9gaz,1,40.6,91.2,2022-10-03T19:18:22.017Z,2022-10-05T22:12:20Z,3817744201,56,Back,3817744203,285,,3821224387,178,,3817744517,233,14,,,,,,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069255,15,5,1,0,59,ewsf6evtguu9j7k6js4tlgl89,1,53.2,-1.5,2022-10-03T19:18:23.558Z,2022-10-05T22:13:04Z,3817744019,56,Right,3817744679,233,19,3817744021,347,,,,,,,,,,,,,,,,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069291,19,5,1,0,59,7kfx3xpj2c2wxinsyi16i9gaz,0,46.8,101.5,2022-10-03T19:18:23.558Z,2022-10-05T22:13:03Z,3817744697,233,15,3817744237,347,,3817744235,56,Back,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069311,16,1,1,1,6,ewsf6evtguu9j7k6js4tlgl89,1,53.5,0,2022-10-03T19:18:30.550Z,2022-10-05T22:13:11Z,3817744373,213,1.2,3817744367,140,57.8,3817744371,212,12.5,3817744363,107,,3817744365,56,Right,3817744369,141,15.2,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069323,17,1,1,1,8,ewsf6evtguu9j7k6js4tlgl89,0,57.8,15.2,2022-10-03T19:18:32.607Z,2022-10-05T22:13:23Z,3817744471,141,0.0,3817744475,213,4.6,3817744473,212,11.7,3817744467,56,Right,3821226649,178,,3817744469,140,57.0,3817744507,233,18,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069325,18,5,1,1,9,ewsf6evtguu9j7k6js4tlgl89,0,56.5,-1.2,2022-10-03T19:18:34.015Z,2022-10-05T22:13:32Z,3817744481,56,Right,3817744483,347,,3817744659,233,20,,,,,,,,,,,,,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069333,20,5,1,1,9,7kfx3xpj2c2wxinsyi16i9gaz,1,43.5,101.2,2022-10-03T19:18:34.015Z,2022-10-05T22:13:32Z,3817744649,233,18,3817744559,347,,3817744557,56,Back,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069397,21,1,1,1,20,7kfx3xpj2c2wxinsyi16i9gaz,0,44,100,2022-10-03T19:18:44.779Z,2022-10-05T22:13:39Z,3817744895,1,,3817744891,212,29.1,3817744893,213,0.0,3817744883,56,Left,3817744885,140,71.7,3817744881,107,,3817744889,141,100.0,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069457,19,5,1,1,21,ewsf6evtguu9j7k6js4tlgl89,1,27.9,-1.1,2022-10-03T19:18:46.057Z,2022-10-05T22:13:45Z,3817745205,233,22,3817745201,56,Back,3817745203,347,,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069403,22,5,1,1,21,7kfx3xpj2c2wxinsyi16i9gaz,0,72.1,101.1,2022-10-03T19:18:46.057Z,2022-10-05T22:13:45Z,3817744917,56,Left,3817745209,233,19,3817744919,347,,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069463,20,1,1,1,33,ewsf6evtguu9j7k6js4tlgl89,1,32,0,2022-10-03T19:18:57.786Z,2022-10-05T22:13:50Z,3817745247,140,43.4,3817745243,107,,3817745251,212,14.8,3817745253,213,0.6,3817745249,141,11.0,3817745245,56,Back,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069467,21,1,1,1,34,ewsf6evtguu9j7k6js4tlgl89,1,42.6,11.2,2022-10-03T19:18:58.926Z,2022-10-05T22:13:56Z,3817745287,213,3.0,3817745285,212,13.0,3817745281,140,30.3,3821227557,178,,3817745279,56,Back,3817745323,156,,3817745283,141,13.2,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069475,22,3,1,1,36,ewsf6evtguu9j7k6js4tlgl89,0,29.6,11.9,2022-10-03T19:19:00.667Z,2022-10-05T22:14:12Z,3818359511,464,,3817745343,285,,3817745501,233,23,3821228171,178,,3817745341,56,Back,,,,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069499,23,7,1,1,37,7kfx3xpj2c2wxinsyi16i9gaz,1,70.4,88.1,2022-10-03T19:19:01.928Z,2022-10-05T22:14:17Z,3817745473,56,Left,3821228367,178,,3818359529,383,,3817745475,286,,3817745493,233,22,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069515,25,3,1,1,39,7kfx3xpj2c2wxinsyi16i9gaz,0,73.5,91.4,2022-10-03T19:19:03.598Z,2022-10-05T22:14:46Z,3817745541,286,,3818359541,465,,3821229525,178,,3817745539,56,Left,3817745565,233,23,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069501,24,49,1,1,39,7kfx3xpj2c2wxinsyi16i9gaz,1,72.6,87.2,2022-10-03T19:19:03.700Z,2022-10-05T22:14:41Z,,,,,,,,,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069503,23,7,1,1,39,ewsf6evtguu9j7k6js4tlgl89,0,26.5,8.6,2022-10-03T19:19:03.829Z,2022-10-05T22:14:52Z,3818359579,385,,3817745559,233,25,3817745477,56,Back,3821229711,178,,3817745479,285,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069521,26,61,1,1,39,7kfx3xpj2c2wxinsyi16i9gaz,1,73.4,91.8,2022-10-03T19:19:03.853Z,2022-10-05T22:14:58Z,3821229975,178,,3817745563,56,Left,,,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069517,24,5,1,1,40,ewsf6evtguu9j7k6js4tlgl89,1,25.8,-1.4,2022-10-03T19:19:04.567Z,2022-10-05T22:15:01Z,3817745543,56,Back,3817745601,233,27,3817745545,347,,,,,,,,,,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069527,27,5,1,1,40,7kfx3xpj2c2wxinsyi16i9gaz,0,74.2,101.4,2022-10-03T19:19:04.567Z,2022-10-05T22:15:00Z,3817745587,56,Left,3817745591,347,,3817745605,233,24,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467069599,25,1,1,1,52,ewsf6evtguu9j7k6js4tlgl89,0,28,0,2022-10-03T19:19:16.266Z,2022-10-05T22:15:06Z,3817746023,140,37.3,3817746019,107,,3817746029,213,0.6,3817746021,56,Back,3817746025,141,8.4,3817746027,212,12.1,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
