id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2498947397,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-20T20:24:12.041Z,2023-01-20T21:15:09Z,3986340621,197,12815,3986225617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986225605,30,"342kh2ue733edf9q7s0a2edat, 77yaqzy45dxtzicao00jxrlgq, a9ozu4hjaylfr4299ceryskid, 3fo37mb4cp6lb0e86hhiyvu8l, a9htjxrpgqlcv577x4kvlkh5h, cayu6id8xmj67n29s2x3bsbxm, 8jfjglichcg0py57hhri5v0fd, eee0bq4dkdn91l81e8cf1zxpm, c270jephiphzfpig96q3jyz11, 6x3qvqsp90kjsps3e4wx0oxqt, 83ekq1r2omnsazmp41pio8s89, 6hnzgiw8h1itz9l2j3sb6oeeh, d9i8y5vlymc2yggwxrax8wcbu, cuc7gtr9q0465wxmzgq834ag9, a7twqgp3fp43y1aoybfe2i8d1, 9qp4xdwqq8odu20tto0zztz4k, 1xxhkr7nex5mjc9hrxm100lih, 10k53pv13mw9hzllv70umgzbp, a1ahtfrvwqyva1m1q7fjew6ei, 2m5jzeksbet8ltn3shk2exox6",3986225615,194,a9htjxrpgqlcv577x4kvlkh5h,3986225607,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3986225611,130,17,3986225609,59,"1, 24, 11, 2, 4, 25, 15, 28, 20, 10, 17, 3, 5, 12, 16, 32, 33, 47, 63, 79",3986225613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498949927,1,34,16,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-01-20T20:28:55.648Z,2023-01-20T21:22:12Z,3986240319,194,chy52wzncc8ulmer9z2rebit,3986240317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986335817,197,3241,3986240313,59,"97, 14, 24, 25, 5, 3, 79, 20, 9, 8, 10, 17, 11, 13, 16, 19, 22, 23, 82, 90",3986240321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986240311,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3986240315,130,11,3986240309,30,"9uc54rlxmahbfppv97zi81yhh, 7m2za4jynw9fdc2ax1455ibpx, chy52wzncc8ulmer9z2rebit, 16mci88sfp5ijpwf661mes8yy, 8f8lbg182g5jwnqbj1zgjbljp, 2amti8wga8jpons4mizksjd1x, bljvhirrui29i12tysjdtmnd, 575pl0igxsevhmf6nfmjwwyxh, 2u7fm04v2xzqso4rubkrvjcru, de1nmkgahbsrky75itebiitp1, hrr3761wvgn1ayhsrrz4rf11, 22ctb2x9iztmzylscpwyqtrhm, dn4o1wa7ia54rpytm5fikbsh5, 4wces11j8ejvbpz1zqd94b7fu, 380ejwyblelr0ef3um2cwv3ai, eblsjvbkd7vws1qpx7td1eacp, 9xk50bv3qlja26r1ecary1y3t, 9pi6sf9sdni4dn6db7rej0r85, 8bcfmmsjnman2nsp2t9rsrvxm, 8ilf7i6y4c9ezpgddh5h3ohlg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969373,2,32,1,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-01-20T21:16:07.400Z,2023-01-20T21:16:07Z,3986342469,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969367,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-20T21:16:07.400Z,2023-02-08T01:05:58Z,3986342455,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969399,3,1,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,49.9,50.7,2023-01-20T21:16:07.498Z,2023-02-08T01:10:02Z,3986342603,56,Back,4019479029,178,,3986342605,140,42.2,3986342609,212,8.4,3986342607,141,54.3,3986342611,213,2.8,3986342613,279,S,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969405,4,1,1,0,3,7catg5lpivcmpf4xhggh6d8rk,1,45.2,50.4,2023-01-20T21:16:10.643Z,2023-02-08T01:10:12Z,4019479117,178,,3986342641,141,18.9,3986342645,213,4.7,3986342643,212,21.4,3986342639,140,45.0,3986342637,56,Back,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969425,5,1,1,0,6,7catg5lpivcmpf4xhggh6d8rk,1,44.3,17.8,2023-01-20T21:16:13.928Z,2023-02-08T01:10:23Z,3986342739,140,29.1,3986342737,56,Back,3986410331,1,,4019479275,178,,3986342743,212,38.9,3986342741,141,69.9,3986342745,213,2.0,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969427,6,43,1,0,9,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-01-20T21:16:16.565Z,2023-01-20T22:04:10Z,3986410293,144,61,3986342749,56,Back,,,,,,,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969447,7,1,1,0,11,7catg5lpivcmpf4xhggh6d8rk,1,25.4,70.6,2023-01-20T21:16:19.115Z,2023-02-08T01:10:33Z,4019479321,178,,3986342845,140,21.9,3986342843,56,Back,3986342851,213,4.5,3986342847,141,47.4,3986342849,212,16.2,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498969469,8,1,1,0,14,7catg5lpivcmpf4xhggh6d8rk,1,22.6,47.5,2023-01-20T21:16:21.638Z,2023-02-08T01:10:44Z,3986342975,140,35.6,3986342973,56,Back,4019479389,178,,3986342981,213,5.2,3986342979,212,29.9,3986342977,141,8.3,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
