id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2505925441,1,34,16,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-02-10T19:14:32.384Z,2023-02-10T21:09:05Z,4022783839,130,8,4022783835,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022783833,30,"9uc54rlxmahbfppv97zi81yhh, 7m2za4jynw9fdc2ax1455ibpx, chy52wzncc8ulmer9z2rebit, de1nmkgahbsrky75itebiitp1, 2amti8wga8jpons4mizksjd1x, 10mmhviatbpx75fslh68s25lh, bljvhirrui29i12tysjdtmnd, 3ynj76lod24r597rmhshxczpx, 2u7fm04v2xzqso4rubkrvjcru, 575pl0igxsevhmf6nfmjwwyxh, hrr3761wvgn1ayhsrrz4rf11, 22ctb2x9iztmzylscpwyqtrhm, dn4o1wa7ia54rpytm5fikbsh5, 4wces11j8ejvbpz1zqd94b7fu, 380ejwyblelr0ef3um2cwv3ai, eblsjvbkd7vws1qpx7td1eacp, 9xk50bv3qlja26r1ecary1y3t, 9pi6sf9sdni4dn6db7rej0r85, 8bcfmmsjnman2nsp2t9rsrvxm, 8ilf7i6y4c9ezpgddh5h3ohlg",4022783841,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022783837,59,"97, 14, 24, 8, 3, 4, 79, 6, 9, 20, 10, 17, 11, 13, 16, 19, 22, 23, 82, 90",4023182005,197,3241,4022783845,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022783843,194,chy52wzncc8ulmer9z2rebit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505928045,1,34,16,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-10T19:18:05.759Z,2023-02-10T21:09:05Z,4023181993,197,16917,4022797109,30,"1tkq6knbo350vy0o8aieijmxh, 59ly8uun0sl324s7rtlmp6ac, cmxmyld8l4gjy03zxskyxf5gq, 7137owa2iq6cpmdiwi6uldh3p, 8hyaww1d0p9871u8o8zk8f9at, z6po5y26nap863d68tcekhqt, 361pxz5e33ydl2c3t63a9kzc9, 3845lzar855rp3zp4stgmgul1, 7r96u3b7t46s0kg5t5qew3tnt, 2b4soa2ddbbmdwm0ur760jh05, 1w926qtyntprx5ommoaa5nhed, 2nod7tpovdjb85efh2sogijth, c9lykzcr3q7hr50ui74iqastm, avugx69mdi4p8c25p9fetmq22, 530nhsyjmbwcpb8536pgwbld5, 63u6t8h9cls93p7oglb8l242c, awu6zsiy6l8e3p1athc733jkl",4022797121,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022797119,194,2b4soa2ddbbmdwm0ur760jh05,4022797115,130,8,4022797113,59,"1, 2, 5, 83, 26, 19, 73, 8, 20, 10, 16, 3, 12, 30, 44, 47, 95",4022797111,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4022797117,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505964473,2,32,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-10T20:16:05.560Z,2023-02-10T20:16:05Z,4022991279,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505964483,2,32,1,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-02-10T20:16:05.560Z,2023-02-13T06:53:11Z,4022991323,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505964561,3,1,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,50,50,2023-02-10T20:16:05.797Z,2023-02-13T11:46:00Z,4022991773,56,Back,4022991783,279,S,4022991775,140,45.1,4022991779,212,5.4,4022991781,213,3.4,4030765257,178,,4022991777,141,47.6,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507220761,800,3,1,0,2,alyavx3ad35bp1xuwmqk7sgev,0,45.8,44.4,2023-02-10T20:16:08.113Z,2023-02-13T11:46:05Z,4029548539,286,,4029548545,467,de1nmkgahbsrky75itebiitp1,4029548543,465,,4030765583,178,,4029548537,56,Back,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505964567,4,4,1,0,3,alyavx3ad35bp1xuwmqk7sgev,1,49.8,46.8,2023-02-10T20:16:08.908Z,2023-02-13T11:46:11Z,4022991809,13,,4022991815,265,,4022991813,152,,4022991811,56,Back,4022991817,286,,4022991931,233,3,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505964579,3,4,1,0,3,7fn0aazbc8nx0u040aulozds1,0,50.2,53.2,2023-02-10T20:16:08.909Z,2023-02-13T11:46:11Z,4022991879,56,Center,4022991883,265,,4022991885,285,,4030765773,178,,4022991877,13,,4022991881,152,,4022991949,233,4,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505964707,5,1,1,0,10,alyavx3ad35bp1xuwmqk7sgev,1,45.5,57.6,2023-02-10T20:16:16.456Z,2023-02-13T11:46:14Z,4022992579,212,20.7,4022992575,140,45.5,4022992573,56,Back,4030765841,178,,4022992577,141,88.1,4022992571,152,,4022992569,5,,4022992581,213,1.6,7137owa2iq6cpmdiwi6uldh3p,João Pedro,4022995687,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505964727,6,1,1,0,12,alyavx3ad35bp1xuwmqk7sgev,1,45.5,88.1,2023-02-10T20:16:17.972Z,2023-02-13T11:46:18Z,4022992707,141,89.1,4030766005,178,,4022992711,213,0.0,4022992703,56,Left,4022992709,212,38.3,4022992705,140,82.0,4022992713,1,,4023198153,155,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
