id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2499876363,9,1,1,0,16,cgvbluoerzbzcr7aaxge3wkcv,1,28,50,2023-01-22T20:31:00.135Z,2023-01-25T04:35:16Z,3991142237,212,15.7,3991142239,213,5.0,3994070027,178,,3991142235,141,27.9,3991142233,140,32.2,3991142231,56,Back,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876413,10,1,1,0,22,cgvbluoerzbzcr7aaxge3wkcv,1,42.9,24.1,2023-01-22T20:31:05.943Z,2023-01-25T04:35:20Z,3991142505,141,23.6,3991142501,56,Center,3991142503,140,65.4,3994070047,178,,3991142509,213,6.3,3991142507,212,23.6,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876415,11,4,1,0,24,cgvbluoerzbzcr7aaxge3wkcv,1,66.2,30.4,2023-01-22T20:31:07.883Z,2023-01-25T04:36:23Z,3991142519,265,,3991142517,152,,3991142651,233,3,3991142515,56,Center,3991142521,286,,3991142513,13,,,,,,,,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876427,3,4,1,0,24,5c0sf1eaipcxvdw9o22of2jdp,0,33.8,69.6,2023-01-22T20:31:07.884Z,2023-01-25T04:36:23Z,3991142631,152,,3991142633,265,,3994070239,178,,3991142629,56,Back,3991142635,285,,3991142657,233,11,3991142627,13,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876661,12,1,1,1,3,cgvbluoerzbzcr7aaxge3wkcv,0,65.8,21.5,2023-01-22T20:31:46.934Z,2023-01-25T04:36:32Z,3991143865,56,Center,3994070269,178,,3992971787,20,,3991143869,141,41.8,3992971785,224,,3991143857,2,,3991143859,5,,3991143867,140,85.8,e6ztipndwfp33c6j7yebsyx91,Guga,3991144769,155,3991143863,152,3991143873,213,0.6,3991143871,212,25.1,,,,,,,,,,,,,,,,,,,,,
2499876677,4,12,1,1,4,5c0sf1eaipcxvdw9o22of2jdp,1,13.1,57.8,2023-01-22T20:31:48.217Z,2023-01-25T04:36:38Z,3991143939,213,5.9,3991143937,212,35.7,3991143931,56,Back,3991143935,141,37.4,3994070285,178,,3991143933,140,44.4,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876701,13,1,1,1,8,cgvbluoerzbzcr7aaxge3wkcv,1,58.3,61.1,2023-01-22T20:31:52.182Z,2023-01-25T04:36:44Z,3994070291,178,,3991144061,212,13.7,3991144063,213,4.4,3991144057,140,53.8,3991144059,141,42.2,3991144055,56,Center,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876747,14,1,1,1,11,cgvbluoerzbzcr7aaxge3wkcv,0,53.9,42.5,2023-01-22T20:31:55.472Z,2023-01-25T04:36:47Z,3991144255,56,Right,3994070301,178,,3991144265,1,,3991144259,141,5.0,3991144257,140,94.2,3991144263,213,5.7,3991144261,212,49.4,3991144253,155,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876745,5,12,1,1,15,5c0sf1eaipcxvdw9o22of2jdp,1,10.8,92.1,2023-01-22T20:31:59.740Z,2023-01-25T04:36:53Z,3991144247,213,0.4,3991144337,233,15,3991144245,212,2.8,3994070313,178,,3991144335,397,,3991144239,56,Back,3991144241,140,13.2,3991144243,141,93.8,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876753,15,74,1,1,16,cgvbluoerzbzcr7aaxge3wkcv,1,94.2,5,2023-01-22T20:31:59.822Z,2023-01-25T05:08:45Z,3994070321,178,,3991144341,233,5,3991144307,285,,3991144309,397,,3991144305,56,Right,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876749,6,5,1,1,16,5c0sf1eaipcxvdw9o22of2jdp,1,-1.5,89.1,2023-01-22T20:32:00.660Z,2023-01-25T04:36:59Z,3991144405,233,16,3991144267,56,Back,3991144269,346,,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876761,16,5,1,1,16,cgvbluoerzbzcr7aaxge3wkcv,0,101.5,10.9,2023-01-22T20:32:00.660Z,2023-01-25T04:36:58Z,3991144369,346,,3991144367,56,Right,3991144413,233,6,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876891,7,1,1,1,33,5c0sf1eaipcxvdw9o22of2jdp,1,4.3,46.4,2023-01-22T20:32:17.585Z,2023-01-25T04:37:02Z,3991145081,141,15.0,3991145083,212,64.6,3991145091,74,,3991145085,213,5.9,3991145075,124,,3991145077,56,Right,3991145087,1,,3991145079,140,62.4,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876893,8,44,1,1,37,5c0sf1eaipcxvdw9o22of2jdp,1,61.8,12.6,2023-01-22T20:32:21.109Z,2023-01-25T06:00:10Z,3991145093,56,Right,3991145095,286,,3991145109,233,17,,,,,,,,,,,,,,,,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876887,17,44,1,1,37,cgvbluoerzbzcr7aaxge3wkcv,0,38.2,87.4,2023-01-22T20:32:21.110Z,2023-01-25T04:37:18Z,3991145059,285,,3991145123,233,8,3991145057,56,Back,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876901,9,1,1,1,37,5c0sf1eaipcxvdw9o22of2jdp,1,62.4,15,2023-01-22T20:32:21.144Z,2023-01-25T06:00:11Z,3991145135,141,13.7,3991145129,168,,3991145127,3,,3991145139,213,6.2,3994070367,388,,3991145137,212,9.4,3991145131,56,Right,3991145133,140,71.3,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876925,10,1,1,1,40,5c0sf1eaipcxvdw9o22of2jdp,0,72.3,15.8,2023-01-22T20:32:23.744Z,2023-01-25T04:37:22Z,3991145249,141,22.4,3991145247,140,97.0,3991145257,213,0.2,3991145245,56,Center,3991145253,212,26.3,3994070395,178,,,,,,,,9wek84cn7z0ou46623nlo876y,Leandro Sanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500448995,898,67,1,1,43,cgvbluoerzbzcr7aaxge3wkcv,1,9.5,76.8,2023-01-22T20:32:26.750Z,2023-01-25T06:00:11Z,3994081741,233,852,,,,,,,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500448993,852,67,1,1,43,5c0sf1eaipcxvdw9o22of2jdp,0,90.5,23.2,2023-01-22T20:32:26.751Z,2023-01-25T05:14:31Z,3994081749,233,898,,,,,,,,,,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876951,18,12,1,1,43,cgvbluoerzbzcr7aaxge3wkcv,1,9.1,77.5,2023-01-22T20:32:26.767Z,2023-01-25T06:00:11Z,3994070409,178,,3991145391,140,3.1,3991145401,213,1.9,3991145449,167,,3991145395,141,100.0,3991145389,56,Back,3991145399,212,17.1,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876995,11,5,1,1,44,5c0sf1eaipcxvdw9o22of2jdp,1,97,-1.4,2023-01-22T20:32:27.884Z,2023-01-25T04:37:29Z,3991145637,347,,3991145675,233,19,3991145635,56,Right,,,,,,,,,,,,,,,,9wek84cn7z0ou46623nlo876y,Leandro Sanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499876955,19,5,1,1,44,cgvbluoerzbzcr7aaxge3wkcv,0,3,101.4,2023-01-22T20:32:27.884Z,2023-01-25T04:37:30Z,3991145425,347,,3991145423,56,Back,3991145695,233,11,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877065,12,1,1,2,1,5c0sf1eaipcxvdw9o22of2jdp,1,92,0,2023-01-22T20:32:45.618Z,2023-01-25T04:37:32Z,3991146059,213,2.9,3991146067,189,,3991146057,212,28.8,3991146055,141,10.9,3991146049,107,,3991146051,56,Right,3991146053,140,65.6,3991146061,1,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877067,13,1,1,2,3,5c0sf1eaipcxvdw9o22of2jdp,1,62.3,14,2023-01-22T20:32:47.050Z,2023-01-25T04:37:33Z,3991146077,213,2.5,3991146075,212,22.3,3991146069,56,Back,3991231091,189,,3991146073,141,34.5,3991146071,140,45.7,3994070431,178,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877073,14,1,1,2,4,5c0sf1eaipcxvdw9o22of2jdp,1,45.3,36.7,2023-01-22T20:32:48.030Z,2023-01-25T04:37:38Z,3991146103,141,68.2,3991146101,140,45.7,3994070439,178,,3991146105,212,21.4,3991146107,213,1.6,3991146099,56,Back,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877081,15,1,1,2,7,5c0sf1eaipcxvdw9o22of2jdp,1,45.7,68.2,2023-01-22T20:32:50.777Z,2023-01-25T04:37:44Z,3991146135,56,Back,3991146141,212,21.3,3991146139,141,38.9,3991146143,213,4.3,3991146137,140,38.4,3994070463,178,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877087,16,1,1,2,9,5c0sf1eaipcxvdw9o22of2jdp,1,38.4,38.9,2023-01-22T20:32:53.286Z,2023-01-25T04:37:49Z,3991146187,213,4.6,3991146179,56,Back,3991146181,140,37.6,3991146185,212,10.2,3991146183,141,23.9,3994070481,178,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877123,17,1,1,2,11,5c0sf1eaipcxvdw9o22of2jdp,1,37.5,23.6,2023-01-22T20:32:55.175Z,2023-01-25T04:37:53Z,3991146325,140,46.6,3991146329,212,16.7,3991146327,141,3.4,3991146323,56,Back,3991146331,213,5.3,3994070497,178,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877131,18,1,1,2,12,5c0sf1eaipcxvdw9o22of2jdp,0,46.6,3.4,2023-01-22T20:32:56.414Z,2023-01-25T04:37:58Z,3991146355,140,57.7,3991146363,213,6.0,3991146353,56,Right,3994070505,178,,3991146359,212,12.0,3991146357,141,0.0,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877137,19,5,1,2,14,5c0sf1eaipcxvdw9o22of2jdp,0,60.8,-1.4,2023-01-22T20:32:58.059Z,2023-01-25T04:38:02Z,3991146377,56,Right,3991146511,233,20,3991146379,347,,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877153,20,5,1,2,14,cgvbluoerzbzcr7aaxge3wkcv,1,39.2,101.4,2023-01-22T20:32:58.059Z,2023-01-25T04:38:01Z,3991146503,347,,3991146505,233,19,3991146501,56,Back,,,,,,,,,,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877165,21,1,1,2,18,cgvbluoerzbzcr7aaxge3wkcv,1,40.7,100,2023-01-22T20:33:02.736Z,2023-01-25T04:38:05Z,3991146575,212,9.8,3991146571,140,32.6,3991146573,141,94.5,3991146567,107,,3991146577,213,3.7,3991146569,56,Back,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877217,22,1,1,2,20,cgvbluoerzbzcr7aaxge3wkcv,0,32.7,94.5,2023-01-22T20:33:04.543Z,2023-01-25T04:38:08Z,3991146793,213,5.4,3991146791,212,63.8,3991146783,56,Right,3994070537,178,,3991146781,196,,3991146779,155,,3991146789,141,20.9,3991146795,1,,8uxdtdynfnmlx0ro5iounze1,Patrick William,3991146785,140,,,,,,,,,70.4,,,,,,,,,,,,,,,,,,,,
2499877209,20,49,1,2,27,5c0sf1eaipcxvdw9o22of2jdp,1,38.7,88.7,2023-01-22T20:33:11.153Z,2023-01-25T04:38:14Z,,,,,,,,,,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877241,21,1,1,2,27,5c0sf1eaipcxvdw9o22of2jdp,1,38.8,87.1,2023-01-22T20:33:11.464Z,2023-01-25T04:38:19Z,3991146905,213,4.0,3991146899,140,29.6,3991146897,56,Back,3994070555,178,,3991146901,141,71.2,3991146903,212,14.5,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877265,22,1,1,2,31,5c0sf1eaipcxvdw9o22of2jdp,1,25.9,68.8,2023-01-22T20:33:15.274Z,2023-01-25T04:38:25Z,3991147035,140,28.6,3991147041,213,4.8,3991147039,212,38.8,3991147037,141,11.9,3991147043,1,,3991147033,56,Back,3994070577,178,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877299,23,1,1,2,34,5c0sf1eaipcxvdw9o22of2jdp,1,29,10.7,2023-01-22T20:33:18.125Z,2023-01-25T04:38:38Z,3991147187,56,Back,3991147195,141,28.3,3994070629,178,,3991147199,212,12.1,3991147191,140,27.4,3991147203,213,1.7,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877317,24,1,1,2,37,5c0sf1eaipcxvdw9o22of2jdp,1,25.3,31.8,2023-01-22T20:33:21.506Z,2023-01-25T04:38:44Z,3991147291,155,,3991147305,1,,3991147293,196,,3991147299,141,94.5,3991147297,140,44.6,3994070657,178,,3991147295,56,Back,3991147303,213,1.1,e0k7beubxdswouhw13td0nlk9,Z. Youssouf,3991147301,212,,,,,,,,,47.2,,,,,,,,,,,,,,,,,,,,
2499877335,25,1,1,2,41,5c0sf1eaipcxvdw9o22of2jdp,1,44.6,94.7,2023-01-22T20:33:25.581Z,2023-01-25T04:38:51Z,3991147391,141,71.7,3991147393,212,16.3,3991147389,140,40.2,3994070679,178,,3991147395,213,4.4,3991147387,56,Back,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877355,26,1,1,2,43,5c0sf1eaipcxvdw9o22of2jdp,1,40,72,2023-01-22T20:33:26.916Z,2023-01-25T04:38:56Z,3991147479,140,21.8,3991147477,56,Back,3991147485,213,2.6,3994070703,178,,3991147483,212,22.0,3991147481,141,88.1,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877407,27,1,1,2,46,5c0sf1eaipcxvdw9o22of2jdp,1,21.3,88,2023-01-22T20:33:29.921Z,2023-01-25T04:39:01Z,3991147731,212,22.9,3991147733,213,4.0,3994070723,178,,3991147729,141,61.5,3991147727,140,7.9,3991147725,56,Back,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877415,28,1,1,2,50,5c0sf1eaipcxvdw9o22of2jdp,1,10,61.2,2023-01-22T20:33:34.497Z,2023-01-25T04:39:06Z,3991147775,140,16.5,3991147779,212,20.9,3991147777,141,90.2,3991147773,56,Back,3991147781,213,1.2,3994070735,178,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877423,29,1,1,2,53,5c0sf1eaipcxvdw9o22of2jdp,1,16.6,90.9,2023-01-22T20:33:36.821Z,2023-01-25T04:39:12Z,3991147849,212,7.7,3994070757,178,,3991147851,213,0.3,3991147845,141,93.9,3991147839,56,Back,3991147841,140,23.7,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877453,30,1,1,2,55,5c0sf1eaipcxvdw9o22of2jdp,1,23.7,93.9,2023-01-22T20:33:38.742Z,2023-01-25T04:39:18Z,3994070779,178,,3991148029,140,31.3,3991148035,213,0.0,3991148031,141,94.2,3991148027,56,Back,3991148033,212,8.0,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500449193,868,67,1,2,56,5c0sf1eaipcxvdw9o22of2jdp,1,27.8,91.6,2023-01-22T20:33:39.802Z,2023-01-25T06:00:12Z,3994082925,233,899,,,,,,,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500449189,899,67,1,2,56,cgvbluoerzbzcr7aaxge3wkcv,0,72.2,8.4,2023-01-22T20:33:39.803Z,2023-01-25T05:16:50Z,3994082933,233,868,,,,,,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499877457,31,61,1,2,56,5c0sf1eaipcxvdw9o22of2jdp,0,31.3,94.4,2023-01-22T20:33:39.965Z,2023-01-25T06:00:12Z,3991148051,56,Back,3994070833,178,,,,,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
