id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2502863987,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-02-01T18:09:56.994Z,2023-02-01T18:43:38Z,4006824647,197,385,4006719171,130,2,4006719177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006719173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006719175,194,3bysj69bufnbqx70q6ufzat49,4006719169,59,"30, 2, 94, 10, 3, 15, 23, 8, 29, 9, 38, 4, 7, 11, 27, 31, 36, 39, 45, 85",4006719165,30,"3uma2r2ks9a44deiwpncec8np, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 8sg65mj881mnfd9wgtew01s5x, a00q0qj479gzj5hymx4ix5lp0, 5n3pl3j98lkmzzus1b095bkd1, 3bysj69bufnbqx70q6ufzat49, 549guee46difwv85rq18p7f1l, 90moydtk6dv07bfaqki5s6ymt, 4rfcpo4l9f8x1m0rlnwloefl6, bn1rwgy1yhd0ov3u4pu2lb6ga, 8czsihbd6817k4uzvwenqvxex, 57xeumfhz5h30yn1168rgljah, 757f9x11lzcug3d6sn39d85wp, 6i4i4rqqcvxa7rsysriqxlxat, 4nl5hapemrmmuh1r8afne8b85, 388ux45xau80x9rom4s2bapgq, bmv1uzsltia86qpoj52ycfai, 68o93orxpx4ehs4dsa57521g5, 9yitbzvjcwsvbdpwf97nbyfo",4006719167,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502864099,1,34,16,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-01T18:10:09.404Z,2023-02-01T18:58:09Z,4006719811,59,"99, 23, 22, 87, 3, 5, 11, 8, 9, 25, 13, 2, 12, 14, 17, 19, 20, 29, 30, 70",4006719817,194,58i5y98ceb55anpucpru7skb9,4006719809,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4006719813,130,8,4006719815,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006719819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006851667,197,367,4006719807,30,"d79vlrccz170hzdh35nhsf1ed, dowh6oc93ggduous7ligguqne, av5ng2yhu8q1lqacekmxci0ut, 6mujhf0gz4dviowpil1bsyk4q, 58i5y98ceb55anpucpru7skb9, 37usxvspofewb3djlg67lp1hx, a6r2hqalh9ydoy2a8uv9rztux, el6dn7kq3815p2zd4rppzzw7p, 97vuoqg0x9nx56dmd9u5e12hh, 8y0e1y90ih393h7zv7srfot79, 2j8v4lkqeg1bcqp77ezseo8vd, 3enoici51osego5k1w41fuaqd, 19s3ei718jouszy30uxli8xd5, xbk4zraauvq1cj1w5yz08kb9, 5m1fht9uevn186asz8awhxjah, f3zl8ymo5ttze20sffzk044q1, 4j6h9mgau5uaxlm589qlc6rjd, 1nd8l0ofw9x779c0ufwbbo4ph, 2wl0uylmkzi2ls7v4amgaa1yi, cdir3jevzi4o8edgtfwu6jfca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889785,2,32,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-01T19:00:41.426Z,2023-02-01T19:00:41Z,4006854545,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889799,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-02-01T19:00:41.426Z,2023-02-03T20:10:14Z,4006854609,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889809,3,1,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,50,50,2023-02-01T19:00:41.477Z,2023-02-04T10:45:29Z,4010478711,178,,4006854661,279,S,4006854659,213,3.0,4006854657,212,15.2,4006854655,141,53.3,4006854653,140,35.7,4006854651,56,Back,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889835,4,1,1,0,2,66bsnl0zjb7l5akwo00h0y5me,1,35.7,53.1,2023-02-01T19:00:43.631Z,2023-02-04T10:45:38Z,4006854763,56,Right,4006854765,140,69.3,4006854767,141,8.3,4006854761,155,,4006854771,213,5.6,4006854773,1,,4010478853,178,,4006854769,212,46.6,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889837,5,44,1,0,5,66bsnl0zjb7l5akwo00h0y5me,1,67.8,11.4,2023-02-01T19:00:47.050Z,2023-02-04T14:26:31Z,4006854789,286,,4006854791,233,3,4006854787,56,Right,,,,,,,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889827,3,44,1,0,5,7kfx3xpj2c2wxinsyi16i9gaz,0,32.2,88.6,2023-02-01T19:00:47.051Z,2023-02-04T10:45:51Z,4006854741,285,,4006854739,56,Back,4006854797,233,5,,,,,,,,,,,,,,,,bn1rwgy1yhd0ov3u4pu2lb6ga,Léo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889845,6,1,1,0,5,66bsnl0zjb7l5akwo00h0y5me,1,69.2,8.2,2023-02-01T19:00:47.089Z,2023-02-04T14:26:31Z,4010479225,388,,4006854849,212,10.2,4006854851,213,1.1,4006854841,3,,4006854847,141,21.2,4006854843,56,Center,4006854845,140,74.0,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889847,7,61,1,0,6,66bsnl0zjb7l5akwo00h0y5me,0,73.8,26.9,2023-02-01T19:00:48.051Z,2023-02-04T10:46:04Z,4010479329,178,,4006854855,56,Center,,,,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889849,4,1,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,1,31.6,59.7,2023-02-01T19:00:49.260Z,2023-02-04T10:46:15Z,4006854871,56,Back,4010479561,178,,4006854869,3,,4006854873,140,32.1,4006854875,141,66.6,4006854877,212,4.7,4006854879,213,1.5,,,,549guee46difwv85rq18p7f1l,Val,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889853,5,49,1,0,9,7kfx3xpj2c2wxinsyi16i9gaz,1,32.1,66.6,2023-02-01T19:00:50.668Z,2023-02-04T10:46:25Z,,,,,,,,,,,,,,,,,,,,,,,,,8sg65mj881mnfd9wgtew01s5x,S. Beltrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889863,6,1,1,0,9,7kfx3xpj2c2wxinsyi16i9gaz,0,25.5,59.4,2023-02-01T19:00:50.737Z,2023-02-04T10:46:31Z,4006854937,157,,4006854949,1,,4006854945,212,35.6,4006854943,141,31.4,4006854947,213,5.7,4010479761,178,,4006854941,140,54.1,4006854939,56,Center,8sg65mj881mnfd9wgtew01s5x,S. Beltrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889871,8,1,1,0,14,66bsnl0zjb7l5akwo00h0y5me,1,47.5,66.2,2023-02-01T19:00:56.129Z,2023-02-04T10:47:06Z,4006854985,3,,4006854987,56,Back,4006854989,140,42.6,4006854991,141,65.1,4010480257,178,,4006854995,213,3.3,4006854993,212,5.2,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889873,9,49,1,0,15,66bsnl0zjb7l5akwo00h0y5me,1,42.6,65.1,2023-02-01T19:00:56.569Z,2023-02-04T10:47:25Z,,,,,,,,,,,,,,,,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889877,10,1,1,0,15,66bsnl0zjb7l5akwo00h0y5me,0,42.6,65.1,2023-02-01T19:00:56.587Z,2023-02-04T10:47:22Z,4010480621,178,,4006855017,141,80.7,4006855013,56,Back,4006855015,140,47.8,4006855019,212,11.9,4006855021,213,1.1,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889887,7,49,1,0,16,7kfx3xpj2c2wxinsyi16i9gaz,1,58.5,16.4,2023-02-01T19:00:58.169Z,2023-02-04T10:47:34Z,,,,,,,,,,,,,,,,,,,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502891395,50,1,1,0,16,7kfx3xpj2c2wxinsyi16i9gaz,1,62.7,9.8,2023-02-01T19:00:58.262Z,2023-02-04T10:48:22Z,4006862929,212,9.8,4006862925,140,53.5,4006862923,56,Right,4010481117,178,,4006862927,141,7.3,4006862931,213,3.3,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502914253,395,43,1,0,19,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-02-01T19:01:00.426Z,2023-02-01T19:55:42Z,4006993743,56,Back,4006993745,285,0,4006993843,144,45,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889945,12,45,1,0,19,66bsnl0zjb7l5akwo00h0y5me,0,39.8,79.6,2023-02-01T19:01:01.170Z,2023-02-04T13:30:45Z,4006855369,285,,4006856895,233,15,4006855367,56,Back,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
