id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2448648453,6,1,1,0,14,alyavx3ad35bp1xuwmqk7sgev,0,98,13.7,2022-08-20T17:03:24.785Z,2022-08-22T18:28:23Z,3719798091,56,Right,3719798099,213,0.6,3719798093,140,100.0,3726514599,387,,3719798087,2,,3726514597,225,,3719798097,212,3.7,3726830489,178,,9m66crpktao9g80wc8zi9y5ex,João Correia,3719798095,141,16.7,3726514603,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448648473,6,5,1,0,16,7fn0aazbc8nx0u040aulozds1,1,-1.4,80.4,2022-08-20T17:03:27.025Z,2022-08-22T18:28:25Z,3719801329,233,7,3719798199,56,Back,3719849357,346,,,,,,,,,,,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448648505,7,5,1,0,16,alyavx3ad35bp1xuwmqk7sgev,0,101.4,19.6,2022-08-20T17:03:27.025Z,2022-08-22T18:28:25Z,3719801349,233,6,3719798389,56,Right,3719849397,346,,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448648719,7,1,1,0,27,7fn0aazbc8nx0u040aulozds1,1,2.9,60,2022-08-20T17:03:37.706Z,2022-08-22T18:28:27Z,3726514685,189,,3719799565,213,1.0,3719799559,140,9.4,3719799555,124,,3719799561,141,76.7,3719799569,237,,3719799563,212,13.2,3719799557,56,Back,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448648765,8,1,1,0,28,7fn0aazbc8nx0u040aulozds1,1,9.4,76.7,2022-08-20T17:03:39.401Z,2022-08-22T18:28:30Z,3726830743,178,,3719799799,141,92.7,3719799797,140,20.6,3719799803,213,0.7,3719799801,212,16.0,3719799795,56,Back,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448648827,9,1,1,0,31,7fn0aazbc8nx0u040aulozds1,0,20.7,92.7,2022-08-20T17:03:42.376Z,2022-08-22T18:28:34Z,3719800113,213,6.2,3719800099,140,70.9,3719800095,155,,3719800109,212,52.8,3719800117,1,,3719800103,141,88.3,3719800097,56,Left,3726830903,178,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649143,12,49,1,0,37,alyavx3ad35bp1xuwmqk7sgev,1,27.1,26.3,2022-08-20T17:03:48.106Z,2022-08-22T18:28:38Z,,,,,,,,,,,,,,,,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448648947,8,1,1,0,37,alyavx3ad35bp1xuwmqk7sgev,1,23.3,25.7,2022-08-20T17:03:48.185Z,2022-08-22T18:28:41Z,3719800827,212,21.6,3719800825,141,44.0,3726831103,178,,3719800829,213,2.5,3719800821,56,Back,3719800823,140,6.5,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448648981,9,1,1,0,43,alyavx3ad35bp1xuwmqk7sgev,1,5.5,43.8,2022-08-20T17:03:54.076Z,2022-08-22T18:28:45Z,3719801031,212,17.5,3719801029,141,23.1,3719801033,213,5.3,3719801027,140,15.4,3719801025,56,Back,3726831279,178,,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649055,10,1,1,0,47,alyavx3ad35bp1xuwmqk7sgev,1,15.4,23.1,2022-08-20T17:03:58.286Z,2022-08-22T18:28:50Z,3719801401,212,17.7,3719801403,213,1.8,3719801399,141,48.3,3726831411,178,,3719801395,56,Back,3719801397,140,11.0,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649135,11,1,1,0,50,alyavx3ad35bp1xuwmqk7sgev,1,11,48.3,2022-08-20T17:04:01.326Z,2022-08-22T18:28:53Z,3719801861,213,1.1,3719801857,141,69.7,3719801855,140,18.8,3726831461,178,,3719801859,212,16.7,3719801853,56,Back,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649193,13,1,1,0,56,alyavx3ad35bp1xuwmqk7sgev,1,24.7,71.5,2022-08-20T17:04:06.610Z,2022-08-22T18:28:57Z,3719802125,140,24.7,3719802127,141,46.0,3726831631,178,,3719802129,212,17.3,3719802131,213,4.7,3719802123,56,Back,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649209,14,1,1,0,58,alyavx3ad35bp1xuwmqk7sgev,0,26.2,39.2,2022-08-20T17:04:08.726Z,2022-08-22T18:29:01Z,3726831793,178,,3719802223,140,57.9,3719802233,1,,3719802229,212,38.3,3719802231,213,5.8,3719802217,56,Right,3719802211,155,,3719802227,141,11.2,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649227,10,8,1,0,59,7fn0aazbc8nx0u040aulozds1,1,43.6,89.3,2022-08-20T17:04:10.574Z,2022-08-22T18:29:06Z,3726832005,388,,3719802321,56,Back,3726515005,384,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649305,11,1,1,1,2,7fn0aazbc8nx0u040aulozds1,0,69.6,77.6,2022-08-20T17:04:12.615Z,2022-08-22T18:29:11Z,3726832173,178,,3719802703,141,63.9,3719802699,56,Center,3719802701,140,73.8,3719802705,212,10.3,3719802707,213,5.2,3719802697,3,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649325,15,1,1,1,3,alyavx3ad35bp1xuwmqk7sgev,0,23.6,48.8,2022-08-20T17:04:14.435Z,2022-08-22T18:29:16Z,3719802869,212,24.0,3719802857,56,Back,3719802863,140,32.0,3719802871,213,5.1,3719802867,141,16.0,3719802853,3,,3726832403,178,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450069831,1051,43,1,1,5,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-08-20T17:04:15.815Z,2022-08-23T05:24:15Z,3727432849,178,0,3727432893,144,82,,,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450069845,1052,43,1,1,5,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-08-20T17:04:15.963Z,2022-08-23T05:24:22Z,3727432881,178,0,3727432943,144,82,,,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649343,12,49,1,1,6,7fn0aazbc8nx0u040aulozds1,1,70.7,80.2,2022-08-20T17:04:17.326Z,2022-08-22T18:29:23Z,,,,,,,,,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649415,13,1,1,1,8,7fn0aazbc8nx0u040aulozds1,1,66.6,85.3,2022-08-20T17:04:18.765Z,2022-08-22T18:29:26Z,3719803293,56,Left,3726832737,178,,3719803299,212,9.5,3719803297,141,81.1,3719803295,140,58.0,3719803301,213,3.4,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649533,14,1,1,1,10,7fn0aazbc8nx0u040aulozds1,1,55.8,81.5,2022-08-20T17:04:20.925Z,2022-08-22T18:29:30Z,3719803925,140,42.2,3726832897,178,,3719803927,141,38.2,3719803923,56,Back,3719803933,1,,3719803931,213,4.3,3719803929,212,32.7,,,,2gek3shxyc91h8bth9q8opyei,Diego Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649597,15,1,1,1,16,7fn0aazbc8nx0u040aulozds1,1,42.9,38.9,2022-08-20T17:04:27.155Z,2022-08-22T18:29:33Z,3726832993,178,,3719804237,56,Back,3719804255,212,18.8,3719804241,140,38.8,3719804263,213,1.8,3719804245,141,65.8,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649655,16,1,1,1,20,7fn0aazbc8nx0u040aulozds1,1,41.9,76,2022-08-20T17:04:30.954Z,2022-08-22T18:29:36Z,3726833101,178,,3719804609,213,0.7,3719804601,56,Left,3719804603,140,55.1,3719804605,141,93.8,3719804607,212,18.4,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450113025,1484,67,1,1,21,7fn0aazbc8nx0u040aulozds1,1,55.1,92.7,2022-08-20T17:04:32.128Z,2022-08-23T08:54:26Z,3727618341,233,1494,,,,,,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450113021,1494,67,1,1,21,alyavx3ad35bp1xuwmqk7sgev,0,44.9,7.3,2022-08-20T17:04:32.129Z,2022-08-23T08:28:34Z,3727618351,233,1484,,,,,,,,,,,,,,,,,,,,,,361pxz5e33ydl2c3t63a9kzc9,Bernardo Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649879,18,61,1,1,21,7fn0aazbc8nx0u040aulozds1,0,53.1,97.1,2022-08-20T17:04:32.276Z,2022-08-23T08:54:27Z,3726833333,178,,3719805909,56,Left,,,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649753,16,5,1,1,23,alyavx3ad35bp1xuwmqk7sgev,1,45,-2,2022-08-20T17:04:33.985Z,2022-08-22T18:29:43Z,3719805149,347,,3719806089,233,17,3719805147,56,Back,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649721,17,5,1,1,23,7fn0aazbc8nx0u040aulozds1,0,55,102,2022-08-20T17:04:33.985Z,2022-08-22T18:29:43Z,3719806101,233,16,3719804919,347,,3719804917,56,Left,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448649759,17,43,1,1,23,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-20T17:04:34.493Z,2022-08-20T17:04:48Z,3719805793,144,8,3719805177,56,Back,,,,,,,,,,,,,,,,,,,361pxz5e33ydl2c3t63a9kzc9,Bernardo Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650059,18,1,1,1,42,alyavx3ad35bp1xuwmqk7sgev,1,47.7,0,2022-08-20T17:04:52.996Z,2022-08-22T18:29:54Z,3719806859,141,16.9,3719806853,107,,3719806861,212,13.9,3719806863,213,2.0,3719806857,140,42.7,3719806855,56,Back,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449910667,819,3,1,1,43,alyavx3ad35bp1xuwmqk7sgev,0,39.6,26.5,2022-08-20T17:04:54.045Z,2022-08-22T18:30:12Z,3726515661,467,bljvhirrui29i12tysjdtmnd,3726515657,286,,3726515655,56,Back,3726834557,178,,3726515659,465,,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650067,19,4,1,1,44,alyavx3ad35bp1xuwmqk7sgev,1,39.1,23.2,2022-08-20T17:04:55.495Z,2022-08-22T18:30:15Z,3719806913,286,,3719806911,152,,3719806907,295,,3719806905,13,,3719806909,56,Back,3719807261,233,19,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650123,19,4,1,1,44,7fn0aazbc8nx0u040aulozds1,0,60.9,76.8,2022-08-20T17:04:55.496Z,2022-08-22T18:30:15Z,3719807167,13,,3719807293,233,19,3719807171,56,Center,3726834673,178,,3719807173,152,,3719807169,295,,3719807175,285,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650171,20,1,1,1,48,alyavx3ad35bp1xuwmqk7sgev,1,42.3,25.9,2022-08-20T17:04:59.576Z,2022-08-22T18:30:18Z,3719807437,5,,3719807441,56,Back,3719807449,213,1.8,3719807443,140,36.6,3719807439,152,,3719807445,141,62.8,3726834763,178,,3719807447,212,25.8,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650241,21,1,1,1,52,alyavx3ad35bp1xuwmqk7sgev,1,36.4,62.8,2022-08-20T17:05:02.626Z,2022-08-22T18:30:21Z,3719807797,56,Center,3719807803,212,29.4,3719807801,141,77.5,3726834861,178,,3719807799,140,62.7,3719807805,213,0.3,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650269,22,1,1,1,55,alyavx3ad35bp1xuwmqk7sgev,1,71.8,82.7,2022-08-20T17:05:06.161Z,2022-08-22T18:30:26Z,3719807939,140,83.2,3719807945,213,0.5,3726835083,178,,3719807937,56,Left,3719807941,141,92.4,3719807943,212,13.7,,,,,,,duv5kjxwj07cwmfz8x200qyqy,Batxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650299,23,1,1,1,57,alyavx3ad35bp1xuwmqk7sgev,0,83.4,92.7,2022-08-20T17:05:07.985Z,2022-08-22T18:30:29Z,3726515963,72,,3726515961,386,,3719808103,56,Center,3719808109,212,25.1,3719808105,140,91.4,3719808099,2,,3726835179,178,,3726515959,225,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,3719808111,213,5.1,3719808107,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650365,20,12,1,1,58,7fn0aazbc8nx0u040aulozds1,1,8.8,44,2022-08-20T17:05:08.997Z,2022-08-22T18:30:33Z,3719808485,167,,3719808433,140,15.5,3719808439,213,4.9,3719808431,56,Back,3719808437,212,32.1,3726835385,178,,3719808435,141,0.0,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650373,21,5,1,2,0,7fn0aazbc8nx0u040aulozds1,0,16.2,-2,2022-08-20T17:05:11.015Z,2022-08-22T18:30:35Z,3719809879,233,24,3719808467,347,,3719808465,56,Back,,,,,,,,,,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650655,24,5,1,2,0,alyavx3ad35bp1xuwmqk7sgev,1,83.8,102,2022-08-20T17:05:11.015Z,2022-08-22T18:30:34Z,3719809829,347,,3719809825,56,Left,3719809875,233,21,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650711,25,1,1,2,12,alyavx3ad35bp1xuwmqk7sgev,1,83.2,100,2022-08-20T17:05:23.025Z,2022-08-22T18:30:42Z,3719810115,141,87.8,3719810117,212,15.8,3719810109,107,,3719810119,213,3.8,3719810111,56,Left,3719810113,140,71.3,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650733,26,1,1,2,16,alyavx3ad35bp1xuwmqk7sgev,1,69.5,82.8,2022-08-20T17:05:27.212Z,2022-08-22T18:30:44Z,3719810249,213,4.1,3719810241,56,Center,3719810243,140,54.2,3719810245,141,52.0,3726835841,178,,3719810247,212,26.4,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650829,27,1,1,2,19,alyavx3ad35bp1xuwmqk7sgev,1,53.8,47.8,2022-08-20T17:05:30.405Z,2022-08-22T18:30:49Z,3726836009,178,,3719810749,141,71.2,3719810745,56,Center,3719810747,140,54.5,3719810751,212,15.9,3719810753,213,1.5,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650889,28,1,1,2,22,alyavx3ad35bp1xuwmqk7sgev,1,54.5,71.2,2022-08-20T17:05:33.146Z,2022-08-22T18:30:53Z,3719811045,56,Left,3726836221,178,,3719811053,213,1.0,3719811047,140,64.6,3719811051,212,19.7,3719811049,141,95.7,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650941,30,1,1,2,26,alyavx3ad35bp1xuwmqk7sgev,1,64.4,86.8,2022-08-20T17:05:37.176Z,2022-08-22T18:30:56Z,3719811381,56,Center,3719811389,213,5.2,3719811383,140,75.5,3719811385,141,55.0,3719811387,212,24.6,3726836405,178,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448650901,29,43,1,2,26,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-08-20T17:05:37.348Z,2022-08-20T17:05:53Z,3719811121,56,Left,3719812783,144,3,3719811123,286,0,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
