id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2462205185,1,34,16,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-09-18T18:28:50.412Z,2022-09-18T19:32:21Z,3792165207,197,372,3791943203,59,"1, 70, 6, 19, 3, 15, 45, 10, 9, 23, 21, 7, 12, 14, 18, 26, 29, 24, 88, 99",3791943211,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791943209,194,5l9ilx0kwbny81lykqksoz9w5,3791943201,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3791943199,30,"5nlzolv5bg03eiopba58rs251, dq41kziilg4jki9erxel9d3ze, c8s3kzk7jpdpp5ctzqkzh9vit, 5r7q0eg6pmoq0safxa9tnm5l, 8t404ou7dw8vprk9h7jjuqjt, 51rs6ozeux61yyjfk9ci86311, 5kcytruttikppbpkeg9rhd4gl, 33qmom9yrc1ft1cte9qju1djp, e5xv1rmy69kwuxjxin653ojqh, 43xutn1unln5o3gwx3cl4lo0l, 5l9ilx0kwbny81lykqksoz9w5, 2apqk2zobhs8ypnaw0bzkch9m, c3pxiexbciif7uu845ivx5hhx, 23d0t7gqlra3jkskn18bh752i, 2irms3moqosywa14re7n2awh5, csvbc0k1f54418nn8pjhg8ull, 5p4q1zolt4e4h07jzknksyzv8, 1l93qv71yu7ohs9ida8cx2zqi, 5bo84b7398nyv87ztwd8wxh3p, cnriqwh17pqgz7p2gt74uar6c",3791943207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791943205,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462206693,1,34,16,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-09-18T18:31:57.824Z,2022-09-18T19:27:03Z,3791952165,130,4,3791952167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791952171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791952159,30,"9uc54rlxmahbfppv97zi81yhh, 7m2za4jynw9fdc2ax1455ibpx, chy52wzncc8ulmer9z2rebit, 3ynj76lod24r597rmhshxczpx, 8f8lbg182g5jwnqbj1zgjbljp, 10mmhviatbpx75fslh68s25lh, de1nmkgahbsrky75itebiitp1, eblsjvbkd7vws1qpx7td1eacp, 2u7fm04v2xzqso4rubkrvjcru, hrr3761wvgn1ayhsrrz4rf11, 9xk50bv3qlja26r1ecary1y3t, 19op8n866vmntrkobatq2u5ex, dn4o1wa7ia54rpytm5fikbsh5, 4wces11j8ejvbpz1zqd94b7fu, 2gek3shxyc91h8bth9q8opyei, 575pl0igxsevhmf6nfmjwwyxh, 16mci88sfp5ijpwf661mes8yy, adsrfhfo35n0tctahgcyqugru, bljvhirrui29i12tysjdtmnd, e6a9772gyk37kw0dg3xieu9d5",3791952161,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3791952169,194,chy52wzncc8ulmer9z2rebit,3791952163,59,"97, 14, 24, 6, 5, 4, 8, 19, 9, 10, 22, 7, 11, 13, 17, 20, 25, 70, 79, 99",3792155081,197,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246255,2,32,1,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-09-18T19:30:34.329Z,2022-09-18T19:30:36Z,3792169971,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246243,2,32,1,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-09-18T19:30:34.329Z,2022-09-20T21:50:52Z,3792169885,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246285,3,1,1,0,0,26t6lvlpql4w5wu1ih73qpy36,1,49.6,49.3,2022-09-18T19:30:34.449Z,2022-09-21T08:34:28Z,3792170121,141,54.0,3792170127,279,S,3792170117,56,Back,3792170125,213,2.1,3796098561,178,,3792170123,212,3.7,3792170119,140,47.9,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246291,4,1,1,0,2,26t6lvlpql4w5wu1ih73qpy36,0,47.9,54,2022-09-18T19:30:37.164Z,2022-09-21T08:34:29Z,3792170171,140,91.7,3792170177,213,5.7,3792170175,212,54.1,3796098609,178,,3792170165,155,,3792170173,141,12.0,3792170179,1,,3792170169,56,Right,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246321,3,1,1,0,5,7fn0aazbc8nx0u040aulozds1,0,18.3,83.7,2022-09-18T19:30:39.895Z,2022-09-21T08:34:36Z,3796098839,178,,3792170383,141,100.0,3792170377,3,,3792170379,56,Back,3792170385,212,18.1,3792170387,213,0.7,3792170381,140,31.4,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246327,4,5,1,0,8,7fn0aazbc8nx0u040aulozds1,0,31.3,101.4,2022-09-18T19:30:43.067Z,2022-09-21T08:34:40Z,3792170405,347,,3792170613,233,5,3792170403,56,Back,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246357,5,5,1,0,8,26t6lvlpql4w5wu1ih73qpy36,1,68.7,-1.4,2022-09-18T19:30:43.067Z,2022-09-21T08:34:40Z,3792170589,347,,3792170607,233,4,3792170587,56,Right,,,,,,,,,,,,,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462246425,6,1,1,0,15,26t6lvlpql4w5wu1ih73qpy36,1,68.4,0,2022-09-18T19:30:50.264Z,2022-09-21T08:34:43Z,3792170935,56,Back,3792170945,1,,3792170941,212,28.0,3792170937,140,43.1,3792170939,141,11.1,3792170943,213,2.8,3792170933,107,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
