id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/13/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist
2457994749,8,1,1,0,11,9ldqu49smv1xg2va0n2cy28zl,1,17.9,66.6,2022-09-10T14:31:37.285Z,2022-09-12T22:10:39Z,3769551059,213,5.4,3769551057,212,11.2,3769551053,140,24.5,3769551055,141,53.6,3776873031,178,,3769551051,56,Back,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459370801,1187,43,1,0,13,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-09-10T14:31:39.372Z,2022-09-13T03:31:30Z,3776886855,178,0,3777000283,144,82,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994781,9,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,0,28.6,44.3,2022-09-10T14:31:40.432Z,2022-09-12T22:10:43Z,3769551217,56,Right,3769551227,1,,3769551219,140,65.6,3769551215,155,,3776873087,178,,3769551223,212,49.5,3769551225,213,5.6,3769551221,141,0.0,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994789,3,5,1,0,18,5c0sf1eaipcxvdw9o22of2jdp,1,36.9,101.2,2022-09-10T14:31:44.102Z,2022-09-12T22:10:48Z,3769551263,56,Back,3769551265,347,,3769551289,233,10,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994787,10,5,1,0,18,9ldqu49smv1xg2va0n2cy28zl,0,63.1,-1.2,2022-09-10T14:31:44.102Z,2022-09-12T22:10:49Z,3769551255,56,Right,3769551257,347,,3769551321,233,3,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457994995,4,1,1,0,32,5c0sf1eaipcxvdw9o22of2jdp,0,40.7,100,2022-09-10T14:31:58.153Z,2022-09-12T22:10:56Z,3769552309,107,,3769552327,213,6.1,3769552319,141,93.9,3769552329,1,,3769552317,140,61.4,3769552323,212,22.3,3769552313,56,Left,,,,bxfalki1fmd687uj0b8e0m0np,Rúben Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995009,11,8,1,0,33,9ldqu49smv1xg2va0n2cy28zl,1,34.3,7.3,2022-09-10T14:32:00.016Z,2022-09-12T22:11:03Z,3775872957,384,,3776873295,388,,3769552409,56,Back,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458000049,89,61,1,0,34,9ldqu49smv1xg2va0n2cy28zl,0,33,5.3,2022-09-10T14:32:00.846Z,2022-09-12T22:11:09Z,3769578451,56,Back,3776873365,178,,,,,,,,,,,,,,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995001,5,43,1,0,34,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-09-10T14:32:00.972Z,2022-09-12T08:23:26Z,3769552381,212,7.7,3769552365,56,Left,3769552375,141,93.8,3769552385,213,3.2,3775873333,144,1,3769552371,140,54.1,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995047,6,50,1,0,36,5c0sf1eaipcxvdw9o22of2jdp,1,47.4,83.3,2022-09-10T14:32:02.585Z,2022-09-12T22:11:19Z,3769586905,286,,3769590093,233,124,3769552645,56,Back,,,,,,,,,,,,,,,,1whf50hjb4jhz9119qvtdov6d,Pelé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458002401,124,7,1,0,37,9ldqu49smv1xg2va0n2cy28zl,0,52.6,16.7,2022-09-10T14:32:03.721Z,2022-09-12T22:11:26Z,3769590057,233,6,3776873507,178,,3769590017,56,Right,3775873687,384,,3769590019,285,,,,,,,,,,,bxcpii8qeyw2duignml45sc15,P. Musa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459370829,758,67,1,0,38,5c0sf1eaipcxvdw9o22of2jdp,1,53.2,75.5,2022-09-10T14:32:04.909Z,2022-09-13T09:59:04Z,3776887029,233,1188,,,,,,,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459370827,1188,67,1,0,38,9ldqu49smv1xg2va0n2cy28zl,0,46.8,24.5,2022-09-10T14:32:04.910Z,2022-09-12T22:44:34Z,3776887033,233,758,,,,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995117,7,1,1,0,38,5c0sf1eaipcxvdw9o22of2jdp,1,52.7,74.6,2022-09-10T14:32:04.928Z,2022-09-13T09:59:05Z,3769553055,141,78.9,3769553053,140,28.6,3769553057,212,25.5,3769553059,213,3.0,3769553051,56,Back,3776873577,178,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995125,8,1,1,0,41,5c0sf1eaipcxvdw9o22of2jdp,1,29.4,75,2022-09-10T14:32:08.031Z,2022-09-12T22:11:50Z,3776873733,178,,3769553131,140,23.4,3769553137,213,4.4,3769553135,212,20.9,3769553133,141,45.7,3769553129,56,Back,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459392677,860,43,1,0,43,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-09-10T14:32:09.305Z,2022-09-13T03:32:33Z,3777000423,144,82,3777000421,178,0,,,,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995145,9,1,1,0,43,5c0sf1eaipcxvdw9o22of2jdp,1,23.4,45.7,2022-09-10T14:32:09.343Z,2022-09-12T22:11:54Z,3776873805,178,,3769553225,56,Back,3769553229,141,51.8,3769553231,212,16.7,3769553227,140,8.0,3769553233,213,2.9,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995191,10,1,1,0,45,5c0sf1eaipcxvdw9o22of2jdp,1,8,51.8,2022-09-10T14:32:11.610Z,2022-09-12T22:12:01Z,3769553459,213,0.1,3769553449,140,26.6,3776873877,178,,3769553445,56,Back,3769553455,212,19.6,3769553453,141,53.6,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995235,11,1,1,0,49,5c0sf1eaipcxvdw9o22of2jdp,1,32.5,47.8,2022-09-10T14:32:15.446Z,2022-09-12T22:12:05Z,3769553683,212,37.2,3769553689,1,,3769553687,213,5.6,3769553679,141,12.5,3769553677,140,59.6,3776873917,178,,3769553675,56,Right,,,,1whf50hjb4jhz9119qvtdov6d,Pelé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995257,12,1,1,0,51,5c0sf1eaipcxvdw9o22of2jdp,1,55.3,15.7,2022-09-10T14:32:17.084Z,2022-09-12T22:12:17Z,3769553821,141,23.1,3769553823,212,8.4,3769553825,213,2.5,3776873995,178,,3769553819,140,48.9,3769553817,56,Back,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995305,13,1,1,0,51,5c0sf1eaipcxvdw9o22of2jdp,1,48.9,19.8,2022-09-10T14:32:17.778Z,2022-09-12T22:12:20Z,3769554065,141,4.9,3769554063,140,60.4,3769554067,212,15.8,3776874003,178,,3769554069,213,5.6,3769554061,56,Right,3769554059,155,,,,,e0k7beubxdswouhw13td0nlk9,Z. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995313,14,50,1,0,53,5c0sf1eaipcxvdw9o22of2jdp,1,61.5,7.2,2022-09-10T14:32:19.162Z,2022-09-12T22:12:26Z,3769554155,233,12,3769554107,56,Right,3769554109,286,,,,,,,,,,,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995291,12,7,1,0,53,9ldqu49smv1xg2va0n2cy28zl,1,38.5,92.8,2022-09-10T14:32:19.772Z,2022-09-12T22:12:30Z,3776874071,178,,3769554001,167,,3769554005,56,Back,3775874927,385,,3769554131,233,14,3769554007,285,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995301,13,5,1,0,55,9ldqu49smv1xg2va0n2cy28zl,0,42.2,100.8,2022-09-10T14:32:21.789Z,2022-09-12T22:12:35Z,3769554195,233,15,3769554043,347,,3769554041,56,Back,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995323,15,5,1,0,55,5c0sf1eaipcxvdw9o22of2jdp,1,57.8,-0.8,2022-09-10T14:32:21.789Z,2022-09-12T22:12:35Z,3769554179,233,13,3769554167,56,Right,3769554171,347,,,,,,,,,,,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995385,16,1,1,1,0,5c0sf1eaipcxvdw9o22of2jdp,1,62.3,0,2022-09-10T14:32:26.282Z,2022-09-12T22:12:39Z,3769554545,213,1.1,3769554543,212,9.4,3769554535,107,,3769554541,141,11.6,3769554539,140,66.7,3769554537,56,Right,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995405,17,1,1,1,1,5c0sf1eaipcxvdw9o22of2jdp,1,66.7,11.6,2022-09-10T14:32:27.114Z,2022-09-12T22:12:42Z,3769554639,140,65.3,3769554637,56,Right,3776874123,178,,3769554641,141,4.4,3775875259,156,,3769554643,212,5.1,3769554645,213,4.4,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995413,18,3,1,1,2,5c0sf1eaipcxvdw9o22of2jdp,0,65.8,4,2022-09-10T14:32:28.783Z,2022-09-12T22:12:50Z,3769554673,56,Right,3769554709,286,,3776874241,178,,3775875743,465,,3769555117,233,14,,,,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995391,14,7,1,1,2,9ldqu49smv1xg2va0n2cy28zl,1,34.2,96,2022-09-10T14:32:28.990Z,2022-09-12T22:12:54Z,3769554573,285,,3775875535,385,,3776874277,178,,3769554571,56,Back,3769555065,233,18,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995409,15,5,1,1,3,9ldqu49smv1xg2va0n2cy28zl,0,32.6,101,2022-09-10T14:32:29.911Z,2022-09-12T22:13:02Z,3769555031,233,19,3769554665,56,Back,3769554667,347,,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995467,19,5,1,1,3,5c0sf1eaipcxvdw9o22of2jdp,1,67.4,-1,2022-09-10T14:32:29.911Z,2022-09-12T22:13:02Z,3769554961,347,,3769555011,233,15,3769554959,56,Right,,,,,,,,,,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995625,20,1,1,1,15,5c0sf1eaipcxvdw9o22of2jdp,1,68.1,0,2022-09-10T14:32:41.358Z,2022-09-12T22:13:07Z,3769555831,107,,3769555839,212,8.3,3769555837,141,11.0,3769555833,56,Right,3769555835,140,69.7,3769555841,213,1.4,,,,,,,ao3sbh3qpdxwb7vhzmaqnpqp6,H. De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459370927,1189,83,1,1,17,9ldqu49smv1xg2va0n2cy28zl,1,26.5,85.8,2022-09-10T14:32:43.237Z,2022-09-12T22:46:07Z,3776887709,399,204220,,,,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995637,21,1,1,1,19,5c0sf1eaipcxvdw9o22of2jdp,0,75.5,7.4,2022-09-10T14:32:45.248Z,2022-09-12T22:13:20Z,3769555893,141,7.7,3769555895,212,5.9,3776874519,178,,3769555897,213,0.0,3769555891,140,81.1,3769555889,56,Right,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995631,16,1,1,1,19,9ldqu49smv1xg2va0n2cy28zl,0,19.4,96.2,2022-09-10T14:32:45.924Z,2022-09-12T22:13:25Z,3769555859,140,25.7,3769555857,56,Back,3769555861,141,96.2,3776874535,178,,3769555865,213,0.0,3769555863,212,6.6,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995719,22,1,1,1,22,5c0sf1eaipcxvdw9o22of2jdp,1,79.9,13.9,2022-09-10T14:32:48.264Z,2022-09-12T22:13:35Z,3769556291,212,7.3,3769556285,56,Center,3769556289,141,24.2,3769556287,140,81.9,3769556293,213,1.3,3776874553,178,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995723,23,61,1,1,22,5c0sf1eaipcxvdw9o22of2jdp,1,84.6,26.2,2022-09-10T14:32:49.007Z,2022-09-12T22:13:41Z,3769556309,56,Center,3776874595,178,,,,,,,,,,,,,,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995731,24,61,1,1,24,5c0sf1eaipcxvdw9o22of2jdp,1,84.6,25.7,2022-09-10T14:32:50.176Z,2022-09-12T22:13:46Z,3776874633,178,,3769556341,56,Center,,,,,,,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995789,25,1,1,1,24,5c0sf1eaipcxvdw9o22of2jdp,1,87.9,22.9,2022-09-10T14:32:50.935Z,2022-09-12T22:13:58Z,3769557741,210,13,3769556659,213,1.6,3769556647,2,,3769556653,140,87.3,3776874667,178,,3775876273,20,,3775876271,386,,3769556651,56,Center,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,1,3769556649,155,3769556657,212,22.4,3769557743,154,3775876269,225,3769556655,141,55.9,,,,,,,,,,,,,,,,,,,,,,
2457995797,26,13,1,1,26,5c0sf1eaipcxvdw9o22of2jdp,1,85.8,56.7,2022-09-10T14:32:52.395Z,2022-09-12T22:13:59Z,3769556697,56,Center,3775876447,391,,3769556695,17,,3769557751,154,,3775876445,84,,3769557763,231,50.4,3769557749,29,,3769557757,102,42.4,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,3769569021,328,3776874701,178,,3769556693,22,3769557759,103,3769557761,230,99.1,12.5,3769616859,72,3769557753,55,25,,,,,,,,,,,,,,,,
2457995769,17,5,1,1,29,9ldqu49smv1xg2va0n2cy28zl,1,-1.2,57.7,2022-09-10T14:32:55.402Z,2022-09-12T22:14:05Z,3769556553,346,,3769556551,56,Back,3769556839,233,27,,,,,,,,,,,,,,,,12f4mz064elnxecq2srl7r6j9,Álex Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457995815,27,5,1,1,29,5c0sf1eaipcxvdw9o22of2jdp,0,101.2,42.3,2022-09-10T14:32:55.402Z,2022-09-12T22:14:05Z,3769556901,233,17,3769556827,346,,3769556825,56,Center,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457996045,18,1,1,1,46,9ldqu49smv1xg2va0n2cy28zl,1,5.3,50.6,2022-09-10T14:33:12.704Z,2022-09-12T22:14:12Z,3769557993,140,22.2,3769558003,237,,3769557995,141,57.5,3769793439,189,,3769557999,213,0.3,3769557997,212,18.4,3769557991,56,Back,3769557989,124,,7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457996083,19,1,1,1,47,9ldqu49smv1xg2va0n2cy28zl,1,22.2,57.5,2022-09-10T14:33:14.028Z,2022-09-12T22:14:15Z,3769558195,141,31.9,3769558197,212,18.1,3776874837,178,,3769558199,213,5.0,3769558191,140,27.0,3769558187,56,Back,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457996109,20,1,1,1,50,9ldqu49smv1xg2va0n2cy28zl,1,27.1,31.9,2022-09-10T14:33:16.917Z,2022-09-12T22:14:19Z,3769558335,140,23.2,3776874855,178,,3769558341,213,2.0,3769558333,56,Back,3769558339,212,8.9,3769558337,141,43.6,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457996161,21,1,1,1,53,9ldqu49smv1xg2va0n2cy28zl,1,23.8,52.4,2022-09-10T14:33:19.743Z,2022-09-12T22:14:22Z,3776874875,178,,3769558621,141,89.2,3769558617,56,Back,3769558619,140,24.2,3769558623,212,25.0,3769558625,213,1.6,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
