id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId
2465103835,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-09-30T16:56:58.500Z,2022-09-30T19:35:12Z,3807299307,194,342kh2ue733edf9q7s0a2edat,3807299311,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807299297,30,"342kh2ue733edf9q7s0a2edat, 10k53pv13mw9hzllv70umgzbp, a9ozu4hjaylfr4299ceryskid, 3fo37mb4cp6lb0e86hhiyvu8l, a1ahtfrvwqyva1m1q7fjew6ei, cayu6id8xmj67n29s2x3bsbxm, 8jfjglichcg0py57hhri5v0fd, d9i8y5vlymc2yggwxrax8wcbu, c270jephiphzfpig96q3jyz11, 83ekq1r2omnsazmp41pio8s89, eee0bq4dkdn91l81e8cf1zxpm, 6hnzgiw8h1itz9l2j3sb6oeeh, 1ovfx9uqyflqar5cu0uishsyx, 6x3qvqsp90kjsps3e4wx0oxqt, cuc7gtr9q0465wxmzgq834ag9, a7twqgp3fp43y1aoybfe2i8d1, 6cx5c6bzp1hq6c1vui53mxzx0, d2rpdm4aukj5tgmefs0jffkkp, 1xxhkr7nex5mjc9hrxm100lih, 7mg9ycwc9ay4fdedl0dpp5nca",3807299303,130,13,3807299309,197,12815,3807299301,59,"1, 47, 11, 2, 63, 25, 15, 5, 20, 17, 28, 3, 6, 10, 12, 16, 18, 22, 33, 71",3807299305,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807299299,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465104291,1,34,16,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-09-30T16:59:12.147Z,2022-09-30T18:09:21Z,3807301457,59,"42, 78, 19, 26, 72, 3, 77, 10, 9, 21, 17, 1, 4, 15, 18, 20, 25, 55, 57, 93",3807391401,197,388,3807301463,194,1ldbn0jnfzcvj7edwlq1z4q8l,3807301459,130,11,3807301453,30,"664x98r3mbynnh19u1cx984q, 1lisq580zw4yfk6id6f1dwr56, asoisrxtnm0zynx35ueum4v6d, 1ldbn0jnfzcvj7edwlq1z4q8l, as0t8xi6k6nl4l06g23u3jcru, d1bful4yiqcc8k5jhg9a3uyfp, ebaganzllbxfacvobgmsu1045, rzxtat0t3okt8tikf5mvdxm2, 1zf9egrh7cjofd7td62oc5tk9, c01muomxuk015zrf9n21ztq7d, 5awvo9xetmgwxmqfisawqz90q, 30bhky4x90yqfyzhsawfz6pcl, 8jncnpkifnmg84s5qysuk4y96, 4aubucuhe6ic3osisrw73xe51, ljr2286geelctnfxzkxukmi1, 8qxoj7nyhu2prjl3bjfqi2ui1, 3ipb4zd3vz7dpnkyeiw22tal1, 10jwipbmvqza53ja0lwof9be1, 8bn4i1qj747gh0hz6vbn0u25m, 16q9oy1ddvvihrgor1mbo77bp",3807301455,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807301465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807301461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122705,2,32,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2022-09-30T18:01:59.789Z,2022-09-30T18:02:19Z,3807392315,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122523,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-09-30T18:01:59.789Z,2022-10-02T19:33:56Z,3807391449,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122559,3,1,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,49.9,49.7,2022-09-30T18:01:59.832Z,2022-10-03T03:53:11Z,3807391615,213,3.3,3807391611,141,47.0,3807391607,56,Back,3807391613,212,10.9,3807391609,140,39.7,3816838163,178,,3807391617,279,S,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122575,4,1,1,0,1,7catg5lpivcmpf4xhggh6d8rk,1,39.6,47.6,2022-09-30T18:02:01.233Z,2022-10-03T03:53:23Z,3807391701,140,28.9,3807391705,212,11.5,3816838269,178,,3807391703,141,50.9,3807391699,56,Back,3807391707,213,2.9,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122589,5,1,1,0,3,7catg5lpivcmpf4xhggh6d8rk,1,27.4,47.8,2022-09-30T18:02:03.415Z,2022-10-03T03:53:37Z,3816838443,178,,3807391749,56,Back,3807391757,213,4.9,3807391755,212,14.3,3807391751,140,29.6,3807391753,141,27.0,,,,,,,a1ahtfrvwqyva1m1q7fjew6ei,José Marsà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122593,6,1,1,0,5,7catg5lpivcmpf4xhggh6d8rk,1,29.6,26.5,2022-09-30T18:02:05.691Z,2022-10-03T03:53:53Z,3807391763,56,Back,3807391769,212,7.1,3807391765,140,34.2,3807391771,213,0.8,3807391767,141,34.2,3816838633,178,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122599,7,1,1,0,6,7catg5lpivcmpf4xhggh6d8rk,1,33.8,33,2022-09-30T18:02:06.559Z,2022-10-03T03:54:06Z,3807391787,213,4.5,3807391779,56,Back,3807391781,140,31.4,3807391785,212,13.4,3807391783,141,13.7,3816838733,178,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122623,8,1,1,0,8,7catg5lpivcmpf4xhggh6d8rk,1,31,12.2,2022-09-30T18:02:08.745Z,2022-10-03T03:54:13Z,3807391917,140,41.4,3807391921,212,11.7,3807391915,56,Back,3807391919,141,5.9,3816838795,178,,3807391923,213,5.9,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122651,9,1,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,41.5,6.2,2022-09-30T18:02:09.791Z,2022-10-03T03:54:37Z,3807392047,141,23.3,3816838989,178,,3807392051,213,0.6,3807392049,212,20.7,3807392043,56,Center,3807392045,140,57.8,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122655,10,1,1,0,11,7catg5lpivcmpf4xhggh6d8rk,0,55.4,26.6,2022-09-30T18:02:11.265Z,2022-10-03T03:54:52Z,3810892399,140,63.4,3810892403,212,9.2,3816839243,178,,3810892405,213,0.4,3807392071,56,Center,3810892401,141,32.2,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
