id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/18/value
2485851537,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-11-14T19:26:01.344Z,2022-11-14T20:36:31Z,3917078833,59,"12, 95, 3, 20, 4, 17, 49, 80, 39, 19, 10, 1, 8, 9, 13, 15, 21, 22, 37, 43",3917078835,130,8,3917078843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3917078841,197,5027,3917078839,194,4bsxzg78o3q9ot7bdngx9k5at,3917078831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3917078837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3917078829,30,"byk4cll4gdgp2n5ocxrb5j1t5, 4bsxzg78o3q9ot7bdngx9k5at, e7daok5mn6xq7q5sfi5r13105, 5k74ofoqel095frhszvdmxbhm, aw1gqkqpznn5ku7ca9hy2skix, 9yzlho51tjytlzkdb6y20ozc9, 2r6ma23qtyq2l18m21eksjp7u, d7k81mlt4vh9lex8fd10tigh5, 4flr4t07s463ioooy31ov8fs9, 28029kae9ievarvyirn1cboix, c7vhfnn9bft0xk3lcx7komfze, 8lksmpg3qh7q3m54gwwrj7xlh, 61g2iu3hmixel62zp2yp29tqt, 35y61220qzlyedki00vfmioyx, 3776gjrdiqfvch2wk5kde2w2x, 3xps5hhvsiyviq8wswnzt22ju, caczqvr2l880frsd32nbjorxm, es75u7djersp0p9nefh0wx756, 17zcm8ikgfdl5o4c7o5yhulpm, 7tih9jkxsbmeycu610gshs0h6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485851677,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-11-14T19:26:35.369Z,2022-11-14T19:26:35Z,3917079585,59,"99, 62, 78, 32, 34, 3, 95, 25, 79, 20, 21, 4, 7, 8, 9, 13, 22, 29, 50, 91",3917079591,194,1ocxh5s9uo0s8ag79j7iv6acp,3917079583,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3917079589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3917079593,197,11679,3917079587,130,8,3917079581,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 4mvqt04u92wsm1p5ja8fpilii, 1e12w0zsray39tnhemg3jy5t5, 9ylq7ia76wd7pxq3ax9qo8w5x, dzq4gg917idfq1rhng1coi5uc, 5bl0qe7l7juksox3s4u76hxat, ctkp6xkdg68xonlfkjwe580oa, 3sdtccxqlc28tszv5vrnibckq, dyeuxixz75ematbmtiwzcvhzp, 74hu9pcq0b1z36871v3inexyi, 2zu7x3ge1bkly3l57je95laeh, dqpofsnyszazhkp0t7gtlfi3u, 195o7hchielt14ic49r3k06sq, 1jvpqpf5rak11gh8gilldpgtm, e4x6fx7njwfevkwf1t0ocyq51, cdkxx5845lj8spbg3ha7m1xm2, 1l0sfejnziz4ur5prgb0tp2j8, c9juqy1fmkna7jcozyeg0weeh, 22ol5dyxze6bztorp2amc85m2",3917079595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862651,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-11-14T20:16:37.089Z,2022-11-16T15:07:12Z,3917137769,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862655,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-11-14T20:16:37.089Z,2022-11-14T20:16:38Z,3917137793,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862661,3,1,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,50.2,50,2022-11-14T20:16:37.588Z,2022-11-17T03:34:40Z,3918821929,178,,3917137825,56,Back,3917137827,140,40.8,3917137829,141,44.8,3917137835,279,S,3917137833,213,3.5,3917137831,212,10.5,,,,28029kae9ievarvyirn1cboix,Bruno Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862677,4,1,1,0,2,cmbqc74mshg77ra7mywec2a6b,0,40.8,44.8,2022-11-14T20:16:39.816Z,2022-11-17T03:34:45Z,3917137915,140,73.9,3917137913,56,Left,3917137919,212,51.9,3917137911,155,,3917137917,141,100.0,3917137921,213,0.8,3917137923,1,,3918821945,178,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862723,3,5,1,0,7,22mo7qbsnyi8wtucpvhgvhw2q,1,29,-1.4,2022-11-14T20:16:44.538Z,2022-11-17T03:34:50Z,3917138161,347,,3917138179,233,5,3917138159,56,Back,,,,,,,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862681,5,5,1,0,7,cmbqc74mshg77ra7mywec2a6b,0,71,101.4,2022-11-14T20:16:44.538Z,2022-11-17T03:34:50Z,3917137941,347,,3917137939,56,Left,3917138211,233,3,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862751,4,1,1,0,16,22mo7qbsnyi8wtucpvhgvhw2q,1,33.1,0,2022-11-14T20:16:53.741Z,2022-11-17T03:34:55Z,3917138275,107,,3917138281,141,7.0,3917138283,212,13.7,3917138277,56,Back,3917138279,140,44.9,3917138285,213,0.4,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862753,5,61,1,0,19,22mo7qbsnyi8wtucpvhgvhw2q,1,44.9,7,2022-11-14T20:16:56.604Z,2022-11-17T03:35:23Z,3918822019,21,,3918822021,178,,3917138289,56,Back,,,,,,,,,,,,,,,,3sdtccxqlc28tszv5vrnibckq,Erison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862761,6,1,1,0,20,22mo7qbsnyi8wtucpvhgvhw2q,1,44.5,24.8,2022-11-14T20:16:57.595Z,2022-11-17T03:35:26Z,3917138345,141,13.7,3917138343,140,38.5,3917138341,56,Back,3917138347,212,9.8,3917138349,213,4.0,3918822045,178,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862783,7,1,1,0,22,22mo7qbsnyi8wtucpvhgvhw2q,1,39,11.3,2022-11-14T20:16:59.491Z,2022-11-17T03:35:29Z,3918822061,178,,3917138443,212,7.9,3917138445,213,4.1,3917138439,140,34.5,3917138437,56,Back,3917138441,141,1.9,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486091583,793,3,1,0,24,22mo7qbsnyi8wtucpvhgvhw2q,0,35.5,5.5,2022-11-14T20:17:01.879Z,2022-11-17T03:35:39Z,3918326167,286,,3918326169,465,,3918822077,178,,3918326165,56,Back,3918326171,467,c7vhfnn9bft0xk3lcx7komfze,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862811,8,4,1,0,25,22mo7qbsnyi8wtucpvhgvhw2q,1,34.6,2.9,2022-11-14T20:17:02.290Z,2022-11-17T03:35:41Z,3917138607,152,,3917138609,265,,3917138605,56,Back,3917138603,13,,3917138611,286,,3917138629,233,6,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862799,6,4,1,0,25,cmbqc74mshg77ra7mywec2a6b,0,65.4,97.1,2022-11-14T20:17:02.291Z,2022-11-17T03:35:41Z,3917138533,13,,3917138535,56,Left,3917138541,285,,3917138539,265,,3917138537,152,,3918822083,178,,3917138635,233,8,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862841,9,1,1,0,38,22mo7qbsnyi8wtucpvhgvhw2q,1,38.5,5.9,2022-11-14T20:17:15.299Z,2022-11-17T03:35:53Z,3918822101,178,,3917138835,212,38.2,3917138843,189,,3917138831,140,29.1,3917138837,213,1.8,3917138839,1,,3917138833,141,60.2,3917138825,5,,3gelookco8f9ft0guaec03t3o,Tiago Santos,3917138827,152,3917138829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862855,10,1,1,0,43,22mo7qbsnyi8wtucpvhgvhw2q,1,28.7,61.1,2022-11-14T20:17:20.595Z,2022-11-17T03:35:51Z,3917138941,141,31.9,3918822121,178,,3917138939,140,27.8,3917138937,56,Back,3917138945,213,4.7,3917138943,212,19.9,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862865,11,1,1,0,48,22mo7qbsnyi8wtucpvhgvhw2q,1,34.1,28,2022-11-14T20:17:25.116Z,2022-11-17T03:35:58Z,3917138995,56,Back,3917138999,141,61.1,3917138997,140,34.3,3917139001,212,22.5,3917139003,213,1.6,3918822145,178,,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485862879,12,1,1,0,51,22mo7qbsnyi8wtucpvhgvhw2q,0,35.5,59.9,2022-11-14T20:17:28.370Z,2022-11-17T03:36:02Z,3917139055,213,0.7,3917139053,212,45.9,3917139051,141,100.0,3917139057,1,,3918822159,178,,3917139049,140,70.0,3917139047,56,Left,3917139045,155,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
