id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,keyPass,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/14/value
2522749991,450,1,1,0,9,3b4nxgvmwzstmoq6borytkwx1,0,67,95.9,2023-03-19T20:31:02.301Z,2023-03-19T21:18:57Z,4111703505,140,67.8,4111703509,212,2.0,4111703511,213,5.2,4111703501,3,,4111703507,141,93.3,4111703503,56,Left,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727751,5,61,1,0,10,5c0sf1eaipcxvdw9o22of2jdp,1,33,8.5,2023-03-19T20:31:04.277Z,2023-03-19T21:21:26Z,4111586911,56,Back,,,,,,,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727765,6,1,1,0,12,5c0sf1eaipcxvdw9o22of2jdp,0,37.2,4.3,2023-03-19T20:31:05.709Z,2023-03-19T20:31:06Z,4111587005,1,,4111587001,212,19.1,4111587003,213,1.5,4111586997,140,38.3,4111586993,157,,4111586995,56,Back,4111586999,141,32.4,,,,9g834yhraytmjoxb15098ey95,A. Dobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727787,7,4,1,0,14,3b4nxgvmwzstmoq6borytkwx1,1,60,70.8,2023-03-19T20:31:07.344Z,2023-03-19T20:31:11Z,4111587247,233,7,4111587121,56,Center,4111587123,152,,4111587127,286,,4111587119,13,,4111587125,265,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727817,7,4,1,0,14,5c0sf1eaipcxvdw9o22of2jdp,0,40,29.2,2023-03-19T20:31:07.345Z,2023-03-19T20:31:11Z,4111587229,13,,4111587231,56,Back,4111587233,152,,4111587237,285,,4111587253,233,7,4111587235,265,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727953,8,1,1,0,33,3b4nxgvmwzstmoq6borytkwx1,1,61.5,69.4,2023-03-19T20:31:26.848Z,2023-03-19T21:19:40Z,4111588035,152,,4111588039,140,58.6,4111588037,56,Left,4111588033,5,,4111589135,189,,4111588041,141,86.2,4111588043,212,11.8,4111588045,213,1.8,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727965,9,1,1,0,36,3b4nxgvmwzstmoq6borytkwx1,1,58.7,85.2,2023-03-19T20:31:29.904Z,2023-03-19T20:31:53Z,4111588101,212,27.7,4111588103,213,3.7,4111588097,140,36.7,4111588099,141,62.6,4111588095,56,Back,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522727989,10,1,1,0,38,3b4nxgvmwzstmoq6borytkwx1,1,36.7,62.6,2023-03-19T20:31:31.648Z,2023-03-19T20:31:34Z,4111588203,56,Back,4111588207,141,31.3,4111588209,212,21.3,4111588211,213,4.7,4111588205,140,35.9,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728009,11,1,1,0,40,3b4nxgvmwzstmoq6borytkwx1,1,35.7,30.8,2023-03-19T20:31:34.111Z,2023-03-19T20:31:36Z,4111588319,213,5.1,4111588315,141,7.4,4111588311,56,Back,4111588317,212,17.4,4111588313,140,42.5,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728023,12,1,1,0,43,3b4nxgvmwzstmoq6borytkwx1,1,43.8,4.9,2023-03-19T20:31:36.432Z,2023-03-19T21:19:54Z,4111588389,213,0,4111588385,141,4.9,4111588381,56,Right,4111588383,140,56.4,4111588387,212,13.2,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728025,13,1,1,0,45,3b4nxgvmwzstmoq6borytkwx1,1,56.4,6.3,2023-03-19T20:31:38.560Z,2023-03-19T21:19:55Z,4111588399,56,Right,4111588405,212,3.5,4111588409,213,0.6,4111588403,141,9.3,4111588401,140,59.1,,,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728085,14,61,1,0,46,3b4nxgvmwzstmoq6borytkwx1,0,58.5,12.4,2023-03-19T20:31:39.656Z,2023-03-19T20:31:47Z,4111588689,56,Right,,,,,,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728049,8,49,1,0,48,5c0sf1eaipcxvdw9o22of2jdp,1,38.2,75.9,2023-03-19T20:31:41.445Z,2023-03-19T20:31:41Z,,,,,,,,,,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728109,9,1,1,0,50,5c0sf1eaipcxvdw9o22of2jdp,1,40.2,77.8,2023-03-19T20:31:43.416Z,2023-03-19T20:31:47Z,4111588817,213,2.9,4111588813,141,83.6,4111588811,140,27.1,4111588809,56,Back,4111588815,212,14.3,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728127,10,1,1,0,53,5c0sf1eaipcxvdw9o22of2jdp,1,24,84.4,2023-03-19T20:31:46.895Z,2023-03-19T20:31:49Z,4111588889,141,57.2,4111588885,56,Back,4111588887,140,6.9,4111588893,213,3.9,4111588891,212,25.8,,,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728143,11,1,1,0,56,5c0sf1eaipcxvdw9o22of2jdp,1,6.2,56,2023-03-19T20:31:49.310Z,2023-03-19T20:31:53Z,4111589031,213,5.1,4111589023,56,Back,4111589027,141,35.2,4111589029,212,15.0,4111589025,140,11.0,,,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728157,12,1,1,1,0,5c0sf1eaipcxvdw9o22of2jdp,1,9.3,32.2,2023-03-19T20:31:53.390Z,2023-03-19T20:31:55Z,4111589117,212,15.1,4111589109,56,Back,4111589111,140,3.1,4111589119,213,2.0,4111589115,141,52.2,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728181,13,1,1,1,2,5c0sf1eaipcxvdw9o22of2jdp,1,3.1,52.2,2023-03-19T20:31:55.510Z,2023-03-19T20:31:58Z,4111589235,140,9.3,4111589239,212,17.5,4111589241,213,1.2,4111589237,141,76.1,4111589233,56,Back,,,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728193,14,1,1,1,5,5c0sf1eaipcxvdw9o22of2jdp,1,12.9,74.8,2023-03-19T20:31:58.670Z,2023-03-19T20:32:01Z,4111589333,212,20.4,4111589321,56,Back,4111589337,213,0.8,4111589323,140,26.7,4111589329,141,95.9,,,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728195,15,1,1,1,7,5c0sf1eaipcxvdw9o22of2jdp,1,29.1,96.8,2023-03-19T20:32:00.415Z,2023-03-19T21:22:13Z,4111589351,212,7.3,4111589347,140,28.1,4111589353,213,4.6,4111589349,141,86.2,4111589345,56,Back,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728203,16,1,1,1,8,5c0sf1eaipcxvdw9o22of2jdp,0,28.9,82.1,2023-03-19T20:32:01.518Z,2023-03-19T21:22:14Z,4111589405,213,6.0,4111589397,56,Back,4111589403,212,14.4,4111589401,141,77.0,4111589399,140,42.2,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522750907,451,49,1,1,9,3b4nxgvmwzstmoq6borytkwx1,1,58.8,26,2023-03-19T20:32:02.301Z,2023-03-19T21:21:05Z,,,,,,,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728251,15,1,1,1,10,3b4nxgvmwzstmoq6borytkwx1,0,58,21.7,2023-03-19T20:32:03.769Z,2023-03-19T21:20:49Z,4111708287,141,0.0,4111708291,213,4.6,4111589631,56,Right,4111708289,212,15.1,4111708285,140,56.7,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728257,16,5,1,1,12,3b4nxgvmwzstmoq6borytkwx1,0,60.7,-1.7,2023-03-19T20:32:05.645Z,2023-03-19T20:35:17Z,4111589813,233,17,4111589643,347,,4111589641,56,Right,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728279,17,5,1,1,12,5c0sf1eaipcxvdw9o22of2jdp,1,39.3,101.7,2023-03-19T20:32:05.645Z,2023-03-19T20:32:12Z,4111589789,233,16,4111589775,347,,4111589773,56,Back,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728331,18,1,1,1,18,5c0sf1eaipcxvdw9o22of2jdp,1,43.6,100,2023-03-19T20:32:11.903Z,2023-03-19T20:32:16Z,4111590049,56,Left,4111590047,107,,4111590055,212,19.5,4111590057,213,6.1,4111590053,141,95.9,4111590051,140,61.8,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728333,19,50,1,1,23,5c0sf1eaipcxvdw9o22of2jdp,1,66.9,98.2,2023-03-19T20:32:16.343Z,2023-03-19T20:32:18Z,4111590067,286,,4111590155,233,17,4111590065,56,Left,,,,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728343,17,7,1,1,23,3b4nxgvmwzstmoq6borytkwx1,1,33.1,1.8,2023-03-19T20:32:16.344Z,2023-03-19T20:32:18Z,4111590123,56,Back,4111590125,285,,4111590139,233,19,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728345,18,49,1,1,24,3b4nxgvmwzstmoq6borytkwx1,1,24.7,6.9,2023-03-19T20:32:18.015Z,2023-03-19T20:32:18Z,,,,,,,,,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728365,19,1,1,1,26,3b4nxgvmwzstmoq6borytkwx1,1,24.7,6.9,2023-03-19T20:32:19.440Z,2023-03-19T20:32:20Z,4111590259,141,12.1,4111590255,56,Back,4111590261,212,12.6,4111590263,213,2.9,4111590257,140,13.2,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728375,20,1,1,1,27,3b4nxgvmwzstmoq6borytkwx1,0,9.8,11.2,2023-03-19T20:32:20.719Z,2023-03-19T21:21:37Z,4111590351,1,,4111590339,157,,4111590343,140,44.8,4111590347,212,36.8,4111590341,56,Back,4111590345,141,9.8,4111590349,213,6.3,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728385,20,1,1,1,30,5c0sf1eaipcxvdw9o22of2jdp,0,59.2,81.4,2023-03-19T20:32:23.415Z,2023-03-19T20:32:24Z,4111590405,212,14.5,4111590397,3,,4111590407,213,6.1,4111590403,141,77.0,4111590399,56,Center,4111590401,140,72.7,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728397,21,1,1,1,31,3b4nxgvmwzstmoq6borytkwx1,1,29.6,13.1,2023-03-19T20:32:25.263Z,2023-03-19T21:21:38Z,4111590471,213,0.8,4111590467,141,20.4,4111590463,56,Back,4111590469,212,7.2,4111590465,140,34.6,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728401,22,1,1,1,33,3b4nxgvmwzstmoq6borytkwx1,1,34.6,20.4,2023-03-19T20:32:26.447Z,2023-03-19T20:32:27Z,4111590495,141,19.0,4111590499,213,3.7,4111590491,56,Back,4111590497,212,1.9,4111590493,140,33.0,4111590507,156,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728405,23,61,1,1,35,3b4nxgvmwzstmoq6borytkwx1,0,33,19,2023-03-19T20:32:29.199Z,2023-03-19T20:32:29Z,4111590547,56,Back,,,,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728413,21,61,1,1,37,5c0sf1eaipcxvdw9o22of2jdp,1,69.6,77.8,2023-03-19T20:32:30.999Z,2023-03-19T21:22:53Z,4111590597,56,Center,,,,,,,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728415,24,43,1,1,38,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-03-19T20:32:31.679Z,2023-03-19T21:22:07Z,4111590605,56,Back,4111711243,144,61,,,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728429,22,49,1,1,39,5c0sf1eaipcxvdw9o22of2jdp,1,74.4,70,2023-03-19T20:32:33.296Z,2023-03-19T20:32:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4owddsmmbkkv0vbcj0fz0hlud,Denilson Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728441,23,1,1,1,40,5c0sf1eaipcxvdw9o22of2jdp,1,74.4,70,2023-03-19T20:32:33.455Z,2023-03-19T20:32:36Z,4111590775,212,20.5,4111590773,141,84.2,4111590777,213,0.5,4111590771,140,91.6,4111590769,56,Left,,,,,,,,,,4owddsmmbkkv0vbcj0fz0hlud,Denilson Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728449,24,1,1,1,42,5c0sf1eaipcxvdw9o22of2jdp,0,96.8,81.1,2023-03-19T20:32:36.207Z,2023-03-19T20:32:38Z,4111590815,2,,4111590819,56,Center,4111590825,212,17.0,4111590821,140,89.2,4111590827,213,4.2,4111590823,141,59.1,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728587,25,12,1,1,44,3b4nxgvmwzstmoq6borytkwx1,1,10.1,34.3,2023-03-19T20:32:37.919Z,2023-03-19T20:33:04Z,4111591675,140,53.3,4111591679,212,48.4,4111591673,56,Right,4111591677,141,9.3,4111591681,213,5.9,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728491,25,1,1,1,49,5c0sf1eaipcxvdw9o22of2jdp,1,43.5,84.8,2023-03-19T20:32:42.872Z,2023-03-19T20:32:46Z,4111591063,56,Back,4111591067,141,53.1,4111591069,212,34.4,4111591065,140,18.0,4111591071,213,3.8,4111591073,1,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728503,26,1,1,1,53,5c0sf1eaipcxvdw9o22of2jdp,1,18.7,53.1,2023-03-19T20:32:46.368Z,2023-03-19T20:32:48Z,4111591137,140,19.3,4111591143,213,4.8,4111591139,141,34.9,4111591135,56,Back,4111591141,212,12.4,,,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728531,27,1,1,1,57,5c0sf1eaipcxvdw9o22of2jdp,1,18.5,46.6,2023-03-19T20:32:50.352Z,2023-03-19T20:32:51Z,4111591273,140,6.8,4111591277,212,14.4,4111591271,56,Back,4111591279,213,2.6,4111591275,141,57.6,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728549,28,1,1,1,58,5c0sf1eaipcxvdw9o22of2jdp,1,6.8,57.6,2023-03-19T20:32:51.888Z,2023-03-19T20:32:56Z,4111591399,140,12.9,4111591401,141,90.6,4111591403,212,23.3,4111591397,56,Back,4111591405,213,1.3,,,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728583,29,1,1,2,2,5c0sf1eaipcxvdw9o22of2jdp,1,13.2,92,2023-03-19T20:32:56.296Z,2023-03-19T20:33:04Z,4111591645,141,98.0,4111591649,213,0.3,4111591643,140,26.3,4111591647,212,14.3,4111591641,56,Back,,,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522728589,30,3,1,2,10,5c0sf1eaipcxvdw9o22of2jdp,0,54.6,96.6,2023-03-19T20:33:04.112Z,2023-03-19T20:33:07Z,4111591685,56,Left,4111591687,286,,4111591837,233,26,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
