id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2454576211,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-09-02T19:27:59.578Z,2022-09-02T20:18:00Z,3751401363,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3751401361,130,8,3751401365,194,3o3pp38h4ww0btuxzna0mhtcl,3751401359,59,"99, 62, 31, 25, 23, 3, 21, 32, 50, 10, 7, 79, 13, 34, 22, 8, 20, 29, 78, 95",3751401367,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3751401355,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 3o3pp38h4ww0btuxzna0mhtcl, ctkp6xkdg68xonlfkjwe580oa, 2jskw42u7twkcsxa15hcysiy1, dzq4gg917idfq1rhng1coi5uc, 74hu9pcq0b1z36871v3inexyi, 1e12w0zsray39tnhemg3jy5t5, c9juqy1fmkna7jcozyeg0weeh, 51edb4gy0w4q1wns87xehn2dx, dqpofsnyszazhkp0t7gtlfi3u, 3sdtccxqlc28tszv5vrnibckq, e4x6fx7njwfevkwf1t0ocyq51, 9ylq7ia76wd7pxq3ax9qo8w5x, cdkxx5845lj8spbg3ha7m1xm2, 195o7hchielt14ic49r3k06sq, dyeuxixz75ematbmtiwzcvhzp, 1l0sfejnziz4ur5prgb0tp2j8, 4mvqt04u92wsm1p5ja8fpilii, 5bl0qe7l7juksox3s4u76hxat",3751401357,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3751588089,197,11679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454576263,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-09-02T19:28:03.634Z,2022-09-02T21:38:13Z,3751703411,197,12815,3751401639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3751401633,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3751401641,194,a9htjxrpgqlcv577x4kvlkh5h,3751401643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3751401635,59,"1, 24, 11, 2, 4, 3, 5, 15, 10, 17, 28, 6, 12, 13, 16, 18, 25, 47, 84, 91",3751401631,30,"342kh2ue733edf9q7s0a2edat, 77yaqzy45dxtzicao00jxrlgq, a9ozu4hjaylfr4299ceryskid, 3fo37mb4cp6lb0e86hhiyvu8l, a9htjxrpgqlcv577x4kvlkh5h, 6hnzgiw8h1itz9l2j3sb6oeeh, d9i8y5vlymc2yggwxrax8wcbu, 8jfjglichcg0py57hhri5v0fd, 6x3qvqsp90kjsps3e4wx0oxqt, 83ekq1r2omnsazmp41pio8s89, eee0bq4dkdn91l81e8cf1zxpm, 1ovfx9uqyflqar5cu0uishsyx, cuc7gtr9q0465wxmzgq834ag9, 1kn0x4n8grpc1cx46ctnmajth, a7twqgp3fp43y1aoybfe2i8d1, 6cx5c6bzp1hq6c1vui53mxzx0, cayu6id8xmj67n29s2x3bsbxm, 10k53pv13mw9hzllv70umgzbp, 1g8xr073jl9jwmh5yrco855d6, edgnkgpt7a6rzffcd012sqfpw",3751401637,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613253,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-09-02T20:15:52.090Z,2022-09-02T20:15:55Z,3751602719,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613239,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-09-02T20:15:52.090Z,2022-09-19T08:49:57Z,3751602657,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613289,3,1,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,49.9,50.1,2022-09-02T20:15:52.098Z,2022-09-19T12:10:35Z,3751602919,212,12.8,3751602921,213,3.3,3751602923,279,S,3751602917,141,47.5,3793684931,178,,3751602911,56,Back,3751602915,140,37.8,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613303,4,1,1,0,1,22mo7qbsnyi8wtucpvhgvhw2q,1,37.8,47.5,2022-09-02T20:15:53.982Z,2022-09-19T12:10:41Z,3751602957,141,61.2,3793685081,178,,3751602953,56,Back,3751602955,140,22.9,3751602959,212,18.2,3751602961,213,2.6,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613345,5,1,1,0,4,22mo7qbsnyi8wtucpvhgvhw2q,1,22.9,61.2,2022-09-02T20:15:56.611Z,2022-09-19T12:10:44Z,3793685199,178,,3751603177,56,Back,3751603183,212,19.6,3751603181,141,32.5,3751603185,213,4.6,3751603179,140,21.4,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613407,6,1,1,0,6,22mo7qbsnyi8wtucpvhgvhw2q,1,21,31.3,2022-09-02T20:15:59.067Z,2022-09-19T12:10:49Z,3751603487,56,Back,3793685317,178,,3751603489,140,25.7,3751603491,141,4.4,3751603495,213,5.0,3751603493,212,18.9,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613461,7,1,1,0,8,22mo7qbsnyi8wtucpvhgvhw2q,0,24.9,4.7,2022-09-02T20:16:00.890Z,2022-09-19T12:10:55Z,3751603759,1,,3751603745,155,,3751603749,56,Right,3751603757,213,6.2,3793685437,178,,3751603755,212,55.8,3751603751,140,77.9,3751603753,141,0.0,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454613519,3,5,1,0,12,7catg5lpivcmpf4xhggh6d8rk,1,23.9,101.2,2022-09-02T20:16:04.139Z,2022-09-21T09:13:02Z,3751603995,56,Back,3751603997,347,,3751604029,233,8,,,,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
