id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value
2506546707,69,7,1,8,1,cmbqc74mshg77ra7mywec2a6b,1,64.8,8.9,2023-02-11T18:10:30.448Z,2023-02-13T23:54:23Z,4026032025,285,,4029606893,384,,4031617009,178,,4026206307,233,107,4026031987,56,Right,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546787,72,50,1,8,2,cmbqc74mshg77ra7mywec2a6b,1,70.3,6.8,2023-02-11T18:10:30.710Z,2023-02-13T23:57:25Z,4026032389,56,Right,4026032391,286,,4026206485,233,110,,,,,,,,,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546805,110,7,1,8,2,dich5v7sw466smbqap0d9rbyj,0,29.7,93.2,2023-02-11T18:10:31.033Z,2023-02-13T23:57:34Z,4029607551,383,,4026032475,56,Back,4026032477,285,,4031617837,178,,4026206473,233,72,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546709,70,43,1,8,3,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-02-11T18:10:32.116Z,2023-02-11T18:17:18Z,4026062163,144,61,4026032007,56,Right,,,,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546753,108,1,1,8,4,dich5v7sw466smbqap0d9rbyj,0,37.4,90.6,2023-02-11T18:10:32.647Z,2023-02-13T23:58:13Z,4031617947,178,,4026032223,56,Back,4026032227,141,95.4,4026032231,213,2.6,4026032229,212,6.8,4026032225,140,31.7,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506554323,200,50,1,8,6,dich5v7sw466smbqap0d9rbyj,1,34.2,94.8,2023-02-11T18:10:35.015Z,2023-02-14T05:20:53Z,4026206845,233,126,4026072721,56,Back,4026072723,286,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506552553,126,7,1,8,6,cmbqc74mshg77ra7mywec2a6b,1,65.8,5.2,2023-02-11T18:10:35.156Z,2023-02-13T23:58:27Z,4026062957,56,Right,4026206895,233,200,4029608259,383,,4031617985,178,,4026073037,285,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546807,73,50,1,8,7,cmbqc74mshg77ra7mywec2a6b,1,64.2,6.7,2023-02-11T18:10:36.046Z,2023-02-13T23:59:18Z,4026032479,56,Right,4026032481,286,,4026032535,233,158,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506550821,158,7,1,8,7,dich5v7sw466smbqap0d9rbyj,1,35.8,93.3,2023-02-11T18:10:36.310Z,2023-02-13T23:59:26Z,4026053909,285,,4026206687,233,73,4031618269,178,,4026053907,56,Back,4029609465,383,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546761,109,43,1,8,8,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-02-11T18:10:36.611Z,2023-02-11T18:17:38Z,4026063639,144,61,4026032265,56,Back,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546767,71,43,1,8,8,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-02-11T18:10:36.612Z,2023-02-11T18:14:38Z,4026032277,286,0,4026032275,56,Right,4026032315,233,109,4026049985,144,7,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506552583,127,50,1,8,8,cmbqc74mshg77ra7mywec2a6b,1,66.6,6.1,2023-02-11T18:10:37.341Z,2023-02-13T23:59:32Z,4026063379,233,111,4026063159,286,,4026063157,56,Right,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546883,111,7,1,8,9,dich5v7sw466smbqap0d9rbyj,0,33.4,93.9,2023-02-11T18:10:37.752Z,2023-02-13T23:59:37Z,4026032869,56,Back,4029609571,383,,4026045991,233,127,4026032871,285,,4031618325,178,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506552637,128,61,1,8,9,cmbqc74mshg77ra7mywec2a6b,1,68.9,5.5,2023-02-11T18:10:37.982Z,2023-02-13T23:59:41Z,4031618341,178,,4026063455,56,Right,,,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546887,112,4,1,8,10,dich5v7sw466smbqap0d9rbyj,1,30.6,93.4,2023-02-11T18:10:39.279Z,2023-02-13T23:59:47Z,4026032885,285,,4026032883,265,,4026032879,56,Back,4026033037,233,74,4026032881,152,,4026032877,13,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546915,74,4,1,8,10,cmbqc74mshg77ra7mywec2a6b,0,69.4,6.6,2023-02-11T18:10:39.280Z,2023-02-13T23:59:47Z,4026032987,13,,4026033001,286,,4026032999,265,,4026032995,152,,4026033067,233,112,4031618367,178,,4026032991,56,Right,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506546979,75,17,1,8,20,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-02-11T18:10:49.249Z,2023-02-13T23:59:50Z,4026033353,392,,4026033351,31,,4026033355,13,243,,,,,,,,,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547501,113,1,1,8,57,dich5v7sw466smbqap0d9rbyj,0,41,96.2,2023-02-11T18:11:26.106Z,2023-02-13T23:59:55Z,4026036213,140,81.5,4026036219,213,5.8,4026036215,141,66.6,4031618391,178,,4026036221,1,,4026036209,152,,4026036205,5,,4026036217,212,47.0,ds66cc3zwxbyl5zfzag5422g9,Quaresma,4026036211,56,Center,4026036207,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547561,76,61,1,9,0,cmbqc74mshg77ra7mywec2a6b,1,20.9,33.1,2023-02-11T18:11:28.609Z,2023-02-14T00:00:56Z,4026036575,56,Back,4031618595,388,,,,,,,,,,,,,,,,,,,,l8ewedihgtz1oz6ikm333mz8,Ítalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547615,77,11,1,9,2,cmbqc74mshg77ra7mywec2a6b,0,4.4,30.6,2023-02-11T18:11:31.277Z,2023-02-14T00:01:39Z,4026036839,88,,4026036837,56,Back,4029612083,376,,4031618679,388,,,,,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547625,78,52,1,9,9,cmbqc74mshg77ra7mywec2a6b,1,4.4,30.6,2023-02-11T18:11:38.138Z,2023-02-14T00:01:52Z,4029612191,376,,4031618723,178,,,,,,,,,,,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547917,79,1,1,9,28,cmbqc74mshg77ra7mywec2a6b,0,11.2,33,2023-02-11T18:11:56.578Z,2023-02-14T00:01:58Z,4026038477,213,0.3,4026038471,140,53.3,4026038469,56,Center,4026038847,189,,4026038479,1,,4026038475,212,46.2,4026038467,199,,4026038473,141,53.0,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507638767,1183,67,1,9,28,dich5v7sw466smbqap0d9rbyj,1,44.4,39.4,2023-02-11T18:11:57.239Z,2023-02-14T06:06:05Z,4031780213,233,968,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507638765,968,67,1,9,28,cmbqc74mshg77ra7mywec2a6b,0,55.6,60.6,2023-02-11T18:11:57.240Z,2023-02-14T05:22:49Z,4031780225,233,1183,,,,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547945,114,61,1,9,28,dich5v7sw466smbqap0d9rbyj,1,41.2,32.5,2023-02-11T18:11:57.250Z,2023-02-14T06:06:06Z,4026038605,56,Back,4031618817,178,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547977,115,49,1,9,32,dich5v7sw466smbqap0d9rbyj,1,40.9,4,2023-02-11T18:12:00.905Z,2023-02-14T00:02:31Z,,,,,,,,,,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506547949,80,43,1,9,33,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-02-11T18:12:02.458Z,2023-02-11T18:19:07Z,4026069419,144,61,4026038631,56,Center,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548013,116,1,1,9,35,dich5v7sw466smbqap0d9rbyj,1,41.1,4,2023-02-11T18:12:04.248Z,2023-02-14T00:02:35Z,4026039027,141,16.7,4031618865,178,,4026039031,213,2.3,4026039029,212,11.1,4026039025,140,34.4,4026039023,56,Back,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548051,117,1,1,9,38,dich5v7sw466smbqap0d9rbyj,1,31,15.4,2023-02-11T18:12:06.708Z,2023-02-14T00:02:38Z,4031618887,178,,4026039281,213,2.5,4026039277,141,35.8,4026039273,56,Back,4026039279,212,23.7,4026039275,140,12.7,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548109,118,1,1,9,42,dich5v7sw466smbqap0d9rbyj,1,11.2,37.9,2023-02-11T18:12:10.617Z,2023-02-14T00:02:45Z,4026039549,213,1.1,4031618905,178,,4026039545,141,62.4,4026039543,140,18.6,4026039547,212,18.4,4026039541,56,Back,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548175,119,1,1,9,44,dich5v7sw466smbqap0d9rbyj,1,19.9,63.5,2023-02-11T18:12:13.218Z,2023-02-14T00:02:54Z,4026039833,140,28.5,4026039835,141,68.4,4026039839,213,0.4,4031618925,178,,4026039837,212,9.6,4026039831,56,Back,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548215,120,1,1,9,50,dich5v7sw466smbqap0d9rbyj,1,38.9,80.6,2023-02-11T18:12:18.952Z,2023-02-14T00:03:02Z,4026040045,140,48.1,4026040049,212,13.9,4026040043,56,Back,4031618945,178,,4026040051,213,0.8,4026040047,141,95.4,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548271,121,1,1,9,55,dich5v7sw466smbqap0d9rbyj,0,46.3,89.4,2023-02-11T18:12:23.708Z,2023-02-14T00:03:07Z,4026040353,213,5.9,4026040355,1,,4026040347,140,90.9,4031618955,178,,4026040351,212,50.0,4026040349,141,63.8,4026040345,56,Center,4026040343,155,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548277,81,52,1,9,59,cmbqc74mshg77ra7mywec2a6b,1,8.6,42.2,2023-02-11T18:12:28.288Z,2023-02-14T00:03:16Z,4029614783,377,,4031619009,178,,,,,,,,,,,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548483,82,1,1,10,14,cmbqc74mshg77ra7mywec2a6b,0,12.4,38.5,2023-02-11T18:12:43.102Z,2023-02-14T00:03:20Z,4026041481,212,56.2,4026041477,140,65.8,4026041473,199,,4026041485,1,,4026041483,213,6.2,4026041479,141,33.6,4026041475,56,Center,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548497,122,44,1,10,18,dich5v7sw466smbqap0d9rbyj,1,34.8,66,2023-02-11T18:12:46.900Z,2023-02-14T06:06:06Z,4026041581,233,83,4026041557,285,,4026041555,56,Back,,,,,,,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548491,83,44,1,10,18,cmbqc74mshg77ra7mywec2a6b,0,65.2,34,2023-02-11T18:12:46.901Z,2023-02-14T00:03:24Z,4026041607,233,122,4026041531,56,Center,4026041533,286,,,,,,,,,,,,,,,,,2vsfek9vs6zdvueb4v23vrj6d,W. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548517,123,1,1,10,18,dich5v7sw466smbqap0d9rbyj,1,35.5,65.6,2023-02-11T18:12:46.931Z,2023-02-14T06:06:06Z,4026041637,212,7.2,4026041639,213,5.0,4031619061,388,,4026041629,3,,4026041631,56,Back,4026041635,141,55.4,4026041633,140,37.4,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548525,124,49,1,10,20,dich5v7sw466smbqap0d9rbyj,1,38.6,51.3,2023-02-11T18:12:48.477Z,2023-02-14T00:04:02Z,,,,,,,,,,,,,,,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548595,125,1,1,10,21,dich5v7sw466smbqap0d9rbyj,1,46.1,37.4,2023-02-11T18:12:50.387Z,2023-02-14T00:04:21Z,4026042013,140,53.0,4026042015,141,19.9,4026042019,213,5.3,4031619271,178,,4026042011,56,Right,4026042017,212,13.9,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548609,126,1,1,10,25,dich5v7sw466smbqap0d9rbyj,1,53.7,17,2023-02-11T18:12:53.558Z,2023-02-14T00:04:25Z,4026042091,212,8.7,4026042089,141,29.8,4026042085,56,Center,4026042093,213,1.7,4031619295,178,,4026042087,140,53.0,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548669,127,1,1,10,25,dich5v7sw466smbqap0d9rbyj,1,53,29.8,2023-02-11T18:12:54.398Z,2023-02-14T00:04:31Z,4031619319,178,,4026042349,140,40.6,4026042351,141,9.1,4026042347,56,Back,4026042355,213,4.0,4026042353,212,19.2,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548727,128,1,1,10,28,dich5v7sw466smbqap0d9rbyj,1,40.5,8.5,2023-02-11T18:12:57.307Z,2023-02-14T00:04:37Z,4026042649,212,17.3,4026042645,141,27.8,4026042641,140,29.7,4031619339,178,,4026042653,213,2.3,4026042637,56,Back,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548803,130,1,1,10,31,dich5v7sw466smbqap0d9rbyj,1,31.1,32.6,2023-02-11T18:12:59.808Z,2023-02-14T00:04:53Z,4026043081,212,20.1,4026043077,140,28.1,4031619387,178,,4026043083,213,1.7,4026043079,141,61.8,4026043075,56,Back,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548789,129,43,1,10,32,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-02-11T18:13:01.234Z,2023-02-11T18:13:20Z,4026042985,212,18.7,4026042983,141,58.5,4026042979,56,Back,4026044171,144,1,4026042981,140,30.2,4026042987,213,1.5,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548821,131,1,1,10,34,dich5v7sw466smbqap0d9rbyj,1,28.1,61.8,2023-02-11T18:13:02.730Z,2023-02-14T00:05:14Z,4026043181,212,12.8,4026043177,140,40.1,4031619495,178,,4026043179,141,65.1,4026043183,213,0.2,4026043175,56,Back,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548847,132,1,1,10,35,dich5v7sw466smbqap0d9rbyj,1,40.1,65.1,2023-02-11T18:13:03.556Z,2023-02-14T00:05:23Z,4026043323,213,3.3,4031619661,178,,4026043321,212,8.5,4026043317,140,32.1,4026043315,56,Back,4026043319,141,62.9,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548907,133,1,1,10,36,dich5v7sw466smbqap0d9rbyj,0,32.1,62.9,2023-02-11T18:13:05.087Z,2023-02-14T00:05:32Z,4026043587,155,,4026043593,141,66.8,4026043599,1,,4026043595,212,40.2,4031619735,178,,4026043589,56,Center,4026043597,213,0.1,4026043591,140,70.3,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548899,84,49,1,10,42,cmbqc74mshg77ra7mywec2a6b,1,27.1,33,2023-02-11T18:13:10.761Z,2023-02-14T00:05:53Z,,,,,,,,,,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548943,85,1,1,10,42,cmbqc74mshg77ra7mywec2a6b,0,28.5,30.1,2023-02-11T18:13:10.855Z,2023-02-14T00:05:58Z,4026043835,157,,4026043853,1,,4031619875,178,,4026043841,56,Back,4026043847,212,2.4,4026043851,213,6.2,4026043843,140,30.8,4026043845,141,29.7,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548957,134,1,1,10,45,dich5v7sw466smbqap0d9rbyj,0,70.3,66.8,2023-02-11T18:13:14.041Z,2023-02-14T00:06:05Z,4026043953,212,13.6,4031619959,388,,4026043955,213,2.6,4026043947,56,Center,4026043951,141,77.3,4026043945,3,,4026043949,140,59.3,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506548969,86,8,1,10,47,cmbqc74mshg77ra7mywec2a6b,1,39.2,15.5,2023-02-11T18:13:16.079Z,2023-02-14T00:06:18Z,4031620043,178,,4026044049,56,Back,4029617743,383,,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549021,87,4,1,10,50,cmbqc74mshg77ra7mywec2a6b,1,34.9,34.2,2023-02-11T18:13:19.048Z,2023-02-14T00:06:25Z,4026044315,56,Back,4026044319,286,,4026044313,294,,4026044521,233,135,4026044311,13,,4026044317,152,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549063,135,4,1,10,50,dich5v7sw466smbqap0d9rbyj,0,65.1,65.8,2023-02-11T18:13:19.049Z,2023-02-14T00:06:25Z,4026044497,56,Center,4026044543,285,,4026044493,13,,4026044499,152,,4026044495,294,,4026044539,233,87,4031620085,178,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549429,88,1,1,11,19,cmbqc74mshg77ra7mywec2a6b,0,37.8,36.9,2023-02-11T18:13:47.656Z,2023-02-14T00:07:07Z,4026046483,140,89.5,4031620341,178,,4026046475,5,,4026046485,141,45.7,4026046491,1,,4026046481,56,Center,4026046479,152,,4026046489,213,0.1,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,4026046477,157,,4026046487,212,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549461,136,41,1,11,22,dich5v7sw466smbqap0d9rbyj,1,10.9,61.5,2023-02-11T18:13:50.857Z,2023-02-14T00:07:13Z,4031620363,388,,4026046673,140,7.8,4026046675,141,91.8,4026046679,213,1.7,4029618815,378,,4026046677,212,20.9,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549463,137,49,1,11,25,dich5v7sw466smbqap0d9rbyj,1,7.8,91.8,2023-02-11T18:13:54.295Z,2023-02-14T00:07:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549533,138,1,1,11,28,dich5v7sw466smbqap0d9rbyj,1,11.1,90.6,2023-02-11T18:13:57.037Z,2023-02-14T00:07:35Z,4026047101,213,4.0,4031620513,178,,4026047093,56,Back,4026047099,212,5.8,4026047095,140,7.4,4026047097,141,84.3,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549569,139,1,1,11,29,dich5v7sw466smbqap0d9rbyj,0,7.4,84.3,2023-02-11T18:13:58.385Z,2023-02-14T00:07:40Z,4026047301,213,0.1,4026047293,56,Back,4026047295,140,43.6,4026047299,212,38.3,4031620531,178,,4026047303,1,,4026047297,141,90.6,4026115305,157,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549591,89,44,1,11,32,cmbqc74mshg77ra7mywec2a6b,1,55.4,11.4,2023-02-11T18:14:01.467Z,2023-02-14T06:06:07Z,4026047397,56,Right,4026047431,233,140,4026047399,286,,,,,,,,,,,,,,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549573,140,44,1,11,32,dich5v7sw466smbqap0d9rbyj,0,44.6,88.6,2023-02-11T18:14:01.468Z,2023-02-14T00:07:51Z,4026047401,233,89,4026047309,56,Back,4026047311,285,,,,,,,,,,,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549595,90,1,1,11,33,cmbqc74mshg77ra7mywec2a6b,1,57,11.4,2023-02-11T18:14:01.530Z,2023-02-14T06:06:07Z,4029620933,140,49.4,4029620935,141,31.6,4029620931,3,,4031620601,388,,4029620939,213,2.1,4026047409,56,Back,4029620937,212,15.9,,,,3776gjrdiqfvch2wk5kde2w2x,Diogo Calila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549581,141,43,1,11,35,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-02-11T18:14:04.066Z,2023-02-12T19:19:43Z,4026047363,213,0.4,4026047361,212,1.6,4026047357,140,45.0,4026047351,3,0,4026047359,141,91.4,4026047355,56,Back,4029620435,144,1,4026047353,168,0,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549635,91,3,1,11,36,cmbqc74mshg77ra7mywec2a6b,1,49.6,31.6,2023-02-11T18:14:04.518Z,2023-02-14T00:08:14Z,4031620825,178,,4026047573,286,,4029621993,465,,4026047611,233,142,4026047571,56,Back,,,,,,,,,,l8ewedihgtz1oz6ikm333mz8,Ítalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549611,142,45,1,11,36,dich5v7sw466smbqap0d9rbyj,0,50.4,68.4,2023-02-11T18:14:04.518Z,2023-02-14T00:08:14Z,4026047653,233,91,4026047473,56,Center,4026047475,285,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549643,92,49,1,11,36,cmbqc74mshg77ra7mywec2a6b,1,55.2,34.9,2023-02-11T18:14:05.085Z,2023-02-14T00:08:44Z,,,,,,,,,,,,,,,,,,,,,,,,,l8ewedihgtz1oz6ikm333mz8,Ítalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549687,93,1,1,11,38,cmbqc74mshg77ra7mywec2a6b,1,55.6,36.1,2023-02-11T18:14:06.894Z,2023-02-14T00:08:49Z,4026047853,56,Center,4026047859,212,19.4,4026047855,140,73.8,4026047861,213,6.1,4031621131,178,,4026047857,141,31.3,,,,,,,l8ewedihgtz1oz6ikm333mz8,Ítalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549691,94,50,1,11,40,cmbqc74mshg77ra7mywec2a6b,1,77.6,32.5,2023-02-11T18:14:09.258Z,2023-02-14T00:10:05Z,4026047883,286,,4026048181,233,143,4026047881,56,Center,,,,,,,,,,,,,,,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506549725,143,7,1,11,40,dich5v7sw466smbqap0d9rbyj,1,22.4,67.5,2023-02-11T18:14:09.335Z,2023-02-14T00:10:10Z,4026048085,285,,4026048083,56,Back,4026048145,233,94,4029623075,384,,4031621891,178,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
