id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2529680399,1,34,16,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-04-07T13:44:33.466Z,2023-04-07T14:31:41Z,4169279393,30,"9uc54rlxmahbfppv97zi81yhh, 7m2za4jynw9fdc2ax1455ibpx, 380ejwyblelr0ef3um2cwv3ai, de1nmkgahbsrky75itebiitp1, 2amti8wga8jpons4mizksjd1x, 8f8lbg182g5jwnqbj1zgjbljp, hrr3761wvgn1ayhsrrz4rf11, alz3emnuh5bnaa64oia9pgsq2, 2u7fm04v2xzqso4rubkrvjcru, 575pl0igxsevhmf6nfmjwwyxh, bljvhirrui29i12tysjdtmnd, dn4o1wa7ia54rpytm5fikbsh5, 22ctb2x9iztmzylscpwyqtrhm, 9xk50bv3qlja26r1ecary1y3t, 9pi6sf9sdni4dn6db7rej0r85, 16mci88sfp5ijpwf661mes8yy, cqr72apm30de51gndxlejegic, 8bcfmmsjnman2nsp2t9rsrvxm, 8ilf7i6y4c9ezpgddh5h3ohlg, a3b3bwtqfx22nmw8toxb430no",4169279399,130,8,4169279405,197,3241,4169279401,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169279407,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169279403,194,575pl0igxsevhmf6nfmjwwyxh,4169279397,59,"97, 14, 16, 8, 3, 5, 10, 34, 9, 20, 79, 11, 17, 22, 23, 25, 31, 82, 90, 26",4169279395,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529680435,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-04-07T13:44:37.037Z,2023-04-07T14:35:26Z,4169279605,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4169279615,197,5027,4169279607,59,"12, 95, 16, 20, 2, 4, 21, 40, 39, 11, 7, 6, 9, 10, 19, 31, 32, 43, 49, 74",4169279611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169279617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169279609,130,8,4169279603,30,"byk4cll4gdgp2n5ocxrb5j1t5, 4bsxzg78o3q9ot7bdngx9k5at, 5zbaigi2kpo930z50irfq11p1, 5k74ofoqel095frhszvdmxbhm, 3qbeypoqvj93wzbbqd1upx7f9, aw1gqkqpznn5ku7ca9hy2skix, caczqvr2l880frsd32nbjorxm, 5u3nf7qbreypvi8rut8n8smhh, 4flr4t07s463ioooy31ov8fs9, 4h2rr9ltxtw6w2hgzm0tu5jo5, 36zf6j90b94qls6y50c1xgi51, 9kn7hs1nbc0rcismky05z6zmx, 35y61220qzlyedki00vfmioyx, c7vhfnn9bft0xk3lcx7komfze, 28029kae9ievarvyirn1cboix, 66jgw85uti6qsgxmlkzz2726t, fkx4v1ux771bqn2g9bn3340k, 7tih9jkxsbmeycu610gshs0h6, 2r6ma23qtyq2l18m21eksjp7u, 257e4odsfzeqbdyhbqtpokbth",4169279613,194,4bsxzg78o3q9ot7bdngx9k5at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529737917,2,32,1,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-04-07T14:30:40.243Z,2023-04-07T14:30:40Z,4169592247,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529737939,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-04-07T14:30:40.243Z,2023-04-09T18:46:37Z,4169592381,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529738015,3,1,1,0,0,7fn0aazbc8nx0u040aulozds1,1,50,50,2023-04-07T14:30:40.291Z,2023-04-10T01:31:36Z,4169592781,140,37.8,4169592787,213,3.4,4169592785,212,13.2,4178654315,178,,4169592779,56,Back,4169592789,279,S,4169592783,141,45.4,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529738075,4,1,1,0,3,7fn0aazbc8nx0u040aulozds1,1,37.8,45.4,2023-04-07T14:30:43.278Z,2023-04-10T01:31:49Z,4169593139,212,32.4,4169593145,213,1.7,4169593129,56,Back,4169593131,140,32.5,4169593149,1,,4178654457,178,,4169593135,141,92.3,,,,alz3emnuh5bnaa64oia9pgsq2,Pedro Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529738097,5,1,1,0,6,7fn0aazbc8nx0u040aulozds1,0,33.3,93.2,2023-04-07T14:30:47.211Z,2023-04-10T01:31:53Z,4169593255,155,,4178654493,178,,4169593257,56,Back,4169593265,213,0.2,4169593261,141,93.9,4169593259,140,35.3,4169593263,212,2.2,4169599899,236,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,4169599905,286,4169599901,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2529738189,3,74,1,0,7,cmbqc74mshg77ra7mywec2a6b,1,61.7,10.1,2023-04-07T14:30:47.290Z,2023-04-10T01:32:00Z,4169599929,233,5,4169599793,285,,4169593809,56,Right,4178654555,178,,,,,,,,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529738211,4,5,1,0,8,cmbqc74mshg77ra7mywec2a6b,0,55.8,-1.6,2023-04-07T14:30:48.744Z,2023-04-10T01:32:04Z,4169593925,347,,4169594207,233,6,4169593923,56,Right,,,,,,,,,,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529738255,6,5,1,0,8,7fn0aazbc8nx0u040aulozds1,1,44.2,101.6,2023-04-07T14:30:48.744Z,2023-04-10T01:32:04Z,4169594157,56,Back,4169594159,347,,4169594175,233,4,,,,,,,,,,,,,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
