id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,assist,qualifier/17/value
2485373813,4,5,1,0,12,8gvg1ranyf93hprfkwx3ofl2y,0,68.6,-1,2022-11-13T15:32:03.862Z,2022-11-16T03:39:34Z,3914498001,347,,3914497999,56,Right,3914499527,233,8,,,,,,,,,,,,,,,,53sq02gs09i7chjvx2zfwdaz9,Rúben Lameiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485373761,8,5,1,0,12,7kfx3xpj2c2wxinsyi16i9gaz,1,31.4,101,2022-11-13T15:32:03.862Z,2022-11-16T03:39:34Z,3914499509,233,4,3914497711,56,Back,3914497713,347,,,,,,,,,,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485373953,9,1,1,0,21,7kfx3xpj2c2wxinsyi16i9gaz,1,22.3,100,2022-11-13T15:32:12.837Z,2022-11-16T03:39:40Z,3914498689,212,26.1,3914498683,56,Back,3914498687,141,67.9,3914498685,140,33.7,3914498681,107,,3914498691,213,5.2,3914498693,1,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485373999,10,1,1,0,23,7kfx3xpj2c2wxinsyi16i9gaz,1,34,64,2022-11-13T15:32:15.544Z,2022-11-16T03:39:44Z,3914498959,212,19.9,3917946553,178,,3914498961,213,4.2,3914498957,141,39.2,3914498953,56,Back,3914498955,140,24.0,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374025,11,1,1,0,26,7kfx3xpj2c2wxinsyi16i9gaz,1,24,39.2,2022-11-13T15:32:17.705Z,2022-11-16T03:39:48Z,3917946577,178,,3914499125,213,5.2,3914499123,212,26.3,3914499121,141,5.2,3914499117,56,Back,3914499119,140,36.0,,,,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374035,12,1,1,0,29,7kfx3xpj2c2wxinsyi16i9gaz,1,35.9,5.6,2022-11-13T15:32:21.083Z,2022-11-16T03:39:53Z,3917946593,178,,3914499195,213,0.5,3914499193,212,19.1,3914499191,141,19.5,3914499187,56,Right,3914499189,140,51.7,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374047,13,61,1,0,30,7kfx3xpj2c2wxinsyi16i9gaz,0,52.1,16.4,2022-11-13T15:32:22.086Z,2022-11-16T03:39:58Z,3914499263,56,Right,3917946609,178,,,,,,,,,,,,,,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486018999,976,43,1,0,31,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-11-13T15:32:23.172Z,2022-11-16T09:39:16Z,3918185267,144,67,3917959189,233,949,,,,,,,,,,,,,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486018997,949,43,1,0,31,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-11-13T15:32:23.173Z,2022-11-16T09:39:15Z,3918185241,144,67,3917959193,233,976,,,,,,,,,,,,,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374115,5,12,1,0,31,8gvg1ranyf93hprfkwx3ofl2y,1,41.8,90.6,2022-11-13T15:32:23.177Z,2022-11-16T09:37:34Z,3917946617,178,,3914499595,212,7.8,3914499591,141,100.0,3914499585,56,Back,3914499589,140,42.8,3914499599,213,1.4,3914499635,167,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374119,6,5,1,0,32,8gvg1ranyf93hprfkwx3ofl2y,0,43.8,102,2022-11-13T15:32:23.987Z,2022-11-16T03:40:04Z,3914500427,233,14,3914499613,347,,3914499611,56,Back,,,,,,,,,,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374097,14,5,1,0,32,7kfx3xpj2c2wxinsyi16i9gaz,1,56.2,-2,2022-11-13T15:32:23.987Z,2022-11-16T03:40:04Z,3914499641,233,6,3914499503,347,,3914499501,56,Right,,,,,,,,,,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374165,15,1,1,0,39,7kfx3xpj2c2wxinsyi16i9gaz,1,54.2,0,2022-11-13T15:32:31.214Z,2022-11-16T03:40:17Z,3914499903,107,,3914499907,140,60.8,3914499905,56,Right,3914499919,213,0.8,3914499915,212,10.0,3914499909,141,8.5,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374193,16,61,1,0,40,7kfx3xpj2c2wxinsyi16i9gaz,0,63.8,6.7,2022-11-13T15:32:32.514Z,2022-11-16T03:40:24Z,3917946683,178,,3914500067,56,Right,,,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374287,7,5,1,0,42,8gvg1ranyf93hprfkwx3ofl2y,1,32.8,101.8,2022-11-13T15:32:33.962Z,2022-11-16T03:40:30Z,3914500745,233,17,3914500731,56,Back,3914500733,347,,,,,,,,,,,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374203,17,5,1,0,42,7kfx3xpj2c2wxinsyi16i9gaz,0,67.2,-1.8,2022-11-13T15:32:33.962Z,2022-11-16T03:40:31Z,3914500761,233,7,3914500109,56,Right,3914500111,347,,,,,,,,,,,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374297,8,1,1,0,53,8gvg1ranyf93hprfkwx3ofl2y,0,29.4,100,2022-11-13T15:32:44.617Z,2022-11-16T03:41:00Z,3914500795,140,43.2,3914500797,141,95.1,3914500791,107,,3914500793,56,Back,3914500799,212,15.2,3914500801,213,6.0,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374335,18,1,1,0,54,7kfx3xpj2c2wxinsyi16i9gaz,0,51.1,10.7,2022-11-13T15:32:45.928Z,2022-11-16T03:41:11Z,3914500987,56,Center,3914500985,3,,3914500991,140,53.9,3914500993,141,29.8,3914500995,212,13.3,3914500997,213,1.3,3917946769,178,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427465,471,61,1,0,54,8gvg1ranyf93hprfkwx3ofl2y,1,42.2,84.9,2022-11-13T15:32:46.537Z,2022-11-16T03:41:20Z,3917946785,178,,3917946783,15,,3914784839,56,Back,,,,,,,,,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374345,19,49,1,0,55,7kfx3xpj2c2wxinsyi16i9gaz,1,53.9,29.8,2022-11-13T15:32:47.305Z,2022-11-16T03:41:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374359,20,1,1,0,55,7kfx3xpj2c2wxinsyi16i9gaz,1,53.9,29.8,2022-11-13T15:32:47.425Z,2022-11-16T03:41:26Z,3914501113,212,25.7,3914501115,213,3.2,3914501111,141,29.2,3914501109,140,29.4,3914501107,56,Back,3917946795,178,,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374427,21,1,1,0,59,7kfx3xpj2c2wxinsyi16i9gaz,1,25.5,30.1,2022-11-13T15:32:50.812Z,2022-11-16T03:41:32Z,3917946799,178,,3914501471,213,2.9,3914501463,56,Back,3914501467,141,36.7,3914501465,140,7.2,3914501469,212,19.7,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374485,22,1,1,1,4,7kfx3xpj2c2wxinsyi16i9gaz,0,7.2,34.3,2022-11-13T15:32:55.799Z,2022-11-16T03:41:36Z,3914501785,56,Back,3914501783,155,,3914501787,140,41.6,3914501797,213,5.8,3914501793,212,41.5,3914501789,141,4.3,3917946803,178,,3914501801,1,,3y7h2e79gvzrqor9gg854dl91,Miguel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374513,9,44,1,1,6,8gvg1ranyf93hprfkwx3ofl2y,1,57,95.3,2022-11-13T15:32:58.245Z,2022-11-16T09:37:35Z,3914501955,233,23,3914501935,56,Left,3914501937,286,,,,,,,,,,,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374491,23,44,1,1,6,7kfx3xpj2c2wxinsyi16i9gaz,0,43,4.7,2022-11-13T15:32:58.246Z,2022-11-16T03:41:40Z,3914501821,56,Back,3914501823,285,,3914501993,233,9,,,,,,,,,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374575,10,1,1,1,9,8gvg1ranyf93hprfkwx3ofl2y,1,53.6,96.2,2022-11-13T15:33:00.584Z,2022-11-16T04:35:46Z,3914502325,212,10.0,3914502327,213,6.2,3914502323,141,95.1,3914502321,140,63.1,3914502317,3,,3917959927,388,,3914502319,56,Left,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374583,11,49,1,1,10,8gvg1ranyf93hprfkwx3ofl2y,1,63.1,95.1,2022-11-13T15:33:01.806Z,2022-11-16T03:41:55Z,,,,,,,,,,,,,,,,,,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374619,12,1,1,1,12,8gvg1ranyf93hprfkwx3ofl2y,1,64.6,95.9,2022-11-13T15:33:04.208Z,2022-11-16T03:42:00Z,3914502535,140,59.6,3914502533,56,Left,3914502537,141,97.1,3914502541,213,3.0,3914502539,212,5.3,3917946857,178,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374641,13,1,1,1,13,8gvg1ranyf93hprfkwx3ofl2y,1,59.6,97.1,2022-11-13T15:33:04.758Z,2022-11-16T03:42:14Z,3917946895,178,,3914502653,213,5.6,3914502649,141,91.1,3914502651,212,6.4,3914502647,140,64.3,3914502645,56,Left,,,,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374651,14,1,1,1,15,8gvg1ranyf93hprfkwx3ofl2y,0,64.3,91.1,2022-11-13T15:33:07.496Z,2022-11-16T03:42:19Z,3914502715,213,2.1,3914502711,141,96.2,3914502713,212,3.9,3914502709,140,62.5,3914502707,56,Left,3917946907,178,,,,,,,,7jqin4ptb8of32u4e646mxwtm,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486019377,964,67,1,1,16,7kfx3xpj2c2wxinsyi16i9gaz,1,33.4,3.8,2022-11-13T15:33:08.303Z,2022-11-16T09:37:35Z,3917960869,233,1004,,,,,,,,,,,,,,,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486019375,1004,67,1,1,16,8gvg1ranyf93hprfkwx3ofl2y,0,66.6,96.2,2022-11-13T15:33:08.304Z,2022-11-16T04:39:17Z,3917960873,233,964,,,,,,,,,,,,,,,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374637,24,8,1,1,16,7kfx3xpj2c2wxinsyi16i9gaz,1,33.7,2.8,2022-11-13T15:33:08.356Z,2022-11-16T09:37:36Z,3917951559,178,,3914502625,56,Back,3917479883,383,,,,,,,,,,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374657,25,49,1,1,17,7kfx3xpj2c2wxinsyi16i9gaz,1,39.1,5.3,2022-11-13T15:33:08.994Z,2022-11-16T04:06:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374685,26,4,1,1,18,7kfx3xpj2c2wxinsyi16i9gaz,1,40.6,4,2022-11-13T15:33:09.771Z,2022-11-16T04:06:46Z,3914502879,152,,3914502877,56,Back,3914502875,13,,3914503233,233,15,3914502883,286,,3914502881,265,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485374729,15,4,1,1,18,8gvg1ranyf93hprfkwx3ofl2y,0,59.4,96,2022-11-13T15:33:09.772Z,2022-11-16T04:06:45Z,3914503121,285,,3917951705,178,,3914503115,56,Left,3914503117,152,,3914503113,13,,3914503119,265,,3914503243,233,26,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375197,27,1,1,1,45,7kfx3xpj2c2wxinsyi16i9gaz,1,38.4,3.4,2022-11-13T15:33:36.652Z,2022-11-16T04:06:54Z,3917951731,178,,3914505569,140,28.5,3914505563,5,,3914505575,213,3.0,3914505571,141,6.2,3914505565,152,,3914505573,212,10.6,3914505567,56,Back,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375263,28,1,1,1,46,7kfx3xpj2c2wxinsyi16i9gaz,1,28.4,6.2,2022-11-13T15:33:38.414Z,2022-11-16T04:06:59Z,3914505939,56,Back,3917951759,178,,3914505947,213,1.9,3914505945,212,25.2,3914505941,140,20.0,3914505943,141,40.9,,,,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375329,29,1,1,1,49,7kfx3xpj2c2wxinsyi16i9gaz,1,19.7,41.3,2022-11-13T15:33:41.362Z,2022-11-16T04:07:09Z,3914506333,56,Back,3914506335,140,17.7,3914506337,141,86.5,3914506341,213,1.6,3914506339,212,30.8,3917951791,178,,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375431,30,1,1,1,53,7kfx3xpj2c2wxinsyi16i9gaz,1,17.6,86.3,2022-11-13T15:33:44.892Z,2022-11-16T04:07:12Z,3917951803,178,,3914506947,140,7.7,3914506945,56,Back,3914506953,213,4.2,3914506951,212,19.6,3914506949,141,61.8,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375479,31,1,1,2,1,7kfx3xpj2c2wxinsyi16i9gaz,1,12.4,57.5,2022-11-13T15:33:52.701Z,2022-11-16T04:07:17Z,3917951811,178,,3914507201,213,5.3,3914507199,212,31.7,3914507195,140,28.4,3914507197,141,17.9,3914507193,56,Back,3914507191,155,,,,,3y7h2e79gvzrqor9gg854dl91,Miguel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375547,16,45,1,2,6,8gvg1ranyf93hprfkwx3ofl2y,0,57.3,93.4,2022-11-13T15:33:58.538Z,2022-11-16T04:07:29Z,3914507591,285,,3914507723,233,32,3914507589,56,Left,,,,,,,,,,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375559,32,3,1,2,6,7kfx3xpj2c2wxinsyi16i9gaz,1,42.7,6.6,2022-11-13T15:33:58.538Z,2022-11-16T04:07:28Z,3917951897,178,,3917482395,465,,3914507699,286,,3914507715,233,16,3914507697,56,Back,,,,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375589,33,1,1,2,9,7kfx3xpj2c2wxinsyi16i9gaz,0,75.9,10.4,2022-11-13T15:34:01.191Z,2022-11-16T04:07:32Z,3914507897,212,26.4,3914507893,140,95.3,3914507895,141,35.2,3914507891,56,Center,3917951939,178,,3914507899,213,0.7,,,,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375605,17,52,1,2,13,8gvg1ranyf93hprfkwx3ofl2y,1,4.9,70.7,2022-11-13T15:34:05.379Z,2022-11-16T04:07:36Z,3917951985,178,,3917482649,376,,,,,,,,,,,,,,,,,,,,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485375711,18,1,1,2,16,8gvg1ranyf93hprfkwx3ofl2y,1,8.7,69,2022-11-13T15:34:07.965Z,2022-11-16T04:07:40Z,3917952037,178,,3914508491,123,,3914508495,140,26.9,3914508497,141,92.1,3914508493,56,Back,3914511829,189,,3914508499,212,24.7,3914508501,213,0.7,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
