id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2479804523,171,1,1,19,42,bwt8yfk8rkcwiwyr0mopd7wqd,1,32.5,47.8,2022-10-30T20:49:39.449Z,2022-11-01T22:21:31Z,3885461951,213,5.2,3888671743,178,,3885461949,212,15.3,3885461945,140,39.5,3885461943,56,Back,3885461947,141,28.0,,,,,,,8bn4i1qj747gh0hz6vbn0u25m,Matheus Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804529,172,1,1,19,44,bwt8yfk8rkcwiwyr0mopd7wqd,0,40.5,24.5,2022-10-30T20:49:42.205Z,2022-11-01T22:21:37Z,3885461999,212,33.0,3885461995,140,71.9,3888671767,178,,3885462003,1,,3885462001,213,6.3,3885461997,141,24.4,3885461989,56,Center,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480429201,1218,67,1,19,46,26t6lvlpql4w5wu1ih73qpy36,1,29.2,76.2,2022-10-30T20:49:43.997Z,2022-11-02T01:02:14Z,3888699177,233,1067,,,,,,,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480429199,1067,67,1,19,46,bwt8yfk8rkcwiwyr0mopd7wqd,0,70.8,23.8,2022-10-30T20:49:43.998Z,2022-11-01T23:11:17Z,3888699197,233,1218,,,,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480429211,1219,43,1,19,46,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-30T20:49:43.998Z,2022-11-01T23:11:26Z,3888699221,178,0,3888699271,144,82,,,,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804537,209,49,1,19,47,26t6lvlpql4w5wu1ih73qpy36,1,17.4,81.2,2022-10-30T20:49:44.666Z,2022-11-01T22:21:50Z,,,,,,,,,,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804561,210,12,1,19,50,26t6lvlpql4w5wu1ih73qpy36,1,9.8,96.8,2022-10-30T20:49:47.481Z,2022-11-01T22:21:56Z,3885462199,141,98.0,3885462195,56,Back,3885462303,233,173,3888671839,178,,3885462201,212,1.1,3885462203,213,0.8,3885462197,140,10.5,3885462301,397,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804549,173,74,1,19,50,bwt8yfk8rkcwiwyr0mopd7wqd,1,90,4.7,2022-10-30T20:49:47.510Z,2022-11-01T22:22:04Z,3885462309,233,210,3888671897,178,,3885462123,285,,3885462121,56,Right,3885462281,397,,,,,,,,,,,1f57m5jalwzn2xwr3xqtjiy8l,B. Aouacheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804579,174,5,1,19,52,bwt8yfk8rkcwiwyr0mopd7wqd,0,87.6,-1,2022-10-30T20:49:49.716Z,2022-11-01T22:22:07Z,3885462465,233,211,3885462385,56,Right,3885462387,347,,,,,,,,,,,,,,,,,1f57m5jalwzn2xwr3xqtjiy8l,B. Aouacheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804575,211,5,1,19,52,26t6lvlpql4w5wu1ih73qpy36,1,12.4,101,2022-10-30T20:49:49.716Z,2022-11-01T22:22:07Z,3885462293,56,Back,3885462457,233,174,3885462295,347,,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804593,212,1,1,20,6,26t6lvlpql4w5wu1ih73qpy36,0,22,100,2022-10-30T20:50:03.754Z,2022-11-01T22:22:10Z,3885462537,140,66.6,3885462543,213,6.1,3885462533,107,,3885462539,141,85.2,3885462541,212,48.1,3885462545,1,,3885462535,56,Left,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804597,175,49,1,20,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,36.3,18.5,2022-10-30T20:50:07.659Z,2022-11-01T22:22:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804613,176,1,1,20,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,35.7,17.6,2022-10-30T20:50:07.973Z,2022-11-01T22:22:25Z,3885462695,213,2.5,3885462687,56,Back,3885462691,141,37.9,3888672063,178,,3885462689,140,17.9,3885462693,212,23.2,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804619,177,1,1,20,14,bwt8yfk8rkcwiwyr0mopd7wqd,0,19,37.3,2022-10-30T20:50:11.329Z,2022-11-01T22:22:42Z,3885462729,155,,3888672135,178,,3885462735,141,62.1,3885462731,56,Center,3885462739,213,0.4,3885462799,1,,3885462733,140,62.7,3885462737,212,48.9,30bhky4x90yqfyzhsawfz6pcl,S. Kritsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804649,213,44,1,20,18,26t6lvlpql4w5wu1ih73qpy36,1,37.2,36,2022-10-30T20:50:15.402Z,2022-11-02T01:02:14Z,3885462931,285,,3885462945,233,178,3885462929,56,Back,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804625,178,44,1,20,18,bwt8yfk8rkcwiwyr0mopd7wqd,0,62.8,64,2022-10-30T20:50:15.403Z,2022-11-01T22:22:50Z,3885462791,56,Center,3885462793,286,,3885462949,233,213,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804655,214,1,1,20,18,26t6lvlpql4w5wu1ih73qpy36,1,36.9,34.1,2022-10-30T20:50:15.438Z,2022-11-02T01:02:15Z,3885462973,212,14.4,3885462967,56,Back,3885462961,3,,3888672187,388,,3885462975,213,0.9,3885462971,141,50.9,3885462969,140,45.3,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804659,215,1,1,20,18,26t6lvlpql4w5wu1ih73qpy36,0,44.4,45.4,2022-10-30T20:50:15.930Z,2022-11-01T22:23:03Z,3885462991,56,Center,3885466859,3,,3885466789,212,11.7,3885466785,140,53.3,3885466783,168,,3888672211,178,,3885466791,213,0.6,3885466787,141,55.7,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804661,179,1,1,20,21,bwt8yfk8rkcwiwyr0mopd7wqd,1,47.8,43.4,2022-10-30T20:50:19.154Z,2022-11-01T22:23:13Z,3885463009,213,5.0,3885463001,56,Right,3885463005,141,5.5,3885463007,212,27.2,3888672331,178,,3885463003,140,56.0,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804663,180,61,1,20,23,bwt8yfk8rkcwiwyr0mopd7wqd,0,56,5.5,2022-10-30T20:50:20.604Z,2022-11-01T22:23:17Z,3888672359,178,,3885463019,56,Right,,,,,,,,,,,,,,,,,,,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804667,181,5,1,20,24,bwt8yfk8rkcwiwyr0mopd7wqd,0,58.2,-1.1,2022-10-30T20:50:21.837Z,2022-11-01T22:23:23Z,3885463043,56,Right,3885463565,233,216,3885463045,347,,,,,,,,,,,,,,,,,1lisq580zw4yfk6id6f1dwr56,Danilo Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804683,216,5,1,20,24,26t6lvlpql4w5wu1ih73qpy36,1,41.8,101.1,2022-10-30T20:50:21.837Z,2022-11-01T22:23:23Z,3885463557,233,181,3885463189,347,,3885463187,56,Back,,,,,,,,,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804691,217,1,1,20,29,26t6lvlpql4w5wu1ih73qpy36,1,43,100,2022-10-30T20:50:26.994Z,2022-11-01T22:23:28Z,3885463257,141,79.5,3885463253,56,Back,3885463255,140,29.7,3885463251,107,,3885463259,212,20.2,3885463261,213,3.9,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804703,218,1,1,20,34,26t6lvlpql4w5wu1ih73qpy36,1,26.8,78.9,2022-10-30T20:50:31.399Z,2022-11-01T22:23:35Z,3888672465,178,,3885463321,56,Back,3885463325,141,47.2,3885463329,213,4.2,3885463323,140,16.4,3885463327,212,24.2,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804721,219,1,1,20,36,26t6lvlpql4w5wu1ih73qpy36,1,16.3,47.2,2022-10-30T20:50:33.691Z,2022-11-01T22:23:38Z,3888672473,178,,3885463437,213,5.2,3885463433,141,27.5,3885463431,140,23.3,3885463435,212,15.3,3885463429,56,Back,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804731,220,1,1,20,39,26t6lvlpql4w5wu1ih73qpy36,1,23.2,30.2,2022-10-30T20:50:36.406Z,2022-11-01T22:23:41Z,3885463513,56,Back,3885463517,141,66.8,3888672509,178,,3885463521,213,1.5,3885463519,212,25.0,3885463515,140,25.5,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804771,221,1,1,20,45,26t6lvlpql4w5wu1ih73qpy36,1,36.7,80.4,2022-10-30T20:50:43.180Z,2022-11-01T22:23:45Z,3885463837,212,10.8,3885463833,140,41.1,3885463839,213,1.1,3888672521,178,,3885463835,141,94.7,3885463831,56,Back,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804777,222,1,1,20,47,26t6lvlpql4w5wu1ih73qpy36,1,41.1,94.7,2022-10-30T20:50:45.063Z,2022-11-01T22:23:48Z,3885463911,1,,3885463903,140,23.4,3885463907,212,34.2,3888672539,178,,3885463905,141,52.5,3885463901,56,Back,3885463909,213,4.1,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804783,223,1,1,20,51,26t6lvlpql4w5wu1ih73qpy36,1,23.4,52.5,2022-10-30T20:50:48.613Z,2022-11-01T22:23:52Z,3885463949,140,34.1,3885463955,213,5.2,3885463951,141,22.0,3885463947,56,Back,3885463953,212,23.6,3888672565,178,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804811,224,1,1,20,54,26t6lvlpql4w5wu1ih73qpy36,1,36,21.1,2022-10-30T20:50:51.924Z,2022-11-01T22:23:56Z,3885464125,212,18.4,3885464121,140,48.1,3885464127,213,5.5,3888672591,178,,3885464123,141,1.6,3885464119,56,Back,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804813,225,1,1,20,56,26t6lvlpql4w5wu1ih73qpy36,0,48,1.4,2022-10-30T20:50:53.797Z,2022-11-01T22:24:02Z,3885464325,233,182,3885464329,286,,3888672603,178,,3885464141,141,3.2,3885464145,212,5.2,3885464139,140,52.8,3885464149,213,0.2,3885464323,236,,dq41kziilg4jki9erxel9d3ze,Fabiano,3885464137,56,,,,,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804837,182,74,1,20,56,bwt8yfk8rkcwiwyr0mopd7wqd,1,45,97.5,2022-10-30T20:50:53.917Z,2022-11-01T22:24:08Z,3888672629,178,,3885464285,285,,3885464283,56,Back,3885464343,233,225,,,,,,,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480429517,1091,67,1,20,57,bwt8yfk8rkcwiwyr0mopd7wqd,1,47.2,96.2,2022-10-30T20:50:54.917Z,2022-11-02T01:02:15Z,3888700737,233,1235,,,,,,,,,,,,,,,,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480429515,1235,67,1,20,57,26t6lvlpql4w5wu1ih73qpy36,0,52.8,3.8,2022-10-30T20:50:54.918Z,2022-11-01T23:14:33Z,3888700741,233,1091,,,,,,,,,,,,,,,,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805597,215,1,1,20,57,bwt8yfk8rkcwiwyr0mopd7wqd,1,46.4,95.4,2022-10-30T20:50:55.024Z,2022-11-02T01:02:15Z,3885470403,212,4.0,3885470399,140,43.0,3888672663,389,,3885470397,56,Back,3885470401,141,97.9,3885470405,213,2.7,,,,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804847,226,43,1,20,59,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-30T20:50:56.729Z,2022-10-30T20:53:50Z,3885464349,56,Right,3885469235,144,61,,,,,,,,,,,,,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804855,183,49,1,20,59,bwt8yfk8rkcwiwyr0mopd7wqd,1,39.5,96.8,2022-10-30T20:50:56.823Z,2022-11-01T22:24:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804859,184,1,1,20,59,bwt8yfk8rkcwiwyr0mopd7wqd,0,39.5,96.8,2022-10-30T20:50:56.882Z,2022-11-01T22:24:30Z,3885464389,56,Back,3885464397,213,0.6,3885464393,141,98.1,3888672791,178,,3885464391,140,40.7,3885464395,212,1.5,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804851,227,61,1,20,59,26t6lvlpql4w5wu1ih73qpy36,1,55.7,2.2,2022-10-30T20:50:56.962Z,2022-11-01T22:24:36Z,3885464361,56,Right,3888672849,178,,,,,,,,,,,,,,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804883,185,5,1,20,59,bwt8yfk8rkcwiwyr0mopd7wqd,1,41.8,101.2,2022-10-30T20:50:57.145Z,2022-11-01T22:24:41Z,3885464605,233,228,3885464569,347,,3885464567,56,Back,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804865,228,5,1,20,59,26t6lvlpql4w5wu1ih73qpy36,0,58.2,-1.2,2022-10-30T20:50:57.145Z,2022-11-01T22:24:42Z,3885464609,233,185,3885464441,347,,3885464437,56,Right,,,,,,,,,,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804915,186,1,1,21,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,42.6,100,2022-10-30T20:51:08.096Z,2022-11-01T22:24:47Z,3885464865,212,35.9,3885464861,140,76.6,3885464869,1,,3885464859,56,Left,3885464867,213,6.2,3885464857,107,,3885464863,141,95.6,,,,10jwipbmvqza53ja0lwof9be1,Henrique Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480436467,1540,83,1,21,13,26t6lvlpql4w5wu1ih73qpy36,1,24.2,5.2,2022-10-30T20:51:10.895Z,2022-11-02T01:20:21Z,3888742483,399,476135,,,,,,,,,,,,,,,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804917,187,61,1,21,13,bwt8yfk8rkcwiwyr0mopd7wqd,0,76.6,95.6,2022-10-30T20:51:10.939Z,2022-11-02T01:19:59Z,3888673035,178,,3885464883,56,Left,,,,,,,,,,,,,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480436431,1539,43,1,21,13,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-30T20:51:11.144Z,2022-11-02T01:20:13Z,3888742367,144,82,3888742357,178,0,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480436365,1538,43,1,21,13,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-30T20:51:11.162Z,2022-11-02T01:19:51Z,3888742151,144,82,3888742133,178,0,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804925,229,49,1,21,14,26t6lvlpql4w5wu1ih73qpy36,1,27.7,9.2,2022-10-30T20:51:12.205Z,2022-11-01T22:24:59Z,,,,,,,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804935,230,1,1,21,16,26t6lvlpql4w5wu1ih73qpy36,1,27.7,9.2,2022-10-30T20:51:13.301Z,2022-11-01T22:25:02Z,3888673097,178,,3885464963,141,28.3,3885464967,212,13.0,3885464959,56,Back,3885464961,140,28.0,3885464969,213,1.5,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804949,231,1,1,21,18,26t6lvlpql4w5wu1ih73qpy36,1,30.4,35.6,2022-10-30T20:51:15.537Z,2022-11-01T22:25:05Z,3888673123,178,,3885465069,140,26.6,3885465075,213,2.1,3885465071,141,44.6,3885465073,212,7.3,3885465067,56,Back,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804973,232,1,1,21,20,26t6lvlpql4w5wu1ih73qpy36,1,27.5,48.8,2022-10-30T20:51:18.187Z,2022-11-01T22:25:08Z,3885465237,56,Back,3885465243,212,24.0,3888673165,178,,3885465245,213,1.3,3885465241,141,83.0,3885465239,140,33.3,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479804999,233,1,1,21,24,26t6lvlpql4w5wu1ih73qpy36,1,39.7,89.7,2022-10-30T20:51:21.521Z,2022-11-01T22:25:11Z,3885465407,141,64.1,3885465403,56,Back,3885465411,213,4.1,3885465409,212,21.7,3885465405,140,27.3,3888673227,178,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805007,234,1,1,21,28,26t6lvlpql4w5wu1ih73qpy36,1,27,67.8,2022-10-30T20:51:25.903Z,2022-11-01T22:25:14Z,3885465455,140,34.3,3885465459,141,64.5,3885465461,212,8.0,3885465463,213,6.0,3885465453,56,Back,3888673263,178,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805023,235,1,1,21,30,26t6lvlpql4w5wu1ih73qpy36,1,35.6,65.1,2022-10-30T20:51:27.420Z,2022-11-01T22:25:17Z,3885465557,213,3.6,3885465547,56,Back,3885465553,212,8.9,3888673275,178,,3885465551,141,59.7,3885465549,140,27.9,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805041,236,1,1,21,33,26t6lvlpql4w5wu1ih73qpy36,1,28.9,63.5,2022-10-30T20:51:30.925Z,2022-11-01T22:25:23Z,3885465691,56,Back,3885465697,140,32.0,3885465705,212,11.6,3885465701,141,79.8,3885465709,213,1.3,3888673321,178,,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805049,237,1,1,21,37,26t6lvlpql4w5wu1ih73qpy36,1,36.7,76.5,2022-10-30T20:51:34.489Z,2022-11-01T22:25:26Z,3885465727,213,0.6,3885465723,141,95.9,3888673329,178,,3885465725,212,22.3,3885465721,140,53.8,3885465719,56,Left,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805057,238,1,1,21,38,26t6lvlpql4w5wu1ih73qpy36,1,53.8,95.9,2022-10-30T20:51:35.731Z,2022-11-01T22:25:29Z,3885465811,140,42.6,3885465815,212,13.8,3885465817,213,3.7,3885465809,56,Back,3888673345,178,,3885465813,141,85.4,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805073,239,1,1,21,41,26t6lvlpql4w5wu1ih73qpy36,0,47.4,88.5,2022-10-30T20:51:38.288Z,2022-11-01T22:25:33Z,3885465889,56,Left,3885465897,213,0.0,3885465891,140,89.4,3885465895,212,44.1,3885465887,155,,3885465899,1,,3885465893,141,90.8,3888673349,178,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805077,188,49,1,21,44,bwt8yfk8rkcwiwyr0mopd7wqd,1,12.8,4.9,2022-10-30T20:51:41.457Z,2022-11-01T22:25:38Z,,,,,,,,,,,,,,,,,,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805087,189,1,1,21,45,bwt8yfk8rkcwiwyr0mopd7wqd,0,13.2,4.6,2022-10-30T20:51:42.537Z,2022-11-01T22:25:44Z,3885465965,140,21.8,3885465971,213,0.1,3885465969,212,9.1,3885467037,157,,3888673459,178,,3885465967,141,6.2,3885465963,56,Back,3885467039,1,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805085,240,49,1,21,46,26t6lvlpql4w5wu1ih73qpy36,1,75.1,97.5,2022-10-30T20:51:43.517Z,2022-11-01T22:25:50Z,,,,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805105,241,1,1,21,47,26t6lvlpql4w5wu1ih73qpy36,1,76,95.3,2022-10-30T20:51:44.711Z,2022-11-01T22:25:57Z,3885466137,56,Left,3885466143,212,22.0,3888673633,178,,3885466139,140,94.9,3885466145,213,5.8,3885466141,141,81.2,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480429825,1255,67,1,21,49,26t6lvlpql4w5wu1ih73qpy36,1,95.3,81.4,2022-10-30T20:51:46.649Z,2022-11-02T01:02:16Z,3888702023,233,1109,,,,,,,,,,,,,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480429823,1109,67,1,21,49,bwt8yfk8rkcwiwyr0mopd7wqd,0,4.7,18.6,2022-10-30T20:51:46.650Z,2022-11-01T23:17:28Z,3888702027,233,1255,,,,,,,,,,,,,,,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805111,242,1,1,21,52,26t6lvlpql4w5wu1ih73qpy36,0,96.5,81.3,2022-10-30T20:51:49.701Z,2022-11-01T22:26:05Z,3885466191,213,4.8,3885466187,141,78.0,3886491533,224,,3888673685,178,,3885466183,56,Center,3885466177,2,,3885466185,140,96.7,3885466189,212,2.3,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,3886491535,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805255,195,61,1,21,52,bwt8yfk8rkcwiwyr0mopd7wqd,1,7.7,25.9,2022-10-30T20:51:49.808Z,2022-11-01T22:26:11Z,3888673713,178,,3885467209,56,Back,,,,,,,,,,,,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479805115,243,43,1,21,53,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-10-30T20:51:50.496Z,2022-10-30T20:52:32Z,3885466217,56,Center,3885467311,144,61,,,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
