id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2538020867,1,34,16,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-04-23T13:31:43.986Z,2023-04-23T13:31:44Z,4213588587,197,388,4213588589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213588583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213588577,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213588579,59,"42, 15, 19, 8, 72, 26, 77, 21, 9, 10, 11, 4, 7, 12, 13, 17, 20, 25, 29, 55",4213588581,130,8,4213588585,194,1ldbn0jnfzcvj7edwlq1z4q8l,4213588575,30,"664x98r3mbynnh19u1cx984q, 4aubucuhe6ic3osisrw73xe51, asoisrxtnm0zynx35ueum4v6d, 6nrvjozwk5or2v7dxkqbf9j9x, as0t8xi6k6nl4l06g23u3jcru, 1ldbn0jnfzcvj7edwlq1z4q8l, ebaganzllbxfacvobgmsu1045, c01muomxuk015zrf9n21ztq7d, 1zf9egrh7cjofd7td62oc5tk9, rzxtat0t3okt8tikf5mvdxm2, c3byjg1gw75b6wz0wz0bjwij9, 8jncnpkifnmg84s5qysuk4y96, 1f57m5jalwzn2xwr3xqtjiy8l, 2983qoliizrxvsi9sb9c5wwoa, 4cbaoo2irqtme9goxuz6s3ey2, 5awvo9xetmgwxmqfisawqz90q, 8qxoj7nyhu2prjl3bjfqi2ui1, 3ipb4zd3vz7dpnkyeiw22tal1, 6rwaydgc5rfvcc0v093qdvlzo, 10jwipbmvqza53ja0lwof9be1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538022681,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2023-04-23T13:33:05.984Z,2023-04-23T14:40:59Z,4213597593,59,"32, 18, 22, 8, 44, 23, 70, 38, 99, 7, 15, 1, 3, 14, 17, 24, 25, 27, 35, 43",4213597601,197,3749,4213597597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213597599,194,6gmfcfqd1o54zyepd9587nlqt,4213597603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213597591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213597595,130,7,4213597589,30,"cpf5wp34pu80qzvcwakjhh905, 6gmfcfqd1o54zyepd9587nlqt, cgtz4fa0mz9poi4ju8bjtbwiy, 293inynsy3ai0aawkdzpl7cnp, 10va1tucy0kb83wllaudp7e95, 33j75k7nnzjit08r24zk00yy1, 1zokl2zp7gtwlmj37kps6lnmx, dvxwdpad8a1iatnwcpqvy3m5l, awicgdcslcljo1mbmvochqlwq, a6r7abntbrgsp8s69b0a8ngt1, 7rfeo8qrjotskdx5e6bwk53h1, r34leywn2c5158ldxrcde5l, db6kkpr65v0zlrlx1cr5almcq, f29gq7ixyjd9m22yhmb7c7oq1, 5j9k3rz7a8z7zx91hxetr6v6y, 52407m29h74ziyt19jty0od7t, b7ri94n62dr73s1hb10br7lrd, 3q1nhus52rnkt6nwvqmpb1ct0, 7apd6saozsmkhkm7ew06a5a6t, 1rn4qptr6959e85myhn419ono",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086479,2,32,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-04-23T14:31:44.471Z,2023-04-23T14:31:44Z,4213939119,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086483,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2023-04-23T14:31:44.471Z,2023-04-23T14:31:47Z,4213939137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086557,3,1,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,50,49.8,2023-04-23T14:31:44.571Z,2023-04-23T14:31:49Z,4213939531,56,Back,4213939553,213,3.3,4213939555,279,S,4213939551,212,11.6,4213939547,140,39.1,4213939549,141,47.3,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086605,4,1,1,0,4,bwt8yfk8rkcwiwyr0mopd7wqd,1,38.7,46.1,2023-04-23T14:31:49.071Z,2023-04-23T14:31:50Z,4213939709,56,Back,4213939711,140,32.7,4213939715,212,16.5,4213939713,141,23.6,4213939717,213,4.3,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086639,5,1,1,0,6,bwt8yfk8rkcwiwyr0mopd7wqd,1,32.4,22,2023-04-23T14:31:50.750Z,2023-04-23T14:31:52Z,4213939911,212,12.9,4213939915,213,1.1,4213939905,56,Back,4213939907,140,38.3,4213939909,141,38.7,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086737,6,1,1,0,7,bwt8yfk8rkcwiwyr0mopd7wqd,1,37.4,38.2,2023-04-23T14:31:51.998Z,2023-04-23T14:31:57Z,4213940411,56,Back,4213940423,213,3.6,4213940421,212,13.1,4213940417,141,29.2,4213940413,140,26.4,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086763,7,1,1,0,12,bwt8yfk8rkcwiwyr0mopd7wqd,0,32.9,7.8,2023-04-23T14:31:56.991Z,2023-04-23T14:31:58Z,4213940575,140,47.1,4213940571,155,,4213940581,213,5.9,4213940577,141,0.0,4213940579,212,16.1,4213940573,56,Back,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538086963,3,5,1,0,13,co1i764h6b02husae71w6scs8,1,53.2,101.3,2023-04-23T14:31:58.207Z,2023-04-23T14:59:58Z,4213941667,347,,4213941705,233,8,4213941665,56,Left,,,,,,,,,,,,,,,,1zokl2zp7gtwlmj37kps6lnmx,Rui Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
