id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2502164469,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-01-29T17:00:18.802Z,2023-01-29T18:10:25Z,4003015467,30,"ekjpc2tvdk5jtiamtufdqkr85, 4a4kjygjq5el2ylh7k660lul0, 7aak50ydu8nrfxd9qndeygnpw, 47wasen155qbiu6pmyp3dowr9, 3weuuu2vlyod9x7gnk2v9r1ed, c406oul95r3jvmbebcge5oz4l, 57pi7l4h7g2jydmkc5vl6vkr9, 90ojk78yhwtwbnz0k5w1ow6hh, rm1d0hp2iwsne1hbfgq0oa21, 6w3iuh0f11tbwr037i7qb031m, 4ax49niuix9tiqdv05y3vbdn9, 3ebyf23azgbktpf7dgwlphkvd, 6n9p8xqhlgz0qfi39rojaxst0, 5za437wrlqizff74n6uqodpzp, 3batawbh7y4sjkeo4hn34svzd, 6a34imgccsbw4zysasuziuad, 96tuk7bpr043jh2obpegcgd4a, 1a1cur7ima2n6hxas3fqlplhw, 6ylhhspjzxqrbqj4yq35hwkr8, 5bpx24iyhlarqkmg09pm27lgq",4003015477,194,ekjpc2tvdk5jtiamtufdqkr85,4003015473,130,7,4003015471,59,"1, 79, 70, 24, 23, 26, 21, 18, 11, 6, 19, 2, 4, 7, 9, 12, 13, 16, 59, 77",4003015469,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4003015479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003015475,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003247745,197,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502166769,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2023-01-29T17:03:31.041Z,2023-01-29T18:18:45Z,4003027727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003027723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003027721,130,6,4003027717,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4003241259,197,3750,4003027725,194,3vwbsaoy8f2vc4kkad4ipv3kl,4003027719,59,"32, 18, 5, 24, 44, 22, 3, 21, 93, 20, 27, 31, 1, 6, 17, 35, 38, 70, 85, 99",4003027715,30,"cpf5wp34pu80qzvcwakjhh905, 6gmfcfqd1o54zyepd9587nlqt, agjhj0e3l9ofh1xchvyq2yt7u, 52407m29h74ziyt19jty0od7t, 10va1tucy0kb83wllaudp7e95, cgtz4fa0mz9poi4ju8bjtbwiy, db6kkpr65v0zlrlx1cr5almcq, 3vwbsaoy8f2vc4kkad4ipv3kl, 82fjdh9q4378gd1g9l1bimrx1, 1c0ymbcylpp4ty7n34inspffu, 3q1nhus52rnkt6nwvqmpb1ct0, debwdd7evo1d86v5hdpqnyw44, r34leywn2c5158ldxrcde5l, 9lwpckbeu2ymqlmq6288bdjvt, 5j9k3rz7a8z7zx91hxetr6v6y, 7apd6saozsmkhkm7ew06a5a6t, dvxwdpad8a1iatnwcpqvy3m5l, 1zokl2zp7gtwlmj37kps6lnmx, 3e7svf1sj8ec14we8d8zm273e, awicgdcslcljo1mbmvochqlwq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209459,2,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-01-29T18:01:38.096Z,2023-01-31T18:26:04Z,4003252199,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209495,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2023-01-29T18:01:38.096Z,2023-01-29T18:01:41Z,4003252383,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209485,3,1,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,50.6,47.8,2023-01-29T18:01:38.127Z,2023-02-01T01:07:16Z,4003252343,212,18.4,4003252347,279,S,4003252341,141,44.9,4003252339,140,33.2,4006159397,178,,4003252345,213,3.2,4003252337,56,Back,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209523,4,1,1,0,2,3b4nxgvmwzstmoq6borytkwx1,1,34.5,42.7,2023-01-29T18:01:40.601Z,2023-02-01T01:07:21Z,4003252505,213,4.4,4003252499,140,29.5,4006159419,178,,4003252503,212,17.4,4003252497,56,Back,4003252501,141,18.3,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209549,5,1,1,0,6,3b4nxgvmwzstmoq6borytkwx1,1,30.9,23.9,2023-01-29T18:01:44.576Z,2023-02-01T01:07:26Z,4006159441,178,,4003252653,141,48.2,4003252657,213,2.5,4003252651,140,10.3,4003252649,56,Back,4003252655,212,27.2,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209597,6,1,1,0,8,3b4nxgvmwzstmoq6borytkwx1,0,10.6,47.6,2023-01-29T18:01:46.896Z,2023-02-01T01:07:30Z,4006159453,178,,4003252875,212,48.8,4003252869,56,Center,4003252879,1,,4003252871,140,53.9,4003252867,157,,4003252877,213,5.9,4003252873,141,21.6,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209615,3,44,1,0,12,co1i764h6b02husae71w6scs8,1,44,83.8,2023-01-29T18:01:50.780Z,2023-02-01T07:32:05Z,4003252959,233,7,4003252951,56,Back,4003252953,285,,,,,,,,,,,,,,,,,agjhj0e3l9ofh1xchvyq2yt7u,Wagner Leonardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502209599,7,44,1,0,12,3b4nxgvmwzstmoq6borytkwx1,0,56,16.2,2023-01-29T18:01:50.781Z,2023-02-01T01:07:34Z,4003252889,286,,4003252887,56,Right,4003253015,233,3,,,,,,,,,,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
