id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/14/value,qualifier/15/value
2499693557,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-01-22T14:44:57.001Z,2023-01-22T15:40:31Z,3990154401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990154391,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3990154395,130,2,3990154397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990326137,197,385,3990154399,194,3bysj69bufnbqx70q6ufzat49,3990154393,59,"30, 2, 94, 21, 3, 15, 23, 8, 36, 9, 38, 1, 7, 10, 11, 12, 27, 31, 49, 85",3990154389,30,"3uma2r2ks9a44deiwpncec8np, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 8qn1z72et0w6bqw9mstopb7px, a00q0qj479gzj5hymx4ix5lp0, 5n3pl3j98lkmzzus1b095bkd1, 3bysj69bufnbqx70q6ufzat49, 549guee46difwv85rq18p7f1l, 388ux45xau80x9rom4s2bapgq, 4rfcpo4l9f8x1m0rlnwloefl6, bn1rwgy1yhd0ov3u4pu2lb6ga, 3y7h2e79gvzrqor9gg854dl91, 57xeumfhz5h30yn1168rgljah, 8sg65mj881mnfd9wgtew01s5x, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 6i4i4rqqcvxa7rsysriqxlxat, 4nl5hapemrmmuh1r8afne8b85, 6acd83o0lyumoagg9wbgj56cq, 9yitbzvjcwsvbdpwf97nbyfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499694219,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-22T14:45:57.850Z,2023-01-22T15:56:20Z,3990158205,194,3o3pp38h4ww0btuxzna0mhtcl,3990158201,130,8,3990158195,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 3o3pp38h4ww0btuxzna0mhtcl, ctkp6xkdg68xonlfkjwe580oa, 9ylq7ia76wd7pxq3ax9qo8w5x, dzq4gg917idfq1rhng1coi5uc, 5bl0qe7l7juksox3s4u76hxat, dyeuxixz75ematbmtiwzcvhzp, 3sdtccxqlc28tszv5vrnibckq, 51edb4gy0w4q1wns87xehn2dx, 74hu9pcq0b1z36871v3inexyi, dqpofsnyszazhkp0t7gtlfi3u, e4x6fx7njwfevkwf1t0ocyq51, cdkxx5845lj8spbg3ha7m1xm2, 2jskw42u7twkcsxa15hcysiy1, 1l0sfejnziz4ur5prgb0tp2j8, f57x0lswad64sg1mpry8xiadw, c9juqy1fmkna7jcozyeg0weeh, 4mvqt04u92wsm1p5ja8fpilii, 22ol5dyxze6bztorp2amc85m2",3990158207,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990158197,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3990158199,59,"99, 62, 31, 25, 34, 3, 95, 20, 79, 10, 21, 7, 13, 22, 23, 29, 33, 50, 78, 91",3990327105,197,11679,3990158203,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727139,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-22T15:31:10.919Z,2023-01-22T15:31:12Z,3990333997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727123,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-01-22T15:31:10.919Z,2023-01-24T19:22:01Z,3990333923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727169,3,1,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,49.9,50.1,2023-01-22T15:31:11.110Z,2023-01-25T04:18:38Z,3990334163,213,3.3,3994067015,178,,3990334155,56,Back,3990334157,140,33.3,3990334165,279,S,3990334159,141,47.2,3990334161,212,17.5,,,,388ux45xau80x9rom4s2bapgq,P. Liza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727197,4,1,1,0,2,7kfx3xpj2c2wxinsyi16i9gaz,1,32.5,49.1,2023-01-22T15:31:13.387Z,2023-01-25T04:18:42Z,3990334297,212,28.5,3990334299,213,1.5,3990334295,141,90.9,3990334291,56,Back,3990334293,140,34.1,3994067023,178,,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727225,5,1,1,0,6,7kfx3xpj2c2wxinsyi16i9gaz,1,33.4,89.7,2023-01-22T15:31:17.213Z,2023-01-25T04:18:46Z,3990334447,212,14.1,3990334443,140,26.1,3990334449,213,4.1,3994067045,178,,3990334441,56,Back,3990334445,141,72.3,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727259,6,1,1,0,9,7kfx3xpj2c2wxinsyi16i9gaz,1,25.4,66.9,2023-01-22T15:31:20.173Z,2023-01-25T04:18:49Z,3990334563,56,Back,3994067055,178,,3990334575,212,22.3,3990334571,141,34.2,3990334577,213,4.8,3990334567,140,26.3,,,,,,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727295,7,1,1,0,12,7kfx3xpj2c2wxinsyi16i9gaz,1,25.2,31.5,2023-01-22T15:31:23.266Z,2023-01-25T04:18:53Z,3994067067,178,,3990334773,141,33.0,3990334775,212,9.2,3990334771,140,33.9,3990334769,56,Back,3990334777,213,0.1,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499727305,8,1,1,0,13,7kfx3xpj2c2wxinsyi16i9gaz,1,35,33,2023-01-22T15:31:24.393Z,2023-01-25T04:18:56Z,3990334845,213,2.9,3990334841,141,35.8,3990334843,212,7.9,3990334837,56,Back,3994067071,178,,3990334839,140,27.7,,,,,,,8qn1z72et0w6bqw9mstopb7px,João Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
