id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2504967559,3,74,1,0,15,co1i764h6b02husae71w6scs8,1,32.1,92.9,2023-02-06T19:01:13.455Z,2023-02-08T22:03:00Z,4017701597,56,Back,4017801021,285,,4020513643,178,,4017801037,233,8,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967555,9,1,1,0,16,491xixnlsp75o7cr3w2gc1o0z,1,67.2,7.7,2023-02-06T19:01:14.154Z,2023-02-08T22:02:38Z,4017701591,212,15.1,4017701587,140,81.6,4017701589,141,7.6,4017701593,213,6.3,4017701585,56,Right,4020513727,178,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967561,10,1,1,0,18,491xixnlsp75o7cr3w2gc1o0z,0,86,3.1,2023-02-06T19:01:16.093Z,2023-02-08T22:03:10Z,4017701609,212,4.7,4020514373,178,,4018415675,224,,4017701605,140,88.3,4017701603,56,Right,4018415677,20,,4017701599,2,,4017701611,213,1.0,3zndvhinobvclra6m0y47drrp,J. Delgado,4017701607,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504986245,417,61,1,0,18,co1i764h6b02husae71w6scs8,1,11.8,90.3,2023-02-06T19:01:16.182Z,2023-02-08T22:03:16Z,4017801915,56,Back,4020514431,178,,,,,,,,,,,,,,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967571,4,52,1,0,19,co1i764h6b02husae71w6scs8,1,1.3,55.4,2023-02-06T19:01:17.740Z,2023-02-08T22:03:25Z,4018416649,377,,4020514507,389,,,,,,,,,,,,,,,,,,,,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967591,5,1,1,0,25,co1i764h6b02husae71w6scs8,1,9.1,47.5,2023-02-06T19:01:23.948Z,2023-02-08T22:03:34Z,4017701717,123,,4017701725,212,6.7,4020514643,178,,4017701721,140,8.8,4017701727,213,4.7,4017701723,141,37.7,4017701719,56,Back,,,,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967611,6,1,1,0,28,co1i764h6b02husae71w6scs8,1,8.8,37.7,2023-02-06T19:01:26.259Z,2023-02-08T22:03:40Z,4017701849,212,8.4,4017701845,140,8.5,4020514713,178,,4017701843,56,Back,4017701847,141,50.0,4017701851,213,1.6,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967625,7,1,1,0,33,co1i764h6b02husae71w6scs8,1,11.9,47.3,2023-02-06T19:01:31.447Z,2023-02-08T22:03:45Z,4017701953,213,0.6,4017701945,56,Left,4017701949,141,93.2,4017701951,212,56.1,4017701947,140,56.3,4017701943,155,,4020514749,178,,4017701955,1,,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967627,8,1,1,0,38,co1i764h6b02husae71w6scs8,0,56.3,93.2,2023-02-06T19:01:36.395Z,2023-02-08T22:04:14Z,4017701961,56,Left,4017701969,213,5.2,4017701965,141,80.1,4020515031,178,,4017701963,140,60.5,4017701967,212,9.9,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967631,11,8,1,0,39,491xixnlsp75o7cr3w2gc1o0z,1,33.7,22,2023-02-06T19:01:37.809Z,2023-02-08T22:04:20Z,4020515111,178,,4017701977,56,Back,4018416943,384,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967633,12,49,1,0,41,491xixnlsp75o7cr3w2gc1o0z,1,54.7,22.6,2023-02-06T19:01:39.584Z,2023-02-08T22:04:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967641,13,1,1,0,42,491xixnlsp75o7cr3w2gc1o0z,1,46.6,24.1,2023-02-06T19:01:40.404Z,2023-02-08T22:04:37Z,4017702029,141,7.4,4020515361,178,,4017702025,56,Back,4017702031,212,17.5,4017702027,140,33.9,4017702033,213,3.8,,,,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967653,14,1,1,0,45,491xixnlsp75o7cr3w2gc1o0z,1,30.8,13.7,2023-02-06T19:01:43.298Z,2023-02-08T22:04:44Z,4020515475,178,,4017702063,141,70.9,4017702067,213,1.7,4017702059,56,Back,4017702061,140,26.5,4017702069,1,,4017702055,155,,4017702065,212,39.2,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967661,15,1,1,0,51,491xixnlsp75o7cr3w2gc1o0z,1,30.3,84.2,2023-02-06T19:01:50.042Z,2023-02-08T22:04:49Z,4017702105,213,3.9,4017702097,56,Back,4020515515,178,,4017702101,141,66.3,4017702099,140,18.7,4017702103,212,17.2,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967667,16,1,1,0,54,491xixnlsp75o7cr3w2gc1o0z,1,18.6,66.3,2023-02-06T19:01:52.987Z,2023-02-08T22:04:55Z,4017702129,141,43.4,4017702125,56,Back,4020515615,178,,4017702131,212,19.2,4017702127,140,7.9,4017702133,213,4.1,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967671,17,1,1,0,59,491xixnlsp75o7cr3w2gc1o0z,1,10.1,38.3,2023-02-06T19:01:57.517Z,2023-02-08T22:05:00Z,4017702153,140,29.5,4017702149,155,,4017702157,212,30.5,4020515665,178,,4017702151,56,Back,4017702159,213,5.4,4017702155,141,4.9,,,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967673,18,1,1,1,2,491xixnlsp75o7cr3w2gc1o0z,0,29.3,7.6,2023-02-06T19:02:00.542Z,2023-02-08T22:05:07Z,4017702169,212,3.2,4020515707,178,,4017702171,213,0.2,4017702165,140,32.3,4017702163,56,Back,4017702167,141,8.5,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967675,9,61,1,1,2,co1i764h6b02husae71w6scs8,1,65.5,93.6,2023-02-06T19:02:00.693Z,2023-02-08T22:05:14Z,4020515791,178,,4017702173,56,Left,,,,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967685,10,49,1,1,3,co1i764h6b02husae71w6scs8,1,66.3,89.6,2023-02-06T19:02:01.900Z,2023-02-08T22:05:23Z,,,,,,,,,,,,,,,,,,,,,,,,,3vwbsaoy8f2vc4kkad4ipv3kl,Pedro Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967695,11,1,1,1,3,co1i764h6b02husae71w6scs8,1,66.3,89.6,2023-02-06T19:02:01.932Z,2023-02-08T22:05:32Z,4017702277,56,Left,4017702285,213,0.3,4018417379,189,,4017702281,141,91.4,4020515941,178,,4017702283,212,4.5,4017702279,140,70.4,,,,3vwbsaoy8f2vc4kkad4ipv3kl,Pedro Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967697,12,4,1,1,5,co1i764h6b02husae71w6scs8,1,70.9,86.6,2023-02-06T19:02:03.095Z,2023-02-08T22:05:43Z,4017702295,56,Left,4017702299,265,,4017702297,152,,4017702301,286,,4017702293,13,,4017702313,233,19,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967699,19,4,1,1,5,491xixnlsp75o7cr3w2gc1o0z,0,29.1,13.4,2023-02-06T19:02:03.096Z,2023-02-08T22:05:43Z,4017702309,265,,4017702335,233,12,4017702305,56,Back,4017702303,13,,4020516039,178,,4017702311,285,,4017702307,152,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967899,13,1,1,1,54,co1i764h6b02husae71w6scs8,0,75.2,83.4,2023-02-06T19:02:52.965Z,2023-02-08T22:05:53Z,4017703239,213,5.4,4017703231,56,Center,4018417789,20,,4020516083,178,,4017703229,152,,4018417787,223,,4017703233,140,86.0,4017703227,155,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,4017703237,212,18.9,4017703223,2,4017703225,5,4017703235,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2504987087,353,44,1,1,55,491xixnlsp75o7cr3w2gc1o0z,1,15.4,39.9,2023-02-06T19:02:53.951Z,2023-02-08T23:43:49Z,4017806935,233,418,4017806917,285,,4017806915,56,Back,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504987035,418,44,1,1,55,co1i764h6b02husae71w6scs8,0,84.6,60.1,2023-02-06T19:02:53.952Z,2023-02-08T22:06:00Z,4017806581,56,Center,4017806583,286,,4017806943,233,353,,,,,,,,,,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967903,20,12,1,1,55,491xixnlsp75o7cr3w2gc1o0z,1,12.9,47,2023-02-06T19:02:54.058Z,2023-02-08T23:43:50Z,4017703263,141,0.0,4017703267,213,5.2,4020516185,388,,4017703259,56,Back,4017703261,140,29.3,4017703315,15,,4017703285,167,,4017703265,212,37.1,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967915,14,5,1,1,59,co1i764h6b02husae71w6scs8,1,70,101.2,2023-02-06T19:02:57.861Z,2023-02-08T22:06:14Z,4017703325,233,21,4017703323,347,,4017703321,56,Left,,,,,,,,,,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967907,21,5,1,1,59,491xixnlsp75o7cr3w2gc1o0z,0,30,-1.2,2023-02-06T19:02:57.861Z,2023-02-08T22:06:15Z,4017703329,233,14,4017703283,347,,4017703281,56,Back,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967921,15,1,1,2,1,co1i764h6b02husae71w6scs8,1,69.3,100,2023-02-06T19:02:59.990Z,2023-02-08T22:06:21Z,4017703351,56,Left,4017703359,213,3.5,4017703355,141,91.7,4017703353,140,52.8,4017703349,107,,4017703357,212,18.5,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967933,16,1,1,2,6,co1i764h6b02husae71w6scs8,0,52.8,91.7,2023-02-06T19:03:04.345Z,2023-02-08T22:06:25Z,4017703415,141,74.9,4017703411,56,Center,4017703419,213,5.9,4020516301,178,,4017703417,212,34.5,4017703409,155,,4017703421,1,,4017703413,140,83.8,3vwbsaoy8f2vc4kkad4ipv3kl,Pedro Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967939,22,1,1,2,8,491xixnlsp75o7cr3w2gc1o0z,1,20.4,31,2023-02-06T19:03:06.307Z,2023-02-08T22:06:32Z,4017703447,212,14.5,4017703443,140,22.9,4020516367,388,,4017703439,3,,4017703445,141,10.1,4017703441,56,Back,4017703449,213,4.9,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967941,23,49,1,2,9,491xixnlsp75o7cr3w2gc1o0z,1,22.7,9.7,2023-02-06T19:03:07.817Z,2023-02-08T22:06:40Z,,,,,,,,,,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967947,24,4,1,2,10,491xixnlsp75o7cr3w2gc1o0z,1,17.4,5.4,2023-02-06T19:03:09.046Z,2023-02-08T22:06:49Z,4017703473,56,Back,4017703525,233,17,4017703477,265,,4017703471,13,,4017703479,285,,4017703475,152,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967953,17,4,1,2,10,co1i764h6b02husae71w6scs8,0,82.6,94.6,2023-02-06T19:03:09.047Z,2023-02-08T22:06:48Z,4017703515,13,,4017703523,286,,4017703519,152,,4020516435,178,,4017703517,56,Left,4017703521,265,,4017703529,233,24,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968025,25,1,1,2,40,491xixnlsp75o7cr3w2gc1o0z,0,19.2,19,2023-02-06T19:03:38.497Z,2023-02-08T22:06:57Z,4017808505,157,,4017703879,141,37.3,4020516473,178,,4017703877,140,55.8,4017703885,1,,4017703873,152,,4017703869,5,,4017703875,56,Center,1k5y6mool4qz2xtg6mp892vh1,Marafona,4017703883,213,0.3,4017703881,212,,,,,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,
2504968041,18,49,1,2,41,co1i764h6b02husae71w6scs8,1,43.8,66.3,2023-02-06T19:03:40.013Z,2023-02-08T22:07:17Z,,,,,,,,,,,,,,,,,,,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968053,19,1,1,2,41,co1i764h6b02husae71w6scs8,1,43.8,66.3,2023-02-06T19:03:40.039Z,2023-02-08T22:07:15Z,4017704021,56,Center,4017704029,213,6.3,4017704017,157,,4017704025,141,65.9,4017704031,1,,4017704023,140,62.8,4017704027,212,20.0,4020516501,178,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968059,20,44,1,2,44,co1i764h6b02husae71w6scs8,1,64.2,62,2023-02-06T19:03:42.371Z,2023-02-08T23:43:50Z,4017704041,233,26,4017704039,286,,4017704037,56,Center,,,,,,,,,,,,,,,,7apd6saozsmkhkm7ew06a5a6t,B. Róchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968047,26,44,1,2,44,491xixnlsp75o7cr3w2gc1o0z,0,35.8,38,2023-02-06T19:03:42.372Z,2023-02-08T22:07:24Z,4017703977,56,Back,4017704059,233,20,4017703979,285,,,,,,,,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968073,21,1,1,2,44,co1i764h6b02husae71w6scs8,0,62.4,66.2,2023-02-06T19:03:42.425Z,2023-02-08T23:43:50Z,4017704095,3,,4017704103,141,66.2,4020516629,388,,4017704107,213,0,4017704101,140,63.1,4017704099,56,Center,4017704097,168,,4017704105,212,0.7,7apd6saozsmkhkm7ew06a5a6t,B. Róchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968369,32,61,1,2,44,491xixnlsp75o7cr3w2gc1o0z,1,26.1,52.8,2023-02-06T19:03:42.458Z,2023-02-08T22:07:39Z,4017705711,56,Back,4020516697,15,,4020516699,388,,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968075,22,15,1,2,48,co1i764h6b02husae71w6scs8,1,79.5,37.7,2023-02-06T19:03:46.775Z,2023-02-08T22:07:45Z,4017709215,76,,4017704545,103,19,4017704553,147,42.1,4017704557,231,46.0,4017704359,20,,4017709225,458,,4017704551,146,85.1,4017704547,215,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,4017704555,230,97.6,4017704543,102,4017704363,82,4020516753,178,,53.6,4017704117,56,Center,4017704113,22,4017704549,139,4017704115,18,,,,,,,,,,,,,,,,
2504968089,23,61,1,2,48,co1i764h6b02husae71w6scs8,1,86.5,38.5,2023-02-06T19:03:46.888Z,2023-02-08T22:07:52Z,4017704195,56,Center,4020516783,178,,4017704243,228,,,,,,,,,,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968173,24,5,1,2,52,co1i764h6b02husae71w6scs8,0,93.2,-1.2,2023-02-06T19:03:50.661Z,2023-02-08T22:07:58Z,4017704997,233,27,4017704687,347,,4017704685,56,Right,,,,,,,,,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968159,27,5,1,2,52,491xixnlsp75o7cr3w2gc1o0z,1,6.8,101.2,2023-02-06T19:03:50.661Z,2023-02-08T22:07:59Z,4017704993,233,24,4017704611,347,,4017704605,56,Back,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504968163,28,1,1,3,7,491xixnlsp75o7cr3w2gc1o0z,1,3.5,100,2023-02-06T19:04:06.011Z,2023-02-08T22:08:05Z,4017810751,189,,4017704631,56,Back,4017704639,213,5.6,4017704629,107,,4017704635,141,88.4,4017704633,140,13.6,4017704637,212,13.8,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
