id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2512960677,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-02-26T16:55:40.954Z,2023-02-26T17:59:51Z,4059861941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4059861937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4060102221,197,12635,4059861929,30,"1k5y6mool4qz2xtg6mp892vh1, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, fwnnz9wriid0xznpbpdy82s4, 19mq6gsvnfvnzugpbfwniqj1l, 4ocmdia4dhnz2jdxr3n8sf8r8, 7jso6ijfblfqjfvfh09wt5g5, 1arszie3v8bks90bcetskhwfe, egf4oc47whxf2hmrjjddvtxbd, 8kns1kywrlakjwll1cxs19r3e, ey0bk9dlqjwsc1aserql73aei, 53y263xxfdf1itytiqhg3v6c5, atcgj9k5ghx0ekwyky31l4pud, 78ug8x7pkjt88u5dx151v32z9, d4zft3r7ot8q6dqqhqugbba0a, 2grwfg8j3gpdthz5n5dn6wb56, 32y6mygyypg6jhzge0vqjx79, c9rqgser2j8a6w7xfj3vmkzfu, 7d8acg1r083veuigl34kojnbp",4059861939,194,3zkqv88qpc3tm22pex5qfillh,4059861933,59,"28, 15, 5, 26, 3, 25, 70, 22, 17, 6, 7, 55, 98, 9, 10, 11, 16, 21, 23, 30",4059861935,130,7,4059861931,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512962921,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-02-26T16:58:56.699Z,2023-02-26T18:04:41Z,4059874037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4059874027,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4059874033,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4059874035,194,ekjpc2tvdk5jtiamtufdqkr85,4059874025,30,"ekjpc2tvdk5jtiamtufdqkr85, 4a4kjygjq5el2ylh7k660lul0, 7aak50ydu8nrfxd9qndeygnpw, 47wasen155qbiu6pmyp3dowr9, 3ebyf23azgbktpf7dgwlphkvd, c406oul95r3jvmbebcge5oz4l, 4ax49niuix9tiqdv05y3vbdn9, eyllkbdemtx2seh48r9l3czbp, rm1d0hp2iwsne1hbfgq0oa21, 6w3iuh0f11tbwr037i7qb031m, 5za437wrlqizff74n6uqodpzp, 6n9p8xqhlgz0qfi39rojaxst0, 3batawbh7y4sjkeo4hn34svzd, 96tuk7bpr043jh2obpegcgd4a, 90ojk78yhwtwbnz0k5w1ow6hh, ap2l08x0nj8xqvvrfp796rmj9, 57pi7l4h7g2jydmkc5vl6vkr9, 6ylhhspjzxqrbqj4yq35hwkr8, 5bpx24iyhlarqkmg09pm27lgq, 8lv60zbly3xz43g9hm2s7oqcq",4059874031,130,7,4059874029,59,"1, 79, 70, 24, 2, 26, 19, 42, 11, 6, 7, 4, 9, 13, 18, 20, 21, 59, 77, 99",4060098235,197,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513005997,2,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-02-26T18:02:48.441Z,2023-02-26T18:02:52Z,4060109465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513005991,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-02-26T18:02:48.441Z,2023-02-28T23:27:17Z,4060109443,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006021,3,1,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,50,50,2023-02-26T18:02:48.514Z,2023-03-01T04:55:31Z,4060109617,141,51.2,4060109613,56,Back,4060109615,140,46.4,4060109621,213,2.9,4064573775,178,,4060109619,212,3.9,4060109623,279,S,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006039,4,1,1,0,1,491xixnlsp75o7cr3w2gc1o0z,1,46.3,51.3,2023-02-26T18:02:50.149Z,2023-03-01T04:55:38Z,4060109707,140,27.2,4064573821,178,,4060109705,56,Back,4060109711,212,23.6,4060109709,141,32.9,4060109713,213,3.7,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006069,5,1,1,0,3,491xixnlsp75o7cr3w2gc1o0z,1,26.7,32.6,2023-02-26T18:02:52.352Z,2023-03-01T04:55:41Z,4060109871,213,1.9,4060109867,141,60.8,4060109869,212,20.1,4060109861,56,Back,4064573855,178,,4060109865,140,21.1,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006091,6,1,1,0,8,491xixnlsp75o7cr3w2gc1o0z,1,23.9,62.7,2023-02-26T18:02:56.556Z,2023-03-01T04:55:45Z,4064573885,178,,4060109967,212,13.8,4060109969,213,0.7,4060109961,56,Back,4060109963,140,34.1,4060109965,141,75.6,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513851199,992,67,1,0,9,491xixnlsp75o7cr3w2gc1o0z,1,37.7,74.2,2023-02-26T18:02:57.471Z,2023-03-01T10:11:25Z,4064592269,233,744,,,,,,,,,,,,,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513851197,744,67,1,0,9,3b4nxgvmwzstmoq6borytkwx1,0,62.3,25.8,2023-02-26T18:02:57.472Z,2023-03-01T05:35:32Z,4064592273,233,992,,,,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006097,7,1,1,0,9,491xixnlsp75o7cr3w2gc1o0z,0,34.1,75.3,2023-02-26T18:02:57.505Z,2023-03-01T10:11:26Z,4064573919,178,,4060110017,213,2.2,4060110001,56,Back,4060110005,140,26.4,4060110009,141,92.1,4060110933,156,,4060110013,212,14.0,4060109997,155,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006105,3,49,1,0,11,3b4nxgvmwzstmoq6borytkwx1,1,71.1,11.3,2023-02-26T18:02:59.600Z,2023-03-01T04:56:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006115,4,1,1,0,11,3b4nxgvmwzstmoq6borytkwx1,1,72.1,8.9,2023-02-26T18:02:59.643Z,2023-03-01T04:56:17Z,4060110123,56,Right,4060110131,213,0.5,4060110125,140,75.8,4060110129,212,4.4,4064574067,388,,4060110127,141,12.0,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006123,5,1,1,0,13,3b4nxgvmwzstmoq6borytkwx1,1,65.8,11.1,2023-02-26T18:03:02.353Z,2023-03-01T04:56:22Z,4060110191,141,6.2,4060110189,140,61.7,4060110195,213,3.8,4060110193,212,5.4,4064574095,178,,4060110187,56,Right,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006129,6,1,1,0,15,3b4nxgvmwzstmoq6borytkwx1,1,61.8,6.4,2023-02-26T18:03:04.355Z,2023-03-01T04:56:26Z,4060110215,56,Right,4060110219,141,16.4,4060110223,213,1.6,4060110221,212,6.8,4060110217,140,61.7,4064574117,178,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006139,7,1,1,0,16,3b4nxgvmwzstmoq6borytkwx1,1,61.8,16.2,2023-02-26T18:03:04.894Z,2023-03-01T04:56:40Z,4060110257,56,Right,4064574201,178,,4060110261,141,6.1,4060110263,212,6.9,4060110265,213,4.8,4060110259,140,62.5,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006171,8,1,1,0,17,3b4nxgvmwzstmoq6borytkwx1,1,62.5,6.1,2023-02-26T18:03:06.113Z,2023-03-01T04:56:44Z,4060110465,56,Back,4064574229,178,,4060110469,141,27.7,4060110473,213,2.7,4060110467,140,35.8,4060110471,212,31.6,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006205,9,1,1,0,20,3b4nxgvmwzstmoq6borytkwx1,1,35.2,34.2,2023-02-26T18:03:09.355Z,2023-03-01T04:56:47Z,4060110609,140,31.2,4060110615,213,1.7,4060110613,212,23.9,4060110611,141,68.8,4064574249,178,,4060110607,56,Back,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006219,10,1,1,0,23,3b4nxgvmwzstmoq6borytkwx1,1,31.9,67.6,2023-02-26T18:03:12.302Z,2023-03-01T04:56:55Z,4064574273,178,,4060110705,213,4.9,4060110703,212,12.2,4060110701,141,50.0,4060110697,56,Back,4060110699,140,34.1,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006247,11,1,1,0,25,3b4nxgvmwzstmoq6borytkwx1,1,33.5,51,2023-02-26T18:03:13.862Z,2023-03-01T04:57:00Z,4060110837,213,1.8,4064574307,178,,4060110835,212,12.9,4060110833,141,69.6,4060110831,140,31.0,4060110829,56,Back,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
