id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2513006267,12,1,1,0,28,3b4nxgvmwzstmoq6borytkwx1,1,32.4,71.4,2023-02-26T18:03:17.283Z,2023-03-01T04:57:06Z,4060110927,213,6.2,4064574325,178,,4060110921,140,39.9,4060110919,56,Back,4060110925,212,7.9,4060110923,141,70.8,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006279,13,1,1,0,29,3b4nxgvmwzstmoq6borytkwx1,1,38.8,70.2,2023-02-26T18:03:18.144Z,2023-03-01T04:57:17Z,4060110977,141,71.7,4064574391,178,,4060110981,213,3.0,4060110975,140,29.4,4060110973,56,Back,4060110979,212,9.9,,,,,,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006289,14,1,1,0,31,3b4nxgvmwzstmoq6borytkwx1,1,30.1,70.9,2023-02-26T18:03:20.386Z,2023-03-01T04:57:22Z,4064574399,178,,4060111037,212,23.2,4060111039,213,4.4,4060111031,56,Back,4060111035,141,38.8,4060111033,140,22.6,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006311,15,1,1,0,35,3b4nxgvmwzstmoq6borytkwx1,1,27,31.6,2023-02-26T18:03:23.658Z,2023-03-01T04:57:26Z,4060111167,213,4.8,4060111157,140,27.7,4064574437,178,,4060111155,56,Back,4060111163,212,17.2,4060111159,141,6.4,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006321,16,1,1,0,37,3b4nxgvmwzstmoq6borytkwx1,0,28.9,5.3,2023-02-26T18:03:25.983Z,2023-03-01T04:57:30Z,4060111203,1,,4060111201,213,0.1,4060111187,155,,4060111189,56,Right,4060111191,140,65.4,4060111195,141,11.9,4060111199,212,38.6,4064574459,178,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006361,8,1,1,0,38,491xixnlsp75o7cr3w2gc1o0z,0,32.8,84,2023-02-26T18:03:27.354Z,2023-03-01T04:57:36Z,4060111413,3,,4064574493,388,,4060111421,141,57.6,4060111419,140,29.4,4060111423,212,18.3,4060111425,213,4.5,4060111417,56,Back,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006379,17,1,1,0,42,3b4nxgvmwzstmoq6borytkwx1,0,68.9,39.1,2023-02-26T18:03:30.631Z,2023-03-01T04:57:49Z,4060111551,212,7.3,4060111547,140,65.0,4060111553,213,2.2,4060111549,141,47.9,4064574573,178,,4060111545,56,Center,4060111543,3,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006395,9,8,1,0,43,491xixnlsp75o7cr3w2gc1o0z,1,34.9,46,2023-02-26T18:03:31.660Z,2023-03-01T04:57:56Z,4063294845,383,,4060111641,56,Back,4064574615,388,,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006399,10,49,1,0,44,491xixnlsp75o7cr3w2gc1o0z,1,34.9,46,2023-02-26T18:03:32.795Z,2023-03-01T04:58:07Z,,,,,,,,,,,,,,,,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006413,11,1,1,0,46,491xixnlsp75o7cr3w2gc1o0z,1,35.3,20,2023-02-26T18:03:34.688Z,2023-03-01T04:58:14Z,4060111811,140,27.0,4060111809,56,Back,4060111813,141,8.2,4060111815,212,11.8,4064574715,178,,4060111817,213,3.9,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006427,12,1,1,0,48,491xixnlsp75o7cr3w2gc1o0z,1,27.2,10.1,2023-02-26T18:03:37.167Z,2023-03-01T04:58:18Z,4060111895,213,2.4,4060111893,212,11.9,4060111891,141,22.3,4060111889,140,19.1,4064574741,178,,4060111887,56,Back,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006451,13,1,1,0,51,491xixnlsp75o7cr3w2gc1o0z,1,20.2,25.3,2023-02-26T18:03:39.565Z,2023-03-01T04:58:23Z,4060112061,212,21.7,4060112055,56,Back,4060112063,213,2.3,4064574765,178,,4060112059,141,50.0,4060112057,140,7.1,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006471,14,1,1,0,55,491xixnlsp75o7cr3w2gc1o0z,1,6.9,57.8,2023-02-26T18:03:43.698Z,2023-03-01T04:58:29Z,4060112187,140,28.4,4060112195,1,,4060112193,213,0.8,4060112189,141,95.3,4060112191,212,34.1,4064574797,178,,4060112183,155,,4060112185,56,Back,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006503,15,1,1,0,57,491xixnlsp75o7cr3w2gc1o0z,1,28.4,95.6,2023-02-26T18:03:45.759Z,2023-03-01T04:58:39Z,4060112347,141,93.9,4060112351,213,6.1,4064574877,388,,4064574879,21,,4060112349,212,6.2,4060112345,140,34.2,4060112343,56,Back,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006543,16,4,1,0,59,491xixnlsp75o7cr3w2gc1o0z,1,36,95.1,2023-02-26T18:03:47.715Z,2023-03-01T04:58:46Z,4060112593,56,Back,4060112595,152,,4060112591,13,,4060112617,233,18,4060112599,286,,4060112597,265,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006521,18,4,1,0,59,3b4nxgvmwzstmoq6borytkwx1,0,64,4.9,2023-02-26T18:03:47.716Z,2023-03-01T04:58:46Z,4060112469,152,,4060112625,233,16,4060112465,13,,4060112471,265,,4060112467,56,Right,4064574913,178,,4060112473,285,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006677,17,1,1,1,12,491xixnlsp75o7cr3w2gc1o0z,1,36.7,96.9,2023-02-26T18:04:01.150Z,2023-03-01T04:58:58Z,4060113307,141,5.9,4060113311,213,4.7,4060117049,189,,4060113313,1,,4060113297,155,,4060113299,196,,4060113295,5,,4060113309,212,61.9,3zkqv88qpc3tm22pex5qfillh,Antunes,4060113305,140,36.3,4060113303,56,Back,4060113301,152,4064574989,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006685,18,1,1,1,15,491xixnlsp75o7cr3w2gc1o0z,1,29.1,6.1,2023-02-26T18:04:04.229Z,2023-03-01T04:59:03Z,4060113329,140,21.1,4064575011,178,,4060113335,213,2.5,4060113333,212,10.9,4060113327,56,Back,4060113331,141,16.3,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006707,19,1,1,1,18,491xixnlsp75o7cr3w2gc1o0z,1,19.6,18.2,2023-02-26T18:04:06.908Z,2023-03-01T04:59:07Z,4060113441,213,0.9,4060113437,141,36.4,4064575039,178,,4060113439,212,15.8,4060113433,56,Back,4060113435,140,29.0,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006741,20,1,1,1,21,491xixnlsp75o7cr3w2gc1o0z,1,28.7,44.8,2023-02-26T18:04:10.371Z,2023-03-01T04:59:12Z,4060113597,141,94.5,4060113603,1,,4064575073,178,,4060113601,213,1.4,4060113593,56,Back,4060113595,140,33.4,4060113599,212,34.2,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006743,21,61,1,1,23,491xixnlsp75o7cr3w2gc1o0z,0,33.4,94.5,2023-02-26T18:04:12.063Z,2023-03-01T04:59:17Z,4060113607,56,Back,4064575101,178,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006833,19,5,1,1,24,3b4nxgvmwzstmoq6borytkwx1,1,64.2,-1.4,2023-02-26T18:04:12.631Z,2023-03-01T04:59:20Z,4060114049,347,,4060114073,233,22,4060114045,56,Right,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006745,22,5,1,1,24,491xixnlsp75o7cr3w2gc1o0z,0,35.8,101.4,2023-02-26T18:04:12.631Z,2023-03-01T04:59:20Z,4060113619,56,Back,4060113621,347,,4060114103,233,19,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006943,20,1,1,1,40,3b4nxgvmwzstmoq6borytkwx1,1,58.6,0,2023-02-26T18:04:28.573Z,2023-03-01T04:59:25Z,4060114573,213,0.7,4060114567,140,69.9,4060114571,212,15.7,4060114565,56,Right,4060114563,107,,4060114569,141,13.2,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006945,21,50,1,1,41,3b4nxgvmwzstmoq6borytkwx1,1,72.2,11.6,2023-02-26T18:04:29.814Z,2023-03-01T04:59:49Z,4060114579,286,,4060114683,233,23,4060114577,56,Right,,,,,,,,,,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006959,23,7,1,1,42,491xixnlsp75o7cr3w2gc1o0z,1,27.8,88.4,2023-02-26T18:04:30.652Z,2023-03-01T04:59:55Z,4060114669,233,21,4064575307,178,,4063296969,385,,4060114653,56,Back,4060114655,285,,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513008365,62,61,1,1,42,491xixnlsp75o7cr3w2gc1o0z,1,32,87.9,2023-02-26T18:04:30.872Z,2023-03-01T05:00:03Z,4060122119,56,Back,4064575377,178,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006965,22,61,1,1,42,3b4nxgvmwzstmoq6borytkwx1,1,69.9,13.4,2023-02-26T18:04:31.123Z,2023-03-01T05:00:12Z,4064575431,178,,4060114661,56,Right,,,,,,,,,,,,,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006963,24,49,1,1,43,491xixnlsp75o7cr3w2gc1o0z,1,25.5,87.6,2023-02-26T18:04:32.282Z,2023-03-01T05:00:22Z,,,,,,,,,,,,,,,,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006973,25,1,1,1,43,491xixnlsp75o7cr3w2gc1o0z,1,25.4,87.6,2023-02-26T18:04:32.359Z,2023-03-01T05:00:27Z,4060114717,213,4.8,4060114713,141,74.1,4060114715,212,9.2,4060114709,56,Back,4064575501,178,,4060114711,140,25.8,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513006989,26,1,1,1,45,491xixnlsp75o7cr3w2gc1o0z,1,25.8,74.1,2023-02-26T18:04:33.485Z,2023-03-01T05:00:33Z,4060114809,213,4.4,4060114805,141,55.8,4060114803,140,21.6,4060114801,56,Back,4060114807,212,13.2,4064575525,178,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513007031,27,1,1,1,49,491xixnlsp75o7cr3w2gc1o0z,1,24.1,41.2,2023-02-26T18:04:38.253Z,2023-03-01T05:00:37Z,4060114995,56,Back,4064575539,178,,4060114999,141,50.4,4060115003,213,0.9,4060115001,212,8.2,4060114997,140,29.1,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513007041,28,1,1,1,50,491xixnlsp75o7cr3w2gc1o0z,1,29.1,50.4,2023-02-26T18:04:39.165Z,2023-03-01T05:00:40Z,4060115049,141,34.9,4060115045,56,Back,4064575555,178,,4060115051,212,12.3,4060115053,213,4.2,4060115047,140,23.1,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513007071,29,1,1,1,53,491xixnlsp75o7cr3w2gc1o0z,1,23.7,30.5,2023-02-26T18:04:41.492Z,2023-03-01T05:00:43Z,4060115183,141,2.2,4060115185,212,19.9,4060115181,140,28.5,4060115187,213,5.0,4060115179,56,Back,4064575587,178,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513007089,30,1,1,1,56,491xixnlsp75o7cr3w2gc1o0z,1,28.8,3.5,2023-02-26T18:04:44.752Z,2023-03-01T05:00:49Z,4060115251,140,21.3,4060115253,141,17.6,4060115255,212,12.4,4064575629,178,,4060115257,213,2.3,4060115249,56,Back,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
