id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/20/value,qualifier/15/value
2494140881,5,61,1,0,14,7fn0aazbc8nx0u040aulozds1,0,66.4,64.2,2022-12-30T19:03:37.292Z,2023-01-02T07:42:24Z,3963287779,178,,3960904431,56,Center,,,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494140901,7,12,1,0,15,8gvg1ranyf93hprfkwx3ofl2y,1,27.7,34,2022-12-30T19:03:38.674Z,2023-01-02T07:42:35Z,3960904517,233,6,3960904499,140,27.6,3960904515,397,,3960904501,141,35.3,3960904497,56,Back,3960904505,213,1.7,3963287881,178,,3960904503,212,0.9,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494140887,6,74,1,0,15,7fn0aazbc8nx0u040aulozds1,1,68.8,62.4,2022-12-30T19:03:38.679Z,2023-01-02T07:42:41Z,3960904451,56,Center,3960904479,397,,3960904521,233,7,3960904453,285,,3963287937,178,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494140911,7,5,1,0,19,7fn0aazbc8nx0u040aulozds1,0,95.3,100.8,2022-12-30T19:03:42.961Z,2023-01-02T07:42:46Z,3960904551,56,Left,3960905493,233,8,3960904553,347,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494140905,8,5,1,0,19,8gvg1ranyf93hprfkwx3ofl2y,1,4.7,-0.8,2022-12-30T19:03:42.961Z,2023-01-02T07:42:46Z,3960904513,347,,3960905489,233,7,3960904511,56,Back,,,,,,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141099,9,1,1,0,55,8gvg1ranyf93hprfkwx3ofl2y,0,7.6,0,2022-12-30T19:04:18.736Z,2023-01-02T07:42:52Z,3960905539,213,0.4,3960905533,140,25.4,3960905531,56,Back,3960905535,141,9.8,3960905529,107,,3960905537,212,20.2,,,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141125,8,1,1,0,57,7fn0aazbc8nx0u040aulozds1,1,70.3,91.2,2022-12-30T19:04:20.306Z,2023-01-02T07:43:01Z,3960905647,3,,3960905651,140,72.2,3963288115,178,,3960905655,212,19.3,3960905657,213,4.8,3960905649,56,Center,3960905653,141,63.0,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141131,9,49,1,0,58,7fn0aazbc8nx0u040aulozds1,1,72.2,63,2022-12-30T19:04:21.943Z,2023-01-02T11:43:20Z,,,,,,,,,,,,,,,,,,,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141137,10,1,1,0,59,7fn0aazbc8nx0u040aulozds1,1,72.2,63,2022-12-30T19:04:22.604Z,2023-01-02T07:43:32Z,3960905713,141,64.9,3960905709,56,Center,3960905711,140,78.1,3960905717,213,0.2,3960905715,212,6.3,3963288323,178,,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141139,11,1,1,1,0,7fn0aazbc8nx0u040aulozds1,1,77.7,62.4,2022-12-30T19:04:23.730Z,2023-01-02T07:43:47Z,3960905723,56,Center,3960905727,141,62.6,3960905725,140,82.6,3960905729,212,5.1,3963288455,178,,3960905731,213,0.0,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141141,12,61,1,1,1,7fn0aazbc8nx0u040aulozds1,0,82.6,62.6,2022-12-30T19:04:24.116Z,2023-01-02T07:44:06Z,3963288573,178,,3960905735,56,Center,,,,,,,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141151,10,12,1,1,2,8gvg1ranyf93hprfkwx3ofl2y,1,21.5,53.1,2022-12-30T19:04:25.151Z,2023-01-02T07:44:14Z,3960905789,140,28.3,3960905793,212,15.7,3963288663,178,,3960905795,213,1.1,3960905791,141,73.7,3960905787,56,Back,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141149,13,1,1,1,2,7fn0aazbc8nx0u040aulozds1,0,75,38.2,2022-12-30T19:04:25.990Z,2023-01-02T07:44:24Z,3960905777,56,Center,3960905781,141,45.2,3963288777,178,,3960905785,213,0.4,3960905779,140,86.6,3960905783,212,13.1,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141163,11,12,1,1,5,8gvg1ranyf93hprfkwx3ofl2y,1,16.3,62.3,2022-12-30T19:04:28.183Z,2023-01-02T07:44:28Z,3960905861,213,6.0,3960905859,212,10.4,3960905855,140,25.9,3960905857,141,58.7,3963288817,178,,3960905853,56,Back,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141177,14,4,1,1,7,7fn0aazbc8nx0u040aulozds1,1,74.5,40.6,2022-12-30T19:04:30.591Z,2023-01-02T07:44:44Z,3960905911,294,,3960905909,13,,3960905917,286,,3960905971,233,12,3960905915,152,,3960905913,56,Center,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141187,12,4,1,1,7,8gvg1ranyf93hprfkwx3ofl2y,0,25.5,59.4,2022-12-30T19:04:30.592Z,2023-01-02T07:44:43Z,3960905961,13,,3963288997,178,,3960905967,152,,3960905975,233,14,3960905965,56,Back,3960905969,285,,3960907003,294,,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141299,15,1,1,1,58,7fn0aazbc8nx0u040aulozds1,1,70.6,39.4,2022-12-30T19:05:21.840Z,2023-01-02T07:44:50Z,3960906631,213,1.4,3960906619,5,,3963289059,178,,3960906629,212,10.6,3960906623,56,Center,3960906625,140,72.3,3960906627,141,54.8,3960906621,152,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141301,16,1,1,1,59,7fn0aazbc8nx0u040aulozds1,1,73.2,52.5,2022-12-30T19:05:22.953Z,2023-01-02T07:44:55Z,3960906655,155,,3960906657,56,Center,3963289107,178,,3960906663,212,25.0,3960906665,213,5.9,3960906661,141,38.2,3960906659,140,95.1,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141303,17,1,1,2,1,7fn0aazbc8nx0u040aulozds1,0,95.1,38.2,2022-12-30T19:05:24.606Z,2023-01-02T07:45:03Z,3960906689,212,10.6,3960906681,3,,3960906691,213,2.1,3960906685,140,90.3,3960906687,141,51.9,3960906683,56,Center,3963289187,388,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141307,13,12,1,2,2,8gvg1ranyf93hprfkwx3ofl2y,1,11.2,58.4,2022-12-30T19:05:25.780Z,2023-01-02T07:45:11Z,3960908023,233,28,3960906719,213,1.0,3960906717,212,10.9,3960906725,15,,3960906715,141,72.3,3963289235,178,,3960906711,56,Back,3960906713,140,16.4,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141315,18,1,1,2,4,7fn0aazbc8nx0u040aulozds1,0,87.4,37.3,2022-12-30T19:05:27.405Z,2023-01-02T07:45:20Z,3960906739,3,,3960906743,140,95.3,3963289283,388,,3960906741,56,Right,3960906747,212,14.9,3960906745,141,19.1,3960906749,213,5.3,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141321,14,12,1,2,6,8gvg1ranyf93hprfkwx3ofl2y,1,7.7,77.7,2022-12-30T19:05:29.109Z,2023-01-02T07:45:27Z,3960906781,212,1.8,3960906779,141,77.7,3960908129,233,28,3963289333,178,,3960906783,213,0,3960906777,140,9.4,3960908127,397,,3960906775,56,Back,53sq02gs09i7chjvx2zfwdaz9,Rúben Lameiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141527,28,74,1,2,6,7fn0aazbc8nx0u040aulozds1,1,90.7,19.5,2022-12-30T19:05:29.191Z,2023-01-02T07:45:36Z,3963289419,178,,3960908027,233,14,3960907947,285,,3960907945,56,Right,3960908015,397,,,,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141319,19,1,1,2,8,7fn0aazbc8nx0u040aulozds1,0,97.9,25,2022-12-30T19:05:31.894Z,2023-01-02T07:45:43Z,3960906773,213,2.0,3963289485,178,,3960906771,212,10.7,3960906765,56,Center,3960906767,140,93.3,3960906785,195,,3960906769,141,39.1,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141333,15,12,1,2,9,8gvg1ranyf93hprfkwx3ofl2y,1,9.6,58.8,2022-12-30T19:05:32.478Z,2023-01-02T07:45:49Z,3960906843,56,Back,3960906847,141,79.2,3960906845,140,34.1,3960906849,212,29.2,3963289523,178,,3960906851,213,0.5,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141337,20,1,1,2,14,7fn0aazbc8nx0u040aulozds1,0,62.3,36.4,2022-12-30T19:05:37.691Z,2023-01-02T07:45:55Z,3960906859,56,Center,3960906861,140,100.0,3963289583,178,,3960906867,213,0.5,3960906865,212,45.1,3960906863,141,66.4,3960906869,1,,3960906857,155,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141335,16,5,1,2,18,8gvg1ranyf93hprfkwx3ofl2y,1,-1,31.1,2022-12-30T19:05:41.279Z,2023-01-02T07:46:03Z,3960906855,346,,3960906895,233,21,3960906853,56,Back,,,,,,,,,,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141339,21,5,1,2,18,7fn0aazbc8nx0u040aulozds1,0,101,68.9,2022-12-30T19:05:41.279Z,2023-01-02T07:46:03Z,3960906899,233,16,3960906871,56,Center,3960906873,346,,,,,,,,,,,,,,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141367,17,1,1,2,30,8gvg1ranyf93hprfkwx3ofl2y,1,5.1,42.4,2022-12-30T19:05:53.647Z,2023-01-02T07:46:11Z,3960907083,140,12.0,3960907093,237,,3960907079,124,,3960907085,141,76.8,3960907087,212,24.5,3960907081,56,Back,3960907089,213,1.3,,,,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141395,18,1,1,2,37,8gvg1ranyf93hprfkwx3ofl2y,1,25.4,75.9,2022-12-30T19:06:00.559Z,2023-01-02T07:46:15Z,3960907231,56,Back,3960907235,141,26.9,3960907237,212,35.8,3960907233,140,12.9,3960907241,1,,3963289759,178,,3960907239,213,4.3,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141407,19,1,1,2,44,8gvg1ranyf93hprfkwx3ofl2y,1,21.8,28.1,2022-12-30T19:06:07.526Z,2023-01-02T07:46:20Z,3960907313,213,5.4,3963289805,178,,3960907309,141,18.4,3960907311,212,8.6,3960907305,56,Back,3960907307,140,27.0,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141413,20,1,1,2,47,8gvg1ranyf93hprfkwx3ofl2y,0,28.7,10,2022-12-30T19:06:10.424Z,2023-01-02T07:46:24Z,3960907349,141,15.4,3960907353,213,0.1,3960907351,212,44.6,3960907355,1,,3963289833,178,,3960907343,155,,3960907345,56,Right,3960907347,140,71.0,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141425,22,1,1,2,49,7fn0aazbc8nx0u040aulozds1,1,34,79,2022-12-30T19:06:12.461Z,2023-01-02T07:46:34Z,3960907433,213,5.7,3960907429,141,67.2,3960907431,212,13.6,3960907425,56,Back,3960907427,140,44.5,3963289933,388,,3960907423,3,,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141427,23,49,1,2,51,7fn0aazbc8nx0u040aulozds1,1,44.5,67.2,2022-12-30T19:06:14.548Z,2023-01-02T07:46:39Z,,,,,,,,,,,,,,,,,,,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141437,24,1,1,2,51,7fn0aazbc8nx0u040aulozds1,1,43.3,66.9,2022-12-30T19:06:14.598Z,2023-01-02T07:46:46Z,3960907493,212,20.9,3960907495,213,3.4,3960907487,56,Back,3960907491,141,58.8,3960907489,140,24.1,3963290039,178,,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141449,25,1,1,2,54,7fn0aazbc8nx0u040aulozds1,1,22.4,58.8,2022-12-30T19:06:17.437Z,2023-01-02T07:46:53Z,3960907563,56,Back,3960907571,213,4.6,3960907565,140,21.1,3960907567,141,35.7,3960907569,212,15.8,3963290091,178,,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141471,26,2,1,2,57,7fn0aazbc8nx0u040aulozds1,1,26.6,25.6,2022-12-30T19:06:20.702Z,2023-01-02T07:46:59Z,3960907697,1,,3960907877,7,2u7fm04v2xzqso4rubkrvjcru,3960907691,141,58.1,3960907687,56,Center,3960907689,140,63.3,3963290177,178,,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141467,21,55,1,2,57,8gvg1ranyf93hprfkwx3ofl2y,1,47.6,44.1,2022-12-30T19:06:20.703Z,2023-01-02T07:47:00Z,,,,,,,,,,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141475,27,43,1,3,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-12-30T19:06:23.633Z,2022-12-30T19:06:31Z,3960907755,233,21,3960907869,144,44,3960907707,286,0,3960907705,56,Center,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141481,22,43,1,3,1,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-12-30T19:06:24.225Z,2022-12-30T19:06:32Z,3960907739,56,Back,3960907743,141,45.4,3960907741,140,33.2,3960907747,213,0,3960907745,212,0,3960907879,144,1,3960907737,3,0,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141537,23,1,1,3,19,8gvg1ranyf93hprfkwx3ofl2y,1,36.2,36.8,2022-12-30T19:06:42.990Z,2023-01-02T07:47:10Z,3963290259,178,,3960907989,140,33.9,3960907987,56,Back,3960907991,141,75.5,3960907985,241,,3960907995,213,1.7,3960907983,5,,3960907993,212,26.4,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141547,24,1,1,3,22,8gvg1ranyf93hprfkwx3ofl2y,1,36,76.8,2022-12-30T19:06:45.583Z,2023-01-02T07:47:17Z,3960908057,140,47.9,3960908055,56,Back,3963290321,178,,3960908063,213,6.0,3960908059,141,72.2,3960908061,212,12.9,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494141553,25,1,1,3,23,8gvg1ranyf93hprfkwx3ofl2y,1,48.2,71.9,2022-12-30T19:06:46.697Z,2023-01-02T07:47:27Z,3960908097,56,Back,3963290405,178,,3960908103,212,10.5,3960908099,140,39.9,3960908105,213,2.6,3960908101,141,80.4,,,,,,,1899balq50r7vbqqf8qwjlxpl,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
