id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2514651823,7,1,1,0,9,dich5v7sw466smbqap0d9rbyj,1,57,51.9,2023-03-03T19:02:29.232Z,2023-03-06T10:49:19Z,4078183955,178,,4068846435,212,14.9,4068846431,140,43.3,4068846437,213,3.4,4068846429,56,Back,4068846433,141,46.3,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651901,8,1,1,0,12,dich5v7sw466smbqap0d9rbyj,1,39.4,45.8,2023-03-03T19:02:32.825Z,2023-03-06T10:49:22Z,4068846869,141,69.4,4068846873,213,1.9,4068846871,212,17.1,4068846865,56,Back,4078184059,178,,4068846867,140,33.7,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651929,9,1,1,0,18,dich5v7sw466smbqap0d9rbyj,1,41.5,83.8,2023-03-03T19:02:38.700Z,2023-03-06T10:49:25Z,4078184171,178,,4068847031,212,9.3,4068847027,140,39.3,4068847035,213,1.8,4068847029,141,97.1,4068847025,56,Back,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651981,10,1,1,0,20,dich5v7sw466smbqap0d9rbyj,0,40.5,97.4,2023-03-03T19:02:40.650Z,2023-03-06T10:49:28Z,4068847289,212,34.5,4068847293,1,,4068847285,140,70.4,4068847291,213,5.9,4068847287,141,76.4,4078184287,178,,4068847281,155,,4068847283,56,Center,avrafbh1kctz4io6h1fthedih,Weverson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652011,5,1,1,0,22,3b4nxgvmwzstmoq6borytkwx1,0,33.7,28,2023-03-03T19:02:42.715Z,2023-03-06T10:49:39Z,4068847449,213,6.1,4078184677,178,,4068847445,141,23.6,4068847441,56,Back,4068847447,212,14.5,4068847439,3,,4068847443,140,47.2,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652067,11,1,1,0,25,dich5v7sw466smbqap0d9rbyj,1,51.6,72.4,2023-03-03T19:02:45.676Z,2023-03-06T10:49:43Z,4068847709,56,Back,4078184769,178,,4068847711,140,48.2,4068847713,141,64.9,4068847715,212,6.2,4068847717,213,4.1,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652103,12,1,1,0,27,dich5v7sw466smbqap0d9rbyj,1,49.2,61.4,2023-03-03T19:02:47.631Z,2023-03-06T10:49:46Z,4068847897,213,5.3,4078184827,178,,4068847899,1,,4068847895,212,42.8,4068847891,140,72.8,4068847893,141,10.0,4068847889,56,Right,4068847887,155,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652107,13,3,1,0,30,dich5v7sw466smbqap0d9rbyj,0,71.9,7.3,2023-03-03T19:02:50.935Z,2023-03-06T10:49:55Z,4078185173,178,,4068847919,286,,4068848173,233,6,4068847917,56,Right,4074332511,465,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652135,6,7,1,0,30,3b4nxgvmwzstmoq6borytkwx1,1,28.1,92.7,2023-03-03T19:02:51.051Z,2023-03-06T10:50:12Z,4074332405,385,,4078185627,15,,4068848057,56,Back,4068848055,167,,4078185625,178,,4068848059,285,,4068848139,233,13,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652141,7,5,1,0,32,3b4nxgvmwzstmoq6borytkwx1,0,26.7,101.5,2023-03-03T19:02:52.364Z,2023-03-06T10:50:17Z,4068848275,233,14,4068848085,56,Back,4068848087,347,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652163,14,5,1,0,32,dich5v7sw466smbqap0d9rbyj,1,73.3,-1.5,2023-03-03T19:02:52.364Z,2023-03-06T10:50:17Z,4068848235,56,Right,4068848243,233,7,4068848237,347,,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652231,15,1,1,0,35,dich5v7sw466smbqap0d9rbyj,1,74,0,2023-03-03T19:02:55.255Z,2023-03-06T10:50:26Z,4068848577,107,,4068848585,212,17.2,4068848579,56,Right,4068848587,213,2.8,4068848581,140,58.8,4068848583,141,7.3,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652247,16,1,1,0,39,dich5v7sw466smbqap0d9rbyj,0,58.8,7.3,2023-03-03T19:02:59.129Z,2023-03-06T10:50:33Z,4068848643,140,73.9,4068848641,56,Center,4068848647,212,22.0,4078186117,178,,4068848645,141,29.7,4068848649,213,0.8,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652291,8,49,1,0,40,3b4nxgvmwzstmoq6borytkwx1,1,33,81.1,2023-03-03T19:03:00.321Z,2023-03-06T10:51:35Z,,,,,,,,,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652309,9,1,1,0,40,3b4nxgvmwzstmoq6borytkwx1,1,33,81.1,2023-03-03T19:03:00.380Z,2023-03-06T10:51:38Z,4068848949,212,11.3,4078187105,178,,4068848945,140,41.0,4068848947,141,69.9,4068848951,213,5.5,4068848943,56,Back,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652335,10,1,1,0,43,3b4nxgvmwzstmoq6borytkwx1,1,40.6,70.3,2023-03-03T19:03:03.066Z,2023-03-06T10:51:44Z,4068849081,140,42.9,4068849083,141,82.1,4068849087,213,1.3,4078188317,178,,4068849077,56,Back,4068849085,212,8.4,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652347,11,3,1,0,45,3b4nxgvmwzstmoq6borytkwx1,1,42.6,80.1,2023-03-03T19:03:05.381Z,2023-03-06T10:51:49Z,4068849157,286,,4068849151,56,Back,4074333103,464,,4078188471,178,,4068849183,233,17,,,,,,,,,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652329,17,45,1,0,45,dich5v7sw466smbqap0d9rbyj,0,57.4,19.9,2023-03-03T19:03:05.381Z,2023-03-06T10:51:49Z,4068849067,285,,4068849203,233,11,4068849065,56,Right,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652439,12,1,1,0,48,3b4nxgvmwzstmoq6borytkwx1,1,39.8,76.3,2023-03-03T19:03:08.794Z,2023-03-06T10:51:56Z,4068849657,212,13.7,4068849655,141,74.2,4068849659,213,3.2,4068849647,56,Back,4078188673,178,,4068849651,140,26.8,,,,,,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652491,13,1,1,0,51,3b4nxgvmwzstmoq6borytkwx1,1,26.8,74.2,2023-03-03T19:03:11.891Z,2023-03-06T10:51:59Z,4068849939,213,5.5,4068849935,141,59.1,4068849937,212,15.3,4078188741,178,,4068849931,56,Back,4068849933,140,37.6,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652557,14,1,1,0,54,3b4nxgvmwzstmoq6borytkwx1,1,37.2,53.1,2023-03-03T19:03:14.908Z,2023-03-06T10:52:05Z,4068850257,213,5.1,4068850249,56,Back,4068850259,1,,4068850247,155,,4068850255,212,34.3,4068850251,140,48.5,4078188963,178,,4068850253,141,5.8,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652621,15,1,1,0,58,3b4nxgvmwzstmoq6borytkwx1,1,53.2,5.2,2023-03-03T19:03:19.018Z,2023-03-06T10:52:11Z,4068850597,140,64.0,4068850599,141,5.8,4068850603,213,0.0,4068850601,212,11.3,4068850595,56,Right,4078189127,178,,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652665,16,1,1,1,4,3b4nxgvmwzstmoq6borytkwx1,1,80.3,8.9,2023-03-03T19:03:24.070Z,2023-03-06T10:52:15Z,4068850817,213,0.3,4078189235,178,,4068850815,212,10.4,4068850811,140,89.8,4068850813,141,13.2,4068850809,56,Right,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652673,17,1,1,1,6,3b4nxgvmwzstmoq6borytkwx1,0,95.6,14.1,2023-03-03T19:03:26.113Z,2023-03-06T10:52:20Z,4068850873,56,Center,4074333993,225,,4068850883,212,16.7,4074333995,386,,4068850879,141,38.6,4068850875,140,95.6,4068850869,2,,4078189427,178,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,4068850887,213,1.6,4074333997,20,,,,,,,,,,,,,,,,,,,,,,,
2514652699,18,12,1,1,6,dich5v7sw466smbqap0d9rbyj,1,4.4,61.1,2023-03-03T19:03:26.844Z,2023-03-06T10:52:25Z,4068851033,56,Back,4078189569,178,,4068851041,213,2.3,4068851037,141,71.5,4068851103,167,,4068851039,212,9.3,4068851035,140,0.0,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652715,18,6,1,1,7,3b4nxgvmwzstmoq6borytkwx1,1,98.3,33.6,2023-03-03T19:03:27.652Z,2023-03-06T10:52:29Z,4068851173,233,19,4068851165,56,Center,4068851167,75,,,,,,,,,,,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652703,19,6,1,1,7,dich5v7sw466smbqap0d9rbyj,0,1.7,66.4,2023-03-03T19:03:27.652Z,2023-03-06T10:52:29Z,4068851065,73,,4068851063,56,Back,4068851177,233,18,,,,,,,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653369,19,1,1,1,50,3b4nxgvmwzstmoq6borytkwx1,1,99.5,0.5,2023-03-03T19:04:10.678Z,2023-03-06T10:52:47Z,4068855675,154,,4068854527,223,,4074336405,72,,4068855673,210,13,4068854537,213,1.7,4068854523,6,,4068854521,2,,4068854533,141,57.2,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,4068854531,140,95.3,4068854535,212,1,38.8,4068854539,1,4078189851,178,4068854525,155,4068854529,56,Center,,,,,,,,,,,,
2514653397,21,13,1,1,52,3b4nxgvmwzstmoq6borytkwx1,1,93.7,57.3,2023-03-03T19:04:12.610Z,2023-03-06T10:52:47Z,4068855711,230,99.4,4068855683,29,,4068855713,231,50.5,4068855681,73,,4068855697,102,59.8,4068855407,328,,4074336869,17,,4068855685,154,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,4068855399,25,,4068855689,55,,19,4068855703,103,4078190193,388,4068854683,56,4068855401,15,,11.1,Center,,,,,,,,,,
2514653383,21,5,1,1,53,dich5v7sw466smbqap0d9rbyj,1,-1.2,38.3,2023-03-03T19:04:13.755Z,2023-03-06T10:53:01Z,4068854607,56,Back,4068854609,346,,4068854753,233,22,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653407,22,5,1,1,53,3b4nxgvmwzstmoq6borytkwx1,0,101.2,61.7,2023-03-03T19:04:13.755Z,2023-03-06T10:53:01Z,4068854739,346,,4068854737,56,Center,4068854765,233,21,,,,,,,,,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653389,20,43,1,1,54,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-03-03T19:04:14.831Z,2023-03-03T19:04:34Z,4068854651,286,0,4068854649,56,Center,4068855857,144,44,,,,,,,,,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653363,20,43,1,1,54,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-03T19:04:14.832Z,2023-03-03T19:04:28Z,4068854507,56,Back,4068854707,233,20,4068854509,285,0,4068855421,144,44,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653845,22,1,1,2,26,dich5v7sw466smbqap0d9rbyj,0,4.4,41.6,2023-03-03T19:04:46.389Z,2023-03-06T10:53:25Z,4068857133,140,54.9,4068857131,56,Right,4068857143,74,,4068857141,1,,4068857137,212,55.8,4068857129,124,,4068857135,141,16.2,4068857139,213,6.0,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653885,23,1,1,2,29,3b4nxgvmwzstmoq6borytkwx1,1,48.9,89,2023-03-03T19:04:49.891Z,2023-03-06T10:53:28Z,4068857339,212,10.1,4068857335,140,42.4,4068857337,141,78.1,4068857341,213,4.0,4068857331,3,,4068857333,56,Back,4078191323,388,,,,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653891,24,49,1,2,31,3b4nxgvmwzstmoq6borytkwx1,1,41.6,78.5,2023-03-03T19:04:51.082Z,2023-03-06T11:18:33Z,,,,,,,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653917,25,1,1,2,31,3b4nxgvmwzstmoq6borytkwx1,1,41.2,78.5,2023-03-03T19:04:51.698Z,2023-03-06T10:53:37Z,4068857467,140,33.2,4068857471,212,8.9,4068857465,56,Back,4068857469,141,82.6,4068857473,213,2.8,4078191641,178,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653967,26,1,1,2,33,3b4nxgvmwzstmoq6borytkwx1,1,33,82.6,2023-03-03T19:04:53.821Z,2023-03-06T10:53:40Z,4068857751,141,50.4,4068857741,56,Back,4078191761,178,,4068857759,213,4.5,4068857747,140,28.3,4068857755,212,22.4,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654043,27,1,1,2,36,3b4nxgvmwzstmoq6borytkwx1,1,30.6,41.5,2023-03-03T19:04:56.782Z,2023-03-06T10:53:42Z,4068858193,56,Back,4068858201,213,5.1,4068858197,141,8.2,4078191821,178,,4068858195,140,39.4,4068858199,212,24.5,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654107,28,1,1,2,41,3b4nxgvmwzstmoq6borytkwx1,1,39.2,14,2023-03-03T19:05:01.499Z,2023-03-06T10:53:45Z,4078191963,178,,4068858531,141,60.5,4068858533,212,32.5,4068858537,1,,4068858529,140,32.2,4068858527,56,Back,4068858535,213,1.8,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654169,29,1,1,2,46,3b4nxgvmwzstmoq6borytkwx1,1,32.5,69.3,2023-03-03T19:05:06.327Z,2023-03-06T10:53:47Z,4078192011,178,,4068858851,56,Back,4068858853,140,40.4,4068858857,212,18.1,4068858859,213,1.1,4068858855,141,93.0,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654177,30,61,1,2,47,3b4nxgvmwzstmoq6borytkwx1,0,40.6,92.3,2023-03-03T19:05:07.936Z,2023-03-06T10:53:54Z,4078192217,178,,4068858909,56,Back,,,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654185,23,49,1,2,48,dich5v7sw466smbqap0d9rbyj,1,51.1,23.4,2023-03-03T19:05:08.627Z,2023-03-06T10:54:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654291,24,1,1,2,51,dich5v7sw466smbqap0d9rbyj,1,52.8,31.5,2023-03-03T19:05:11.746Z,2023-03-06T10:54:06Z,4068859397,56,Right,4078192529,178,,4068859395,155,,4068859399,140,80.0,4068859401,141,7.1,4068859405,212,33.0,4068859409,213,5.8,4068859413,1,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654335,25,3,1,2,55,dich5v7sw466smbqap0d9rbyj,1,87.6,13.4,2023-03-03T19:05:15.818Z,2023-03-06T10:54:11Z,4068859591,286,,4068859605,233,31,4078192679,178,,4068859587,56,Right,4074338395,465,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654299,31,45,1,2,55,3b4nxgvmwzstmoq6borytkwx1,0,12.4,86.6,2023-03-03T19:05:15.818Z,2023-03-06T10:54:11Z,4068859455,56,Back,4068859609,233,25,4068859457,285,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654359,26,1,1,2,58,dich5v7sw466smbqap0d9rbyj,0,93.1,27.9,2023-03-03T19:05:18.837Z,2023-03-06T10:54:15Z,4068859733,212,12.1,4068859731,141,41.5,4068859729,140,85.7,4068859735,213,2.3,4078192753,178,,4068859727,56,Center,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654415,32,12,1,2,59,3b4nxgvmwzstmoq6borytkwx1,1,15.1,61.2,2023-03-03T19:05:19.626Z,2023-03-06T10:54:19Z,4078192923,178,,4068859949,212,33.7,4068859951,213,0.6,4068859945,140,41.1,4068859947,141,90.3,4068859943,56,Back,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
