id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/17/value
2465918119,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-10-01T18:25:30.436Z,2022-10-01T19:31:14Z,3811624153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811624147,130,13,3811624143,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811624141,30,"2accix9saahg900cja5e9iw9h, exasml2zx1pe8runrm6oh5dsk, 9avbe1i215rk0o2j16iq0u2nd, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, bot4jd6s4g69w5wvtn9qlevx0, 7bizatqq8lesywgb68x9cizmd, 2cs8bo4l70gbkudh3gqazb105, evwzikhqpwulci3y20ckeoc15, 1ziaf8ivlizetjhinr9ua6uax, 4tyjzyixiz32zfs37qs4u6ve2, 53sq02gs09i7chjvx2zfwdaz9, 35csuq89nc1zgpc4j2mdav6jt, bz64q1gkwqtlc749oqqqzm5wq, 3yolt0tc40fjqupa2ea4epka1, e2nsy4zv5hw9x13mp604tr8ix, 1qcf5gb8wf8f4tu94xh96yqy, 5desb812yn2icc8d2lew7lu22, 1899balq50r7vbqqf8qwjlxpl, bgcphqeckm71jpbnzjivrnug9",3811624151,194,2accix9saahg900cja5e9iw9h,3811912567,197,4663,3811624145,59,"14, 28, 72, 3, 22, 13, 10, 21, 33, 11, 20, 7, 9, 23, 25, 63, 80, 83, 90, 98",3811624149,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465922191,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-10-01T18:30:56.065Z,2022-10-01T19:31:14Z,3811647601,59,"99, 6, 3, 13, 66, 30, 7, 61, 88, 27, 20, 2, 8, 17, 22, 23, 25, 33, 77, 93",3811647607,194,x32fbvwwxkda9ruezw67b3dh,3811647597,30,"7jtc6yk5xu4cm1an97wrgozbp, 9j0v9bomstpbku7nnmqp8n7c9, 12f4mz064elnxecq2srl7r6j9, 1zxwich342p8fholev7ddkwh6, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, 7pi4j76iy3cfh0bfkxf9x8ell, 5t952swvuoed4pdwgbi4yjhex, 9v4l7ic3ve6d22c0gs9p1oe3u, 37ao6cj3w5pd5v5ap79fqlxw5, fvuj5umkjxxb1btu6004xjh1, 7qwzed85qna21zisvvatrjlxx, 4dh4ws8ehn6uywozt6ygczs2d, e81dfbtza1g8v3lozf39x3f85, yzee990gbkpl00qdgr6h3r2t, 18mddnpa54ygoaefaj0c5obf9, a5kkysp7c5f577ji17q5v2k0l, bxcpii8qeyw2duignml45sc15, b2f67gkfb59hda2vka59e7qol, 36fznb9hzqvn6lnlla7f3ycwl",3811647605,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811647603,130,8,3811647599,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811647609,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811912619,197,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465970873,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-10-01T19:30:58.212Z,2022-10-05T04:26:44Z,3811911707,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465970865,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-10-01T19:30:58.212Z,2022-10-01T19:30:58Z,3811911677,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465970887,3,1,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,50.1,49.9,2022-10-01T19:30:58.236Z,2022-10-05T04:34:16Z,3811911785,213,3.2,3811911779,140,31.0,3811911781,141,48.7,3811911787,279,S,3819719195,178,,3811911777,56,Back,3811911783,212,20.1,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465970933,4,1,1,0,2,9ldqu49smv1xg2va0n2cy28zl,0,31,48.7,2022-10-01T19:31:00.904Z,2022-10-05T04:34:25Z,3811912025,141,72.6,3811912021,56,Center,3819719345,178,,3811912027,212,42.4,3811912029,213,0.4,3811912019,155,,3811912031,1,,3811912023,140,68.3,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465972851,34,44,1,0,4,8gvg1ranyf93hprfkwx3ofl2y,1,27.4,27,2022-10-01T19:31:03.115Z,2022-10-05T10:25:00Z,3811923369,233,5,3811922995,285,,3811922993,56,Back,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465970939,5,44,1,0,4,9ldqu49smv1xg2va0n2cy28zl,0,72.6,73,2022-10-01T19:31:03.116Z,2022-10-05T04:34:31Z,3811912041,56,Center,3811912043,286,,3811923421,233,34,,,,,,,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465970983,3,12,1,0,4,8gvg1ranyf93hprfkwx3ofl2y,1,23.6,21.3,2022-10-01T19:31:03.177Z,2022-10-05T10:25:01Z,3811912289,140,13.9,3811912291,141,0.0,3811912287,56,Back,3811912293,212,18.7,3811912309,15,,3819719563,388,,3811912295,213,4.1,3811912351,167,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465970991,4,5,1,0,8,8gvg1ranyf93hprfkwx3ofl2y,0,17.2,-1.3,2022-10-01T19:31:07.166Z,2022-10-05T04:34:52Z,3811912701,233,6,3811912337,56,Back,3811912339,347,,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
