id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2502252205,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-29T19:58:20.437Z,2023-01-29T20:38:18Z,4003495973,194,3o3pp38h4ww0btuxzna0mhtcl,4003495975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003495969,130,8,4003495963,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 3o3pp38h4ww0btuxzna0mhtcl, dyeuxixz75ematbmtiwzcvhzp, 9ylq7ia76wd7pxq3ax9qo8w5x, dzq4gg917idfq1rhng1coi5uc, dqpofsnyszazhkp0t7gtlfi3u, 2jskw42u7twkcsxa15hcysiy1, 31i957f27zym4aj6xdjxu7nit, 51edb4gy0w4q1wns87xehn2dx, 74hu9pcq0b1z36871v3inexyi, 2zu7x3ge1bkly3l57je95laeh, e4x6fx7njwfevkwf1t0ocyq51, cdkxx5845lj8spbg3ha7m1xm2, ctkp6xkdg68xonlfkjwe580oa, 1l0sfejnziz4ur5prgb0tp2j8, c9juqy1fmkna7jcozyeg0weeh, 4mvqt04u92wsm1p5ja8fpilii, 22ol5dyxze6bztorp2amc85m2, 5bl0qe7l7juksox3s4u76hxat",4003555247,197,11679,4003495965,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4003495967,59,"99, 62, 31, 20, 34, 3, 7, 23, 11, 10, 21, 4, 13, 22, 25, 29, 50, 78, 91, 95",4003495971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502252287,1,34,16,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-01-29T19:58:52.309Z,2023-01-29T20:40:11Z,4003496729,130,8,4003496725,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4003496723,30,"6ddxujeb3873j5evwiz8n4wt0, ck3l6a262hves3v6nywarx9pm, d98j4asio4xrxcwmfg1ak95yi, 1u9sn1cu0pq16mina2q6d6dwp, 1zteujk5u3rpr028priato4bt, 4ofpb9y2fqqr3d5cdfbl05c6h, 9g834yhraytmjoxb15098ey95, e0k7beubxdswouhw13td0nlk9, 5fcx7aiflhvguztjw8mp53b9x, dh4byuuh5mlyp147iq8cyunkl, arpoe2kjx9pbacgpuv17yl33d, 9wek84cn7z0ou46623nlo876y, 9hqhder3adhjjovepuv4yst79, bxfalki1fmd687uj0b8e0m0np, 48li2iey0m9b8h8cvs6py2iy2, dkijqjb6nubobtobl4s2v8xxx, mf471kdl6wed3z8wlaazk82x, 76w964mdux2s3max2nlih6az8, 6vvg5on86k2ldhs4pn2kua0vd, bvlwv6fwawqnv446zj516y4no",4003496731,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4003496727,59,"31, 6, 74, 97, 15, 4, 23, 28, 29, 7, 10, 9, 1, 5, 12, 17, 18, 20, 32, 77",4003573641,197,6595,4003496733,194,1zteujk5u3rpr028priato4bt,4003496735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502264581,2,32,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-01-29T20:31:32.501Z,2023-01-31T18:29:45Z,4003563839,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502264585,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-01-29T20:31:32.501Z,2023-01-29T20:31:35Z,4003563845,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502264603,3,1,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,49.9,49.9,2023-01-29T20:31:32.650Z,2023-02-01T01:25:48Z,4003563953,279,S,4006168545,178,,4003563945,140,46.8,4003563943,56,Back,4003563951,213,4.2,4003563949,212,6.2,4003563947,141,42.1,,,,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502264663,4,1,1,0,1,5c0sf1eaipcxvdw9o22of2jdp,1,45.9,43.4,2023-01-29T20:31:34.393Z,2023-02-01T01:25:54Z,4003564271,213,2.9,4003564267,141,51.5,4003564263,56,Back,4003564265,140,28.1,4006168641,178,,4003564269,212,19.5,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502264681,6,1,1,0,4,5c0sf1eaipcxvdw9o22of2jdp,1,27.6,49.3,2023-01-29T20:31:37.202Z,2023-02-01T01:25:59Z,4003564381,140,27.8,4006168679,178,,4003564379,56,Back,4003564385,212,11.9,4003564383,141,66.8,4003564387,213,1.6,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502264677,5,43,1,0,5,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-01-29T20:31:37.730Z,2023-01-31T15:00:29Z,4003564351,56,Back,4003564359,213,1.5,4005505145,144,1,4003564353,140,28.4,4003564355,141,72.2,4003564357,212,14.0,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502299157,842,1,1,0,6,5c0sf1eaipcxvdw9o22of2jdp,0,31,77.1,2023-01-29T20:31:39.458Z,2023-02-01T01:26:05Z,4003759743,213,6.2,4006168715,178,,4003759735,56,Back,4003759741,212,5.3,4003759739,141,76.1,4003759737,140,36.0,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502264643,3,61,1,0,7,22mo7qbsnyi8wtucpvhgvhw2q,1,66,19.7,2023-01-29T20:31:39.693Z,2023-02-01T01:26:11Z,4006168765,178,,4006168763,21,,4003564171,56,Right,,,,,,,,,,,,,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
