id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2534779299,6,61,1,0,9,bwt8yfk8rkcwiwyr0mopd7wqd,1,23.1,17.5,2023-04-16T17:01:34.015Z,2023-04-16T17:02:23Z,4196343695,56,Back,,,,,,,,,,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534788191,91,1,1,0,10,26t6lvlpql4w5wu1ih73qpy36,0,77.1,78.5,2023-04-16T17:01:35.361Z,2023-04-16T17:13:03Z,4196392871,212,9.5,4196392869,141,64.9,4196392867,140,75.2,4196392865,56,Center,4196392873,213,4.5,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779257,4,49,1,0,12,bwt8yfk8rkcwiwyr0mopd7wqd,1,24.5,44.3,2023-04-16T17:01:36.556Z,2023-04-16T17:56:51Z,,,,,,,,,,,,,,,,,,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779401,7,1,1,0,13,26t6lvlpql4w5wu1ih73qpy36,0,61.2,89.4,2023-04-16T17:01:38.328Z,2023-04-16T17:59:29Z,4196344239,140,66.2,4196344245,213,5.3,4196344243,212,10.1,4196344237,56,Center,4196344241,141,76.7,,,,,,,,,,csvbc0k1f54418nn8pjhg8ull,C. Borja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779265,5,4,1,0,14,bwt8yfk8rkcwiwyr0mopd7wqd,1,29,48.5,2023-04-16T17:01:38.543Z,2023-04-16T17:59:34Z,4196343503,56,Back,4196343505,152,,4196343501,13,,4196343529,233,6,4196343507,265,,4196343509,285,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779247,6,4,1,0,14,26t6lvlpql4w5wu1ih73qpy36,0,71,51.5,2023-04-16T17:01:38.544Z,2023-04-16T17:59:32Z,4196343389,265,,4196343549,233,5,4196343387,152,,4196343383,13,,4196343391,286,,4196343385,56,Center,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534820233,386,1,1,0,25,bwt8yfk8rkcwiwyr0mopd7wqd,1,27.6,47.3,2023-04-16T17:01:49.465Z,2023-04-16T17:56:42Z,4196570871,141,9.2,4196570861,5,,4196570875,213,5.1,4196570873,212,28.0,4196570863,152,,4196570865,56,Back,4196570869,140,37.6,4196570935,189,,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534820079,385,61,1,0,27,bwt8yfk8rkcwiwyr0mopd7wqd,0,42.8,6.2,2023-04-16T17:01:51.465Z,2023-04-16T17:56:24Z,4196569971,56,Back,,,,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779409,7,1,1,0,28,bwt8yfk8rkcwiwyr0mopd7wqd,1,37.2,25.4,2023-04-16T17:01:53.293Z,2023-04-16T17:01:55Z,4196344293,213,4.0,4196344291,212,13.5,4196344285,56,Back,4196344289,141,11.0,4196344287,140,28.4,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779441,8,1,1,0,30,bwt8yfk8rkcwiwyr0mopd7wqd,1,28.4,11,2023-04-16T17:01:54.795Z,2023-04-16T17:01:58Z,4196344481,141,41.2,4196344479,140,14.4,4196344477,56,Back,4196344483,212,25.3,4196344485,213,2.2,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779483,9,1,1,0,33,bwt8yfk8rkcwiwyr0mopd7wqd,1,14.4,41.2,2023-04-16T17:01:58.059Z,2023-04-16T17:02:01Z,4196344677,141,76.5,4196344683,213,1.2,4196344681,212,25.4,4196344669,56,Back,4196344673,140,22.2,,,,,,,,,,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779547,10,1,1,0,36,bwt8yfk8rkcwiwyr0mopd7wqd,0,30.1,81,2023-04-16T17:02:00.987Z,2023-04-16T17:02:07Z,4196344999,155,,4196345009,213,0.0,4196345007,212,58.9,4196345011,1,,4196345001,56,Left,4196345005,141,83.3,4196345003,140,86.2,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779573,8,49,1,0,44,26t6lvlpql4w5wu1ih73qpy36,1,9.4,11.1,2023-04-16T17:02:08.916Z,2023-04-16T17:02:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779583,9,1,1,0,44,26t6lvlpql4w5wu1ih73qpy36,1,9.4,11.1,2023-04-16T17:02:09.308Z,2023-04-16T17:02:10Z,4196345231,212,10.5,4196345225,56,Back,4196345233,213,1.8,4196345227,140,6.9,4196345229,141,26.1,,,,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779585,10,1,1,0,45,26t6lvlpql4w5wu1ih73qpy36,1,7.2,24.9,2023-04-16T17:02:10.375Z,2023-04-16T17:02:11Z,4196345265,140,9.8,4196345263,56,Back,4196345271,213,4.9,4196345267,141,5.5,4196345269,212,13.5,,,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779591,11,1,1,0,46,26t6lvlpql4w5wu1ih73qpy36,0,9.7,5.5,2023-04-16T17:02:11.085Z,2023-04-16T17:02:14Z,4196345419,233,11,4196345301,140,11.8,4196345417,236,,4196345305,212,2.2,4196345303,141,5.0,4196345299,56,Back,4196345423,286,,4196345307,213,6.1,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779607,11,74,1,0,46,bwt8yfk8rkcwiwyr0mopd7wqd,1,88.5,97.8,2023-04-16T17:02:11.086Z,2023-04-16T18:02:42Z,4196345381,56,Left,4196345425,233,11,4196345383,285,,,,,,,,,,,,,,,,,c3byjg1gw75b6wz0wz0bjwij9,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779617,12,5,1,0,48,bwt8yfk8rkcwiwyr0mopd7wqd,0,86.9,101,2023-04-16T17:02:13.276Z,2023-04-16T18:02:45Z,4196345733,233,12,4196345441,56,Left,4196345443,347,,,,,,,,,,,,,,,,,c3byjg1gw75b6wz0wz0bjwij9,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779657,12,5,1,0,48,26t6lvlpql4w5wu1ih73qpy36,1,13.1,-1,2023-04-16T17:02:13.276Z,2023-04-16T17:02:59Z,4196345667,56,Back,4196345683,233,12,4196345669,347,,,,,,,,,,,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779819,13,1,1,1,1,26t6lvlpql4w5wu1ih73qpy36,1,19.9,0,2023-04-16T17:02:25.721Z,2023-04-16T17:02:30Z,4196346547,107,,4196346551,56,Back,4196346555,140,27.6,4196346559,212,8.6,4196346561,213,0.4,4196346557,141,2.5,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779827,14,50,1,1,5,26t6lvlpql4w5wu1ih73qpy36,1,28.3,3.9,2023-04-16T17:02:30.411Z,2023-04-16T17:03:17Z,4196349945,233,13,4196346591,285,,4196346589,56,Back,,,,,,,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779825,13,7,1,1,5,bwt8yfk8rkcwiwyr0mopd7wqd,0,71.7,96.1,2023-04-16T17:02:30.412Z,2023-04-16T17:57:41Z,4196346581,56,Left,4196346629,233,14,4196346583,286,,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779851,15,1,1,1,7,26t6lvlpql4w5wu1ih73qpy36,0,25.3,4.3,2023-04-16T17:02:32.139Z,2023-04-16T17:03:19Z,4196346751,155,,4196346755,56,Back,4196346753,196,,4196346761,212,54.4,4196346759,141,81.2,4196346757,140,39.5,4196346763,213,1.3,4196346765,1,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779853,14,49,1,1,9,bwt8yfk8rkcwiwyr0mopd7wqd,1,63.7,27.2,2023-04-16T17:02:33.475Z,2023-04-16T17:02:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779873,15,3,1,1,10,bwt8yfk8rkcwiwyr0mopd7wqd,0,65.2,18,2023-04-16T17:02:34.803Z,2023-04-16T17:02:37Z,4196347049,233,16,4196346853,286,,4196346851,56,Right,,,,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779907,16,7,1,1,10,26t6lvlpql4w5wu1ih73qpy36,0,34.8,82,2023-04-16T17:02:34.804Z,2023-04-16T17:02:37Z,4196347021,56,Back,4196347023,285,,4196347039,233,15,,,,,,,,,,,,,,,,csvbc0k1f54418nn8pjhg8ull,C. Borja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779919,17,3,1,1,11,26t6lvlpql4w5wu1ih73qpy36,0,35.8,80,2023-04-16T17:02:36.274Z,2023-04-16T17:02:41Z,4196347097,56,Back,4196347381,233,16,4196347099,286,,,,,,,,,,,,,,,,,y6esn24vphnrw3y50poje21h,Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779925,16,7,1,1,11,bwt8yfk8rkcwiwyr0mopd7wqd,1,64.2,20,2023-04-16T17:02:36.275Z,2023-04-16T17:02:41Z,4196347175,285,,4196347171,233,17,4196347131,56,Right,,,,,,,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779927,17,49,1,1,13,bwt8yfk8rkcwiwyr0mopd7wqd,1,70.1,26.6,2023-04-16T17:02:38.291Z,2023-04-16T17:02:38Z,,,,,,,,,,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534779973,18,1,1,1,14,bwt8yfk8rkcwiwyr0mopd7wqd,1,70.1,26.6,2023-04-16T17:02:38.467Z,2023-04-16T17:02:41Z,4196347397,140,61.4,4196347399,141,33.4,4196347395,56,Center,4196347401,212,10.2,4196347403,213,2.7,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780009,19,1,1,1,17,bwt8yfk8rkcwiwyr0mopd7wqd,1,60.6,28.1,2023-04-16T17:02:41.716Z,2023-04-16T17:02:44Z,4196347613,212,16.5,4196347615,213,4.5,4196347609,141,4.3,4196347601,56,Right,4196347605,140,57.7,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780029,20,1,1,1,19,bwt8yfk8rkcwiwyr0mopd7wqd,1,57.7,4.3,2023-04-16T17:02:44.139Z,2023-04-16T17:02:46Z,4196347733,212,6.6,4196347735,213,0.0,4196347731,141,4.6,4196347729,140,64.0,4196347727,56,Right,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780043,21,3,1,1,21,bwt8yfk8rkcwiwyr0mopd7wqd,0,59.5,5.2,2023-04-16T17:02:46.379Z,2023-04-16T17:02:49Z,4196347789,286,,4196347993,233,18,4196347783,56,Right,,,,,,,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780071,18,7,1,1,21,26t6lvlpql4w5wu1ih73qpy36,1,40.5,94.8,2023-04-16T17:02:46.380Z,2023-04-16T17:02:49Z,4196347959,233,21,4196347931,285,,4196347929,56,Back,,,,,,,,,,,,,,,,y6esn24vphnrw3y50poje21h,Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780073,19,49,1,1,24,26t6lvlpql4w5wu1ih73qpy36,1,43.7,92.9,2023-04-16T17:02:48.587Z,2023-04-16T17:02:48Z,,,,,,,,,,,,,,,,,,,,,,,,,y6esn24vphnrw3y50poje21h,Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780101,20,1,1,1,24,26t6lvlpql4w5wu1ih73qpy36,1,43.8,92.3,2023-04-16T17:02:49.115Z,2023-04-16T17:02:51Z,4196348089,141,83.0,4196348087,140,53.2,4196348093,213,5.7,4196348091,212,11.7,4196348085,56,Left,,,,,,,,,,y6esn24vphnrw3y50poje21h,Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780171,21,2,1,1,26,26t6lvlpql4w5wu1ih73qpy36,1,57.6,79,2023-04-16T17:02:51.123Z,2023-04-16T17:03:00Z,4196348511,140,73.7,4196348855,7,e5xv1rmy69kwuxjxin653ojqh,4196348509,56,Center,4196348513,141,76.7,,,,,,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780329,25,55,1,1,26,bwt8yfk8rkcwiwyr0mopd7wqd,1,39.6,42.4,2023-04-16T17:02:51.124Z,2023-04-16T17:48:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780175,22,43,1,1,30,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-04-16T17:02:55.130Z,2023-04-16T17:02:59Z,4196348535,249,0,4196348525,22,0,4196348529,56,Center,4196348527,17,0,4196348761,144,39,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780183,22,43,1,1,32,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-04-16T17:02:57.332Z,2023-04-16T17:03:13Z,4196349577,144,10,4196348595,173,0,4196348601,56,Back,4196348599,182,0,4196348597,178,0,,,,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780249,23,43,1,1,35,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-04-16T17:03:00.179Z,2023-04-16T17:03:05Z,4196349031,56,Back,4196349033,140,1.7,4196349035,141,45.4,4196349039,213,3.0,4196349133,144,1,4196349037,212,1.0,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780251,24,43,1,1,37,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-04-16T17:03:01.987Z,2023-04-16T17:03:06Z,4196349045,73,0,4196349043,56,Back,4196349193,144,6,,,,,,,,,,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780503,26,1,1,2,1,bwt8yfk8rkcwiwyr0mopd7wqd,1,38.1,41.2,2023-04-16T17:03:26.195Z,2023-04-16T17:58:35Z,4196350471,241,,4196350475,140,59.4,4196350473,56,Right,4196350469,5,,4196350479,212,32.7,4196350481,213,5.5,4196350483,1,,4196576247,189,,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,4196350477,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780529,27,1,1,2,3,bwt8yfk8rkcwiwyr0mopd7wqd,1,69.7,5.9,2023-04-16T17:03:27.723Z,2023-04-16T17:03:30Z,4196350639,140,64.9,4196350645,213,1.9,4196350643,212,15.7,4196350637,56,Center,4196350641,141,27.7,,,,,,,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780571,28,1,1,2,5,bwt8yfk8rkcwiwyr0mopd7wqd,1,69.2,28.3,2023-04-16T17:03:30.436Z,2023-04-16T17:03:33Z,4196350853,56,Right,4196350855,140,77.1,4196350861,213,5.3,4196350859,212,14.0,4196350857,141,11.8,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780591,29,1,1,2,8,bwt8yfk8rkcwiwyr0mopd7wqd,1,75.1,13.3,2023-04-16T17:03:33.403Z,2023-04-16T17:03:34Z,4196350909,213,3.5,4196350901,56,Right,4196350905,141,9.8,4196350903,140,69.3,4196350907,212,6.5,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780647,30,1,1,2,10,bwt8yfk8rkcwiwyr0mopd7wqd,1,69.3,9.8,2023-04-16T17:03:34.532Z,2023-04-16T17:03:39Z,4196351199,56,Right,4196351201,140,70.7,4196351205,212,4.3,4196351203,141,3.8,4196351207,213,5.1,,,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534780695,31,1,1,2,14,bwt8yfk8rkcwiwyr0mopd7wqd,1,64.4,15.4,2023-04-16T17:03:38.971Z,2023-04-16T17:03:43Z,4196351449,213,2.8,4196351447,212,22.5,4196351441,56,Back,4196351445,141,26.5,4196351443,140,44.2,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
